SubUnit_Name,House_Number,House_Name,Street_Name,Locality,Town,Postcode,Parish_,Market_Value,Consideration,Acquisition_Date,CompletionDate
Thie Bane, 23,,Perwick Road,,Port St Mary,IM9 5PA,Rushen,"420,000.00","420,000.00",26/06/2019,22/10/2019
Thie Bane, 23,,Perwick Road,,Port St Mary,IM9 5PA,Rushen,"495,000.00","495,000.00",02/08/2024,03/09/2024
,,Sunnyside,The Howe,,Port St Mary,IM9 5PR,Rushen,"380,000.00","380,000.00",07/12/2018,25/03/2019
, 16,Greywinds,Close Famman,,Port Erin,IM9 6BJ,Rushen,"195,000.00","195,000.00",09/08/2018,23/02/2019
, 16,Greywinds,Close Famman,,Port Erin,IM9 6BJ,Rushen,"195,000.00","195,000.00",20/05/2019,05/07/2019
, 1,Glenville,Droghadfayle Park,,Port Erin,IM9 6ER,Rushen,"287,000.00","287,000.00",30/11/2018,23/10/2019
, 10,,Fleshwick Close,Ballakilley,Port St Mary,IM9 5NS,Rushen,"339,950.00","339,950.00",11/01/2019,15/10/2019
,,Brown Roofs,Ballakillowey Road,,Colby,IM9 4BN,Rushen,"385,000.00","385,000.00",12/12/2018,09/10/2019
, 60,,Garth Avenue,Surby,Port Erin,IM9 6QZ,Rushen,"160,000.00","160,000.00",30/11/2018,03/09/2019
, 60,,Garth Avenue,Surby,Port Erin,IM9 6QZ,Rushen,"275,000.00","275,000.00",17/12/2019,08/02/2020
, 49,,Droghadfayle Park,,Port Erin,IM9 6EP,Rushen,"480,000.00","480,000.00",14/12/2018,05/10/2019
,,Kentraugh,Athol Park,,Port Erin,IM9 6EX,Rushen,"330,000.00","330,000.00",21/02/2019,31/10/2019
,,Pound Lane Depot,Castletown Road,,Port St Mary,,Rushen,"15,055.00","15,055.00",01/02/2019,18/04/2019
, 9,,Fleshwick Close,Ballakilley,Port St Mary,IM9 5NS,Rushen,"301,400.00","301,400.00",25/01/2019,04/11/2019
, 9,,Fleshwick Close,Ballakilley,Port St Mary,IM9 5NS,Rushen,"395,000.00","395,000.00",27/05/2022,25/07/2023
,,Woodvale,Bradda Road,,Port Erin,IM9 6QA,Rushen,"390,000.00","390,000.00",01/03/2019,30/04/2019
,,Pendlemount,Castletown Road,,Port Erin,IM9 6BD,Rushen,"140,000.00","140,000.00",25/02/2019,25/04/2019
,,Pendlemount,Castletown Road,,Port Erin,IM9 6BD,Rushen,"240,000.00","240,000.00",05/09/2019,28/09/2019
,,Land At Ballarock,Ballakillowey Road,,Rushen,,Rushen,"75,000.00","75,000.00",07/03/2019,06/09/2019
,,Land At Ballarock,Ballakillowey Road,,Rushen,,Rushen,"80,000.00","80,000.00",09/04/2020,17/06/2020
,,Iona,Viking Hill,Ballakillowey,Colby,IM9 4BJ,Rushen,"280,000.00","280,000.00",01/02/2019,05/11/2019
,,Iona,Viking Hill,Ballakillowey,Colby,IM9 4BJ,Rushen,"539,000.00","539,000.00",19/08/2021,25/10/2021
,,Innisfree,Cronk Road,,Port St Mary,IM9 5AS,Rushen,"400,000.00","400,000.00",10/08/2018,05/11/2019
, 26,Nyn Saie,Close Famman,,Port Erin,IM9 6BJ,Rushen,"225,000.00","225,000.00",25/03/2019,12/12/2019
,,,Parcel Of Land Abutting The Underway,,Port St Mary,,Rushen,"5,000.00",0.00,12/04/2019,23/09/2019
,,,Parcel Of Land Abutting The Underway,,Port St Mary,,Rushen,"5,000.00","5,000.00",30/10/2019,11/11/2019
,,,Parcel Of Land Abutting The Underway,,Port St Mary,,Rushen,"5,000.00","5,000.00",04/03/2022,27/05/2022
Apartment 1B,,Princess Towers ,The Promenade,,Port Erin,IM9 6LH,Rushen,"210,000.00","210,000.00",20/02/2019,13/11/2019
, 3,,Ballakneale Avenue,,Port Erin,IM9 6ND,Rushen,"230,000.00","230,000.00",20/02/2019,15/10/2019
,,Melrose,Four Roads,,Port St Mary,IM9 5LQ,Rushen,"215,000.00","215,000.00",01/05/2019,29/07/2019
,,Melrose,Four Roads,,Port St Mary,IM9 5LQ,Rushen,"259,000.00","259,000.00",26/04/2024,21/08/2024
, 11,,Carnane View,Ballakilley,Port St Mary,IM9 5NR,Rushen,"339,950.00","339,950.00",24/04/2019,14/11/2019
, 11,,Carnane View,Ballakilley,Rushen,IM9 5NR,Rushen,"390,000.00","390,000.00",21/06/2021,08/09/2021
Garage 20,,Princess Towers,The Promenade,,Port Erin,IM9 6LH,Rushen,"6,000.00","6,000.00",09/05/2019,23/11/2019
Garage 20,,Princess Towers,The Promenade,,Port Erin,IM9 6LH,Rushen,0.00,0.00,10/06/2019,14/03/2020
, 5,Garden Area In Relation To,Magherdonnag,,Port Erin,IM9 6BY,Rushen,0.25,0.25,12/12/2008,15/06/2019
, 5,Garden Area In Relation To,Magherdonnag,,Port Erin,IM9 6BY,Rushen,0.25,0.25,21/09/2018,15/06/2019
,,Shan Howe,Station Road,,Port St Mary,IM9 5LF,Rushen,"120,000.00","120,000.00",18/04/2019,08/11/2019
, 5,,Erin Crescent,,Port Erin,IM9 6FD,Rushen,"250,000.00","250,000.00",15/04/2019,12/11/2019
,,,Fairholme,Athol Park,Port Erin,IM9 6EX,Rushen,"350,000.00","350,000.00",01/03/2019,29/07/2019
,,,Fairholme,Athol Park,Port Erin,IM9 6EX,Rushen,"240,000.00","240,000.00",17/12/2019,10/02/2020
,,Land At Lingauge,Sloc Road,Colby,Rushen,,Rushen,"18,000.00","18,000.00",11/03/2019,16/11/2019
Flat 2,,Cherry Tree Court,Station Road,,Port Erin,IM9 6AR,Rushen,"200,000.00","200,000.00",05/05/2017,28/01/2020
Flat 2,,Cherry Tree Court,Station Road,,Port Erin,IM9 6AR,Rushen,"197,500.00","197,500.00",06/03/2020,06/05/2020
,,Land To The Rear Of Heatherleigh,Ballakillowey Road,,Rushen,IM9 4BW,Rushen,"50,000.00","50,000.00",11/03/2019,16/12/2019
,,Ny Croityn,Howe Road,,Port St Mary,IM9 5LB,Rushen,"315,000.00","315,000.00",11/04/2019,29/07/2019
,,Ny Croityn,Howe Road,,Port St Mary,IM9 5LB,Rushen,"600,000.00","600,000.00",31/07/2024,04/09/2024
, 7,,Milner Park,,Port Erin,IM9 6QP,Rushen,"260,000.00","260,000.00",03/06/2019,21/11/2019
,,Ambleside,Qualtroughs Lane,Ballafesson,Port Erin,IM9 6TP,Rushen,"325,000.00","325,000.00",30/04/2019,16/12/2019
, 9,,Carnane View,Ballakilley,Port St Mary,IM9 5NR,Rushen,"439,950.00","439,950.00",24/05/2019,14/11/2019
APARTMENT 3,,Belmont,The Promenade,,Port St. Mary,IM9 5DB,Rushen,"125,000.00","125,000.00",22/03/2019,16/12/2019
,,Apartment 2,Belmont,The Promenade,Port St Mary,IM9 5DB,Rushen,"125,000.00","125,000.00",22/03/2019,11/01/2020
, 10,,Close Cam,,Port Erin,IM9 6NB,Rushen,"205,000.00","205,000.00",10/04/2019,13/02/2020
,,,8 Ballagale Avenue,,Surby,IM9 6QN,Rushen,"338,000.00","338,000.00",13/06/2019,07/01/2020
,,,8 Ballagale Avenue,,Surby,IM9 6QN,Rushen,"420,000.00","420,000.00",13/07/2022,27/07/2022
,,West View,Bradda Road,,Port Erin,IM9 6PR,Rushen,"190,000.00","190,000.00",11/03/2016,05/08/2019
,,West View,Bradda Road,,Port Erin,IM9 6PR,Rushen,"180,000.00","180,000.00",23/08/2019,05/09/2019
, 22,,Close Famman,,Port Erin,IM9 6BJ,Rushen,"230,000.00","230,000.00",16/01/2014,20/02/2020
,,The Old Sail Loft,Lime Street,,Port St Mary,,Rushen,"270,000.00","270,000.00",14/06/2019,19/02/2020
, 7,,Bradda View,Ballakillowey,Colby,IM9 4BE,Rushen,"453,000.00","453,000.00",17/04/2019,13/02/2020
, 19,The Old Bank,Station Road,,Port Erin,IM9 6AE,Rushen,"355,000.00","355,000.00",17/05/2019,16/08/2019
,,Dreeym,Bradda West Road,,Port Erin,IM9 6PN,Rushen,"320,000.00","320,000.00",25/04/2019,22/02/2020
,,Dreeym,Bradda West Road,,Port Erin,IM9 6PN,Rushen,"350,000.00","350,000.00",12/02/2021,24/02/2021
, 20,,Ballamaddrell,,Port Erin,IM9 6BB,Rushen,"125,000.00","125,000.00",23/05/2019,06/11/2019
, 20,,Ballamaddrell,,Port Erin,IM9 6BB,Rushen,"195,000.00","195,000.00",16/12/2019,14/01/2020
,,Moorlands,Four Roads,,Port St Mary,IM9 5LQ,Rushen,"85,000.00","85,000.00",20/11/2015,28/10/2019
,,Land Part Of Ballacreggan Farm ,Station Road,,Port St Mary,,Rushen,"62,000.00","62,000.00",18/06/2019,14/02/2020
,,Carrick Beg,The Level,,Colby,IM9 4AF,Rushen,"205,000.00","205,000.00",28/08/2019,30/09/2019
,,Kimberley,Athol Park,,Port Erin,IM9 6ES,Rushen,"190,000.00","190,000.00",21/06/2019,10/02/2020
,,Kimberley,Athol Park,,Port Erin,IM9 6ES,Rushen,"285,336.00","285,336.00",20/03/2020,10/06/2020
, 10 ,Rhuddylan,Droghadfayle Road,,Port Erin,IM9 6EL,Rushen,"220,000.00","220,000.00",05/09/2019,29/10/2019
,,Erskine,Saint Marys Road,,Port Erin,IM9 6JG,Rushen,"245,000.00","245,000.00",20/09/2019,30/10/2019
,,Mizpah,Ballafesson Road,,Port Erin,IM9 6TX,Rushen,"120,000.00","120,000.00",26/09/2019,18/10/2019
,,Metals House,Athol Street,,Port St Mary,IM9 5HL,Rushen,"168,000.00","168,000.00",25/07/2019,31/10/2019
,,Apple's Blossom,Ballafesson Road,,Port Erin,,Rushen,"259,000.00","259,000.00",10/10/2019,14/01/2020
, 9,,Fairway Close,,Port Erin,IM9 6LS,Rushen,"365,000.00","365,000.00",23/08/2019,20/11/2019
Apartment 3A,,Princess Towers,The Promenade,,Port Erin,IM9 6LH,Rushen,"240,000.00","240,000.00",31/10/2019,27/02/2020
, 10,,Ballamaddrell,,Port Erin,IM9 6BB,Rushen,"170,000.00",500.00,19/08/2019,11/01/2020
,,Fern Cottage,The Howe,,Port St Mary,IM9 5PR,Rushen,"520,000.00","520,000.00",23/09/2019,23/11/2019
,,Fern Cottage,The Howe,,Port St Mary,IM9 5PR,Rushen,"520,000.00",0.00,19/07/2024,05/09/2024
, 25,,Thornhill Close,,Port Erin,IM9 6NG,Rushen,"320,000.00","320,000.00",02/12/2019,18/02/2020
,,Teignford,Surby Road,Surby,Port Erin,IM9 6TB,Rushen,"280,000.00","280,000.00",31/10/2019,17/02/2020
,,Yn Burroo,Surby Road,Surby,Port Erin,IM9 6TB,Rushen,"438,000.00","438,000.00",10/02/2023,24/03/2023
,,Shenvalla,Glen Chass Road,Glen Chass,Port St. Mary,IM9 5PN,Rushen,"180,000.00",0.00,09/05/2015,12/11/2020
,,Shenvalla,Glen Chass Road,Glen Chass,Port St. Mary,IM9 5PN,Rushen,"180,000.00","120,000.00",12/08/2019,30/11/2020
,,Maynrys,Bradda Road,,Port Erin,IM9 6QB,Rushen,"215,000.00","215,000.00",06/12/2019,09/03/2020
,,High Lea,Ballakillowey Road,,Colby,IM9 4BD,Rushen,"372,500.00","372,500.00",02/08/2019,12/03/2020
,,Two Plots Of Land Adjacent To Rose Cottage,Glen Chass Road,Glen Chass,Port St Mary,IM9 5PL,Rushen,"38,000.00","38,000.00",24/09/2019,11/03/2020
,,Cronk-Y-Dhooney,Ballakilpheric,,Colby,IM9 4BS,Rushen,"435,000.00","435,000.00",23/08/2019,17/03/2020
,,Ballamona,Bay View Road,,Port St. Mary,IM9 5AJ,Rushen,"1,200,000.00",0.25,18/08/2000,19/06/2020
, 8,Ridgewell,Glen View Terrace,,Port Erin,IM9 6HA,Rushen,"160,000.00","160,000.00",31/01/2020,02/04/2020
, 11,Valla Veg,Lime Street,,Port St Mary,IM9 5ED,Rushen,"345,000.00","345,000.00",11/12/2019,10/06/2020
,,The Hideaway,Paddocks Lane,,Port St Mary,IM9 5HL,Rushen,"247,500.00","247,500.00",03/01/2020,11/09/2020
, 15,,Droghadfayle Park,,Port Erin,IM9 6ER,Rushen,"290,000.00","290,000.00",17/05/2019,04/06/2020
, 1,,Fairway Drive,,Port Erin,IM9 6LR,Rushen,"308,000.00","308,000.00",29/04/2019,09/07/2020
, 1,,Fairway Drive,,Port Erin,IM9 6LR,Rushen,"420,000.00","420,000.00",27/01/2022,05/02/2022
, 1,Stoneleigh,Ballafurt Close,,Port Erin,IM9 6HS,Rushen,"255,000.00","255,000.00",25/10/2019,19/05/2020
, 42,,Close Famman,,Port Erin,IM9 6BJ,Rushen,"200,000.00","200,000.00",10/12/2019,19/05/2020
, 33,Brynsiriol,Ballagale Avenue,Surby,Port Erin,IM9 6LN,Rushen,"330,000.00","330,000.00",25/05/2018,09/07/2020
, 27,,Ballahane Close,,Port Erin,IM9 6EG,Rushen,"132,000.00","10,000.00",29/06/2016,09/07/2020
, 18.6 Acres,,At Lingague,Sloc Road,Colby,,Rushen,"80,000.00","80,000.00",29/07/2019,09/07/2020
, 4,,Ballamaddrell,,Port Erin,IM9 6BB,Rushen,"165,000.00","165,000.00",25/11/2019,10/06/2020
,,Cronk Ny Ollee,Glen Chass Road,,Port St Mary,IM9 5PL,Rushen,"234,000.00","234,000.00",24/01/2020,10/06/2020
,,Cronk Ny Ollee,Glen Chass Road,,Port St Mary,IM9 5PL,Rushen,"375,000.00","375,000.00",10/08/2023,24/10/2023
Apartment 2C ,,Milner Towers,Station Road,,Port Erin,IM9 6AG,Rushen,"200,000.00","200,000.00",11/07/2019,31/07/2020
, 6,,Milner Park,,Port Erin,IM9 6DH,Rushen,"360,000.00","360,000.00",24/09/2019,26/05/2020
, 6,,Milner Park,,Port Erin,IM9 6DH,Rushen,"475,000.00","475,000.00",25/08/2023,07/11/2023
,,The Fairways,Rowany Drive,,Port Erin,IM9 6LN,Rushen,"385,000.00","385,000.00",25/10/2019,10/05/2020
,,Stoneleigh,Beach Road,,Port St. Mary,IM9 5ND,Rushen,"325,000.00","325,000.00",28/11/2019,28/04/2020
,,Highview,Fistard Road,,Port St Mary,,Rushen,"430,000.00","430,000.00",09/08/2019,04/05/2020
,,Holmcroft,Four Roads,,Port St. Mary,IM9 5LL,Rushen,"165,000.00","165,000.00",23/07/2019,14/08/2020
, 19,Aleph,Perwick Road,,Port St Mary,IM9 5PA,Rushen,"475,000.00","475,000.00",23/09/2019,12/06/2020
, 19,Tradewinds,Perwick Road,,Port St Mary,IM9 5PA,Rushen,"537,500.00","537,500.00",04/12/2023,29/12/2023
,,Loen,Fistard Road,,Port St Mary,IM9 5HF,Rushen,"219,000.00","219,000.00",01/10/2019,11/05/2020
, 72,,Magherbreekyn ,Ponyfields,Port Erin,IM9 6DD,Rushen,"211,000.00","211,000.00",13/06/2019,10/07/2020
, 72,,Magherbreekyn ,Ponyfields,Port Erin,IM9 6DD,Rushen,"300,000.00","200,000.00",08/08/2024,30/08/2024
, 11,,St. Mary's Glebe,Fistard,Port St. Mary,IM9 5PF,Rushen,"500,000.00","500,000.00",23/09/2019,22/06/2020
,,Arnside,Bay View Road,,Port Erin,IM9 6LF,Rushen,"164,000.00","164,000.00",19/07/2019,26/05/2020
,,Wensley Dale,Athol Avenue,,Port Erin,IM9 6EY,Rushen,"250,000.00","250,000.00",06/09/2019,28/07/2020
,,Saoirse,Off Station Road,,Port St Mary,IM9 5LF,Rushen,"140,000.00","140,000.00",17/01/2020,07/08/2020
Apartment 3,,Cronk Wyllan Apartments,The Promenade,,Port St Mary,IM9 5DE,Rushen,"197,500.00","197,500.00",15/10/2019,26/06/2020
, 39,,Ballamaddrell,,Port Erin,IM9 6AT,Rushen,"149,000.00","149,000.00",28/05/2019,28/05/2020
,,Keston,Mill Road,Surby,Rushen,IM9 6QP,Rushen,"310,000.00","310,000.00",21/10/2019,23/04/2020
,,The Sandfield,Mount Gawne Road,,Rushen,IM9 5LX,Rushen,"50,000.00","50,000.00",31/07/2019,15/05/2020
,,New Build 2,Park Road,,Port St Mary,IM9 5DP,Rushen,"295,000.00","295,000.00",22/07/2022,19/12/2022
,,Norbid,Beach Road,,Port St Mary,IM9 5NG,Rushen,"400,000.00","400,000.00",14/08/2019,19/05/2020
, 43,,Droghadfayle Road,,Port Erin,IM9 6EN,Rushen,"363,000.00","363,000.00",31/10/2019,23/04/2020
, 14,,Victoria Road,,Port St. Mary,IM9 5AF,Rushen,"238,000.00","238,000.00",15/11/2019,22/07/2020
,,Car Forecourt/Common Area,Rear Of Victoria Road,,Port St Mary,IM9 5AF,Rushen,0.00,0.00,15/11/2019,23/07/2020
Flat 11,,Bradda Court,Bradda Road,,Port Erin,IM9 6PQ,Rushen,"199,950.00","199,950.00",09/12/2019,02/07/2020
,,,Sarah's Glen,Glen Chass,Port St. Mary,IM9 5PH,Rushen,"19,600.00","19,600.00",12/11/2019,21/07/2020
,,Strooanglass,Endfield Avenue,,Port St Mary,IM9 5EW,Rushen,"276,000.00","276,000.00",09/11/2016,14/07/2020
,,Cair Vie,Linden Avenue,,Port St. Mary,IM9 5ER,Rushen,"247,500.00","247,500.00",23/08/2019,03/06/2020
, 14,,Pairk Beg,,Port Erin,IM9 6NH,Rushen,"190,000.00","190,000.00",20/10/2017,15/07/2020
, 53,,Erin Way,,Port Erin,IM9 6EF,Rushen,"216,000.00","216,000.00",15/11/2019,24/04/2020
, 67,,Ballamaddrell,,Port Erin,IM9 6AT,Rushen,"179,950.00","179,950.00",09/08/2019,29/04/2020
, 2,,Endfield Avenue,,Port St Mary,IM9 5EW,Rushen,"262,000.00","262,000.00",15/01/2020,03/08/2020
, 2,Armolia,Endfield Avenue,,Port St Mary,IM9 5EW,Rushen,"262,000.00",0.00,02/12/2021,20/12/2021
,,Lymm Hey,Howe Road,,Port St. Mary,IM9 5LB,Rushen,"285,000.00","285,000.00",20/12/2019,30/07/2020
,,Rhenwyllan House,Beach Road,,Port St. Mary,IM9 5NG,Rushen,"295,000.00","295,000.00",03/01/2020,14/08/2020
,,Rhenwyllan House,Beach Road,,Port St. Mary,IM9 5NG,Rushen,"390,000.00","390,000.00",10/11/2021,28/01/2022
, 37,,Maghergarran,,Port Erin,IM9 6DA,Rushen,"192,000.00","192,000.00",23/01/2020,27/08/2020
, 37,,Maghergarran,,Port Erin,IM9 6DA,Rushen,"225,000.00","225,000.00",07/06/2023,10/07/2023
, 4,,Radcliffe Close,Ballafesson,Rushen,IM9 6TN,Rushen,"224,950.00","224,950.00",17/01/2020,24/09/2020
, 1,,Carrick Mews,Bay View Road,Port St Mary ,IM9 5AN,Rushen,"180,000.00","180,000.00",17/08/2019,04/08/2020
Apartment 2,,Marine House,Falcon Hill,,Port Erin,IM9 6HG,Rushen,"210,000.00","210,000.00",03/03/2020,19/08/2020
,,The Views,Ballakillowey Road,,Colby,IM9 4BW,Rushen,"450,000.00","450,000.00",17/12/2019,22/09/2020
,,,The Bowling Green Land And Premises,,Port St Mary,,Rushen,"12,372.88","12,372.88",14/01/2020,23/07/2020
, 12b,,Viking Hill,Ballakillowey,Colby,IM9 4BJ,Rushen,"215,000.00","215,000.00",10/01/2020,07/10/2020
,,Cranstal,Beach Road,,Port St Mary,IM9 5ND,Rushen,"315,000.00","315,000.00",27/01/2020,12/05/2020
,,Cranstal,Beach Road,,Port St Mary,IM9 5ND,Rushen,"315,000.00","315,000.00",29/01/2020,12/05/2020
Land adjoining,,White Lodge,St Mary's Road,,Port Erin,IM9 6JJ,Rushen,"1,000.00",0.25,30/08/2019,18/05/2020
,,,Land Off Mount Gawne Road,,Ballachurry,IM9 4BA,Rushen,"140,380.00","140,380.00",30/08/2019,06/08/2020
,,Rosemount,St Mary's Road,,Port Erin,IM9 6JJ,Rushen,"190,000.00","190,000.00",28/06/2019,30/07/2020
,,Bay Ny Carrickey,Beach Road,,Port St. Mary,IM9 5ND,Rushen,"310,000.00","310,000.00",10/01/2020,22/07/2020
,,3 Cubbon Cottages,The Level,,Colby,IM9 4AN,Rushen,"165,000.00","82,500.00",15/05/2019,05/10/2020
Forecourt,,Cubbon Cottages,The Level,,Colby,IM9 4AN,Rushen,0.00,0.00,15/05/2019,05/10/2020
, 1,Broomhill,Hill Park,Ballakillowey,Colby,IM9 4BF,Rushen,"510,000.00","510,000.00",14/08/2019,28/07/2020
,,Tinsleys,Spaldrick,,Port Erin,IM9 6PA,Rushen,"425,000.00",0.25,05/02/2020,23/07/2020
,,Garthcote,Ballakillowey Road,,Colby,IM9 4BD,Rushen,"340,000.00","340,000.00",31/01/2020,23/07/2020
,,Sharrow House,Ballagale Avenue,Surby,Port Erin,IM9 6QJ,Rushen,"360,000.00","360,000.00",06/03/2020,23/07/2020
,,Sharrow House,Ballagale Avenue,Surby,Port Erin,IM9 6QJ,Rushen,"375,000.00","375,000.00",25/09/2020,07/10/2020
Apartment 5,,St Marys Bay Apartments,The Promenade,,Port St Mary,IM9 5DB,Rushen,"420,000.00","420,000.00",12/09/2016,15/09/2020
,,Land Situate At Ballafesson,Surby,,Isle Of Man,,Rushen,"45,000.00","45,000.00",04/04/2019,24/07/2020
, 13,Heatherfield,Victoria Road,,Port St. Mary,IM9 5AF,Rushen,"215,000.00","215,000.00",30/03/2020,18/08/2020
,,Brookfield,Ballafesson Road,,Port Erin,IM9 6BH,Rushen,"296,000.00","296,000.00",16/03/2020,08/07/2020
,,Plot Of Land ,Adjacent To Overdale,Bay View Road,Port Erin,IM9 6LG,Rushen,"2,200.00","2,200.00",05/05/2020,03/08/2020
,,Plot Of Land ,Adjacent To Overdale,Bay View Road,Port Erin,IM9 6LG,Rushen,"2,200.00",0.00,25/12/2020,25/01/2021
,,Erin Brae,St Marys Road,,Port Erin,IM9 6JG,Rushen,"140,000.00","140,000.00",14/05/2020,17/07/2020
Apartment 5A,,Princess Towers,The Promenade,,Port Erin,IM9 6LH,Rushen,"255,000.00","255,000.00",14/05/2020,17/07/2020
Apartment 1, 5,Ranmoor,High Street,,Port St. Mary,IM9 5DP,Rushen,"61,000.00","61,000.00",05/05/2020,14/07/2020
Apartment 1, 5,Ranmoor,High Street,,Port St. Mary,IM9 5DP,Rushen,"105,000.00","105,000.00",06/11/2020,02/12/2020
,,New Bungalow,St Marys Road,,Port Erin,IM9 6JL,Rushen,"435,000.00","435,000.00",09/06/2020,28/07/2020
,,Davenport,Queens Road,,Port St. Mary,IM9 5EU,Rushen,"235,000.00","235,000.00",30/04/2020,03/08/2020
Apartment 20,,,Cherry Orchard Apartments,Bridson Street,Port Erin,IM9 6AN,Rushen,"75,000.00","75,000.00",05/12/2019,26/09/2020
,,Bank Premises,Station Road,,Port Erin,IM9 6AE,Rushen,"187,739.00",0.00,28/05/2019,08/09/2020
,,Maidstone,Ballafesson,,Port Erin,IM9 6TR,Rushen,"499,999.00","499,999.00",03/07/2020,26/08/2020
,,Chenies,Plantation Road,,Port St Mary,IM9 5AY,Rushen,"415,000.00","415,000.00",23/08/2019,26/08/2020
,,Chenies,Plantation Road,,Port St Mary,IM9 5AY,Rushen,"457,500.00","457,500.00",04/08/2021,24/09/2021
Apartment 7,,Orange Grove House,Orchard Road,,Port Erin,IM9 6DJ,Rushen,"149,950.00","149,950.00",08/06/2020,13/10/2020
, 123 ,,Maghergarran,Ponyfields,Port Erin,IM9 6DA,Rushen,"205,000.00","205,000.00",09/06/2020,03/09/2020
,,Mevania,Lewthwaites Way,,Port St Mary,IM9 5AB,Rushen,"200,000.00","200,000.00",10/07/2020,10/10/2020
,,Grian Agh,Surby Road,,Surby,IM9 6TA,Rushen,"380,000.00","380,000.00",08/07/2019,06/10/2020
,,Grian Agh,Surby Road,,Surby,IM9 6TA,Rushen,"480,000.00","480,000.00",24/10/2023,09/11/2023
,,,Land At Pound Lane,Near Castletown Road,Rushen,,Rushen,"26,500.00","26,500.00",11/10/2019,16/09/2020
,,,Alfred Pier,,Port St Mary,,Rushen,"1,000.00",150.00,04/12/1882,06/10/2020
,,White Lodge,St. Mary's Road,,Port Erin,IM9 6JJ,Rushen,"345,000.00","345,000.00",19/07/2019,24/09/2020
, 25,,Droghadfayle Park,,Port Erin,IM9 6EW,Rushen,"329,000.00","329,000.00",07/02/2020,06/10/2020
, 25,,Droghadfayle Park,,Port Erin,IM9 6EW,Rushen,"390,000.00","390,000.00",04/01/2022,09/03/2022
Shared driveway at,,White Lodge And Breagle View,St Mary's Road,,Port Erin,IM9 6JJ,Rushen,0.00,0.00,19/07/2019,24/09/2020
,,1 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"320,000.00","320,000.00",18/03/2019,23/09/2020
,,2 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"299,950.00","299,950.00",11/03/2019,23/09/2020
,,3 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"299,950.00","299,950.00",17/04/2019,23/09/2020
,,4 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"299,950.00","299,950.00",05/04/2019,23/09/2020
,,6 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"289,950.00","289,950.00",09/08/2019,24/09/2020
,,7 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"319,950.00","319,950.00",11/09/2019,24/09/2020
,,5 Bradda Place,Maine Road,,Port Erin,IM9 6NL,Rushen,"319,950.00","319,950.00",01/11/2019,29/10/2020
,,Pumping Station,Bradda View Grove,Ballakillowey,Colby,,Rushen,1.00,1.00,30/08/2019,15/10/2020
,,Land To The Rear Of Mizpah,Ballafesson Road,,Port Erin,IM9 6TX,Rushen,"6,000.00","6,000.00",11/06/2020,15/12/2020
,,Croit-Ny-Rosyn,Honna Road,Ballafesson,Port Erin,IM9 6TF,Rushen,"210,000.00","210,000.00",05/08/2020,31/10/2020
Flat 3,,The Imperial,The Promenade,,Port St. Mary,IM9 5DE,Rushen,"160,000.00","160,000.00",04/08/2020,31/10/2020
,,St Marys House,High Street,,Port St Mary,IM9 5DR,Rushen,"430,000.00","430,000.00",16/07/2020,27/10/2020
,,Plot Of Land,Ballacreggan Estate,,Port St Mary,IM9 5AX,Rushen,"2,000.00","2,000.00",04/06/2020,18/11/2020
,,,Land At Truggan Road,,Port St Mary,IM9 5AX,Rushen,0.00,0.00,10/10/2023,17/11/2023
, 1,,Creggan Mooar,,Port St. Mary,IM9 5BB,Rushen,"203,500.00","203,500.00",12/06/2020,11/11/2020
,,Milner View,Falcon Lane,,Port Erin,IM9 6HQ,Rushen,"365,000.00","365,000.00",03/07/2020,01/12/2020
,,Ballintoy,Athol Avenue,,Port Erin,IM9 6EY,Rushen,"100,000.00","100,000.00",24/06/2020,01/12/2020
,,Ballintoy,Athol Avenue,,Port Erin,IM9 6EY,Rushen,"380,000.00","380,000.00",28/04/2023,16/05/2023
,,Glenlea Lodge,Truggan Road,,Port St Mary,IM9 5LD,Rushen,"767,550.00","767,550.00",24/07/2020,01/12/2020
,,Glenlea Lodge,Truggan Road,,Port St Mary,IM9 5LD,Rushen,"880,000.00","880,000.00",31/08/2022,21/09/2022
6 Lock up Garages,,,Close Famman,,Port Erin,,Rushen,"60,000.00","60,000.00",01/10/2020,17/11/2020
,,Belmur,St Georges Street,,Port Erin,IM9 6HR,Rushen,"255,000.00","255,000.00",14/08/2020,04/12/2020
,,Woodside,Ballagawne Road,,Colby,IM9 4AX,Rushen,"322,500.00","322,500.00",02/09/2020,17/11/2020
Land lying to the North West of,,,Church Road,Ballakilley,Rushen,,Rushen,1.00,1.00,11/08/2020,02/06/2021
, 62,,Erin Way,,Port Erin,IM9 6EF,Rushen,"195,950.00","195,950.00",31/07/2020,04/12/2020
, 20,,Ballahane Close,,Port Erin,IM9 6EG,Rushen,"180,000.00","180,000.00",03/07/2020,02/12/2020
, 16,,Grammah Avenue,,Port Erin,IM9 6NJ,Rushen,"290,000.00","290,000.00",16/09/2020,26/11/2020
