Planning  Applications Determined between 1/1/16 - 31/12/16,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,15/01291/B,Creation of additional high level glazing to front and side elevations and installation of a mezzanine floor to Unit C6,11-Jan-16,Director Delegation,Units C1 - C6 & D1 - D6 Eden Business Park Cooil Road Braddan Isle Of Man IM4 2AY 
Permitted,15/01293/B,"Alterations and extension to K Block to provide additional boys toilets, staff room facilities and a languages classroom",07-Jan-16,Senior Planning Officer - North (CB),Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE 
Permitted,16/00171/B,Conversion of church building to  a residential dwelling and extension to boundary to provide residential curtilage,11-Apr-16,Planning Committee,Belle Abbey Mission Church Main Road Colby Isle Of Man IM9 4NS
Permitted,16/00173/B,Replacement of existing glazed conservatory roof with light weight roof tiles,24-Mar-16,Senior Planning Officer - South (SC),8 Farmhill Gardens Douglas Isle Of Man IM2 2EG
Permitted,16/01213/B,Erection of a conservatory to the west elevation,05-Dec-16,Senior Planning Officer - South (SC),39 Vicarage Park Douglas Isle Of Man IM2 2QE 
Refused,16/00261/LAW,Application to make lawful the use of land as a storage compound,24-Aug-16,Interim Director 2016,Land Adjacent To Ellenbrook Farm Old Castletown Road Douglas Isle Of Man  
Permitted,16/00263/B,Closure of existing and creation of new vehicular entrance,12-Apr-16,Interim Director 2016,Awyn Beg Surby Road Ballafesson Port Erin Isle Of Man IM9 6TE
Refused,16/00618/B,Creation of an additional window to dwelling,13-Oct-16,Senior Planning Officer - North (CB),1 Links View Onchan Isle Of Man IM3 2AW
Permitted,16/00619/B,"Alterations, erection of extension and widening of existing driveway and vehicular access",12-Jul-16,Senior Planning Officer - South (SC),52 Ballagarey Road Glen Vine Isle Of Man IM4 4EF
Permitted,16/00620/A,Approval in principle for the erection of a dwelling,11-Jul-16,Senior Planning Officer - South (SC),Plot 143 To Rear Of Greenmantle Tromode Park Estate Douglas Isle Of Man  
Permitted,16/00621/B,Replacement of existing glazed conservatory roof with tiles,26-Jul-16,Interim Director 2016,14 Baldrine Park Baldrine Isle Of Man IM4 6DD
Permitted,16/00495/C,Additional use of residential dwelling as tourist accommodation,17-Jun-16,Senior Planning Officer - South (SC),Ballakaneen Chapel Andreas Road Andreas Isle Of Man IM7 4EW
Permitted,16/00496/C,Change of use from retail to food preparation and takeaway,29-Jun-16,Senior Planning Officer - South (SC),Ground Floor Shop 17 Duke Street Douglas Isle Of Man IM1 2BB
Permitted,16/00623/B,Alterations and erection of a two storey extension to Nos. 33 to create an apartment block for five apartments and installation of replacement windows,23-Aug-16,Planning Committee,31 - 33 Malew Street Castletown Isle Of Man IM9 1AE
Permitted,16/00624/D,Installation of non-illuminated car parking signage (retrospective),08-Jul-16,Senior Planning Officer - South (SC),Douglas Head Apartments Douglas Head Douglas Isle Of Man IM1 5BY 
Permitted,16/01146/B,Alterations and extensions to provide additional and improved living accommodation.,10-Nov-16,Senior Planning Officer - South (SC),2 Rheast Mooar Avenue Ramsey Isle Of Man IM8 3LR
Permitted,14/00100/B,Demolition of existing hotel and erection of an apartment block containing fifteen units for either residential or tourist use  with associated parking (comprising amendments to PA 12/01540/B),16-Jun-16,Senior Planning Officer - South (SC),Grosvenor Hotel  Promenade Port Erin Isle Of Man IM9 6LA
Permitted,16/00731/B,Alterations and erection of extension to rear of dwelling,12-Oct-16,Senior Planning Officer - South (SC),2 Erinville Cottages Douglas Road Kirk Michael Isle Of Man IM6 1AT
Permitted,16/01107/B,Relocation of existing access road.,09-Nov-16,Senior Planning Officer - North (CB),Access Road Mullen E Carty Foxdale Road Ballasalla Isle Of Man  
Permitted,16/01259/C,Change of use of former travel agents to office,15-Dec-16,Senior Planning Officer - North (CB),66 Bucks Road Douglas Isle Of Man IM1 3AE
Permitted,15/01302/C,Temporary use of rugby pitch and facilities as a camp site for TT Practice and Race Weeks,02-Feb-16,Planning Committee,Isle Of Man Vagabonds RUFC  Ballafletcher Sports Ground  Strang Douglas Isle Of Man IM4 4RA 
Permitted,15/01303/D,Erection of signage to front elevation,15-Jan-16,Head of Development Management,Piccadilly Court Queens Promenade Douglas Isle Of Man IM2 4NS
Permitted,15/01359/B,Alterations and erection of an extension to dwelling,05-Feb-16,Senior Planning Officer - South (SC),10 Baldrine Park Baldrine Isle Of Man IM4 6DE
Permitted,16/00469/A,Approval in principle for the erection of a replacement dwelling and detached garage addressing means of access,24-Jun-16,Senior Planning Officer - South (SC),Upper Rhenab Rhenab Road Cornaa Ramsey Isle Of Man IM7 1EL 
Permitted,16/00470/B,Creation of an additional doorway,31-May-16,Senior Planning Officer - South (SC),9 - 11 Duke Street Douglas Isle Of Man  
Permitted,16/00622/B,Demolition of existing conservatory and installation of windows and doors into existing apertures,18-Aug-16,Senior Planning Officer - South (SC),Cat With No Tail Hailwood Court Douglas Isle Of Man IM2 7EA 
Permitted,16/00934/B,Erection of fencing,27-Oct-16,Senior Planning Officer - North (CB),Little Ballakewin Foxdale Road Ballasalla Isle Of Man IM9 3ET
Permitted,16/00935/B,"Alterations, insertion of mezzanine floor in redundant workshop to provide staff accommodation and removal of buildings to create additional parking space",31-Oct-16,Senior Planning Officer - South (SC),Ellerslie Depot  Old Church Road Crosby Isle Of Man IM4 2HA
Permitted,16/00937/B,Erection of an extension to existing coalstore,28-Sep-16,Senior Planning Officer - South (SC),Cobblers Goose Switchback Road Knocksharry Peel Isle Of Man IM5 2AG
Permitted,16/00987/B,Install twin wall 200mm dia. flue to rear wall of single storey rear sun room to service proposed new woodburner fire,04-Nov-16,Senior Planning Officer - South (SC),37 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HT
Permitted,16/01023/B,Removal of existing and creation of new garage and gym with additional rooflights and new dormer to roof.,14-Dec-16,Senior Planning Officer - North (CB),Ballageil Station Road Ballaugh Isle Of Man IM7 5AB
Permitted,16/01067/B,Removal of existing conservatory and creation of proposed sunroom.,25-Nov-16,Senior Planning Officer - South (SC),25 Larivane Meadows Andreas Isle Of Man IM7 4JE 
Permitted,16/01090/B,Alterations and extensions to side/rear elevations.,09-Nov-16,Senior Planning Officer - South (SC),1 Whitehouse Cottages Main Road Kirk Michael Isle Of Man IM6 2HE 
Permitted,16/01102/B,Extension to ground floor with external store.,22-Dec-16,Senior Planning Officer - South (SC),22 Ballabrooie Way Douglas Isle Of Man IM1 4EN
Permitted,16/01147/B,Erection of fence on garden boundary.,21-Nov-16,Interim Director 2016,18 Thornhill Close Port Erin Isle Of Man IM9 6NG
Permitted,16/00843/B,"Erection of a building to provide workshop, store, office and a welfare facility",27-Sep-16,Senior Planning Officer - South (SC),MER Facility Rencill Hill Laxey Isle Of Man  
Permitted,16/00844/C,Change of use of premises from food and drink to retail,22-Sep-16,Senior Planning Officer - North (CB),58 Strand Street Douglas Isle Of Man  
Permitted,16/00847/GB,Addition of conduit mechanically fixed to side of column and the placement of a freestanding collar structure containing lighting onto the monument (in association with 16/00848/CON),20-Sep-16,Senior Planning Officer - South (SC),The Smelt Memorial The Parade Castletown Isle Of Man  
Permitted,16/00848/CON,Registered Building consent for the addition of conduit mechanically fixed to side of column and the placement of a freestanding collar structure containing lighting onto the monument (in association with 16/00847/GB) Registered Building Nos. 33,20-Sep-16,Senior Planning Officer - South (SC),The Smelt Memorial The Parade Castletown Isle Of Man  
Permitted,16/01169/D,Erection of non-illuminated signage.,15-Nov-16,Senior Planning Officer - South (SC),51 Strand Street Douglas Isle Of Man IM1 2EJ
Permitted,16/01178/A,Approval in principle for the erection of a detached dwelling addressing means of access,15-Nov-16,Senior Planning Officer - South (SC),Plot Adj To Instow & Dreeymlang Ballagorry Drive Glen Mona Ramsey Isle Of Man  
Permitted,16/01188/B,Erection of new stables and tractor/lawn mower store.,14-Dec-16,Senior Planning Officer - North (CB),Field 524014 Old Castletown Road Port Soderick Isle Of Man  
Permitted,16/00045/B,Replacement of existing glazed conservatory roof with a new roof with light weight roof tiles,18-Feb-16,Senior Planning Officer - South (SC),31 Wybourn Drive Onchan Isle Of Man IM3 4AT
Permitted,16/00048/B,Re-instatement of vehicular access,18-Feb-16,Senior Planning Officer - South (SC),Easthope & Cubbon Ltd  Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EA 
Permitted,15/01315/B,Erection of a single storey extension to front elevation,06-Jan-16,Director Delegation,Highcroft Station Road St Johns Isle Of Man IM4 3AH
Permitted,15/01316/B,Erection of a sun lounge extension to rear elevation of existing ancillary living accommodation,18-Jan-16,Planning Committee,Bawshen Farmhouse Ballavitchel Road Crosby Isle Of Man IM4 2DN
Certificate of Lawfulness AGREED,15/01317/LAW,Application to make lawful the installation of replacement windows and doors to front and rear elevations,13-Jan-16,Director Delegation,5 Hatfield Grove Douglas Isle Of Man IM1 3HE
Permitted,15/01122/REM,"Reserved Matters application to address design, external appearance, internal layout and landscaping for tourist development comprising of restaurant / cafe with managers apartment, four tourist chalets with associated landscaping and car parking faciliti",19-Jan-16,Planning Committee,Former Chalet Site Harbour Road Santon Isle Of Man IM4 1HF
Permitted,15/01319/B,Erection of a two storey extension to existing Group Practice Surgery and extension to car park to provide additional parking spaces,11-Jan-16,Director Delegation,Palatine Group Practice Strang Corner Field Strang Douglas Isle Of Man IM2 3TD 
Permitted,15/01321/B,Erection of a first floor extension and a single storey sun room extension to rear elevation,06-Jan-16,Director Delegation,Corvalla Barn   Howe Road Port St. Mary Isle Of Man IM9 5PR 
Permitted,16/00036/B,Erection of a dwelling (change of house type from that approved under PA 13/91289/B),22-Feb-16,Senior Planning Officer - North (CB),"Plot 17, Slieau Whallian View To The Rear Of Ballawattleworth Cottage  Poortown Road Peel Isle Of Man  "
Permitted,16/00249/B,Removal and brick up existing window to side elevation and installation of new window to rear elevation,05-May-16,Senior Planning Officer - North (CB),13 Rheast Mooar Close Ramsey Isle Of Man IM8 3LT
Permitted,16/00250/B,Erection of new gate pillars and associated wall and installation of domestic bulk gas storage tank and base,11-Jul-16,Senior Planning Officer - South (SC),Mill House Dogmills Ramsey Isle Of Man IM7 4AD 
Permitted,16/00252/B,Erection of extension to side elevation,16-May-16,Senior Planning Officer - South (SC),9 Ellan Park Ramsey Isle Of Man IM8 3NS
Permitted,16/00251/B,Alterations and first floor extensions to dwelling,18-May-16,Senior Planning Officer - South (SC),Whane Lea Leodest Road Andreas Isle Of Man IM7 3EG
Permitted,16/00359/B,Extension to dwelling to provide additional living accommodation and office (amendments to PA 15/00102/B),11-May-16,Senior Planning Officer - North (CB),Chesterfield Lower Ballaclucas Crosby Isle Of Man IM4 4HN 
Permitted,16/00360/B,"Alterations, demolition of garage, erection of a two storey side extension to dwelling and widening of existing driveway and vehicular access",16-May-16,Senior Planning Officer - South (SC),60 Ballabrooie Way Douglas Isle Of Man IM1 4HB
Permitted,16/00030/B,Replacement of existing glazed conservatory roof with roof tiles,18-Feb-16,Senior Planning Officer - South (SC),Hazeldene Rhencullen Kirk Michael Isle Of Man IM6 2HA 
Permitted,16/00031/B,Replacement of existing glazed conservatory roof with roof tiles,15-Feb-16,Senior Planning Officer - South (SC),31 Birch Hill Avenue Onchan Isle Of Man IM3 4ES
Permitted,16/00033/B,Erection of a wind turbine with associated buried cable,10-May-16,Planning Committee,West Kielthusthag Farm Smeale Andreas Isle Of Man IM7 3EB 
Application Withdrawn,16/00102/B,Reclamation of heath land for agricultural purposes (retrospective),10-Aug-16,Withdrawn,Field 411755 Off Mull Road Ballnahowe Rushen Isle Of Man  
Permitted,16/00191/B,"Alterations, erection of an additional detached garage and extension of existing driveway",31-Mar-16,Senior Planning Officer - South (SC),33 Highfield Close Onchan Isle Of Man IM3 3BR
Permitted,16/00192/B,Demolition of existing dwelling (retrospective) and erection of a replacement dwelling with associated parking,10-May-16,Senior Planning Officer - North (CB),Heathfield Phildraw Road Ballasalla Isle Of Man IM9 3EH
Permitted,16/00211/B,Installation of replacement roof tiles to dwelling,13-Apr-16,Senior Planning Officer - South (SC),Helvetia Grove Mount West Ramsey Isle Of Man IM8 3HR
Permitted,16/00212/C,Use of a redundant barn as a cafe (retrospective),11-Apr-16,Planning Committee,Knockaloe Beg Farm Knockaloe Beg Lane Raggatt Peel Isle Of Man IM5 3AQ 
Permitted,16/00213/B,"Alterations, replacement of garage door with two windows and creation of an additional window to dwelling",10-May-16,Senior Planning Officer - North (CB),8 Hedgerow Close Douglas Isle Of Man IM2 1NH
Permitted,16/00214/B,Installation of a replacement entrance canopy and a planter,10-May-16,Senior Planning Officer - North (CB),Ellan Vannin Home Kingswood Grove Douglas Isle Of Man IM1 3LX
Permitted,16/00220/B,Conversion and extension of redundant barn to provide a residential dwelling,21-Jun-16,Planning Committee,Kiondroghad Barn Orrisdale Kirk Michael Isle Of Man  
Permitted,16/00224/B,Variation of conditions two and three of PA 14/00366/C to allow use of clubhouse and kitchen by campers and to allow camping to continue after 2017,18-Apr-16,Interim Director 2016,Rushen United AFC Croit Lowey Droghadfayle Road Port Erin Isle Of Man IM9 6EE
Refused,16/00258/B,Erection of a building containing three staff apartments to ground floor and office accommodation to first floor with associated landscaping and parking,20-Sep-16,Planning Committee,Land At Arragon House Arragon Santon Isle Of Man IM4 1HH  
Permitted,16/00260/B,Installation of a slurry storage tank,10-May-16,Senior Planning Officer - North (CB),Cronk Aalin Farm  Narradale Sulby Isle Of Man IM7 2HA 
Permitted,16/00268/B,Replacement of existing glazed conservatory roof with light weight roof tiles,10-May-16,Senior Planning Officer - North (CB),Dreemskerry Ballaoates Road Castleward Douglas Isle Of Man IM4 5EJ 
Permitted,16/00269/B,Erection of extension to rear elevation,10-May-16,Senior Planning Officer - North (CB),15 Close Cubbon Peel Isle Of Man IM5 1NS
Permitted,16/00270/C,Additional use of residential apartment as tourist accommodation,10-May-16,Senior Planning Officer - North (CB),3 Holmes Court Rowany Drive Port Erin Isle Of Man IM9 6LW
