Planning  Applications Determined between 1/1/16 - 31/12/16,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,16/01144/B,Construction of a drainage lake with associated landscaping works. (Retrospective),29-Nov-16,Planning Committee,Field 122328 Bernahara Road Andreas Isle Of Man  
Permitted,16/01256/B,Installation of sliding/folding doors to replace window,05-Dec-16,Interim Director 2016,15 St Catherines Drive Douglas Isle Of Man IM1 4BH
Permitted,16/00124/B,Installation of replacement dormer windows to rear elevation,14-Mar-16,Director Delegation,123 Woodbourne Road Douglas Isle Of Man IM2 3AU 
Permitted,16/00446/B,Erection of two storey extension to dwelling,06-Jun-16,Senior Planning Officer - South (SC),19 Bayr Grianagh Castletown Isle Of Man IM9 1HL
Permitted,16/00460/B,"Alterations to approved PA 15/00075/B: Reconstruction of the highway and footpaths, drainage, services, street lighting, street furniture and signage",06-Jun-16,Senior Planning Officer - North (CB),Market Place: Douglas Street To Michael Street: Michael Street To Orry Lane Peel Isle Of Man 
Permitted,16/00461/B,Removal of chimneys and roof lights and replacement of existing flat canopy roofs with pitched slate canopies,21-Jun-16,Planning Committee,1 - 14 Orestal Colby Isle Of Man IM9 4AS
Permitted,16/00462/B,Removal of existing chimney stacks,25-May-16,Senior Planning Officer - South (SC),15- 35 Ballacrosha Ballaugh Isle Of Man IM7 5AG
Permitted,16/00463/B,Removal of existing chimney stacks,25-May-16,Senior Planning Officer - South (SC),2 - 16 (even No's Only) Archallagan Terrace Foxdale Isle Of Man IM4 3EZ
Permitted,16/00464/D,Erection of non-illuminated signage (in association with 16/00465/CON),21-Jun-16,Interim Director 2016,Former Social Security Office Castle Street Castletown Isle Of Man IM9 1LD 
Permitted,16/00536/B,Installation of roof lights to dwelling,24-Jun-16,Senior Planning Officer - South (SC),36 Selborne Drive Douglas Isle Of Man IM2 3NH
Permitted,16/00537/C,Additional use of residential dwelling as tourist accommodation,13-Jul-16,Senior Planning Officer - South (SC),64 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW 
Permitted,16/00538/B,"Alterations, erection of a rear porch extension and installation of roof lights and decking",24-Jun-16,Senior Planning Officer - South (SC),The Orchids Park View Agneash Laxey Isle Of Man IM4 7NS 
Permitted,16/00539/B,Erection of extensions to extend garage and provide additional living space,15-Aug-16,Senior Planning Officer - South (SC),11 Mountain View Ballaugh Isle Of Man IM7 5EP
Permitted,16/00665/B,Erection of a terrace of seven dwellings with associated parking,13-Dec-16,Planning Committee,Car Park And Whitestones And Former Coastguard Store Maine Road Port Erin Isle Of Man IM9 6LQ
Refused,15/01198/B,Removal of chimney stack on rear elevation,26-Jan-16,Senior Planning Officer - South (SC),Commercial Hotel Market Place West Ramsey Isle Of Man IM8 1JU 
Permitted,15/01199/B,Removal of chimney stack and installation of dormer windows to front and rear elevations,15-Jan-16,Head of Development Management,Rainbows End Beaumont Road Ramsey Isle Of Man IM8 2HN 
Permitted,16/00140/B,Erection of a first floor extension to rear elevation to create additional workspace with roof terrace over,10-May-16,Senior Planning Officer - North (CB),64 Bucks Road Douglas Isle Of Man IM1 3AE
Permitted,16/00141/B,Demolition of existing single storey extension and erection of replacement two storey extension to provide additional living accommodation,11-Apr-16,Planning Committee,The Old Parsonage St Marks Ballasalla Isle Of Man IM9 3AH 
Permitted,16/00161/B,Alterations and creation of a first floor to dwelling,05-Apr-16,Senior Planning Officer - South (SC),Sea Point Booilushag Ballajora Ramsey Isle Of Man IM7 1BD
Permitted,16/00218/D,Erection of signage (in association with 16/00219/CON),12-Apr-16,Interim Director 2016,Co-op Store  The Parade Castletown Isle Of Man IM9 1LG 
Permitted,16/00219/CON,Registered Building Consent for erection of signage (RB no 32 in association with 16/00218/D),12-Apr-16,Interim Director 2016,Co-op Store  The Parade Castletown Isle Of Man IM9 1LG 
Permitted,16/00221/B,Replacement of existing glazed conservatory roof with a fibreglass roof,10-May-16,Senior Planning Officer - North (CB),Rivendell Lhergy Cripperty Union Mills Isle Of Man IM4 4NF
Permitted,16/00222/B,Installation of replacement windows and patio door,31-Mar-16,Head of Development Management,Fishermans Cottage Dandy Hill Port Erin Isle Of Man IM9 6HN
Permitted,16/00223/B,Replacement of existing glazed conservatory roof with light weight roof tiles,10-May-16,Senior Planning Officer - North (CB),82 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JF 
Permitted,16/00225/B,Installation of replacement door and side window to rear elevation (retrospective),10-May-16,Senior Planning Officer - North (CB),14 Stanley Mount Peel Isle Of Man IM5 1NE
Permitted,16/00226/B,Creation of an all-weather equestrian arena,04-Apr-16,Interim Director 2016,Westmoor Ballavartyn Road Santon Isle Of Man IM4 1HT
Permitted,15/01246/B,Erection of extension to garage,08-Jan-16,Senior Planning Officer - South (SC),Rosy Vigra May Hill Ramsey Isle Of Man IM8 2HG
Permitted,15/01247/B,Construction of integral garage and formation of new access doors,05-Feb-16,Senior Planning Officer - South (SC),Strathallan Cliff  Strathallan Road Onchan Isle Of Man IM3 1NN 
Permitted,16/00196/B,Alterations and erection of extension to provide storage areas (amendment to PA 15/00531/B),31-Mar-16,Head of Development Management,Erin Arts Centre Victoria Square Port Erin Isle Of Man IM9 6LD
Permitted,16/01129/C,"Creation of a campsite with associated parking, fencing, welfare facilities and signage",18-Nov-16,Planning Committee,Field 531402 Whitebridge Road Onchan Isle Of Man  
Permitted,16/00694/B,Installation of height restrictor to replace existing,28-Jul-16,Interim Director 2016,Mcdonalds Peel Road Douglas Isle Of Man IM1 5ED 
Permitted,16/00879/D,Installation of illuminated and non-illuminated signage,20-Sep-16,Senior Planning Officer - North (CB),Isle Of Man Bank 2 - 4 Regent Street Douglas Isle Of Man IM1 2EA 
Permitted,16/00888/B, Erection of a double garage and creation of a new vehicular access with associated landscaping,15-Nov-16,Planning Committee,Arbory House Glen Road Colby Isle Of Man IM9 4HW
Permitted,16/01227/CON,Alteration and refurbishment works (in connection with 16/01226/GB).,14-Dec-16,Senior Planning Officer - North (CB),Lighthouse Douglas Head Douglas Isle Of Man IM1 5BP 
Permitted,16/01273/B,Installation of new flue,15-Dec-16,Senior Planning Officer - North (CB),39 Birch Hill Avenue Onchan Isle Of Man IM3 4ES
Permitted,16/00032/B,Erection of two units for general industrial use with associated parking and hard-standing areas and access,26-Feb-16,Director Delegation,Former Abattoir Site  Ballafletcher Farm Road  Cronkbourne Douglas Isle Of Man IM4 4QE 
Refused,16/00034/B,Erection of a dwelling,16-Feb-16,Planning Committee,"Land Abutting Palace Road,  Rear Of 25 Falcon Cliff Court Douglas Isle Of Man  "
Permitted,16/00035/B,"Construction of a new bridge over Laxey River with refurbishment of section of road to both sides of bridge, including re-surfacing of road, re-alignment and re-paving of footpaths and installation of lighting",17-Feb-16,Planning Committee,Laxey Bridge Glen Road Laxey Isle Of Man  
Permitted,16/00473/B,Erection of a statue,06-Jun-16,Senior Planning Officer - North (CB),St Patricks Church / Hall Grounds Patrick Street Peel Isle Of Man IM5 1BR
Permitted,16/00474/B,Erection of two dwellings with garages and field access gates,18-Jul-16,Planning Committee,Clypse Cottages Clypse Moar Onchan Isle Of Man IM4 5BG
Permitted,16/00475/B,Extension of existing driveway and vehicular access,27-Jun-16,Senior Planning Officer - South (SC),7 Hillberry Close Douglas Isle Of Man IM2 6HP
Permitted,16/00476/B,Erection of an extension with raised patio to dwelling,25-Jul-16,Senior Planning Officer - North (CB),Prenton Cottage Main Road Glen Vine Isle Of Man IM4 4BG
Permitted,16/00955/B,Creation of window and Installation of frosted glass window to upper rear of the house in en-suite shower room,28-Sep-16,Senior Planning Officer - South (SC),Lower Ballacollister Ballacollister Road Laxey Isle Of Man IM4 7JR
Permitted,16/00971/B,Replacement roof to rear annex,29-Sep-16,Senior Planning Officer - South (SC),8 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ
Permitted,16/01141/B,Extension to dwelling.,09-Dec-16,Senior Planning Officer - South (SC),17 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HS
Permitted,15/00484/B,Landscaping works to include creation of pond and associated drainage system and the erection of timber boundary fencing (part-retrospective),25-Apr-16,Planning Committee,Bees Bothy Ballakinnag Road Smeale Ramsey Isle Of Man IM7 3ED
Permitted,16/00477/B,Installation of a heat pump to rear elevation of dwelling,17-Jun-16,Senior Planning Officer - South (SC),3 School Close Jurby Isle Of Man IM7 3BJ
Permitted,15/01340/B,Erection of a polytunnel,26-Jan-16,Senior Planning Officer - South (SC),Ballachrink Beg Cottage Grove Mount Ramsey Isle Of Man IM8 3HP
Permitted,16/00324/B,Conversion of existing residential accommodation above retail units into three apartments (comprising amendments to PA 15/01047/B),16-May-16,Senior Planning Officer - South (SC),"44,46,48 Broadway Douglas Isle Of Man IM2 4EW"
Application Withdrawn,16/00326/B,"Erection of a building to provide workshop, offices and staff welfare facilities (comprising amendments to PA 15/01079/B)",21-Jun-16,Withdrawn,Island Landscapes Limited Workshop  Laurel Bank Depot Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN
Permitted,16/00327/B,Removal of chimney stack,25-May-16,Senior Planning Officer - South (SC),Knotty Ash Strang Road Union Mills Isle Of Man IM4 4NW
Permitted,15/01296/B,Erection of three detached dwellings with integral garaging and off road car parking,28-Jan-16,Senior Planning Officer - South (SC),Upper Hillside  Vernon Road Ramsey Isle Of Man IM8 2EG
Permitted,15/01301/B,"Alterations, erection of a two storey extension and loft extension to dwelling",25-Apr-16,Planning Committee,58 Glenfaba Road Peel Isle Of Man IM5 1DA
Permitted,15/01337/B,"Alterations, installation of replacement windows, replacement of rear ground floor bathroom with a conservatory and roof light alterations to dwelling",12-Jan-16,Senior Planning Officer - South (SC),6 Circular Road Peel Isle Of Man IM5 1ND
Permitted,15/01338/B,Erection of an entrance canopy,15-Jan-16,Head of Development Management,Corrins Court  Heywood Avenue Onchan Isle Of Man IM3 3AP 
Permitted,16/00107/B,Rendering works to dwelling,09-Mar-16,Head of Development Management,Sam's Barn Thie Eirinagh Ballaragh Road Lonan Isle Of Man  
Permitted,16/00109/B,Erection of a replacement detached garage,09-Mar-16,Head of Development Management,Braeside Dreemskerry Road Maughold IM7 1BL 
Permitted,16/00682/B,Erection of a conservatory,26-Jul-16,Interim Director 2016,4 Orrys Close Douglas Isle Of Man IM2 7AG
Permitted,16/00683/B,Replacement of existing glazed conservatory roof with tiles,26-Jul-16,Interim Director 2016,2 Royal Avenue West Onchan Isle Of Man IM3 1HB
Permitted,16/00684/B,Reinstatement of and extension to existing hotel,09-Aug-16,Planning Committee,Comis At  Mount Murray Road Mount Murray Douglas Isle Of Man IM4 2HT
Permitted,16/00685/D,Installation of illuminated and non-illuminated signage,21-Sep-16,Senior Planning Officer - North (CB),60 Strand Street Douglas Isle Of Man IM1 2EL 
Permitted,16/00686/B,Alterations and erection of an extension,09-Aug-16,Senior Planning Officer - North (CB),The Sidings Station Road Castletown Isle Of Man IM9 1EF
Permitted,16/00244/B,Alterations and extensions to dwelling and enlargement of existing on-site parking area and vehicular access,11-Aug-16,Senior Planning Officer - South (SC),3 Pairk Beg Port Erin Isle Of Man IM9 6NH
Permitted,16/00571/B,Conversion of garage for use as a dwelling,10-Nov-16,Senior Planning Officer - South (SC),80 Ballabrooie Drive Douglas Isle Of Man IM1 4HE
Permitted,16/00572/B,Erection of a rear extension to dwelling,18-Aug-16,Senior Planning Officer - South (SC),8 Glen Maye Park Glen Maye Isle Of Man IM5 3AX 
Permitted,16/00573/B,"Conversion of existing retail unit to additionally provide the sale of hot food and drink for consumption on and off the premises, creation of an indoor seating area and installation of an external flue",05-Aug-16,Senior Planning Officer - South (SC),W Desmond Fish Shop 23 Parliament Street Ramsey Isle Of Man IM8 1AS
Permitted,16/00574/A,Approval in principle for the erection of a replacement dwelling,11-Jul-16,Senior Planning Officer - South (SC),Claddagh Mill House Sulby Bridge Sulby Isle Of Man IM7 2EZ
Application Withdrawn,16/00575/A,Approval in principle to convert two disused barns into holiday cottages,08-Jun-16,Withdrawn,Claddagh Mill House Sulby Bridge Sulby Isle Of Man IM7 2EZ
Permitted,16/00714/B,Alteration to existing ground floor apartment and first floor extension over ground floor outlet to create a dwelling. (Amendment to 15/00653/B).,05-Aug-16,Senior Planning Officer - South (SC),Garthleigh 1 Clifton Terrace Douglas Isle Of Man IM2 3HU
Permitted,16/00724/B,Extension to dwelling and installation of flue,27-Sep-16,Senior Planning Officer - South (SC),22 Hilltop Rise Douglas Isle Of Man IM2 2LE
Permitted,16/00726/B,"Alterations and extension to dwelling including re-roofing existing garage, creation of vehicular hard-standing and addition of porch (amendment to PA 16/00023/B)",08-Aug-16,Senior Planning Officer - North (CB),Laharna Peveril Road Peel Isle Of Man IM5 1PW
Permitted,16/00869/B,Erection of a first floor extension to dwelling (amendments to PA 16/00132/B),07-Sep-16,Senior Planning Officer - North (CB),Mar Rhenny Upper Ballastrooan Colby Isle Of Man IM9 4NR
Permitted,16/01032/B,Installation of new roof slates to dwelling,14-Oct-16,Senior Planning Officer - North (CB),5 Milner Terrace Castletown Isle Of Man IM9 1AJ
Permitted,16/01033/C,Change of use of existing function room area to provide beauty therapy rooms,25-Nov-16,Senior Planning Officer - South (SC),King Edward Bay Golf Club Groudle Road Onchan Isle Of Man IM3 2JR 
Permitted,16/01052/C,Additional use of tourist cottage as residential,08-Nov-16,Senior Planning Officer - North (CB),Harry's Cottage Old Smokehouse Yard Factory Lane Peel Isle Of Man IM5 1NA 
Permitted,16/01208/CON,Registered Building Consent to install signage illuminated by existing lighting (in connection with application 16/01207/D).,08-Dec-16,Senior Planning Officer - North (CB),Old Town Hall (Formerly Mannanan House) Market Square Castletown Isle Of Man  
Permitted,16/00006/B,Installation of replacement windows,03-Mar-16,Senior Planning Officer - South (SC),1 - 2 Court Row 9 Parliament Street Ramsey Isle Of Man IM8 1JS
Permitted,16/00071/B,Erection of pitched roof to replace existing flat roof on rear extension and installation of bi-fold doors,24-Feb-16,Head of Development Management,The Croft Maine Road Port Erin Isle Of Man IM9 6LQ
Permitted,16/00075/B,"Alterations and erection of extension to rear elevation, roof extension, roof terrace and extension to basement",03-Jun-16,Interim Director 2016,52 Derby Square Douglas Isle Of Man IM1 3LP
Permitted,16/00972/B,Replacement of existing dormer window with new Veka dormer window to similar style to existing,19-Oct-16,Senior Planning Officer - South (SC),11 Albany Road Douglas Isle Of Man IM2 3NP
Permitted,16/00101/B,Demolition and removal of existing temporary structures and erection of a replacement purpose built unit to accommodate welfare facilities,03-Mar-16,Senior Planning Officer - North (CB),Brunswick Gardens  Albany Road Douglas Isle Of Man IM2 3NP 
Permitted,16/00206/B,Removal of front ground and first floor bay windows to dwelling,13-Apr-16,Senior Planning Officer - South (SC),The Headlands Grove Mount Ramsey Isle Of Man IM8 3HF
Permitted,16/00207/B,"Conversion of estate agency to shop, cafe, take-away or any use under Class 2 of the Use Classes Order 2012.",05-Apr-16,Interim Director 2016,6 Arbory Street Castletown Isle Of Man IM9 1LJ
Application Withdrawn,16/00208/B,Alterations and renovation works to dwelling including window / door alterations and creation of an additional window,22-Mar-16,Withdrawn,12 Derby Square Douglas Isle Of Man IM1 3LS
Permitted,16/00930/B,Alterations and extensions,27-Sep-16,Senior Planning Officer - South (SC),70 Royal Avenue Onchan Isle Of Man IM3 1LB
Permitted,16/01247/B,Erection of a conservatory,09-Dec-16,Senior Planning Officer - South (SC),Auckland Ballagale Close Surby Port Erin Isle Of Man IM9 6QL
Application Withdrawn,14/00219/B,Conversion of property from residential to a private school,07-Mar-16,Withdrawn,Eaglehurst Belmont Hill Douglas Isle Of Man IM1 4NY
Permitted,16/00209/C,Change of use from tourist accommodation to residential accommodation,23-Aug-16,Planning Committee,Waterfall Barn Ballakerkey Farm Shore Road Glen Maye Isle Of Man IM5 3BG 
Permitted,16/00723/B,Replacement of windows and door,07-Sep-16,Senior Planning Officer - North (CB),1 Marathon Drive Douglas Isle Of Man IM2 4BP
Permitted,16/00951/B,"Alterations, erection of rear extension and installation of two dormer windows to dwelling",19-Oct-16,Senior Planning Officer - South (SC),Boe Norris The Promenade Castletown Isle Of Man IM9 1BJ
Permitted,16/00952/B,Erection of cabins to provide additional office accommodation,27-Oct-16,Senior Planning Officer - North (CB),The Grounds Of Broom House Billown Quarry Foxdale Road Ballasalla Isle Of Man IM9 3DW 
Permitted,16/00973/B,Creation of new master bedroom and ensuite bathroom above existing garage. Extend gable end wall forming an open access pathway to existing meter and gas positions,24-Nov-16,Senior Planning Officer - South (SC),4 Bollan Way Glen Vine Isle Of Man IM4 4FD
Permitted,16/01047/B,Replacement of existing window to front elevation.,14-Oct-16,Senior Planning Officer - South (SC),3 Tromode Close Douglas Isle Of Man IM2 5PE
Permitted,16/01181/B,Installation of replacement windows,14-Dec-16,Senior Planning Officer - North (CB),6 Lyndale Avenue Peel Isle Of Man IM5 1JY
Permitted,16/01182/B,Erection of 2 detached log cabins to provide storage and office accommodation,08-Dec-16,Senior Planning Officer - North (CB),Ardwhallin Adventure Centre West Baldwin Isle Of Man IM4 5EU 
Permitted,16/01216/B,Installation of twenty four ground mounted solar panels,05-Dec-16,Senior Planning Officer - North (CB),Part Field 334814 Adjacent To Ballacallin House Gordon Peel Isle Of Man  
Refused,15/00678/A,Approval in principle to demolish existing dwelling and erection of a replacement detached dwelling with detached garage addressing siting and means of access,01-Mar-16,Planning Committee,Thie Ny Chibbyr Glen Road Colby Isle Of Man IM9 4HW
Permitted,16/00915/B,Replacement of existing flat roof to first floor dormer with a pitched roof,08-Sep-16,Senior Planning Officer - South (SC),40 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NU
Refused,16/00918/B,Erection of a detached residential dwelling with garage,15-Sep-16,Interim Director 2016,Field 524162 Kilkenny Beg Colooneys Lane Cooil Douglas Isle Of Man  
Permitted,16/00920/B,"Alterations, erection of extension and widen existing driveway",31-Oct-16,Senior Planning Officer - South (SC),St Aubyn 14 Selborne Drive Douglas Isle Of Man IM2 3LS 
Permitted,16/00921/B,Replacement of existing glazed conservatory roof with tiles,21-Sep-16,Senior Planning Officer - South (SC),18 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA 
Permitted,15/01188/B,Erection of a detached garage,20-Jan-16,Planning Committee,Wood Lea Gordon Lane Gordon Peel Isle Of Man IM5 3AS
Permitted,16/00114/B,Replacement of existing conservatory with a rear sun room extension to dwelling,31-Mar-16,Head of Development Management,27 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,16/00707/B,Extension to dwelling.,05-Aug-16,Senior Planning Officer - South (SC),26 Norwood Drive Douglas Isle Of Man IM2 5HN
Permitted,15/01190/B,"Conversion to Postal Sorting/Delivery Office with external alterations including replacement entrance porch with ramp for disabled access, installation of canopy, door alterations, creation of additional parking spaces and widening of vehicular access",12-Jan-16,Senior Planning Officer - South (SC),Factory Gladstone Avenue Ramsey Isle Of Man IM8 2LE
Refused,15/01255/B,Alterations to dwelling and erection of an attached garage to side elevation,04-Jan-16,Planning Committee,Kittiwake Cottage Minorca Hill Laxey Isle Of Man IM4 7EA
Permitted,15/01305/B,Erection of a detached timber building to provide additional living accommodation,03-Feb-16,Senior Planning Officer - South (SC),24 Marathon Road Douglas Isle Of Man IM2 4HL
Permitted,15/01349/B,Erection of a replacement dwelling with integral garaging,15-Jan-16,Head of Development Management,Ballaglea House Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,15/01376/B,"Landscaping layout and finishes including portico/steps, balustrading, garden steps and terracing/re-grading and new levels, driveway, parking areas, retaining walls, paths, patio, boundary fencing, fountain, garden shed and oil tank",03-Mar-16,Director Delegation,Tranent Churchtown Ramsey Isle Of Man IM7 2AN 
Permitted,15/01377/B,"Alterations, erection of ground and first floor extensions, creation of enclosed balcony and installation of replacement windows to dwelling",19-Jan-16,Senior Planning Officer - North (CB),15 Ballachrink Colby Isle Of Man IM9 4PB
Permitted,15/01378/B,Erection of an extension and creation of an additional window to rear elevation of dwelling,26-Jan-16,Senior Planning Officer - South (SC),2 Sydney Street Douglas Isle Of Man IM1 3JB
Permitted,15/01379/B,Erection of a garage/storage unit to southern corner of field,25-Feb-16,Director Delegation,Part Of Field No 132353 To Rear Of Spring Vale Glen Auldyn Ramsey Isle Of Man 
Permitted,15/01380/B,"Alterations, erection of an extension and installation of a handrail to existing terrace to rear elevation of dwelling",19-Jan-16,Senior Planning Officer - North (CB),3 Ballaquane Road Peel Isle Of Man IM5 1PP
Refused,15/01399/A,"Approval in principle for the erection of a detached dwelling addressing siting, external appearance and means of access",08-Mar-16,Head of Development Management,Field 434683 East Foxdale Road Eairy Isle Of Man  
Permitted,16/00047/C,Additional use of converted barn to tourist living accommodation,26-Feb-16,Head of Development Management,Barn Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,16/00085/B,Erection of a detached double garage and workshop,13-Apr-16,Senior Planning Officer - South (SC),Land Adjacent To Hillcrest Cottage South Cape Laxey Isle Of Man  
Permitted,16/00086/CON,Consent under the Registered Building regulations for demolition of existing public toilets within a conservation area,14-Mar-16,Planning Committee,Public Toilets Rear Of Thie Ny Chleree Maughold Village Isle Of Man  
Permitted,16/00089/B,Creation of an additional access door to ground floor plant room,03-Mar-16,Senior Planning Officer - South (SC),Clerical Medical House Victoria Road Douglas Isle Of Man IM2 4DF 
Permitted,16/00091/B,Installation of  replacement windows throughout dwelling,03-Mar-16,Senior Planning Officer - South (SC),57 Douglas Street Peel Isle Of Man IM5 1BD
Permitted,16/00147/B,Alterations and extensions to dwelling to provide additional living accommodation,24-Mar-16,Senior Planning Officer - South (SC),Minglestone Glen Roy Laxey Isle Of Man IM4 7QD 
Permitted,16/00148/D,Installation of illuminated advertising signage,14-Mar-16,Director Delegation,Lakeside Centre  Mooragh Park Ramsey Isle Of Man IM8 3AP
Permitted,16/00412/B,Erection of replacement stables and garden store,18-May-16,Senior Planning Officer - North (CB),Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB
Permitted,16/00413/B,Erection of an extension to provide garage and utility room to dwelling,22-Jun-16,Planning Committee,Bay View Old Castletown Road Port Soderick Isle Of Man IM4 1BB
Permitted,16/00478/B,Installation of front elevation windows and facia boards,08-Jul-16,Senior Planning Officer - South (SC),4 Atholl Street Peel Isle Of Man IM5 1HQ
Permitted,16/00497/B,Alterations and erection of rear extension to dwelling,23-Jun-16,Senior Planning Officer - South (SC),11 Wentworth Close Onchan Isle Of Man IM3 2JU 
Permitted,15/01260/B,"Erection of a cross field antenna (revisions to previous approved antenna PA 12/01339/B, to raise the height by approx 2 metres)",04-Jan-16,Planning Committee,Land Adjacent To Unit 203 Jurby Industrial Estate Jurby Isle Of Man  
Permitted,15/01180/B,Installation of replacement windows and rear doors,07-Jan-16,Senior Planning Officer - North (CB),Griffindale  Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,16/00498/B,Alterations to vehicular access,23-Aug-16,Planning Committee,Ballerghy Lhergy Cripperty Union Mills Isle Of Man IM4 2AH
Permitted,16/00499/B,Removal of condition 2 of PA 04/00751/B concerning the use of garage associated with Nos. 12A Albion Terrace,23-Jun-16,Senior Planning Officer - South (SC),12A Albion Terrace Douglas Isle Of Man IM1 3LJ
Permitted,16/00500/B,Alterations and extension to existing out building / garage,23-Jun-16,Senior Planning Officer - South (SC),Cooilbane Cottage Ballacaley Road Sulby Isle Of Man IM7 2HR 
Refused,16/00514/B,Creation of a roof dormer and two additional windows to dwelling,24-Jun-16,Senior Planning Officer - South (SC),1 Tromode Cottages Johnny Watterson Lane Douglas Isle Of Man IM2 5NA 
Permitted,16/00652/B,Erection of an extension,21-Sep-16,Senior Planning Officer - North (CB),14 Tromode Heights Douglas Isle Of Man IM2 5LU
Permitted,16/00703/B,"Additional On-site parking, and conversion of garage",26-Jul-16,Interim Director 2016,5 Marine View Close Onchan Isle Of Man IM3 1BQ
Permitted,16/00824/B,Replace existing conservatory with two storey extension and alteration to external finish to walls,20-Sep-16,Senior Planning Officer - South (SC),68 King Edward Road Onchan Isle Of Man IM3 2AT 
Permitted,16/00870/B,Creation of a doorway out of an existing window,07-Sep-16,Senior Planning Officer - North (CB),1 Viking Longhouse East Quay Peel Isle Of Man IM5 1AR 
Permitted,16/00678/B,"Creation of a car and coach parking facility with associated lighting, construction of additional passing places and a new road access and upgrading of existing track to an access road",20-Oct-16,Planning Committee,The Nunnery Old Castletown Road Douglas Isle Of Man IM2 1QB
Permitted,16/00760/B,Creation of a doorway from an existing rear window,18-Aug-16,Senior Planning Officer - South (SC),31 Barrule Park Ramsey Isle Of Man IM8 2BT
Permitted,16/00761/D,Installation of illuminated signage,07-Sep-16,Senior Planning Officer - North (CB),Co-op Store 13 Station Road Port Erin Isle Of Man IM9 6AE 
Permitted,16/00762/B,Erection of a garden shed / summer house,22-Sep-16,Senior Planning Officer - North (CB),Summerlands Queens Pier Road Ramsey Isle Of Man IM8 2HS
Permitted,16/00850/B,Alterations and erection of extension to existing detached ancillary living accommodation,14-Dec-16,Senior Planning Officer - North (CB),Walton House Bridge Road Ballasalla Isle Of Man IM9 3DA
Permitted,16/00851/B,Alterations and extension to garage,20-Sep-16,Senior Planning Officer - South (SC),25 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ 
Permitted,16/00852/B,"Variation of condition one of PA 12/00864/B, Erection of a second floor extension, to extend the period of permission by two years",08-Sep-16,Senior Planning Officer - North (CB),Publishing House Peel Road Douglas Isle Of Man IM1 5ED 
Permitted,16/00853/B,"Alterations, erection of ground floor extension and creation of a first floor to dwelling",12-Oct-16,Senior Planning Officer - South (SC),Slegaby Beg Orrisdale Road Ballasalla Isle Of Man IM9 3AE
Permitted,16/01207/D,Installation of signage illuminted by existing lighting (in connection with Registered Building Application 16/01208/CON).,08-Dec-16,Senior Planning Officer - North (CB),Old Town Hall (Formerly Manannan House) Market Square Castletown Isle Of Man  
Permitted,16/00871/D,Installation of both illuminated and non-illuminated signage,19-Oct-16,Senior Planning Officer - South (SC),Isle Of Man Bank 2 Athol Street Douglas Isle Of Man IM1 1JA
Permitted,16/00872/B,Erection of an extension,06-Oct-16,Planning Committee,45 - 46 Derby Square Douglas Isle Of Man IM1 3LP
Permitted,16/00974/B,"Approval of existing white PVC windows to front and rear, including one French window and one kitchen door at rear (retrospective)",29-Sep-16,Senior Planning Officer - South (SC),6 Grosvenor Road Douglas Isle Of Man IM1 3EN
Permitted,16/00975/B,"Construction of single storey extension to rear of dwelling, installation of new/replacement decking and timber cladding to gable and installation of a flue",14-Dec-16,Senior Planning Officer - North (CB),12 Clybane Rise Douglas Isle Of Man IM2 2LR
Permitted,16/00985/B,Erection of single storey extension to side of dwelling to provide wet room and additional bedroom space. Extension of existing raised decking across rear with additional low level decking area to side. Erection of high timber fencing along rear boundary,25-Nov-16,Senior Planning Officer - South (SC),40 Groudle Road Onchan Isle Of Man IM3 2EE
Permitted,16/01112/B,Telecommunications mast and 2 cabinets.,01-Nov-16,Senior Planning Officer - South (SC),Field 224301 Main Road Ballaugh Isle Of Man  
Permitted,16/00912/B,Variation of Condition 5 of planning approval granted under 15/01302/C to allow 60 temporary camping pitches at any one time,05-Sep-16,Planning Committee,Ballafletcher Sports Centre Strang Douglas Isle Of Man IM4 4RA 
Permitted,16/00914/B,Installation of replacement windows with uPVC sliding sash windows to front elevation,19-Oct-16,Senior Planning Officer - South (SC),7 Church Street Peel Isle Of Man IM5 1HN
Permitted,16/00916/D,Installation of both illuminated and non-illuminated signage,27-Oct-16,Senior Planning Officer - South (SC),11 Castle Street Douglas Isle Of Man IM1 2EX
Permitted,16/01016/B,Alterations and erection of a rear extension to replace existing conservatory.,19-Oct-16,Senior Planning Officer - South (SC),4 Cronk Y Thatcher Colby Isle Of Man IM9 4LN
