Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Removal and replacement of existing buildings roof level girdle moulding,The Point Apartments Douglas Head Douglas Isle Of Man IM1 5BX ,PER,22-Aug-19,19/00691/B
Replacement of existing synthetic roof slates with natural slates,55 Douglas Street Peel Isle Of Man IM5 1BD,PER,07-Aug-19,19/00692/B
Replacement of existing glazed conservatory roof with tiles,25 Farmhill Park Douglas Isle Of Man IM2 2EE,PER,10-Jan-19,18/01215/B
Installation of 5 roof lights to rear elevation,17 Alberta Drive Onchan Isle Of Man IM3 1LT,PER,04-Jul-19,19/00569/B
Alterations to building including installation of new window in east elevation,Emergency Storage Units 1 And 2 The Drill Hall Tromode Road Douglas Isle Of Man IM2 5PA ,PER,27-Jun-19,19/00572/B
Blocking up of door to front elevation and first floor window to side elevation,5 Marguerite Place Foxdale Isle Of Man IM4 3HE,PER,13-Aug-19,19/00574/B
Installation of replacement windows to front elevation,31 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,30-Oct-19,19/00632/B
Erection of a detached garden / leisure building,39 Eskdale Road Onchan Isle Of Man IM3 2AH,PER,12-Jul-19,19/00633/B
Installation of replacement first and second floor windows to front elevation (retrospective),12 Richmond Grove Douglas Isle Of Man IM1 3JZ,PER,06-Aug-19,19/00634/B
Installation of an observatory,7 Orrys Close Douglas Isle Of Man IM2 7AG,PER,10-Jul-19,19/00635/B
Alterations and erection of sun room to replace existing conservatory,Braemar 1 Lag Birragh Drive Onchan Isle Of Man IM3 2JW,PER,03-Jun-19,19/00442/B
Approval in principle for the erection of a detached dwelling with garage,70 Groudle Road (Fern Glen) Onchan Isle Of Man IM3 2EZ ,REF,05-Jun-19,19/00443/A
Installation of replacement windows to front and rear elevations,8 Eastfield Douglas Isle Of Man IM1 4AU,PER,28-Aug-19,19/00648/B
Demolition of part of wall and creation of a vehicular access and driveway (in association with 18/01058/CON),10 Sartfell Road Douglas Isle Of Man IM2 3LZ ,REF,26-Mar-19,18/01057/B
Registered Building consent for demolition of part of wall and creation of a vehicular access and driveway (in association with 18/01057/B),10 Sartfell Road Douglas Isle Of Man IM2 3LZ ,REF,26-Mar-19,18/01058/CON
Installation of replacement windows to front elevation,130 Woodbourne Road Douglas Isle Of Man IM2 3BA ,DMWDN,25-Oct-19,18/01307/B
Installation of replacement front window and rear window and door,5 Victoria Road Castletown Isle Of Man IM9 1EP,PER,12-Mar-19,19/00081/B
Installation of replacement front door and two rear French doors,1 Victoria Road Castletown Isle Of Man IM9 1EP,PER,12-Mar-19,19/00084/B
Installation of replacement front door and rear patio door,3 Victoria Road Castletown Isle Of Man IM9 1EP,PER,12-Mar-19,19/00085/B
Installation of toilet facilities to replace existing,Site Adjacent To Laxey Wheel Wheel Hill Laxey Isle Of Man  ,PER,03-Apr-19,19/00086/B
"Alterations to existing North facing dormers, removal of West facing dormer and relocation of stairs to decked area (amendment to PA 17/00953/B)",Seahaven Mount Gawne Road Port St. Mary Isle Of Man IM9 5LX,PER,04-Apr-19,19/00105/B
Creation of off road parking and vehicular access,Glen View Cottage Hamilton Terrace Lower Foxdale Isle Of Man IM4 3BB,PER,25-Mar-19,19/00106/B
Replacement of existing cement wall and roof sheeting with steel composite cladding panels,Fiddlers Green Depot South Quay Douglas Isle Of Man IM1 5PD ,PER,22-Aug-19,19/00689/B
Conversion from office to restaurant (Class 3) and a self-contained residential unit,Harbour Mews Off Parliament Square Castletown Isle Of Man IM9 1LA ,PER,02-Aug-19,19/00690/B
Installation of replacement windows to front and rear elevations,Sydney Cottage Athol Street Port St. Mary Isle Of Man IM9 5DS,PER,20-Nov-19,19/00879/B
Erection of a rear flat roofed dormer,Annandale 69 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW ,PER,26-Sep-19,19/00880/B
Alterations and erection of rear extension,11 Close Corlett Peel Isle Of Man IM5 1QH ,PER,26-Sep-19,19/00881/B
Alterations to an external fire exit and access to the Main Hall,University College Isle Of Man Homefield Road Douglas Isle Of Man IM2 6RB ,PER,30-Sep-19,19/00882/B
Replacement of two glazed conservatory roofs with tile,6 Ballakeyll Colby Isle Of Man IM9 4AY,PER,30-Sep-19,19/00883/B
Replacement of existing glazed conservatory roof with tile,6 Ashlar Drive Union Mills Isle Of Man IM4 4LJ,PER,01-Oct-19,19/00884/B
Replace existing glazed conservatory roof with tile,10 Hillberry Close Douglas Isle Of Man IM2 6HP,PER,26-Sep-19,19/00885/B
Installation of replacement roof tiles,22 Malvern Road Douglas Isle Of Man IM2 5AR,PER,20-Sep-19,19/00801/B
Registered Building consent for the demolition elements relating the application 19/01044/B,42 York Road Douglas Isle Of Man IM2 3AX,PER,13-Nov-19,19/01045/CON
Alterations to reconfigure front steps and formation of wheelchair access,1 Upper Church Street Douglas Isle Of Man IM1 1EE ,PER,15-Mar-19,19/00107/B
Erection of an extension,The Craig Andreas Road St Judes Isle Of Man IM7 2EP,PER,15-Mar-19,19/00108/B
Alterations and erection of extensions,Rustlings Glen Auldyn Ramsey Isle Of Man IM7 2AE ,PER,30-Sep-19,19/00886/B
Erection of a conservatory,Ballahowin Farmhouse Ballahowin Farm Braaid Road St Marks Ballasalla Isle Of Man IM9 3AS ,PER,20-Sep-19,19/00887/B
Alterations and erection of extensions,The Pines Dollagh Ballaugh Isle Of Man IM7 5AS ,PER,04-Oct-19,19/00888/B
Erection of extension to replace existing sun lounge,1 Harcroft Road Douglas Isle Of Man IM2 1PN,PER,30-Sep-19,19/00889/B
Erection of a detached garden store,4 Balnahow Farm Cottages Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN ,PER,26-Sep-19,19/00890/B
Single storey extension to rear of dwelling,52 Lhon Vane Close Onchan Isle Of Man IM3 3BA,PER,17-Dec-19,19/01168/B
Installation of flue,37 Howe Road Onchan Isle Of Man IM3 2BA,PER,08-Apr-19,19/00184/B
Erection of temporary marquee for storage of tramcars with extension of existing tram tracks into associated structure,Part Of Summerland Site King Edward Road Douglas Isle Of Man  ,PER,08-Apr-19,19/00186/B
Erection of balcony at rear of property,Freshfield 44 Groudle Road Onchan Isle Of Man IM3 2EE,PER,24-May-19,19/00190/B
Demolition of existing outbuilding and erection of garage unit with associated hardstanding,Clearview The Cronk Ballaugh Isle Of Man IM7 5BA ,PER,03-Jun-19,19/00466/B
Removal of chimney stack,1 Drury Terrace Douglas Isle Of Man IM2 3HY,REF,01-Mar-19,19/00001/B
"Alterations, erection of a replacement detached garage and part replacement of boundary fence",Acharn Grove Mount Ramsey Isle Of Man IM8 3HP,PER,20-Jun-19,19/00503/B
Installation of French doors to rear elevation,129 Woodbourne Road Douglas Isle Of Man IM2 3AZ,PER,11-Jun-19,19/00504/B
Alterations and extension to provide additional living accommodation,Schiellings Dalby Isle Of Man IM5 3BR ,PER,15-Oct-19,19/00558/B
Erection of an agricultural building to provide a livestock shelter,Part Field 624105 Hibernia Back Road Maughold Isle Of Man  ,PER,01-Oct-19,19/00926/B
Erection of agricultural shed,Cronk Vane Stoney Mountain Road Eairy Isle Of Man IM4 3HJ,PER,16-Oct-19,19/00955/B
Replacement of existing conservatory with sun room,84 Governors Hill Douglas Isle Of Man IM2 7EU,PER,16-Oct-19,19/00958/B
Additional use of flat as tourist accommodation,Flat 13  Carlton Apartments Spaldrick Port Erin Isle Of Man IM9 6PD,PER,02-Dec-19,19/01153/C
Installation of a heat pump to replace boiler,The Stables Knockaloe Beg Farm Knockaloe Beg Lane Raggatt Peel Isle Of Man IM5 3AQ ,PER,07-Nov-19,19/00990/B
Replacement of existing conservatory roof with tiled roof.,44 Magherchirrym Port Erin Isle Of Man IM9 6DB,PER,07-Nov-19,19/00997/B
Erection of log cabin within south western area of garden to contain sauna and garden store.,Nhee Aalin Glen Road Colby Isle Of Man IM9 4HW ,PER,16-Oct-19,19/00999/B
Alterations and erection of a detached garage,123 King Edward Road Onchan Isle Of Man IM3 2AX,REF,24-Dec-19,19/01224/B
Erection of single storey extension to side of dwelling,Cooill Drinagh Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF,PER,16-Oct-19,19/00943/B
Rendering works to dwelling,Cherubim 27 Devonshire Road Douglas Isle Of Man IM2 3QZ ,PER,03-May-19,19/00240/B
"Alterations, erection of ground and first floor extension and installation of replacement windows",Abbey Ford Abbey Road Lane Ballasalla Isle Of Man IM9 3DE,PER,24-May-19,19/00241/B
Installation of four replacement windows to rear elevation,45 Victoria Street Douglas Isle Of Man IM1 3RS ,PER,23-Apr-19,19/00242/B
Additional use of residential dwelling as tourist living accommodation,Quay Cottage Shore Road Underway Port St. Mary Isle Of Man IM9 5DX ,PER,23-Jul-19,19/00651/C
Alterations and erection of rear dormer,17 Sandringham Drive Onchan Isle Of Man IM3 4HH,REF,15-Aug-19,19/00663/B
Alterations and replacement of existing conservatory glazed roof with solid tiles,Cherry Trees 10 Selborne Drive Douglas Isle Of Man IM2 3LS,PER,06-Aug-19,19/00665/B
Erection of canopy over existing loading bay,Isle Of Man Post Office Headquarters Spring Valley Industrial Estate Douglas Isle Of Man IM2 1AA ,PER,23-Jul-19,19/00666/B
Installation of flue,The Beeches Baltic Road Kirk Michael Isle Of Man IM6 1EF ,PER,21-Aug-19,19/00667/B
Additional use of dwelling as self catering tourist accommodation,Whitestones The Vollan Ramsey Isle Of Man IM8 3UJ,PER,23-Jul-19,19/00668/C
Alterations and erection of extension,Cronk View 45 Ballanard Road Douglas Isle Of Man IM2 5HB,PER,10-Jun-19,19/00247/B
Erection of single storey classroom extensions with associated accommodation to each gable end of existing drill hall,Air Cadet Training Facility Millbrook House Tromode Road Douglas Isle Of Man IM2 5EH ,PER,03-May-19,19/00284/B
Dormer window alteration and creation of a balcony,2 College Green Castletown Isle Of Man IM9 1BE,PER,27-Jun-19,19/00528/B
Alterations and erection of single storey rear extension to property,11 Y Vaarney Yiarg Castletown Isle Of Man IM9 1HZ ,PER,23-Apr-19,18/00952/B
Window and door alterations and application of render,Iona Viking Hill Ballakillowey Colby Isle Of Man IM9 4BJ,PER,21-May-19,19/00288/B
"Partial demolition and refurbishment of industrial building, and erection of replacement industrial units",The Old Brickworks Mines Road Foxdale Isle Of Man IM4 3EX ,PER,08-Apr-19,18/01336/B
"Alterations to existing outbuilding/garage to form additional ancillary living accommodation, including creation of a covered link from main property",Cummal Crawyn Killane Ballaugh Isle Of Man IM7 5BD ,PER,03-May-19,18/01340/B
Replacement of existing rear extension with new single storey extension,Cedar Bank Windsor Mount Ramsey Isle Of Man IM8 3EA,PER,04-Mar-19,19/00039/B
"Alterations, erection of two storey extension to side elevation and repositioning of a flue (amendment to PA 19/00258/B)",60 Scarlett Road Castletown Isle Of Man IM9 1PN ,PER,25-Sep-19,19/00618/B
Replacement of two glazed conservatory roofs with tile,Keslot 8 Balladoyne Estate St Johns Isle Of Man IM4 3LX ,PER,01-Aug-19,19/00619/B
"Alterations to existing dwelling including additional use as self-catering tourist accommodation - part retrospective (in association with RB application 18/01288/CON, and forming amendments to 17/00792GB)",4 Parliament Square Castletown Isle Of Man IM9 1LA,PER,05-Feb-19,18/01287/GB
Demolition of existing dwelling and erection of replacement dwelling,Ardmay Clay Head Road Baldrine Isle Of Man IM4 6DH,PER,03-May-19,19/00078/B
Installation of casement window on top floor of front elevation.,Shore View Dandy Hill Port Erin Isle Of Man IM9 6HN,PER,03-Apr-19,19/00079/B
Installation of a replacement dormer window to front elevation,7 College Green Castletown Isle Of Man IM9 1BE,PER,20-Nov-19,19/00621/B
Widening driveway and vehicular access,62 Port E Chee Avenue Douglas Isle Of Man IM2 5EX,PER,12-Sep-19,19/00837/B
Erection of rear extension to replace conservatory and widening of driveway and vehicular access,13 St Marys Glebe Port St. Mary Isle Of Man IM9 5PF,PER,21-Nov-19,19/01134/B
Erection of a rear conservatory,31 Y Vaarney Yiarg Castletown Isle Of Man IM9 1HZ ,PER,21-Nov-19,19/01135/B
Erection of extension to rear elevation,22 St Germans Place Peel Isle Of Man IM5 1BZ,PER,21-Nov-19,19/01136/B
Replacement of existing conservatory roof with a tiled roof,8 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,09-Jan-19,18/01230/B
"Alterations, erection of rear extension, replacement of front porch and replacement of existing glazed conservatory roof with tiles",7 Erin Way Port Erin Isle Of Man IM9 6EF,PER,23-Apr-19,19/00193/B
Registered Building consent for the demolition elements relating the application 19/00035/B,101 Woodbourne Road Douglas Isle Of Man IM2 3AR,PER,18-Feb-19,19/00036/CON
Alterations and erection of extension with roof balcony above,35 Farmhill Park Douglas Isle Of Man IM2 2ED,PER,20-Mar-19,19/00080/B
Erection of replacement conservatory,16 Kirby Hill Douglas Isle Of Man IM2 1PA,PER,12-Mar-19,19/00095/B
"Variation of condition one of PA 15/00346/B, Erection of a pair of dwellings to replace demolished dwellings, to extend period of permission by four years",Vacant Site Formerly 1 And 2 The Promenade Port St. Mary Isle Of Man  ,PER,19-Jul-19,19/00212/B
Erection of an extension to side elevation,9A Hilltop View Douglas Isle Of Man IM2 2LA,PER,17-Apr-19,19/00213/B
"Alterations, erection of rear extension, replacement of existing flat garage roof with a pitched roof and installation of replacement roof tiles",71 Ballacriy Park Colby Isle Of Man IM9 4LY,PER,24-May-19,19/00214/B
Erection of extension to create workshop/bike store,The Winnats Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,15-May-19,19/00274/B
Installation of replacement existing conservatory and utility room roofs,The Bungalow Station Road Colby Isle Of Man IM9 4NW ,PER,03-May-19,19/00276/B
"Variation of condition one of approved PA 15/00364/B, Variation of condition one to extend period of permission of PA 11/00606/B (erection of an extension to dwelling), to extend period of permission by a further four years",Eary Veg Farmhouse Eary Veg Farm West Baldwin Isle Of Man IM4 5EZ ,PER,20-May-19,19/00286/B
Installation of replacement first and second floor windows,1 Brunswick Road Douglas Isle Of Man IM2 3LL,REF,08-May-19,19/00287/B
"Alterations, erection of extension and creation of vehicular access (amendments to PA 18/01111/B)",51 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,22-Aug-19,19/00744/B
Installation of a replacement bay window,3 Christian Street Peel Isle Of Man IM5 1NW,PER,01-Oct-19,19/00747/B
Change of use from a church hall to a residential dwelling,Andreas Church Hall Andreas Village Isle Of Man IM7 4EZ ,PER,13-Aug-19,19/00748/C
Erection of detached garage for two vehicles,Belmont House Belmont Road Douglas Isle Of Man IM1 4NS,PER,13-Aug-19,19/00751/B
Installation of a rear dormer (retrospective),15 Glen View Road Onchan Isle Of Man IM3 4HL,PER,21-Nov-19,19/01105/B
Erection of single storey extension to rear of existing dwelling,13 Seafield Crescent Onchan Isle Of Man IM3 3BZ,PER,15-May-19,19/00278/B
Erection of front porch and rear extension replacing existing conservatory,4 Mines Road Foxdale Isle Of Man IM4 3ET,PER,31-May-19,19/00352/B
Erection of single storey extension to side elevation,23 Cooil Breryk Ramsey Isle Of Man IM8 3HL ,PER,08-May-19,19/00354/B
Erection of flat roof extension on first floor above existing kitchen,2 Wesley Terrace Ballasalla Isle Of Man IM9 2DB,REF,29-May-19,19/00357/B
Alterations and erection of single storey extension to side elevation,23 Crovens Close Douglas Isle Of Man IM2 7AH,PER,23-Aug-19,19/00718/B
Alterations and erection of extension,Ballachrink Farmhouse Old Castletown Road Santon Isle Of Man IM4 1HD,PER,09-Dec-19,19/01106/B
Additional use of residential apartment as tourist accommodation,2 Edremony Court Rowany Drive Port Erin Isle Of Man IM9 6LW,PER,21-Nov-19,19/01107/C
Erection of 20 industrial units in three separate blocks,Plots Adjacent To Block F Balthane Park Off Balthane Road Balthane Industrial Estate Ballasalla Isle Of Man  ,PER,21-Nov-19,19/01108/B
Alterations and extension to front and rear of property and change of use from travel agents to restaurant and installation of flue,Mona Cottage Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH ,PER,07-Nov-19,19/00719/B
Replacement of existing window with french doors,16 Birch Hill Avenue Onchan Isle Of Man IM3 4EW,PER,05-Aug-19,19/00722/B
Creation of a field access,Field 321670 Foxdale Road Garth Crosby Isle Of Man  ,PER,29-Aug-19,19/00723/B
"Alterations and erection of single storey rear extension, relocation of existing oil tank",Friston Villa 15 College Green Castletown Isle Of Man IM9 1BE,PER,07-Aug-19,19/00724/B
Installation of replacement roof (retrospective),Garage  Bemeken Main Road Ballabeg Castletown Isle Of Man IM9 4EH,PER,30-Aug-19,19/00725/B
Erection of extension to provide garage with terrace above,3 Cooil Ushtey Port Lewaigue Ramsey Isle Of Man IM7 1AQ,REF,13-Aug-19,19/00727/B
Certificate of Lawful use for storage and parking of heavy goods vehicles,Begoade Farm Begoade Road Onchan Isle Of Man IM4 6AU,CLAWA,30-Aug-19,19/00785/LAW
"Alterations, erection of extension and rear dormer",Ballagarey Lodge Main Road Glen Vine Isle Of Man IM4 4AZ,PER,05-Sep-19,19/00786/B
"Alterations, installation of replacement windows, rendering works to front elevation.",Illiam Dhone House 2 Circular Road Douglas Isle Of Man IM1 1AG ,PER,30-Aug-19,19/00787/B
"Replacement of existing sliding sash windows with UPVC sliding sash to front and UPVC casement units to rear, and replacement doors.",7 Church Street Peel Isle Of Man IM5 1HN,PER,04-Jan-19,18/01252/B
Erection of extension to rear of property,15 Wallberry Mews Douglas Isle Of Man IM2 2NE,PER,23-Jul-19,18/01289/B
"Replacement white finish PVC casement windows with leaded lights to both bay windows, and replacement dark blue finish composite front door.",Rycroft Somerset Road Douglas Isle Of Man IM2 5AF,PER,30-May-19,19/00434/B
"Creation of parking spaces and variation of condition 2 of PA 05/01702/B, conversion of barn into two dwellings, to revise the associated parking area.",1 And 2 The Barn Brockfield Bayrauyr Road Ballamodha Ballasalla Isle Of Man IM9 3AT ,PER,24-May-19,19/00030/B
Replacement of existing glazed conservatory roof with tile roof,12 Close Cowley Douglas Isle Of Man IM2 2HX,PER,12-Mar-19,19/00093/B
Alterations and erection of single storey extension at rear of property.,3 Princes Avenue Douglas Isle Of Man IM2 3JB,PER,15-Mar-19,19/00094/B
Alterations to existing sod bank to improve vehicular access visibility,Mountain View Innovation Centre Jurby Road Ramsey Isle Of Man IM7 2DZ ,PER,19-Mar-19,19/00122/B
Replacement of existing metal railing with glass panelling (in association with PA 19/00124/CON),Apartment 8 Chapel Court Christian Street Peel Isle Of Man IM5 1NR ,PER,25-Mar-19,19/00123/GB
Registered Building consent for the replacement of existing metal railing with glass panelling (in association with PA 19/00123/GB) Registered Building Nos. 194,Apartment 8 Chapel Court Christian Street Peel Isle Of Man IM5 1NR ,PER,25-Mar-19,19/00124/CON
Installation of replacement two windows to front elevation,The Old Vicarage Church Road Onchan Isle Of Man IM3 1BF ,PER,04-Apr-19,19/00125/B
Installation of two replacement windows to side and rear elevation,33 Market Street Peel Isle Of Man IM5 1AE,PER,14-Jan-19,18/01270/B
"Alterations, installation of flue and windows / doors to existing sunroom",Fuchsia House Old Castletown Road Port Soderick Isle Of Man IM4 1BB ,PER,24-May-19,19/00343/B
"Alterations, replacement of garage door with windows and erection of an attached garage",Crows Nest Ballakilpheric Colby Isle Of Man IM9 4BT ,PER,20-Jun-19,19/00451/B
Alterations to existing porch,1 Laurel Avenue Onchan Isle Of Man IM3 3JD,PER,26-Jun-19,19/00452/B
Installation of two non-illuminated signs to hotel extension,Ramsey Park Hotel Park Road Ramsey Isle Of Man IM8 3AR ,PER,03-Jun-19,19/00453/D
Location of a shipping container to house a bailing machine (retrospective),Central Creamery Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man IM4 4QE ,PER,10-Oct-19,19/00896/B
Replacement of an existing bike shelter with a high level canopy,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,09-Dec-19,19/01121/B
Removal of existing boiler/storage building and erection of WC and Boiler Room extension.,St Judes Church St. Judes Isle Of Man IM7 2EW ,PER,25-Oct-19,19/01002/B
"Garden room extension, conversion of existing integral garage to form bedroom/bathroom, erection of detached garage and alterations to existing drive access.",The Elms 3 The Crescent Ramsey Isle Of Man IM8 2JN,REF,16-Oct-19,19/01003/B
Creation of new vehicular access to provide one off street parking space within front garden of property (amendment to application 18/00948/B),Sound Of The Falls 5 Hamilton Terrace Lower Foxdale Isle Of Man IM4 3BB ,PER,02-May-19,18/01301/B
Installation of a replacement ground floor window to front elevation,Sydney House Athol Street Port St. Mary Isle Of Man IM9 5DS,PER,09-Dec-19,19/01064/B
Alteration to vehicular access and door / window alteration to side elevation of dwelling,7 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA,PER,16-May-19,19/00361/B
"Alterations, demolition of existing extensions and erection of replacement extensions to side and rear elevations (in association with 19/00363/CON)",Sunny Glen Lower Rencell Hill Laxey Isle Of Man IM4 7BH,PER,15-May-19,19/00362/B
Registered Building consent for the demolition elements relating the application 19/00362/B,Sunny Glen Lower Rencell Hill Laxey Isle Of Man IM4 7BH,PER,15-May-19,19/00363/CON
Alterations to doorway,Castletown Civic Centre Former Oil Tank Store 1 Farrants Way Castletown Isle Of Man IM9 1NR,PER,24-May-19,19/00364/B
Erection of a rear extension,113 Ballaquark Douglas Isle Of Man IM2 2EU,PER,05-Aug-19,19/00726/B
"Registered Building consent for alterations, installation of replacement windows, internal works adn refurbishment (in association with 19/00796/GB) Registered Building Nos. 147",Point Of Ayre Lighthouse Cranstal Bride Isle Of Man IM7 4BS ,PER,30-Aug-19,19/00797/CON
"Variation of condition one of PA 15/00491/B, Conversion of existing stable building into staff living accommodation and erection of a detached stable building, to extend period of permission by four years",Grenaby Mooar Grenaby Road Ballasalla Isle Of Man IM9 3BD ,PER,29-Aug-19,19/00728/B
Alterations and replacement of existing plastic roof sheeting with fibre glass flat roof with roof lanterns to garage and porch void,2 Laureston View Douglas Isle Of Man IM2 5DA ,PER,12-Sep-19,19/00846/B
Removal of existing conservatory and erection of a two storey extension to rear,1 King Orry Place Glen Vine Isle Of Man IM4 4EP,PER,26-Sep-19,19/00870/B
Installation of signage (in association with 19/00367/CON),Castle Arms Hotel The Quay Castletown Isle Of Man IM9 1LD,PER,24-May-19,19/00365/D
Registered Building consent for the installation of signage (in association with 19/00365/D) Registered Building Nos. 25,Castle Arms Hotel The Quay Castletown Isle Of Man IM9 1LD,PER,24-May-19,19/00367/CON
Installation of non-illuminated signage,Victory House Ground Floor Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,31-May-19,19/00368/D
"Alterations, roofing works, window / door alterations and formation of a first floor terrace to front elevation",Trafalgar Main Road Colby Isle Of Man IM9 4LR,PER,15-May-19,19/00369/B
Alterations and extension to existing tholtan to form dwelling,Kates Cottage Ballnahowe Road Ballnahowe Port Erin Isle Of Man  ,REF,12-Aug-19,19/00448/B
Installation of a heat pump to replace existing boiler,Loughan Cottage Jurby East Isle Of Man IM7 3HA ,PER,21-Aug-19,19/00714/B
Installation of a heat pump,Fern Bank West Kimmeragh Road Bride Isle Of Man IM7 4BA,PER,13-Aug-19,19/00715/B
Erection of stables,Field 314905 Ballajeroi Kerrowgarrow Road Greeba Isle Of Man IM4 3LQ,PER,05-Sep-19,19/00756/B
Installation of replacement windows to two dormer windows,Flat 2 Powell House 41 Michael Street Peel Isle Of Man IM5 1HD ,PER,13-Aug-19,19/00757/B
Conversion of existing equestrian riding school to provide eight light industrial (Class 5) units,Pennybridge Stables Main Road Kirk Michael Isle Of Man IM6 2HD ,REF,03-Oct-19,19/00873/B
Conversion of former sun lounge to a single storey detached building providing ancillary living accommodation and tourist accommodation (retrospective),63A Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EP,PER,16-Oct-19,19/00934/B
"Demolition of existing garage and erection of replacement double garage, garden store and carport",Ballavoddan Phildraw Road Ballasalla Isle Of Man IM9 3EG,PER,15-May-19,19/00126/B
Rendering works and installation of replacement roof slates and two roof lights (retrospective),Wyllin Cottage Glen Wyllin Kirk Michael Isle Of Man IM6 1AW ,PER,26-Nov-19,19/00980/B
Removal of a chimney stack,Pargys Bay View Road Port Erin Isle Of Man IM9 6NA,PER,04-Nov-19,19/00981/B
Installation of replacement window to front elevation (retrospective),Sutherland House 25 Shore Road Peel Isle Of Man IM5 1NH,REF,24-Oct-19,19/00982/B
"Alterations, erection of extension, installation of replacement roof slates and additional use of dwelling as tourist living accommodation",Shanhowe Station Road Port St. Mary Isle Of Man IM9 5LF ,PER,09-Jul-19,19/00610/B
Alteration to existing windows to front elevation,20 King Orry Road Glen Vine Isle Of Man IM4 4ES,PER,31-Jul-19,19/00612/B
Conversion of building to create a heritage centre,Former Bus Shelter And Toilets Bridson Street Port Erin Isle Of Man IM9 6AN ,PER,12-Jul-19,19/00613/B
Installation of three replacement windows and door to front elevation,8 Primrose Avenue Douglas Isle Of Man IM1 4EB,PER,01-Oct-19,19/00937/B
"Alterations, installation of a flue and erection of extension",6 Kitterland Lane Port Erin Isle Of Man IM9 6DX ,PER,21-Nov-19,19/01111/B
Installation of two replacement doors and windows (in association with 18/01201/CON),Harbour Office And IOM Coastguards Station Corner Of East Quay And Crown Street Peel Isle Of Man IM5 1AR,REF,26-Apr-19,18/01200/GB
Registered Building consent for the installation of two replacement doors and windows (in association with 18/01200/GB) Registered Building Nos. 270,Harbour Office And IOM Coastguards Station Corner Of East Quay And Crown Street Peel Isle Of Man IM5 1AR ,REF,26-Apr-19,18/01201/CON
Installation of flue from multi-fuel stove,Eary Keeil Begoade Road Onchan Isle Of Man IM4 6AX,PER,18-Jan-19,18/01277/B
Erection of three double unit garages and associated turning area,Grays Gardens Rear Of May Hill Ramsey Isle Of Man  ,PER,30-Aug-19,19/00730/B
Installation of replacement conservatory roof,23 Heywood Close Onchan Isle Of Man IM3 3AF,PER,13-Aug-19,19/00732/B
Erection of a first floor extension to side elevation,Sunnyside Cottage Victoria Road Douglas Isle Of Man IM2 6AQ,PER,01-Oct-19,19/00928/B
Registered Building Consent for internal alterations to improve accessibility (RB 256),Malew Church Great Meadow Castletown Isle Of Man IM9 4EB ,PER,21-Nov-19,19/01113/CON
"Demolition of existing garage and erection of single storey, detached, timber clad building for the preparation of food (in association with RB application 18/00958/CON)",Greenbank Formerly Glen Road Garage Glen Road Laxey Isle Of Man IM4 7AR,PER,01-Mar-19,18/01085/B
Alterations and erection of extensions,1 Cooil Veg Andreas Isle Of Man IM7 4EU,PER,26-Mar-19,19/00070/B
Installation of replacement windows and doors,6 Malvern Road Douglas Isle Of Man IM2 5AS,PER,12-Mar-19,19/00073/B
Installation of replacement windows to front elevation,St Martins Old Laxey Hill Laxey Isle Of Man IM4 7BZ,PER,12-Mar-19,19/00075/B
Installation of non-illuminated signage (in association with 19/00531/CON),Christ Church Church Hill Laxey Isle Of Man IM4 7AX ,PER,21-Jun-19,19/00530/D
Erection of illuminated signage (retrospective),Garage Showroom Bettridge Motors Mines Road Foxdale Isle Of Man IM4 3EX ,PER,20-Nov-19,18/01298/D
Replacement of windows on side elevation with UPVC units,Peel Methodist Church Atholl Street Peel Isle Of Man IM5 1HG ,PER,19-Dec-19,19/01216/B
Alterations and additional use of residential dwelling as tourist living accommodation,7 Shore Road Laxey Isle Of Man IM4 7DE,PER,11-Oct-19,19/00983/B
"Replacement windows to front and rear of property, and replacement of rear door.",48 Queen Street Castletown Isle Of Man IM9 1NZ,PER,21-Nov-19,19/01114/B
"Variation of condition 1 of PA 16/01284/B (extension of the period of permission of 13/00646/B for the erection of dwelling to replace disused storage building), to extend the period of approval for a further 2 years",Outbuilding Farmhill Farm Farmhill Lane Douglas Isle Of Man  ,PER,14-Jan-19,18/01275/B
Erection of a shed (retrospective),The Tholtan The Lane Ballagawne Road Baldrine Isle Of Man IM4 6EL,PER,20-Feb-19,19/00020/B
"Alterations, erection of extension to Medical Centre, and demolition of Nos. 1 - 4 Westlands in order to provide additional parking provision",Peel GP Surgery / Medical Centre & 1 - 4 Westlands Peel Isle Of Man IM5 1HU ,PER,22-Jul-19,19/00408/B
