Planning Application No,Proposal,Property Address,Decision,Date decision issued
20/01119/MCH,"Minor Changes application to PA 18/00004/GB involving creation of sunken garden, walkway and escape stair, installation of traditional details to match surrounding buildings to front façade, installation of replacement glazed conservatory, window, fenestr",12 Derby Square Douglas Isle Of Man IM1 3LS,PER,06-Nov-20
20/01120/B,"Window, wall and roofing works to existing conservatory",31 Baldrine Park Baldrine Isle Of Man IM4 6DB,PER,04-Dec-20
20/01121/GB,Repair works to a West facing Tower window and an East facing window in the South Transept (in association with 20/01122/CON),St Michaels Church Main Road Kirk Michael Isle Of Man IM6 1ER ,PER,12-Nov-20
20/01122/CON,Registered Building consent for repair works to a West facing Tower window and an East facing window in the South Transept (in association with 20/01121/GB) Registered Building Nos. 248,St Michaels Church Main Road Kirk Michael Isle Of Man IM6 1ER ,PER,12-Nov-20
20/01123/B,Erection of a summerhouse,25 Bollan Drive Glen Vine Isle Of Man IM4 4FE,PER,12-Nov-20
20/01124/B,Erection of an extension to rear elevation,10 Glenfaba Road Peel Isle Of Man IM5 1BU,PER,25-Nov-20
20/01125/B,Installation of two dormer windows to front elevation,26 The Park Onchan Isle Of Man IM3 1HR,PER,20-Nov-20
20/01126/MCH,Minor Changes application to PA 20/00580/B involving alteration to approved window and door configuration,Tree Tops Ballafayle Ramsey Isle Of Man IM7 1ED ,PER,12-Nov-20
20/01127/B,Erection of a 3m high boundary fence between Public Footpath and school grounds,Ashley Hill School Ashley Road Onchan Isle Of Man IM3 3LA,PER,20-Nov-20
20/01128/B,"Alterations, replacement of garage door with a window, and erection of extension",20 Highfield Crescent Onchan Isle Of Man IM3 3BL,PER,17-Dec-20
20/01130/B,Alterations and erection of extension,21 Ballaradcliffe Andreas Isle Of Man IM7 3EW,PER,04-Dec-20
20/01131/B,Installation of a flue,3 Ballakermeen Drive Douglas Isle Of Man IM1 4HR,PER,17-Dec-20
20/01132/B,"Alterations, erection of extension, creation of a balcony area with associated dormer and door access, installation of roof lights and raise roof to rear outlet",22 Market Street Peel Isle Of Man IM5 1AD,PER,07-Dec-20
20/01133/B,Erection of extensions and creation of decking,67 Ballaquark Douglas Isle Of Man IM2 2ER,PER,17-Dec-20
20/01134/B,Installation of replacement of windows,13 Milner Terrace Castletown Isle Of Man IM9 1AJ ,PER,22-Dec-20
20/01135/B,Installation of a heat pump,30 Princes Street Douglas Isle Of Man IM1 1BD,PER,17-Dec-20
20/01138/B,Alterations to three existing windows to create single large window,Braeside Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PN,PER,20-Nov-20
20/01140/CON,"Registered Building consent for internal alterations to create quiet area, update kitchen and provide disabled toilet (RB 197)",St Marys Of The Isle Hill Street Douglas Isle Of Man IM1 1EG,PER,20-Nov-20
20/01141/B,Extension at first floor level to provide additional living accommodation,103 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL ,PER,03-Dec-20
20/01142/B,Alterations and extension to dwelling,9 Mourne View Peel Isle Of Man IM5 1UJ,PER,15-Dec-20
20/01143/B,Two storey extension to side of property,16 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,18-Dec-20
20/01144/B,Removal of chimney stack (retrospective),Linden Bud Mines Road Foxdale Isle Of Man IM4 3ET ,PER,20-Nov-20
20/01146/B,Single storey extension to rear of property,58 Governors Hill Douglas Isle Of Man IM2 7AU,PER,20-Nov-20
20/01147/B,Installation of replacement roof (retrospective),Sun Cot Main Road Kirk Michael Isle Of Man IM6 2HG,PER,24-Nov-20
20/01148/B,Removal of existing chimney stack and replacement with stainless steel flue,Maynrys 21 First Avenue Douglas Isle Of Man IM2 6BA,PER,15-Dec-20
20/01149/B,Erection of single storey extension,Enayjay 9 Balleigh Park Ramsey Isle Of Man IM8 3NL,PER,20-Nov-20
20/01150/B,"Works in connection with creation of public park including landscaping, creation of new pedestrian access, provision of parking and creation of running track.",Field 414532 And 414214 Barracks Road Port St. Mary Isle Of Man  ,PER,26-Nov-20
20/01151/B,Replacement of existing window with patio doors,34 The Meadows Kirk Michael Isle Of Man IM6 1EY,PER,25-Nov-20
20/01152/B,Installation of replacement windows and rainwater goods (retrospective),Shelton Alexander Drive Douglas Isle Of Man IM2 3QN ,PER,18-Dec-20
20/01153/C,Additional use of residential property as self-catering tourist accommodation,56 Claughbane Drive Ramsey Isle Of Man IM8 2BJ,PER,20-Nov-20
20/01154/B,Creation of an enclosed porch at front of property,44 Lakeside Road Douglas Isle Of Man IM2 7BA,PER,15-Dec-20
20/01155/B,Replacement of two windows on front elevation,Dubbey Mooar 44 - 46 Queen Street Castletown Isle Of Man IM9 1NZ,PER,20-Nov-20
20/01157/B,Installation of replacement door to rear elevation.,12 Hildesley Road Douglas Isle Of Man IM2 5AZ,PER,20-Nov-20
20/01158/B,"Alterations and erection of two storey extension to rear of dwelling, front porch extension, and detached workshop",Ballamoar Cottage Earystane Colby Isle Of Man IM9 4HN ,REF,03-Dec-20
20/01159/B,Installation of replacement windows,8 Windsor Terrace Douglas Isle Of Man IM1 3LT,PER,20-Nov-20
20/01161/B,Installation of replacement door to front elevation.,55 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,20-Nov-20
20/01162/B,"Installation of a flue, five roof lights, and creation of raised decking (retrospective)",7 Cronk Drean Douglas Isle Of Man IM2 6AY,PER,16-Dec-20
20/01163/B,Alterations and erection of a single storey extension to rear elevation,34 Cronk Y Berry Douglas Isle Of Man IM2 6ES,PER,20-Nov-20
20/01164/B,Installation of front and rear dormers and widening of vehicle access,Grianane 21 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HX,PER,16-Dec-20
20/01165/B,Alterations and erection of extension to rear of elevation,3 Peveril Road Peel Isle Of Man IM5 1NU,PER,16-Dec-20
20/01166/B,"Additional use of the hall as a tea room (class 1.3), alterations and erection of porch extension, canopy entrance, and installation of rooflights",Corrin Hall Derby Road Peel Isle Of Man IM5 1NH ,PER,20-Nov-20
20/01168/B,Alterations and erection of extension to south west elevation of dwelling,Tigh Mccoinnich Mill Road Greeba Isle Of Man IM4 3LA ,PER,23-Nov-20
20/01170/B,Erection of garage with storage over on existing parking apron,Courtlands 2 Marathon Avenue Douglas Isle Of Man IM2 4HZ,PER,31-Dec-20
20/01171/CON,Registered Building Consent for the creation of first floor shower room (retrospective) - RB 23,Holly Lodge Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,26-Nov-20
20/01172/B,"Demolition of existing rear extension, erection of two storey rear extension, and associated landscaping works.",Pine View The Hope St. Johns Isle Of Man IM4 3AT ,PER,10-Dec-20
20/01173/B,Erection of storage building,The Rowans Loop Road West Craig Ramsey Isle Of Man IM7 3BX ,REF,04-Dec-20
20/01175/B,Erection of sun lounge to rear and porch to side of existing property,Castleward Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,18-Dec-20
20/01176/C,Change of use from self-catering tourist accommodation to private dwelling,Colloway Cottage Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PW,PER,03-Dec-20
20/01177/B,"Demolition of existing elements, together with alterations and extensions to property",West Hill Victoria Road Douglas Isle Of Man IM2 6AQ,PER,24-Nov-20
20/01181/B,Erection of detached dwelling with integral garage,91 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,22-Dec-20
20/01182/B,Erection of a dwelling,17 Raad Roagan Peel Isle Of Man IM5 1DY ,PER,26-Nov-20
20/01183/B,"Refurbishment, alterations, and erection of extension to existing farmhouse",Springwaters Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ,PER,18-Dec-20
20/01184/B,Erection of 2 dwellings,1 And 7 Close Skeddan Peel Isle Of Man IM5 1DZ ,PER,26-Nov-20
20/01186/B,Installation of a flue,Scaramanga 80 Royal Avenue Onchan Isle Of Man IM3 1LB,PER,04-Dec-20
20/01187/B,Installation of replacement windows,17 Bank Street Castletown Isle Of Man IM9 1AT,REF,07-Dec-20
20/01188/B,Alterations and erection of ground floor extension with first floor balcony,Hillside Upper Rencell Hill Laxey Isle Of Man IM4 7BN ,PER,18-Dec-20
20/01189/B,Refurbishment of the main entrance area to provide a new entrance lobby,The Northern Swimming Pool Old River Road Mooragh Promenade Ramsey Isle Of Man IM8 3AB ,PER,09-Dec-20
20/01190/B,Erection of sunroom extension,Dolphins Clay Head Road Baldrine Isle Of Man IM4 6DJ,PER,18-Dec-20
20/01191/B,Erection of replacement sunroom extension,Cape Cottage South Cape Laxey Isle Of Man IM4 7JA ,PER,07-Dec-20
20/01193/B,Installation of air source heat pump,10 Melbourne Street Douglas Isle Of Man IM2 3HB,PER,22-Dec-20
20/01194/B,Alterations and erection of extension,Tinkers Cottage Sandygate Jurby Isle Of Man IM7 3AQ ,PER,26-Nov-20
20/01195/B,Installation of air source heat pump,4 Milner Terrace Castletown Isle Of Man IM9 1AJ,PER,18-Dec-20
20/01196/B,"Variation of condition 1 to PA 16/01006/B, Demolition of existing wall and construction of new ring beam and decking area, to extend period of approval for a further four years",Cliff Cottage Bay View Road Port St. Mary Isle Of Man IM9 5AW,PER,10-Dec-20
20/01197/B,Alterations and extensions to first floor rear elevation,Lower Ballabeg Ballabeg Laxey Isle Of Man IM4 7HB ,PER,18-Dec-20
20/01198/B,Erection of marquee and ice rink for seasonal use over a period of three months,Former Lord Street Car Park Lord Street Douglas Isle Of Man IM1 2BL,PER,23-Nov-20
20/01199/B,"Installation of replacement windows and door, erection of decking, fencing, and utilities shed (retrospective)",16 Berkeley Street Douglas Isle Of Man IM2 3QA,PER,22-Dec-20
20/01200/B,Erection of first floor extension to rear elevation.,Strawberry Cottage Glen Mona Ramsey Isle Of Man IM7 1HF ,PER,22-Dec-20
20/01201/B,"Alterations and erection of extension, and installation of decking to rear of dwelling",1 Ballakneale Close Port Erin Isle Of Man IM9 6NE,PER,22-Dec-20
20/01203/B,Erection of single storey home gym/yoga studio and garden store,Ballacaroon Mount Rule Isle Of Man IM4 4HW ,PER,21-Dec-20
20/01205/B,Erection of agricultural stables,Field 134487 Sulby Glen Sulby Isle Of Man  ,REF,11-Dec-20
20/01206/B,Creation of a porch to front elevation,7 Maple Avenue Onchan Isle Of Man IM3 3HG,PER,24-Dec-20
20/01210/B,Rendering works to ground floor elevations of dwelling,10 Stowell Place Castletown Isle Of Man IM9 1HF,PER,07-Dec-20
20/01212/B,Erection of a two storey extension and creation of a retaining wall,21 Princes Road Ramsey Isle Of Man IM8 2EU,PER,07-Dec-20
20/01213/B,Erection of an agricultural building (retrospective),Baldromma Farm Jurby Road Lezayre Ramsey Isle Of Man  ,PER,21-Dec-20
20/01216/B,Erection of a rear extension,55 Ballaquark Douglas Isle Of Man IM2 2ES,PER,24-Dec-20
20/01218/B,Alterations to extraction flues on existing generator,"Continent 8 House (Units 3B, 3C & 3D)   Middle River Industrial Estate Douglas Isle Of Man IM2 1AL ",PER,24-Dec-20
20/01219/B,Erection of a domestic polytunnel,Ballachrink Mill Old Castletown Road Santon Isle Of Man IM4 1HE,PER,30-Nov-20
20/01221/B,Installation of replacement windows,77 Derby Road Douglas Isle Of Man IM2 3EA ,PER,24-Dec-20
20/01222/B,Creation of a window to rear elevation,Castle View 6 Victoria Terrace Peel Isle Of Man IM5 1PG ,PER,30-Nov-20
20/01224/B,Erection of a single storey extension to rear elevation,Reayrt Freoaie Watsons Nurseries Main Road Greeba Isle Of Man IM4 3LG ,PER,21-Dec-20
20/01225/B,Conversion of existing barn to ancillary accommodation,Ballacurn Keil House Ballacurn Road Ballaugh Isle Of Man IM7 5EU,PER,21-Dec-20
20/01226/B,Installation of dormers and balconies,Pinewood Complex Laburnum Road Douglas Isle Of Man IM2 1DE ,PER,24-Dec-20
20/01227/C,Change of use from tourist accommodation to residential accommodation,Apartment 1 And 2 Eskdale Apartments Queens Drive West Ramsey Isle Of Man IM8 2JD,REF,22-Dec-20
20/01228/B,Erection of an extension to South East elevation with associated first floor balcony,Struan Thie Sulby Glen Sulby Isle Of Man IM7 2BD,PER,07-Dec-20
20/01232/B,Replacement of existing conservatory with a sun room,Arbory Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,24-Dec-20
20/01234/B,Formation of one residential apartment out of two existing,Apartments 7 & 16 Kensington Place Apartments Imperial Terrace Onchan Isle Of Man IM3 1HL ,PER,21-Dec-20
20/01235/B,Installation of replacement window and doors,Freemasons Hall Hope Street Castletown Isle Of Man IM9 1AS ,PER,21-Dec-20
20/01236/CON,Registered Building Consent for the demolition of a rear redundant structure (Registered Building Nos. 291),Douglas Bay Horse Tram Stables Tramway Terrace Queens Promenade Douglas Isle Of Man IM2 4NP ,PER,21-Dec-20
20/01237/B,Alterations and replacement of existing boundary wall,Westwood Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,30-Dec-20
20/01239/B,Erection of single storey extension and patio,6 Ashlar Drive Union Mills Isle Of Man IM4 4LJ,PER,21-Dec-20
20/01240/B,Erection of two storey rear extension and rear dormer,11 Fairfield Avenue Onchan Isle Of Man IM3 4BG,PER,21-Dec-20
20/01241/B,Erection of a single storey rear extension and patio,8 Mountain View Douglas Isle Of Man IM2 5HU,PER,30-Dec-20
20/01242/B,Alterations and extension to existing sun room,Aysgarth Fairy Cottage Laxey Isle Of Man IM4 7JP ,PER,21-Dec-20
20/01243/B,Installation of two replacement windows to front elevation,Queens Mansions - Flat 10 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4ND ,PER,10-Dec-20
20/01253/B,"Single storey rear extension, creation of rear decking area and alterations to existing property",32 Laurys Avenue Ramsey Isle Of Man IM8 2HE,PER,07-Dec-20
20/01255/B,Replacement front and rear doors with UPVC composite doors,Dorian 33 Albany Road Douglas Isle Of Man IM2 3NE,PER,21-Dec-20
20/01259/B,Installation of domestic gas tank in West corner of site,Dreem-Ny-Geay Grove Mount Ramsey Isle Of Man IM8 3HE,PER,09-Dec-20
20/01261/B,Alterations and erection of rear extension,1 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,07-Dec-20
20/01262/B,Installation of rear decking,23 Queen Street Castletown Isle Of Man IM9 1PB,PER,07-Dec-20
20/01265/B,Removal of existing conservatory and installation of patio doors and patio area,9 Seaview Road Onchan Isle Of Man IM3 4AH,PER,21-Dec-20
20/01267/B,Installation of replacement windows,Offices First & Second Floors Railway Chambers Banks Circus Douglas Isle Of Man IM1 5AB,PER,21-Dec-20
20/01269/B,Installation of replacement windows and door to front elevation,22 Hatfield Grove Douglas Isle Of Man IM1 3HD,PER,21-Dec-20
20/01273/B,Installation of replacement windows,6 Kingswood Grove Douglas Isle Of Man IM1 3LX,PER,21-Dec-20
20/01275/B,Installation of a replacement front door (retrospective),13 Berkeley Street Douglas Isle Of Man IM2 3QB,REF,22-Dec-20
20/01277/LAW,Certificate of Lawful Development for the extension of driveway and access,22 Fairfield Avenue Onchan Isle Of Man IM3 4BQ,PER,24-Dec-20
20/01278/B,Erection of single storey extension,10 Willow Close Ballawattleworth Estate Peel Isle Of Man IM5 1WL ,PER,21-Dec-20
20/01284/B,"Alterations to garage door, increase in size of existing window, and installation of a flue",8 Ballaterson Fields Ballaugh Isle Of Man IM7 5AN,PER,30-Dec-20
20/01286/MCH,Minor Changes Application to PA 19/00078/B involving addition of stairs to detached garage,Ardmay Clay Head Road Baldrine Isle Of Man IM4 6DH,PER,24-Dec-20
20/01287/B,Erection of a single storey and a two storey extension to dwelling,Mill Cottage Sulby Glen Sulby Isle Of Man IM7 2BD,PER,30-Dec-20
20/01296/CON,Registered Building Consent for internal alterations to the outer gatehouse,Castle Rushen The Quay Castletown Isle Of Man IM9 1LD,PER,21-Dec-20
20/01299/B,Alterations and creation of new vehicle access and off road parking,2 Albert Square Ramsey Isle Of Man IM8 2EN,PER,21-Dec-20
20/01312/B,Erection of a detached garage,Thie Gamman Beg The Crescent Baldrine Isle Of Man IM4 6DY,PER,30-Dec-20
20/01315/B,Erection of a first floor extension above existing garage / utility room,9 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,24-Dec-20
