Planning Application No,Proposal,Property Address,Decision,Date decision issued
20/00476/B,"Alteration to window fascias and soffits, re rendering of boundary wall and installation of replacement gate",Westwood Eleanora Drive Douglas Isle Of Man IM2 3NN,REF,26-Aug-20
20/00477/B,Replacement of existing conservatory glazed roof with tile,Peacehaven Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,09-Jul-20
20/00478/B,Erection of an extension,14 Selborne Drive Douglas Isle Of Man IM2 3LS ,PER,14-Jul-20
20/00479/B,Erection of a rear extension,14 Groudle View Onchan Isle Of Man IM3 2EY ,PER,07-Jul-20
20/00480/B,Replacement of existing glazed conservatory roof with tile,16 Rowan Avenue Ballawattleworth Peel Isle Of Man IM5 1WG ,PER,14-Jul-20
20/00481/C,Change of use of hot food takeaway (class 1.4) to a bar area (class 1.3),6 Regent Street Douglas Isle Of Man IM1 2EA ,PER,29-Jun-20
20/00482/B,Erection of detached garden shed building to rear garden,15 Kissack Road Castletown Isle Of Man IM9 1NP,PER,16-Jul-20
20/00483/B,Installation of replacement windows to front elevation,9 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,07-Jul-20
20/00484/B,"Installation of replacement windows, front door and gate",6 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,21-Jul-20
20/00485/GB,Roof repairs and installation of replacement rooflight (in association with PA 20/00489/CON),23 Governors Road Onchan Isle Of Man IM3 1AY,PER,09-Jul-20
20/00486/B,Installation of replacement roof slates,9 Woodburn Square Douglas Isle Of Man IM1 4DB ,PER,07-Jul-20
20/00487/B,"Installation of replacement windows, doors and rooflights, and replacement of windows to rear elevation with patio doors",9 Lyndale Avenue Peel Isle Of Man IM5 1JY,PER,29-Jun-20
20/00489/CON,Registered Building consent for roof repairs and installation of replacement rooflight(in association with PA 20/00485/GB) Registered Building Nos. 127,23 Governors Road Onchan Isle Of Man IM3 1AY,PER,09-Jul-20
20/00490/B,Raising of existing roof and installation of roof cladding,Shoprite Bridson Street Port Erin Isle Of Man IM9 6AL,PER,09-Jul-20
20/00491/B,"Alterations, infilling of an existing opening and formation of a new opening within boundary wall and creation of an access ramp",Port St Mary Methodist Church Athol Street Port St. Mary Isle Of Man IM9 5EP ,PER,25-Jun-20
20/00492/B,Alterations and erection of extension,Durham House The Castleward Green Douglas Isle Of Man IM2 5PS,PER,20-Jul-20
20/00493/B,Erection of a rear extension,29 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,21-Jul-20
20/00494/B,"Variation of condition 2 of PA 18/00024/A, approval in principle for the erection of a dwelling to the rear of existing shop, including means of access, to extend the period of approval for a further 2 years",Sulby Shop Gara Aalin Main Road Sulby Isle Of Man IM7 2HR,PER,14-Jul-20
20/00495/B,Erection of a rear extension,Myrtle Hill Andreas Road Ramsey Isle Of Man IM8 3UA,PER,23-Jul-20
20/00497/B,Alterations and installation of replacement windows to front elevation,44 Athol Street Douglas Isle Of Man IM1 1JB,PER,21-Jul-20
20/00498/B,Erection of a detached dwelling with integrated garage and creation of vehicular access and landscaping,Land West Of The Herring Houses Fort Island Road Derbyhaven Isle Of Man IM9 1TZ ,REF,25-Sep-20
20/00499/D,Installation of non illuminated signage,44 Athol Street Douglas Isle Of Man IM1 1JB,PER,16-Jul-20
20/00501/B,Replacement of existing conservatory roof with tiles,10 Harcroft Meadow Douglas Isle Of Man IM2 1JS ,PER,17-Jul-20
20/00503/B,Erection of stable block and agricultural store,Field No. 321741 Ballacallin Beg Farm Foxdale Road Garth Crosby Isle Of Man IM4 2HN,PER,21-Jul-20
20/00504/B,Installation of replacement handrail and electrical meter box,19 Hutchinson Square Douglas Isle Of Man IM2 4HS,PER,30-Jul-20
20/00505/C,Additional use of residence as brewery business and distributor,Lough Ned Oak Hill Port Soderick Isle Of Man IM4 1AN,REF,31-Jul-20
20/00506/B,Creation of a doorway from an existing window to side elevation,Eaglehurst Belmont Hill Douglas Isle Of Man IM1 4NY,PER,21-Jul-20
20/00507/B,Erection of an elevation to side elevation,Aalican Richmond Road Ramsey Isle Of Man IM8 3PB,PER,23-Jul-20
20/00508/B,Installation of a heat pump,30 Princes Street Douglas Isle Of Man IM1 1BD,REF,08-Sep-20
20/00509/B,Erection of a chimney stack,Strawberry Cottage Croit E Caley Colby Isle Of Man IM9 4AW ,PER,16-Jul-20
20/00510/B,Reconstruction of a retaining wall,Old Reservoir House Little Mill Road Onchan Isle Of Man IM4 5BD,PER,30-Jul-20
20/00511/B,Creation of two windows to South West elevation,Tremissary House Strathallan Road Onchan Isle Of Man IM2 4PN,PER,16-Jul-20
20/00512/A,Approval in principle for the erection of a replacement detached dwelling with extension of residential curtilage and associated access,Glashen Garey And Part Field 432558 Douglas Road Ballasalla Isle Of Man IM9 3AD ,REF,08-Sep-20
20/00513/B,"Erection of a rear extension, creation of two windows to West elevation and installation of a flue",37 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,21-Jul-20
20/00515/B,Erection of a detached summerhouse / garden room with associated flue,High Bank Knock Froy Road Santon Isle Of Man IM4 1JD ,PER,21-Jul-20
20/00516/B,Removal of two dormer windows and installation of roof lights and replacement roof to dwelling,Ballacallum Cottage Lhen Bridge The Lhen Ramsey Isle Of Man IM7 3EP,PER,16-Jul-20
20/00517/B,Replace existing window to classroom with new doorway and window and associated entrance ramp,Braddan Primary School Braddan Road Braddan Douglas Isle Of Man IM4 4TQ,PER,21-Jul-20
20/00518/B,Alterations and installation of replacement windows and creation of Juliette balcony,The Herring Houses Fort Island Road Derbyhaven Isle Of Man IM9 1TZ ,PER,23-Jul-20
20/00519/B,Replacement of existing conservatory with sun room and removal of existing window,Hillside Eyreton Road Crosby Isle Of Man IM4 4BR,PER,21-Jul-20
20/00522/B,Alterations and erection of extension,Milestone 84 Summerhill Road Onchan Isle Of Man IM3 1NH,PER,16-Jul-20
20/00523/MCH,Minor changes application for PA 15/00870/B involving alterations and extension to the second storey of plots 6-11 and 12-20,Gas Works Port St Mary Isle Of Man IM9 5LF ,PER,09-Jul-20
20/00524/B,Erection of raised covered decking (part retrospective),19 Ormly Avenue Ramsey Isle Of Man IM8 3LF,REF,06-Aug-20
20/00525/B,Erection of an agricultural building,East Part Of Field 321288 Trollaby Lane Union Mills Isle Of Man IM4 4AW ,PER,16-Jul-20
20/00527/B,"Erection of a dormer bungalow with integral garage, detached double garage with living accommodation above, and alterations to vehicular access",Moorhead Hillberry Road Onchan Isle Of Man IM3 3BQ ,PER,03-Aug-20
20/00528/MCH,Minor changes application for PA 19/00636/B involving installation of a heat pump with fencing and roof solar panels to plot 59,Plots 59  Grove Park Clifton Drive,PER,20-Jul-20
20/00529/B,Creation of a field access,Field 435409 Ballanank Farm Phildraw Road Ballasalla Isle Of Man  ,PER,21-Jul-20
20/00530/B,Conversion of an apartment (class 3.4) into two apartments (class 3.4),19 Waterloo Road Ramsey Isle Of Man IM8 1DT,PER,30-Jul-20
20/00531/B,Erection of a detached building for recreational use,Cedar Lodge Main Road Union Mills Isle Of Man IM4 4LW,PER,30-Jul-20
20/00532/D,Erection of a non illuminated sales sign,Ballabeg Grove Main Road Glen Vine Isle Of Man IM4 4HZ ,PER,19-Aug-20
20/00533/B,Installation of 28 solar panels to gable wall and installation of a heat pump,The Haven Windsor Mount Ramsey Isle Of Man IM8 3EA,PER,09-Nov-20
20/00534/B,Conversion of part of former care home (class 3.2) to a dwelling (class 3.3),14 Eastfield Douglas Isle Of Man IM1 4AU ,PER,10-Aug-20
20/00535/CON,Registered Building consent for the demolition elements relating the application 20/00534/B,14 Eastfield Douglas Isle Of Man IM1 4AU ,PER,10-Aug-20
20/00536/B,Installation of replacement windows to Southern elevation,Goods Shed MER Station Captains Hill Laxey Isle Of Man IM4 7AY ,PER,05-Aug-20
20/00537/C,Additional use of residential dwelling (class 3.3) as tourist living accommodation (class 3.6),1 The Gables Grove Mount South Ramsey Isle Of Man IM8 3EY,PER,05-Aug-20
20/00538/MCH,"Minor changes application for PA 20/00270/B involving demolition of chimney, installation of a flue, additional roof light and balcony alteration",Sharrow House Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ,PER,20-Jul-20
20/00539/B,Installation of a heat pump,3 Eleanora Gardens Douglas Isle Of Man IM2 3NR,PER,16-Jul-20
20/00540/B,"Erection of a detached garden room with associated terrace, balustrading and steps",Heanorville Princes Road Douglas Isle Of Man IM2 4HX,PER,30-Jul-20
20/00541/B,"Variation of condition 1 of PA 15/01089/B, Alterations, roof amendments, creation of a mezzanine floor and erection of a three storey rear extension to provide lift and stair access to offices, to extend period of approval for a further two years",5 Athol Street Douglas Isle Of Man IM1 1QL,PER,22-Jul-20
20/00543/D,Installation of 4 freestanding  digital signs and a digital booth screen,Mcdonalds Peel Road Douglas Isle Of Man IM1 5ED ,PER,18-Aug-20
20/00545/B,Erection of single storey rear extension,Ben Armine Lezayre Road Ramsey Isle Of Man IM8 2LN,PER,24-Jul-20
20/00546/B,Installation of replacement windows,Oakfield Old Laxey Hill Laxey Isle Of Man IM4 7BT,PER,17-Jul-20
20/00547/B,Raising of flat roof over outlet to rear elevation,Shell Cottage Main Road Sulby Isle Of Man IM7 2HP,REF,25-Aug-20
20/00548/B,Erection of a first floor extension,2 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,06-Aug-20
20/00549/B,Erection of a detached garage with playroom above,10 Victoria Avenue Onchan Isle Of Man IM3 1BD,PER,22-Jul-20
20/00550/B,Erection of rear extension with associated flue,25 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ,PER,18-Aug-20
20/00551/D,Erection of illuminated signage,50 Athol Street Douglas Isle Of Man IM1 1JB,PER,17-Jul-20
20/00552/B,Creation of covered area to lower ground floor yard with balcony over,6 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,24-Jul-20
20/00554/B,Installation of bi-fold doors and bay window to rear elevation,1 Minorca Cottages Minorca Hill Laxey Isle Of Man IM4 7DN,PER,24-Jul-20
20/00555/B,Alterations and installation of replacement sliding doors,17 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LP ,PER,10-Aug-20
20/00556/B,Alterations and replacement of existing windows and doors,Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE,PER,30-Jul-20
20/00557/B,"Alterations to roof of existing extension, installation of bi-fold doors, and alterations to existing vehicle access (retrospective)",9 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT,PER,30-Jul-20
20/00558/B,Installation of replacement windows,21 Derby Road Douglas Isle Of Man IM2 3ES ,PER,30-Jul-20
20/00559/B,Erection of an agricultural building,Corvalley Farm Stockfield Roa Kirk Michael Isle Of Man IM6 1HP,PER,24-Jul-20
20/00560/B,"Door / window alterations, installation of a front canopy, patio area and weatherboard to front elevation gable and dormer window and reduction of existing driveway and vehicular access",7 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA,PER,17-Jul-20
20/00561/B,Erection of an extension,Crows Nest Ballakilpheric Colby Isle Of Man IM9 4BT ,PER,24-Jul-20
20/00562/B,Erection of a rear extension,Pine View 3 Beaumont Road Ramsey Isle Of Man IM8 2HN,PER,07-Aug-20
20/00563/B,Erection of a rear extension,29 Pairk Beg Port Erin Isle Of Man IM9 6NQ,PER,26-Aug-20
20/00564/B,Erection of rear extension and first floor extension and installation of replacement roof tiles to front and integrated photovoltaic roof tiles to rear,44 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,25-Aug-20
20/00567/B,Alterations and erection of extension to provide garage and additional living accommodation,28 Victoria Avenue Onchan Isle Of Man IM3 1BD,PER,25-Aug-20
20/00568/B,Erection of a detached building to provide a shed to replace existing summerhouse,7 The Church View Braddan Douglas Isle Of Man IM4 4TF,PER,30-Jul-20
20/00569/B,Installation of a heat pump,15 Farmhill Gardens Douglas Isle Of Man IM2 2EG,PER,17-Jul-20
20/00570/B,Erection of first floor extension and re-roofing works,Newlands House Main Road Baldrine Isle Of Man IM4 6DX,PER,10-Aug-20
20/00572/LAW,Certificate of Lawful development for conversion of garage door,Sheean Ny Marrey Main Road Kirk Michael Isle Of Man IM6 1ED,CLAWA,05-Aug-20
20/00573/C,Additional use of hobby room as tourist accommodation,Sheean Ny Marrey Main Road Kirk Michael Isle Of Man IM6 1ED,PER,05-Aug-20
20/00574/MCH,Minor changes application for PA 19/00430/B involving change to roof tiles and alteration of window to front elevation,Ballagrianey Spaldrick Avenue Port Erin Isle Of Man IM9 6PE,PER,01-Jul-20
20/00575/B,Installation of replacement windows and replacement front door,2 Sartfell Road Douglas Isle Of Man IM2 3LZ,PER,30-Jul-20
20/00576/B,Widening of existing driveway and vehicular access,15 Alberta Drive Onchan Isle Of Man IM3 1LT,PER,22-Jul-20
20/00577/B,Erection of raised decking to rear elevation (retrospective),30 Glenfaba Road Peel Isle Of Man IM5 1BU,PER,26-Aug-20
20/00578/B,alterations and erection of ground and first floor extensions,Claddagh Farm Sulby Bridge Sulby Isle Of Man IM7 2EZ ,PER,06-Aug-20
20/00579/B,"Alterations, erection of extension and link extension and creation of multiple roller shutter doorways",Manx Independent Carriers Distribution Centre Snugborough Trading Estate Union Mills Isle Of Man IM4 4LG ,PER,26-Aug-20
20/00580/B,Door and window alterations and installation of a flue,Tree Tops Ballafayle Ramsey Isle Of Man IM7 1ED ,PER,06-Aug-20
20/00581/LAW,Certificate of Lawful development for replacement of garage door with a window and window to rear of former garage,18 Bellevue Park Peel Isle Of Man IM5 1UF,CLAWA,18-Aug-20
20/00588/B,"Creation of raised patio area, parking and vehicular access",Saint Bees (Formerly Glenlea) Highfield Drive Baldrine Isle Of Man IM4 6ED ,PER,04-Sep-20
20/00589/B,Replace existing glazed conservatory roof with tile,10 Cronk Drine Union Mills Isle Of Man IM4 4NG,PER,10-Aug-20
20/00590/B,Replace existing glazed conservatory roof with tile,71A Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EP,PER,30-Jul-20
20/00591/B,Replacement of existing conservatory roof with tiles,14 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,24-Jul-20
20/00592/B,Installation of 3 rooflights,6 Regent Street Douglas Isle Of Man IM1 2EA ,PER,22-Jul-20
20/00593/MCH,Minor changes application for PA 18/00266/B involving the addition of two columns to support first floor balcony and changes to balustrading,Waverley Spaldrick Port Erin Isle Of Man IM9 6PD ,REF,20-Jul-20
20/00594/MCH,Minor changes application for PA 18/00989/B involving the replacement of the existing garage door with a window,23 Bayr Grianagh Castletown Isle Of Man IM9 1HL,PER,20-Jul-20
20/00595/B,Erection of barn and lean to,Ballakissack School Lane Santon Isle Of Man IM4 1EG,PER,08-Sep-20
20/00597/B,Variation of condition 3 & 4 of PA17/00864/C to use holiday accommodation for longer lets up to 2 years for permanent residential/tourist occupation,Pinfold Cottage Pinfold Hill Laxey Isle Of Man IM4 7HN,REF,02-Oct-20
20/00599/B,Creation of balcony and raised decking and erection of boundary fencing,Hy-Holme Strang Road Union Mills Isle Of Man IM4 4NW,PER,26-Aug-20
20/00600/LAW,Certificate of Lawful development for the creation of a window to garage,21 Thirlmere Avenue Onchan Isle Of Man IM3 2DR,CLAWA,24-Jul-20
20/00602/B,Installation of replacement windows,21 Kensington Road Douglas Isle Of Man IM1 3EP,REF,30-Jul-20
20/00603/B,Erection of extensions and replacement of existing porch,Ballacree Farm Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF ,PER,06-Oct-20
20/00604/D,Installation of signage,Former Southern Postal Delivery Office Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man IM9 2AA ,PER,07-Aug-20
20/00607/B,Window / door and roof alterations to rear elevation and extension of rear patio,Kenmure The Crofts Castletown Isle Of Man IM9 1LW,PER,30-Jul-20
20/00608/MCH,Minor changes application for PA 19/00386/B involving a change in the position and orientation of ancillary shed,Ayre Cottage Ballakinnag Road Andreas Isle Of Man  ,PER,30-Jul-20
20/00609/B,Erection of two storey extension to side and single storey extension to rear elevation to provide garage and living accommodation,20 Groudle View Onchan Isle Of Man IM3 2EY ,PER,11-Sep-20
20/00611/B,Erection of timber summerhouse,Keelham Linden Avenue Port St. Mary Isle Of Man IM9 5ER ,PER,10-Aug-20
20/00612/B,Installation of ramp at rear/staff entrance,Manx Utilities Authority Ballacottier Headquarters Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,04-Sep-20
20/00613/B,Replacement of existing shop front windows and doors,1 Harris Promenade Douglas Isle Of Man IM1 2HH,PER,30-Jul-20
20/00614/MCH,Minor Changes application to PA 19/00988/B involving alternate location and reduction in size of extension,Greystones Douglas Road Kirk Michael Isle Of Man IM6 1AR,PER,16-Oct-20
20/00615/B,Erection of two storey dwelling with associated access,Field 614729 Baldrine Road Baldrine Isle Of Man  ,PER,02-Oct-20
20/00616/B,Replacement of existing window with door,Angel Court - Apt 3 4 Derby Terrace Central Promenade Douglas Isle Of Man IM2 4LN ,PER,24-Aug-20
20/00618/B,Installation of storage container,Field 334597 Slieau Whallian Road Lower Foxdale Isle Of Man  ,REF,18-Aug-20
20/00619/B,Erection of agricultural storage building,Field 414502 Sloc Road Earystane Colby Isle Of Man  ,REF,30-Jul-20
20/00620/B,Replacement of existing timber front door with composite door.,103 Malew Street Castletown Isle Of Man IM9 1LX,PER,30-Jul-20
20/00621/B,Erection of extension to rear of property,Rosebank The Castleward Green Douglas Isle Of Man IM2 5PS ,PER,02-Sep-20
20/00622/B,Replacement of existing utility room and conservatory with new single storey extension within rear yard.,7 The Crescent Derbyhaven Isle Of Man IM9 1TX,PER,18-Aug-20
20/00623/B,Single storey rear extension and alterations to property,Hebron Grove Mount Ramsey Isle Of Man IM8 3HE ,PER,30-Jul-20
20/00624/B,Erection of porch to front elevation,Glendene 12 Lhag Beg Port Erin Isle Of Man IM9 6LZ ,PER,18-Aug-20
20/00625/B,"Replacement windows and doors, and alterations to window and door to rear.",25 Factory Lane Peel Isle Of Man IM5 1NA,PER,25-Aug-20
20/00626/B,Replacement of existing conservatory roof with tiled roof.,31 Glebe Aalin Ballaugh Isle Of Man IM7 5BX,PER,30-Jul-20
20/00627/B,Replacement of existing conservatory roof with tiled roof.,5 Olafs Close Douglas Isle Of Man IM2 7AR,PER,30-Jul-20
20/00628/B,Refurbishment works including the installation of roof lights.,The Potteries King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP ,PER,30-Jul-20
20/00629/B,Replacement of manual entrance doors with electronic sliding doors,Empress Apartments Central Promenade Douglas Isle Of Man  ,PER,30-Jul-20
20/00631/B,Alterations and extensions including two storey extension to road elevation.,Glen Arm Glen Road Colby Isle Of Man IM9 4HW,PER,10-Aug-20
20/00634/B,Replacement of existing conservatory roof with tiled roof.,16 Mount View Road Onchan Isle Of Man IM3 4BU,PER,30-Jul-20
20/00636/LAW,Certificate of lawful use for installation of replacement windows,Flat 1   17 Hutchinson Square Douglas Isle Of Man IM2 4HT,CLAWA,01-Sep-20
20/00638/B,Conversion and erection of extension to existing barns to create a residential dwelling with associated parking and landscaping,Agricultural Buildings Adjacent To Field 414319 Ballakillowey Road Colby Isle Of Man  ,PER,25-Sep-20
20/00639/B,Alterations and replacement of existing conservatory with single storey extension,61 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,05-Aug-20
20/00640/B,Erection of garden store/garage,Billown Mansion Estate Billown Ballasalla Isle Of Man IM9 3DL ,PER,05-Nov-20
20/00641/B,Erection of a storage building,The Rowans Loop Road West Craig Ramsey Isle Of Man IM7 3BX ,REF,05-Aug-20
20/00643/B,"Removal of condition 6 from PA 18/00929/B, to remove requirement for ramped access",6 Regent Street Douglas Isle Of Man IM1 2EA ,PER,04-Sep-20
20/00644/B,Erection of timber pod for use as classroom,Field 330341 Patrick Road St Johns Isle Of Man  ,PER,25-Sep-20
20/00645/B,Replacement of existing conservatory roof with tiles,79 Wybourn Grove Onchan Isle Of Man IM3 4AX,PER,02-Sep-20
20/00646/LAW,Certificate of lawful use for use as house of multiple occupancy,2 Drury Terrace Douglas Isle Of Man IM2 3HY,CLAWA,11-Sep-20
20/00647/B,Conversion of existing garages into storage area,Westcliff 24 Selborne Drive Douglas Isle Of Man IM2 3LP,PER,02-Sep-20
20/00649/B,Replacement of existing glazed conservatory roof with tile,30 Ballamaddrell Port Erin Isle Of Man IM9 6BA,PER,05-Aug-20
20/00650/B,Erection of raised decking,50 Buttermere Drive Onchan Isle Of Man IM3 2EA,REF,25-Aug-20
20/00652/B,Installation of replacement windows,Park View Main Road Kirk Michael Isle Of Man IM6 2HG,REF,23-Nov-20
20/00653/B,Replacement of existing glazed conservatory roof with tile,44 Maple Avenue Onchan Isle Of Man IM3 3HN,PER,02-Sep-20
20/00654/B,Replacement of garage doors with French doors (retrospective),16 Ellan Park Ramsey Isle Of Man IM8 3NS,PER,02-Sep-20
20/00655/B,Replacement of existing conservatory roof with tiles,11 Horseshoe Avenue Douglas Isle Of Man IM2 1QT,PER,02-Sep-20
20/00657/B,Erection of an agricultural building and construction of a slurry lagoon with associated slurry channel,Field 114525 Ballaherd Farm Cranstal Bride Isle Of Man  ,PER,07-Dec-20
20/00658/B,Replace existing glazed conservatory roof with tile,53 Magherchirrym Port Erin Isle Of Man IM9 6DB,PER,13-Aug-20
20/00659/LAW,"Certificate of lawful development for installation of decking, dormer, and porch extension",46 Ballahane Close Port Erin Isle Of Man IM9 6EH,CLAWA,04-Sep-20
20/00660/B,Erection of an extension to rear elevation,3 The Millrace Sulby Isle Of Man IM7 2HT,PER,10-Aug-20
20/00661/B,"Widening and alteration to vehicular access, widening of existing track way to provide parking and creation of a turning circle",Field 310346 Apple Orphanage Ramsey Road Peel Isle Of Man  ,PER,22-Sep-20
20/00662/B,Removal of two chimney stacks,Westlands Jurby Road Ramsey Isle Of Man IM8 3TA,PER,04-Sep-20
20/00663/B,Installation of raised decking to rear elevation,18 Mount View Road Onchan Isle Of Man IM3 4BU,PER,04-Sep-20
20/00665/B,Creation of French doors from an existing window,Apartment 28 Majestic Apartments King Edward Road Onchan Isle Of Man IM3 2BD ,PER,13-Aug-20
20/00666/B,Replacement garage door with two windows and replacement of existing first floor window with two windows,1 Hamilton Close Lower Foxdale Isle Of Man IM4 3BA,PER,04-Sep-20
20/00667/B,Erection of two replacement fire water storage tanks,Ellan Vannin Fules Limited Mill Road Peel Isle Of Man IM5 1TB ,PER,04-Sep-20
20/00668/B,Replacement of garage doors with windows,3 Quayle Close And 26 Watterson Road Reayrt Mie Ballasalla Isle Of Man,PER,11-Aug-20
20/00669/B,"Alterations, erection of rear extension and addition of a pitched roof to part front elevation",Reina Malvern Road Douglas Isle Of Man IM2 5AP,PER,25-Sep-20
20/00670/B,Conversion of basement room for use as vets lab and office,The Veterinary Surgery - Strand Vets Strand Road Port Erin Isle Of Man IM9 6HE,PER,11-Sep-20
20/00672/C,Additional use of residential apartment (class 3.4) for tourist accommodation (class 3.6),Flat 4  Strand House Strand Road Port Erin Isle Of Man IM9 6HE,PER,11-Sep-20
20/00676/B,Replacement of existing rear door and window with bifold doors,17 Close Corlett Peel Isle Of Man IM5 1QH ,PER,14-Aug-20
20/00677/B,Replacement of existing glazed conservatory roof with tile,126 Ballabrooie Drive Douglas Isle Of Man IM1 4HJ,PER,14-Aug-20
20/00678/B,Creation of patio style doors to side elevation,Unit 15A Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4RG ,PER,14-Aug-20
20/00680/B,Removal of existing chimney and erection of a rear dormer,5 Kissack Road Castletown Isle Of Man IM9 1NP,PER,25-Aug-20
20/00681/D,Installation of illuminated signage,Unit 15A Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4RG ,PER,21-Aug-20
20/00682/B,Creation of a balcony to garage / outbuilding and creation of a first floor doorway access from existing window with pitched roof dormer above,Ashville Ballakilpheric Road Colby Isle Of Man IM9 4BX,PER,18-Aug-20
20/00683/B,"Installation of balcony, alteration to velux windows and extension to second storey",Land At Lower Skerrisdale Farm Peel Road Kirk Michael Isle Of Man  ,PER,27-Aug-20
20/00684/B,Installation of two flues,104 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL ,PER,25-Sep-20
20/00685/B,Erection of an extension to provide garage and living accommodation and extension of hard standing to provide parking,Sea Level House Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,17-Sep-20
20/00686/B,Installation of a rear dormer window,18 Stanley Road Peel Isle Of Man IM5 1NX,PER,10-Aug-20
20/00687/B,Erection of a two storey extension to side elevation,57 Ballacottier Meadow Douglas Isle Of Man IM2 2QX ,PER,08-Oct-20
20/00688/B,Alterations and erection of replacement extension to rear elevation,35 Auburn Road Onchan Isle Of Man IM3 1LP,PER,08-Sep-20
20/00689/MCH,Minor changes application for PA 17/01304/B involving window reconfiguration and installation of a heat pump,Langdale Gansey Port St. Mary Isle Of Man IM9 5LA ,PER,01-Oct-20
20/00690/B,Replacement of existing conservatory roof with tiles,8 Ashlar Drive Union Mills Isle Of Man IM4 4LJ,PER,14-Aug-20
20/00691/B,Erection of an extension to rear elevation,Beechwood House 4 Beechwood Rise Douglas Isle Of Man IM2 5NE,PER,08-Sep-20
20/00692/B,Erection of an extension to rear elevation,7 Lhoan Pibbin Vane Reayrt Ny Cronk Peel Isle Of Man IM5 1GR ,PER,11-Aug-20
20/00693/B,"Erection of extension to side elevation, creation of a rear infill extension and creation of an additional window",31 Greeba Avenue Glen Vine Isle Of Man IM4 4EE ,PER,01-Oct-20
20/00694/B,"Conversion of residential dwelling (class 3.3) as additional use for tourist accommodation (class 3.6) and installation of a new window, three roof lights and replacement windows and front door",Cottage Brookville Main Road Ballabeg Castletown Isle Of Man IM9 4LE ,PER,19-Aug-20
20/00695/B,Erection of extension to rear elevation and removal of a window to side elevation,5 Ballaughton Villas Douglas Isle Of Man IM2 1JF,PER,10-Sep-20
20/00696/B,Window alterations to both front and rear elevations,Pine Lodge Baldhoon Road Laxey Isle Of Man IM4 7NA,PER,25-Aug-20
20/00697/B,Replacement of existing glazed conservatory roof with tile,Waters Edge 12 Carrick Park Sulby Isle Of Man IM7 2EX,PER,18-Aug-20
20/00698/B,Conversion of redundant barn building to a residential dwelling with associated landscaping and swimming pool,Rhenass Farm Rhenass Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1BB,PER,19-Aug-20
20/00699/B,Removal of an existing doorway to side elevation,17 Ballaradcliffe Andreas Isle Of Man IM7 3EN,PER,11-Sep-20
20/00701/B,Erection of extension to rear elevation,Iona Peveril Road Peel Isle Of Man IM5 1PF,PER,22-Sep-20
20/00703/B,widening of existing vehicle access,36 Cooil Breryk Ramsey Isle Of Man IM8 3HJ,PER,19-Aug-20
20/00704/B,Replacement of existing conservatory roof with tiles,Ballanoa Andreas Road Dhoor Ramsey Isle Of Man IM7 4EE,PER,04-Sep-20
20/00705/B,Replacement of existing roof to conservatory and front porch roof with tiles,Garey Ashen Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG ,PER,31-Dec-20
20/00706/B,"Alterations and erection of extension to existing garage and rear of dwelling, erection of boundary wall and creation of vehicle access",Overdale Bay View Road Port Erin Isle Of Man IM9 6LG,PER,13-Oct-20
20/00708/B,Erection of timber clad detached garage,Arrasey Barn Arrasey Road Glen Maye Isle Of Man IM5 3BY ,PER,23-Sep-20
20/00709/B,Alterations and extension to existing dormer and erection of extension linking dwelling to garage,26 Ormly Avenue Ramsey Isle Of Man IM8 3LQ,PER,25-Sep-20
20/00710/B,Installation of windows and door and re-rendering works,2 Kensington Lane Douglas Isle Of Man IM1 3ES,PER,14-Sep-20
20/00711/B,Additional use as tourist accommodation,Bee And Blossom Farm Upper Scard Ballakillowey Road Colby Isle Of Man IM9 4BP ,PER,19-Aug-20
20/00712/B,"Installation of replacement windows, erection of shed and first floor extension",Kenilworth Crossag Road Ballasalla Isle Of Man IM9 3DX,REF,20-Oct-20
