Decisions issued under delegated authority 1/1/16 - 31/12/16,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Re-roofing house in slate,Carla Beck 28 Devonshire Road Douglas Isle Of Man IM2 3RB,PER,02-Nov-16,16/00917/B
Proposed office extension over garage and installation of new windows.,8 Taubman Terrace Douglas Isle Of Man IM1 5BB,PER,01-Dec-16,16/01002/B
Erection of ground and first floor extension to dwelling.,Ballawyllin Farm Peel Road St Johns Isle Of Man IM4 3NE ,PER,07-Nov-16,16/01037/B
Partial conversion of tourist accommodation to provide three tourist units,The Coach House Santon Motel Main Road Santon Isle Of Man IM4 1EJ,PER,27-Oct-16,16/01080/B
"Residential development of sixty six dwellings with associated infrastructure, children's play area, landscaping and public amenity space","Fields 134081, 134083, 134084 & Croftbank Land Off Clifton Drive Ramsey Isle Of Man  ",PER,18-Apr-16,15/00167/B
Installation of external air conditioning units (in association with 15/01175/CON),Laxey Workingmens Institute 17 New Road Laxey Isle Of Man IM4 7BD,PER,06-Jan-16,15/01174/GB
Registered Building consent for the installation of external air conditioning units (in association with 15/01174/GB) Registered Building Nos. 227,Laxey Workingmens Institute 17 New Road Laxey Isle Of Man IM4 7BD,PER,06-Jan-16,15/01175/CON
Erection of extensions to dwelling to create additional living accommodation and gym (amendments to approved PA 15/00407/B),60 Groudle Road Onchan Isle Of Man IM3 2EZ ,PER,17-Mar-16,16/00121/B
Erection of an extension to side elevation of dwelling (amendment to PA 12/00696/B),Suncot Aust Corner Andreas Road Aust Ramsey Isle Of Man IM7 4EQ,PER,09-Mar-16,16/00134/B
"Conversion of basement, ground floor and part of first floor into a retail shop and isolation of second and third floor flats",18 Parliament Street Ramsey Isle Of Man IM8 1AP ,PER,24-Mar-16,16/00197/B
Alterations and extensions to dwelling,Greenlands Barnell Lane Patrick  Isle Of Man IM5 3AN,PER,14-Apr-16,16/00298/B
Alterations and extension to dwelling,Ballastewart Ballakilpheric Road Colby Isle Of Man IM9 4BY,PER,14-Apr-16,16/00299/B
Alterations and extensions to dwelling and erection of detached garage,9 Howe Road Onchan Isle Of Man IM3 2BB,PER,24-May-16,16/00301/B
"Alterations, erection of an extension to replace conservatory and installation of two dormer windows to dwelling",Talisker 23 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ,PER,19-May-16,16/00328/B
Erection of a rear porch to dwelling,Woodlea Main Road Union Mills Isle Of Man IM4 4AG,PER,25-May-16,16/00331/B
Installation of replacement windows to front elevation,10 Douglas Street Peel Isle Of Man IM5 1BA,PER,29-Jun-16,16/00333/B
Conversion of existing workshop / store into a residential dwelling,Workshop / Store Glebe Farm Main Road Kirk Michael Isle Of Man  ,REF,03-May-16,16/00337/B
Alterations and erection of attached garage with living space above to approved renovation and extension of existing barn to form a dwelling,The Barn Ballig Farm West Baldwin Isle Of Man IM4 5EU ,PER,22-Jan-16,15/01131/B
Alterations to existing patio deck area,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP,PER,08-Feb-16,15/01132/B
Installation of replacement windows,Barnston Cottage Glen Road Laxey Isle Of Man IM4 7AJ,PER,26-Jan-16,15/01183/B
"Creation of a vehicular entrance, parking area and footpath",Kerrowmoar Farmhouse Kerrowmoar Sulby Isle Of Man IM7 2AX ,PER,15-Jul-16,16/00432/B
Installation of render to dwelling,38 Majestic View Onchan Isle Of Man IM3 2JN ,PER,06-Jun-16,16/00451/B
"Alterations, creation of a pitched roof over part of garage and installation of a replacement garage door",1 Windermere Avenue Onchan Isle Of Man IM3 2DT,PER,06-Jun-16,16/00452/B
Alterations and erection of extension with mezzanine floor and garage to dwelling,Ashley House Ashley Road Onchan Isle Of Man IM4 5BA,PER,07-Nov-16,16/00518/B
Installation of 3 roller shutters and internal partition,Heron And Brearley Old Castletown Road Kewaigue Douglas Isle Of Man IM2 1QG,PER,06-Sep-16,16/00695/B
Alterations and erection of extension to dwelling,1 Campion Way Douglas Isle Of Man IM2 7DT,PER,26-Jul-16,16/00696/B
Erection of an extension to replace existing sun lounge,9 Scarlett Road Castletown Isle Of Man IM9 1NT,PER,20-Sep-16,16/00814/B
Creation of driveway and vehicular access,Auburn House Andreas Village Isle Of Man IM7 4HH ,PER,05-Aug-16,16/00142/B
Change of use from office accommodation to a single dwelling,Harbour Mews Off Parliament Square Castletown Isle Of Man  ,PER,03-Jun-16,16/00306/B
Installation of two air conditioning condenser units on east elevation together with protective guard rails,16 - 20  Port Jack Onchan Isle Of Man IM2 2JJ ,PER,26-May-16,16/00307/B
Installation of an additional window to barn conversion (amendment to approved PA 12/00922/B),Glenmoar Farm Corlea Road Ballasalla Isle Of Man IM9 3BA,PER,25-Jul-16,16/00433/B
Erection of an extension to replace existing conservatory to dwelling,Mount View Cottage St Marks Road Braaid Isle Of Man IM4 2AJ,PER,06-Jun-16,16/00434/B
Erection of a single storey extension to dwelling,21 Ballastrooan Colby Isle Of Man IM9 4NR,PER,11-Jul-16,16/00435/B
Extension of parking area and vehicular access and creation of a raised garden terrace,Rosemount Main Road Colby Isle Of Man IM9 4AE,PER,21-Sep-16,16/00815/B
Erection of a replacement agricultural building,Agricultural Building Algare Farm East Baldwin Isle Of Man  ,PER,07-Sep-16,16/00833/B
Installation of a replacement front door,11 Malvern Road Douglas Isle Of Man IM2 5AS,PER,20-Sep-16,16/00834/B
Replacement of door and sidelights with new door and sidelight,91 Woodbourne Road Douglas Isle Of Man IM2 3AW ,PER,05-Aug-16,16/00710/B
Replacement of 2 sash windows with 2 new veka blue PVCU vertical sash sliding windows. Alterations to frames in order to be used as fire escape.,Hawthorn Cottage 32 New Road Laxey Isle Of Man IM4 7BQ,PER,13-Oct-16,16/00996/B
Removal of a chimney stack,Cronk Mullagh Brookfield Crescent Ramsey Isle Of Man IM8 2AQ,PER,29-Sep-16,16/01003/B
Construction of new steel framed building.,Battery Pier. Battery Pier Douglas Isle Of Man  ,PER,12-Dec-16,16/01004/B
Replacement to rear annex.,30 Birch Hill Avenue Onchan Isle Of Man IM3 4ES,PER,01-Nov-16,16/01096/B
Replacement of shop front with windows and door and change of use from commercial / retail unit to a residential flat,27B High Street Port St. Mary Isle Of Man IM9 5DP,PER,01-Dec-16,16/01119/B
Erection of a front porch,2 Higher Main Road Foxdale Isle Of Man IM4 3EH,PER,13-Oct-16,16/00881/B
Alterations and erection of extension,Stuggadhoo Cottage St Marks Road Braaid Isle Of Man IM4 2AJ,PER,07-Sep-16,16/00884/B
Installation of non-illuminated signage,58 Strand Street Douglas Isle Of Man  ,PER,23-Sep-16,16/00885/D
Erection of a conservatory,Thie Corneil 8 Close Cubbon Peel Isle Of Man IM5 1NS,PER,02-Nov-16,16/00928/B
Removal of chimney stack,6 Brunswick Road Douglas Isle Of Man IM2 3LQ,PER,29-Sep-16,16/00929/B
Alterations and amalgamation of apartments,Apartment 1 & 2  Perwick Bay Apartments Perwick Road Port St. Mary Isle Of Man IM9 5PD,PER,13-Oct-16,16/00988/B
Alterations and erection of extension to dwelling,8 Kerrocruin Kirk Michael Isle Of Man IM6 1AF,PER,13-Oct-16,16/00989/B
Change of use from tourist to residential accommodation,103 Viking Apartments St Pauls Square Ramsey Isle Of Man IM8 1LE ,PER,29-Sep-16,16/00990/C
Alterations and installation of vents and a flue to dwelling,Larivane View Bride Road Andreas Isle Of Man IM7 4HL,PER,29-Sep-16,16/00991/B
Application to make lawful the use as a self contained apartment.,Flat 1  Waterside 4 Windsor Mount Ramsey Isle Of Man IM8 3EA,CLAWA,06-Dec-16,16/01135/LAW
Construction of a single storey building to provide introduction/chill room facilities for dogs (amendment to PA15/01185/B).,Ard Jerkyll East Foxdale Road Eairy Isle Of Man IM4 3HL ,PER,05-Dec-16,16/01222/B
Replacement roof to rear annex.,93 Cronk Liauyr Douglas Isle Of Man IM2 5LR,PER,19-Oct-16,16/01027/B
Replacement roof windows.,41 Selborne Drive Douglas Isle Of Man IM2 3NJ ,PER,09-Nov-16,16/01040/B
Internal and external alterations to create windows and office space.,Global House Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ,PER,08-Nov-16,16/01042/B
Alterations and removal of hedges and creation of a track.,Ballagawne Farm Ballagawne Road Ballabeg Castletown Isle Of Man IM9 4PD,PER,02-Nov-16,16/01045/B
Erection of a garden shed.,Shed Coronation Community Garden Mount Rule Road Strang Douglas Isle Of Man  ,PER,08-Nov-16,16/01073/B
Creation of new track between field numbers 430648 and 430647.,Field 430648 Braaid Road St Marks Ballasalla Isle Of Man  ,PER,01-Nov-16,16/01086/B
Replacement of existing rear annex with two storey extension.,Ash House Main Road Kirk Michael Isle Of Man IM6 1ED,REF,25-Nov-16,16/01089/B
Approval in principle for the construction of 28 dwellings and provision of retail space addressing siting and means of access,Fields 320653 & 324324 Part Of Ballaglonney Farm Crosby Isle Of Man  ,PER,08-Feb-16,15/00775/A
Erection of a single storey rear extension and side porch extension,40 Ballabrooie Way Douglas Isle Of Man IM1 4ES,PER,08-Feb-16,15/01312/B
Erection of a cycle shelter within rear car park,Barclays House Victoria Street Douglas Isle Of Man IM1 2LE,PER,08-Feb-16,15/01313/B
"Alterations, demolition of existing side wings and erection of replacement single storey side extensions to dwelling",Kempis Orrisdale Road Ballasalla Isle Of Man IM9 3AE,PER,27-Jan-16,15/01391/B
Installation of replacement windows and door to dwelling,Barnston House Glen Road Laxey Isle Of Man IM4 7AJ,PER,26-Jan-16,15/01182/B
Installation of replacement windows to front ground floor bay window,9 Selborne Road Douglas Isle Of Man IM1 4BT,PER,15-Jan-16,15/01295/B
Erection of non-illuminated signage,Castle View Nursing Home Ballatessan Meadow Peel Isle Of Man IM5 1DX ,PER,17-Mar-16,16/00165/D
Alterations and erection of ground and first floor extensions to dwelling,1 Forestry House Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN,PER,24-Mar-16,15/00828/B
Alterations and erection of ground and first floor extensions to dwelling,2 Forestry House Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN,PER,24-Mar-16,15/00829/B
Alterations to building fabric and window / door arrangement of rear attached outbuilding to provide additional living accommodation,17 Westminster Terrace Douglas Isle Of Man IM1 4EE,PER,25-May-16,16/00408/B
Installation of an additional dormer window to dwelling,4 Factory Lane Peel Isle Of Man IM5 1HF ,PER,28-Jul-16,16/00409/B
Change of use of first floor dental practice to residential accommodation,The Dental Surgery 4 Hailwood Court Douglas Isle Of Man IM2 7EA ,PER,06-Jun-16,16/00411/C
Replacement of existing glazed conservatory roof with roof tiles,16 Manor Drive Douglas Isle Of Man IM2 2PA,PER,26-Jul-16,16/00677/B
Replacement of existing glazed conservatory roof with tiles,10 Ballaquane Park Peel Isle Of Man IM5 1PT,PER,13-Oct-16,16/00984/B
Erection of a dwelling (amendments to PA 15/01124/B),Plot 2 Land At The Lancashire House & Furness Cottage New Castletown Road Santon Isle Of Man  ,PER,13-Oct-16,16/00986/B
Alterations and installation of two roof lights and a dormer window to dwelling,24 Albany Street Douglas Isle Of Man IM2 3LE,PER,16-Feb-16,15/01044/B
Additional use of residential dwelling as tourist accommodation,3 Station Road Kirk Michael Isle Of Man IM6 1EZ,PER,26-Feb-16,16/00057/C
Additional use of residential dwelling as tourist accommodation,Beachcomber's Cottage Marina Lane Port Erin Isle Of Man IM9 6LB,PER,26-Feb-16,16/00060/C
"Erection of two extensions, reconfiguration works to site including parking layout and kerb lines",McDonald's Restaurant  Peel Road Douglas Isle Of Man IM1 5ED ,PER,26-May-16,16/00199/B
Additional use of dwelling as tourist accommodation,2 Princes Terrace Minorca Hill Laxey Isle Of Man IM4 7DR ,PER,13-Apr-16,16/00201/C
Alterations and erection of extensions to dwelling,Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR ,PER,31-Mar-16,16/00202/B
Replacement of existing first floor garage window with a door,Sunnyside Phildraw Road Ballasalla Isle Of Man IM9 3EG,PER,31-Mar-16,16/00204/B
Erection of a detached dwelling (comprising amendments to approved PA 12/00658/B),Land Adjacent To Westwood New Road Laxey Isle Of Man  ,PER,18-Apr-16,16/00205/B
Installation of non-illuminated signage,37 Athol Street Douglas Isle Of Man IM1 1LA ,PER,24-Jun-16,16/00553/D
Alterations to front porch and boundary fencing,Greenbank 11 Tynwald Road Peel Isle Of Man IM5 1JZ,PER,18-Aug-16,16/00598/B
Demolition of front area side wall and replace with cast iron matching railings (in association with 16/00600/CON),4 Finch Road Douglas Isle Of Man IM1 2PT,PER,15-Sep-16,16/00599/GB
Registered Building consent for the demolition of front area side wall and replace with cast iron matching railings (in association with 16/00599/GB) Registered Building Nos. 93,4 Finch Road Douglas Isle Of Man IM1 2PT,PER,15-Sep-16,16/00600/CON
Replacement of existing glazed conservatory roof with tiles,5 Rivercourt Union Mills Isle Of Man IM4 4NN ,PER,25-May-16,16/00361/B
Installation of three replacement milk storage silos,Land At Isle Of Man Creamery Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man IM4 4QE ,PER,11-May-16,16/00362/B
Erection of a replacement rear lean-to extension to dwelling,13 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,31-May-16,16/00467/B
Additional use of residential dwelling as tourist accommodation,5 Church Lane Peel Isle Of Man IM5 1AW,PER,25-May-16,16/00468/C
Erection of two detached agricultural buildings,West Kimmeragh Farm West Kimmeragh Road Bride Isle Of Man IM7 4BA,PER,27-Sep-16,16/00732/B
Demolition of existing garages and erection of two replacement garages with extended hard standing (amendment to PA 15/00607/B),Land To Rear Of 41 Selborne Drive Douglas Isle Of Man IM2 3NJ ,PER,18-Aug-16,16/00733/B
Alterations and erection of a rear extension to dwelling,27 Mountain View Douglas Isle Of Man IM2 5HX,PER,11-Aug-16,16/00735/B
Erection of a boundary fence with associated planting,Thie Ny Strooan Hillberry Green Douglas Isle Of Man IM2 6DE,PER,26-Sep-16,16/00638/B
Approval in principle for the erection of a replacement dwelling,Croit Aust Andreas Road Aust Ramsey Isle Of Man IM7 4EF,PER,19-Jul-16,16/00639/A
"Alterations, creation of first floor window and relocation of rear pedestrian access",7 The Crescent Derbyhaven Isle Of Man IM9 1TX,PER,11-Aug-16,16/00640/B
Installation of an access ramp,2 Athol Street Douglas Isle Of Man IM1 1JA,PER,24-Nov-16,16/00878/B
Creation of a first floor balcony and bi-folding doors to dwelling,3 Majestic Drive Onchan Isle Of Man IM3 2JQ,PER,07-Sep-16,16/00736/B
Creation of an additional window to side elevation of garage,Plot 16 Of Approved Residential Development Off Raad Kirree Varrey Slieau Whallian View Peel Isle Of Man ,PER,11-Aug-16,16/00737/B
"Alterations, creation of stairs and first floor terraces",Tannery House Carrs Lane Tromode Douglas Isle Of Man IM4 4QB,PER,15-Aug-16,16/00738/B
Replacement of existing rear conservatory with extension,35 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EJ,PER,18-Aug-16,16/00739/B
"Alterations, replacement of existing single dormer with a double dormer and creation of a roof terrace to dwelling",36 Demesne Road Douglas Isle Of Man IM1 3DY,PER,21-Sep-16,16/00783/B
Conversion of existing office accommodation into a dwelling (in association with 16/00786/CON),Welch House Church Road Onchan Isle Of Man IM3 1BF,PER,29-Sep-16,16/00785/GB
Replacement of windows to rear.,20 Glenfaba Road Peel Isle Of Man IM5 1BU,PER,01-Nov-16,16/01069/B
Erection of an extension and creation of an additional window to dwelling,Fern Cottage Howe Road Port St. Mary Isle Of Man IM9 5PR,PER,26-Jul-16,16/00567/B
Installation of an awning,14 Strathallan Crescent Douglas Isle Of Man IM2 4NR,REF,10-Nov-16,16/00570/B
Erection of a rear extension to dwelling,4 Fuchsia Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GL ,PER,23-Sep-16,16/00625/B
Installation of a canopy,41 Michael Street Peel Isle Of Man IM5 1HE ,PER,24-Aug-16,16/00819/B
Erection of a replacement dwelling,6 Peveril Avenue Peel Isle Of Man IM5 1QB,PER,13-Oct-16,16/00820/B
"Alterations, conversion of existing garage to provide additional living accommodation and creation of additional windows to dwelling",Fieldhead Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG,PER,22-Aug-16,16/00821/B
Erection of side extension to dwelling,Greenhill Jurby Road Andreas Isle Of Man IM7 2EJ ,PER,20-Dec-16,16/01176/B
Installation of replacement windows and patio door,8 Riverside Court Glen Road Laxey Isle Of Man IM4 7AG,PER,31-Oct-16,16/00822/B
Replacement of existing glazed conservatory roof with tiles,Kantara Grove Mount Ramsey Isle Of Man IM8 3HN,PER,13-Oct-16,16/00970/B
Alterations and erection of extension to dwelling,Valley View Baldhoon Road Laxey Isle Of Man IM4 7NA,PER,13-Oct-16,16/00978/B
Erection of illuminated and non-illuminated signage,Ocean  Isle Of Man Business Park Cooil Road Braddan Isle Of Man IM2 4WD ,PER,15-Jan-16,15/01345/D
Additional use of residential dwelling as tourist accommodation,1 Ballanard Road Douglas Isle Of Man IM2 5HP,PER,26-Feb-16,16/00056/C
Erection of sun lounge extension to rear elevation,11 Sprucewood Rise Foxdale Isle Of Man IM4 3JP ,PER,03-Mar-16,16/00096/B
Erection of extension to dwelling to provide additional living accommodation,Hilcot Croit E Quill Road Laxey Isle Of Man IM4 7JH,PER,09-Mar-16,16/00099/B
Installation of a flue,Holly Cottage Kionslieu Hill Foxdale Isle Of Man IM4 3JQ,PER,18-Aug-16,16/00787/B
Conversion of existing chapel into a dwelling and creation of additional parking and vehicular access,Croit E Caley Methodist Church Croit E Caley Colby Isle Of Man IM9 4AR ,PER,12-Oct-16,16/00788/B
Alterations including installation of security gates over existing door openings (in connection with 16/01227/CON).,Lighthouse Douglas Head Douglas Isle Of Man IM1 5BP ,PER,14-Dec-16,16/01226/GB
Alterations and erection of a rear extension to dwelling,21 Mines Road Laxey Isle Of Man IM4 7NH,PER,26-Jan-16,15/01364/B
"Erection of an office building for use as corporate headquarters with access road, car parking and landscaping",Land Adj To Canada Life House And Dandara Group Head Office Vicarage Way Isle Of Man Business Park Cooil Road Braddan Isle Of Man  ,PER,20-Jan-16,15/01366/B
Replacement of existing glazed conservatory roof with roof tiles,61 Cronk Ny Greiney Douglas Isle Of Man IM2 5LH,PER,19-Jan-16,15/01367/B
Alterations and erection of an extension to existing garage to form a workshop,Ballarhenny Orrisdale Kirk Michael Isle Of Man IM6 2HJ ,PER,19-Jan-16,15/01368/B
Alterations and extension to dwelling including re-roofing existing garage and creation of vehicular hard-standing,Laharna Peveril Road Peel Isle Of Man IM5 1PW,PER,09-Feb-16,16/00023/B
Alterations and extension to dwelling (comprising amendments to PA 15/00005/B),Creggan Moar House Lhagg Road Dalby Isle Of Man IM5 3BU,PER,15-Feb-16,16/00025/B
Erection of extension to rear elevation,31 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,22-Feb-16,16/00042/B
Demolition of existing garage and store and erection of a new detached garage with roof space hobby room and storage above,Ballajora House Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ,PER,13-May-16,16/00087/B
Replacement conservatoy with extension.,10 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT,PER,10-Nov-16,16/01157/B
Two storey extension to dwelling to provide garage and additional living space.,55 Auldyn Walk Ramsey Isle Of Man IM8 2TN ,PER,15-Nov-16,16/01158/B
Additional use of residential dwelling as tourist accommodation,65 Cronk Cullyn Colby Isle Of Man IM9 4PS ,PER,15-Dec-16,16/01250/C
Alterations and erection of a first floor extension to dwelling,5 Norwood Drive Douglas Isle Of Man IM2 5HJ,PER,14-Apr-16,16/00136/B
Erection of an industrial building,Plot At Kirby Farm Industrial Estate Vicarage Road Douglas Isle Of Man  ,PER,31-Mar-16,16/00139/B
Alterations and extensions,6 Fairway Drive Ramsey Isle Of Man IM8 2BA,PER,31-May-16,16/00182/B
Installation of new shop frontage,The Pharmacy Ballaquayle Road Douglas Isle Of Man IM2 5DF ,PER,24-Jun-16,16/00181/B
"Change of use of part existing stables into boarding kennels with reception, dog grooming facilities and storage",Stable Block Ballavartyn Equestrian Centre Castletown Road Newtown Santon IM4 1HT  ,PER,24-May-16,16/00297/C
Application to make lawful the part use of yard for the repair of agricultural vehicles and machinery in addition to normal agricultural use,Squeen Farm Yard Squeen Farm Ballacrye Road Ballaugh Isle Of Man  ,PER,12-Jul-16,16/00300/LAW
Application to make lawful the occupation of the property in breach of an agricultural employment condition,Kilkenny Farmhouse Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG,PER,11-Jul-16,16/00318/LAW
Replacement of existing glazed conservatory roof with tiles,1 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND,PER,12-May-16,16/00319/B
Replacement of existing glazed conservatory roof with tiles,8 Kissack Road Castletown Isle Of Man IM9 1NP,PER,12-May-16,16/00320/B
"Alterations, renewal of existing roof coverings with artificial slate, replacement of porch roof with insulated flat roof and installation of first floor render",Laureston Studio 1 Ballaquayle Road Douglas Isle Of Man IM2 5DF ,PER,25-Jul-16,16/00321/B
Erection of a conservatory to rear of dwelling,Rivendell Baldhoon Road Laxey Isle Of Man IM4 7QH,PER,20-May-16,16/00322/B
Erection of two detached agricultural buildings and creation of a slurry lagoon and move overhead power cable,Field Number 420855 Ballagawne Farm Ballagawne Road Ballabeg Castletown Isle Of Man  ,PER,10-Aug-16,16/00323/B
Replacement of windows with uPVC window and uPVC door and external alterations,Savoy 6 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,08-Aug-16,16/00722/B
Replacement of door and window and installation of a roof light,Cronk Coar Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,23-Sep-16,16/00725/B
"Creation of eight local authority residential units comprising of two four apartment blocks with associated access, parking and landscaping",Vacant Site (Former Furniture Outlet)   Marion Road Onchan Isle Of Man IM3 1HQ,PER,20-Sep-16,16/00836/B
Replacement of one and blocking up another rear door and provision of recessed gas meter cupboard and vent cover to front elevation,34 Athol Street Douglas Isle Of Man IM1 1JB,PER,15-Jan-16,15/01265/B
"Erection of an apartment block to provide 15 apartments with basement parking (amendment to PA 08/01839/B of building under construction) to amend position of disabled access ramp, bin store and associated landscaping and to include for structural support",43 - 49 Tynwald Street Douglas Isle Of Man IM1 1BQ ,PER,19-Jan-16,14/00835/B
Creation of a ramped access to dwelling,44 Banks Howe Onchan Isle Of Man IM3 2ER,PER,07-Sep-16,16/00838/B
Replacement of existing window with a bi-folding door,The Blossoms Hillberry Green Douglas Isle Of Man IM2 6DE ,PER,22-Sep-16,16/00873/B
"Alterations, erection of a two storey extension and creation of a terrace",1 Harcroft Road Douglas Isle Of Man IM2 1PN,PER,22-Sep-16,16/00876/B
Replacement of existing glazed conservatory roof with tiles,6 Conister Close Onchan Isle Of Man IM3 4BH,PER,22-Sep-16,16/00877/B
Alterations and erection of a two storey extension to dwelling,Beach Cottage Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,24-Jun-16,16/00349/B
"Refurbishment works, creation of an additional doorway and installation of bollards to front elevation",Public Conveniences York Road Douglas Isle Of Man IM2 3BW ,PER,24-May-16,16/00357/B
Creation of a terraced orchard and revised siting of greenhouse (amendment to PA 13/00830/B),Field 514148 Ballavale Road Santon Isle Of Man  ,PER,10-May-16,16/00358/B
Erection of a replacement dwelling with integral garage (comprising amendments to PA 14/00381/B & PA 14/01320/B),Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB,PER,18-Feb-16,16/00024/B
Widen existing driveway and vehicular access,33 Slieau Whallian Park St Johns Isle Of Man IM4 3JJ,PER,09-Feb-16,16/00026/B
Creation of a public entrance to Police Station,Castletown Town Hall Farrants Way Castletown Isle Of Man IM9 1NR,PER,08-Mar-16,16/00028/B
Alterations and erection of two single storey extensions to dwelling,Kerrowmoar Farmhouse Lezayre Road Sulby Isle Of Man IM7 2AX ,PER,18-Feb-16,16/00029/B
Erection of extension to replace existing conservatory,14 Orchid Close Douglas Isle Of Man IM2 7EN,PER,02-Dec-16,16/01142/B
Application to make lawful the erection of a rear deck area,7 Glenhill Ashlar Drive Union Mills Isle Of Man IM4 4JZ ,CLAWA,21-Nov-16,16/01165/LAW
Replacement of existing conservatory roof with tiled roof,7 Tromode Close Douglas Isle Of Man IM2 5PE,PER,15-Dec-16,16/01272/B
Erection of single storey extensions to side and rear elevations,Sherwood Belmont Hill Douglas Isle Of Man IM1 4NT,PER,03-Mar-16,15/01244/B
Construction of a car park deck over an existing car parking area,Land To Rear Of RL360 House Isle Of Man Business Park Douglas Isle Of Man IM2 2SP ,PER,03-Jun-16,16/00284/B
Change of use of existing utility room to a sport therapy treatment room,59 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,16-May-16,16/00285/C
Installation of replacement windows to front and rear elevation,72 Derby Road Douglas Isle Of Man IM2 3EB,PER,05-May-16,16/00287/B
Erection of replacement entrance gate and pillars,11 Eastfield Douglas Isle Of Man IM1 4AU,PER,05-Sep-16,16/00288/B
Erection of a greenhouse,Slieau Dhoo Main Road Kirk Michael Isle Of Man IM6 1AD,PER,24-May-16,16/00289/B
Replacement of existing glazed conservatory roof with tiles,The Views Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HE,PER,11-May-16,16/00382/B
Alterations and erection of extension to provide replacement garaging and additional living accommodation,Copper Top Booilushag Ballajora Ramsey Isle Of Man IM7 1BD,PER,15-Jul-16,16/00383/B
Conversion of adjacent barn to ancillary living accommodation,Ballnalargy Cottage Dalby Isle Of Man IM5 3BP ,PER,24-Feb-16,16/00061/B
Installation of railings to front elevation (in association with 15/00672/CON),Former Douglas Hotel  North Quay Douglas Isle Of Man  ,PER,30-Mar-16,15/00671/GB
Registered Building Consent for the installation of railings to front elevation (RB no 186 in association with 15/00671/GB),Former Douglas Hotel  North Quay Douglas Isle Of Man  ,PER,30-Mar-16,15/00672/CON
Installation of replacement entrance doors and adjustments to patio area,Masonic Lodge Woodbourne Road Douglas Isle Of Man IM2 3EE ,PER,09-Sep-16,16/00713/B
Erection of a replacement dwelling (amendment to PA 15/00458/B),Baldromma Christian Ballamenagh Road Baldrine Isle Of Man IM4 6AG,PER,18-Aug-16,16/00763/B
Installation of a storage container with extension of existing fencing,Ramsey Rugby Club  Mooragh Promenade Ramsey Isle Of Man  ,PER,20-Sep-16,16/00782/B
Replacement door to front and rear.,21 Westminster Terrace Douglas Isle Of Man IM1 4EE,PER,09-Dec-16,16/01123/B
,,,,1114
