Decisions issued under delegated authority 1/1/16 - 31/12/16,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alterations and erection of an extension,1 Manor Woods Douglas Isle Of Man IM2 2PE ,PER,20-Jul-16,16/00668/B
Erection of a conservatory and installation of a flue,Ballelby Dalby Isle Of Man IM5 3BP ,PER,09-Aug-16,16/00669/B
Installation of a rear dormer to dwelling,2 Rowany Villas Port Erin Isle Of Man IM9 6LJ,PER,24-Aug-16,16/00764/B
Installation of replacement windows,Sea Bank The Promenade Laxey Isle Of Man IM4 7DD,PER,18-Aug-16,16/00765/B
Erection of an extension to dwelling,Ballaquirk Lodge Ballaragh Road Laxey Isle Of Man IM4 7PH,PER,18-Aug-16,16/00766/B
Installation of a replacement roof to premises,Farmers Combine Shop & Warehouse 20 - 21 West Quay Ramsey Isle Of Man IM8 1DL,PER,21-Sep-16,16/00767/B
Replacement of existing felt roof with bitumen roofing,Stables Brundal House Glen Roy Laxey Isle Of Man  ,PER,18-Aug-16,16/00768/B
Erection of a dwelling (revision to house type approved under PA 13/91289/B),Plot 29 Of Approved Residential Development Off Raad Kirree Varrey Slieau Whallian View Peel Isle Of Man  ,PER,18-Aug-16,16/00770/B
Replacement of former hotel building with a scheme of 34 residential apartments,Former Port Erin Royal Hotel  Promenade Port Erin Isle Of Man IM9 6LH,PER,13-Oct-16,14/00893/B
"Alterations, creation of pergolas and a decked area to dwelling",Bradda Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PL ,PER,28-Sep-16,16/00956/B
Change of use from residential flat to office accommodation,Flat 2 Grd Fl  Carmodale Mooragh Promenade Ramsey Isle Of Man IM8 3AG,PER,08-Nov-16,16/01094/C
Construction of dormer window to create family bathroom.,6 Bayr Grianagh Castletown Isle Of Man IM9 1HJ,PER,09-Nov-16,16/01104/B
Conversion of existing unit to provide motorcycle sales and repairs involving alterations and replacement of existing window and roller door with doorway and shopfront and installation of a mezzanine floor.,Unit F3 Harcourt Drive Balthane Ballasalla Isle Of Man IM9 2AL ,PER,22-Dec-16,16/01177/B
Installation of a replacement shop window,Champs Barber Shop   6 Brunswick Road Douglas Isle Of Man IM2 3LQ,PER,19-Jan-16,15/01361/B
Replacement of existing conservatory with a sun room extension,6 Howe Road Onchan Isle Of Man IM3 2BB,PER,22-Jan-16,15/01362/B
Alterations to existing retail area and creation of a second floor extension to provide a self-contained apartment,Bedco 41 - 43 Bucks Road Douglas Isle Of Man IM1 3DE,PER,26-Feb-16,16/00059/B
Erection of detached ancillary living accommodation,12 Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,27-Oct-16,16/00670/B
Replacement of existing glazed conservatory roof with tiles,Close Haven Ballaughton Meadows Douglas Isle Of Man IM2 1JG,PER,20-Jul-16,16/00671/B
Change of use of dental practice to a residential dwelling,Surgery 34 Kensington Road Douglas Isle Of Man IM1 3EW,PER,18-Aug-16,16/00672/C
Alterations and erection of ground and first floor extensions to dwelling,9 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE,PER,24-May-16,16/00295/B
"Alterations to storage area including re-surfacing works, installation of four power and water pedestals, and  reconstruction of wall",Mooragh Promenade Boat Park  Land Adjacent To North Pier And Mooragh Promenade Ramsey Isle Of Man  ,PER,15-Sep-16,15/01106/B
Erection of a two storey extension to rear elevation and replacement of existing timber shed with a workshop/store building in rear garden,7 The Fairway Onchan Isle Of Man IM3 2EL,PER,16-Feb-16,15/01353/B
Erection of road-side fencing (retrospective),24 Killeaba Mount Ramsey Isle Of Man IM8 2JH,PER,09-Feb-16,16/00001/B
"Alterations, erection of extension and conversion of existing out building to provide tourist accommodation",The Croit Main Road Colby Isle Of Man IM9 4LL,PER,09-Aug-16,16/00501/B
Installation of both illuminated and non-illuminated signage,Clerical Medical House Victoria Road Douglas Isle Of Man IM2 4DF ,PER,23-Jun-16,16/00502/D
Installation of replacement windows to front elevation,Flat 1   65 Bucks Road Douglas Isle Of Man IM1 3EF,PER,15-Feb-16,16/00020/B
"Reserved Matters Application relating to PA 14/00053/A, for erection of a detached two storey dwelling, addressing siting, design, external appearance, internal layout and means of access",Land And Stables Adjacent To Stovell Tromode Road Douglas Isle Of Man  ,PER,12-Jan-16,15/01357/REM
Removal of a chimney stack,3 & 4 Roslyn Terrace Douglas Isle Of Man IM2 5DE,PER,18-Feb-16,16/00014/B
"Alterations, erection of an extension and improvement works to existing front and rear vehicular accesses",Fairmont Coburg Road Ramsey Isle Of Man IM8 3EH,PER,18-Feb-16,16/00015/B
Installation of replacement windows,Ballagarey Methodist Chapel St Marks Ballasalla Isle Of Man IM9 3AH ,PER,09-Feb-16,16/00022/B
Erection of a replacement conservatory roof with light weight roof tiles,6 Ballaterson Crescent Peel Isle Of Man IM5 1BL,PER,25-Apr-16,16/00336/B
Alteration and widening of vehicular access,Field 134001 Bride Road Ramsey Isle Of Man  ,PER,24-Jun-16,16/00335/B
Re-location of WW2 air raid shelter from Cliffe Cottage to site at Daisy Field (Retrospective),Field 314321  Battery Road Peel Isle Of Man  ,PER,25-Apr-16,16/00338/B
Garden Summer House,43 Cronk Avenue Onchan Isle Of Man IM3 3DE,PER,31-Oct-16,16/00905/B
Application for 2no. internally illuminated fascia signs,Unit 24 The Village Walk Onchan Isle Of Man IM3 4EB,PER,27-Oct-16,16/00981/D
Additional use of a ground floor room as a physiotherapy treatment room,7 Church Street Peel Isle Of Man IM5 1HN,PER,18-Nov-16,16/01034/C
Creation of a balcony over existing annex and installation of a roller shutter door to rear boundary wall,5 Richmond Grove Douglas Isle Of Man IM1 3LA,PER,18-Nov-16,16/01036/B
Replacement of existing glazed conservatory roof with tiles,3 Seafield Crescent Onchan Isle Of Man IM3 3BY,PER,01-Nov-16,16/01097/B
Erection of porch.,11 Close Cam Port Erin Isle Of Man IM9 6NB,PER,21-Nov-16,16/01154/B
Installation of a flue,12 Governors Hill Douglas Isle Of Man IM2 7AW,PER,05-Dec-16,16/01196/B
Erection of a porch extension,Kerrowmoar Jurby Road Ramsey Isle Of Man IM8 3NZ,PER,24-May-16,16/00339/B
Erection of an extension,Harwood Summerhill Douglas Isle Of Man IM2 6BH,PER,15-Aug-16,16/00699/B
Registered building consent for the installation of a wood burning stove to the ground floor sitting room and installation of a flue and cowl to the chimney of RB No 184 (retrospective),Church Cottage St Marks Ballasalla Isle Of Man IM9 3AH ,PER,23-Aug-16,16/00756/CON
Blocking up of a rear doorway (retrospective),41 King Orry Road Glen Vine Isle Of Man IM4 4FL ,PER,07-Sep-16,16/00854/B
Creation of an additional window,Apartment 16 Majestic Apartments King Edward Road Onchan Isle Of Man IM3 2BD ,PER,07-Sep-16,16/00856/B
Erection of a detached dwelling with garage,Plot 3 - Field 614664 Ballaragh Road Laxey Isle Of Man IM4 7PH ,PER,07-Nov-16,16/00857/B
Creation of two additional windows,St James's Chambers Corner St George's Street And Athol Street Douglas Isle Of Man ,PER,07-Sep-16,16/00858/B
Temporary change of use of ground floor to office use for the scanning of documents,Douglas Post Office Regent Street Douglas Isle Of Man IM1 2EA ,PER,13-Oct-16,16/00959/C
Erection of an attached car port and widening of existing driveway and vehicular access,30 Majestic Close Onchan Isle Of Man IM3 2JH,PER,04-Nov-16,16/00961/B
Erection of two summerhouses,Awinside Surby Road Surby Port Erin Isle Of Man IM9 6TB,PER,15-Dec-16,16/01254/B
Installation of replacement shop front (retrospective),23 Parliament Street Ramsey Isle Of Man IM8 1AS,PER,07-Oct-16,16/00962/B
Demolition of existing wall and construction of new ring beam and decking area.,Cliff Cottage Bay View Road Port St. Mary Isle Of Man IM9 5AW,PER,13-Oct-16,16/01006/B
Alterations and additions.,5 Milner Park Port Erin Isle Of Man IM9 6DH ,PER,01-Nov-16,16/01051/B
Erection of an extension and decking to dwelling,8 Douglas Road Peel Isle Of Man IM5 1JW,PER,25-Nov-16,16/01109/B
Erection of an agricultural building,Field 134313 Adjacent To Kerrowmooar Croft Kerrowmooar Sulby Isle Of Man  ,PER,09-Nov-16,16/01111/B
Creation of sunroom extension to rear elevation of existing dwelling.,Plot 2 Of Approved Residential Development 18 Rockmount Road Peel Isle Of Man IM5 1QN ,PER,09-Dec-16,16/01164/B
"Alterations, installation of dormer windows and erection of extensions. Creation of vehicular access and driveway, and extension of residential curtilage.",Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN ,PER,24-Nov-16,16/01190/B
Erection of a first floor extension  above existing garage to provide additional living accommodation,12 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HW,PER,13-Apr-16,16/00183/B
Additional use of dwelling as child-minders (retrospective),Lewins Cottage Glen Road Laxey Isle Of Man IM4 7AB,PER,13-Apr-16,16/00180/C
Conversion of building into 3 self contained apartments.,12 Market Street Peel Isle Of Man IM5 1AD,PER,09-Nov-16,16/01100/B
Change of use for the attic from residential to tourist accomodation.,Shore Hotel Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ,PER,01-Nov-16,16/01044/C
Erection of extensions to provide additional bedrooms,Holiday Cottages Ballafreer Farm Ballafreer Farm Lane Union Mills Isle Of Man  ,PER,19-Jan-16,15/01381/B
Alterations and erection of a replacement detached garage,Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR ,PER,14-Mar-16,15/01386/B
Conversion of tearooms to create two dwellings and siting of a gas storage tank,Glen Moar Tearooms Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN ,PER,22-Feb-16,15/01387/B
Conversion of a two storey workshop building to provide a first floor apartment and ground floor garage,Workshop Rear Of 2 Victoria Road Port St. Mary Isle Of Man IM9 5AF ,PER,18-Feb-16,15/01388/B
"Alterations, installation of replacement windows and doors and new roof light to dwelling (in association with 15/01398/CON)",Beach Cottage Ballure Road Ramsey Isle Of Man IM8 1NB,PER,26-Feb-16,15/01397/GB
Replacement of existing glazed conservatory roof with light weight roof tiles,Thie Cassan Yack Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW,PER,03-Mar-16,16/00088/B
Installation of replacement roof tiles to dwelling,Greeba Tennis Road Douglas Isle Of Man IM2 3LX,PER,15-Jan-16,15/01335/B
"Replacement of disused shop front window and door with a window, removal of an external ramp and erection of a boundary wall",Digby House Glen Road Laxey Isle Of Man IM4 7AF,PER,17-Mar-16,16/00092/B
Installation of illuminated signage,13 Shore Road Peel Isle Of Man IM5 1AH,PER,08-Jul-16,16/00448/D
" Alterations, installation of new shop front and creation of outdoor seating area for eating and drinking",13 Shore Road Peel Isle Of Man IM5 1AH,PER,08-Jul-16,16/00449/B
Installation of a flue to side elevation of dwelling,2 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,06-Jun-16,16/00450/B
Erection of a building to provide toilet facilities and removal of one tree,Site Adjacent To Laxey Wheel Wheel Hill Laxey Isle Of Man  ,PER,17-Jun-16,16/00491/B
Erection of a replacement summerhouse,8 The Willows Ballasalla Isle Of Man IM9 2EW,PER,11-Aug-16,16/00492/B
Creation of additional parking to dwelling,Kitterland 1 Ellenbrook Avenue Douglas Isle Of Man IM2 1QJ,PER,24-Jun-16,16/00558/B
Variation of condition one of PA 12/00783/B to extend the approval period by a further one year,Ballaconn Cornaa Ramsey Isle Of Man IM7 1EE ,PER,15-Jul-16,16/00559/B
Installation of both illuminated and non-illuminated signage,Shop 77 Strand Street Douglas Isle Of Man IM1 2EN ,PER,23-Jun-16,16/00503/D
Installation of a replacement front door canopy,Croft End 2 The Crofts Castletown Isle Of Man IM9 1LY,PER,29-Jun-16,16/00504/B
Replacement of existing rear doorway with a window,34 Meadow Crescent Douglas Isle Of Man IM2 1NJ,PER,23-Jun-16,16/00505/B
"Alterations, demolition of a chimney and erection of a second floor extension with associated balcony",Holm Villa 39 Stanley Terrace Peel Isle Of Man IM5 1NP ,PER,24-Jun-16,16/00547/B
Installation of replacement front door and windows,12 Strand Street Peel Isle Of Man IM5 1NL,PER,04-Nov-16,16/00548/B
Erection of a rear extension to replace existing conservatory,20 Manor Drive Douglas Isle Of Man IM2 2NY,PER,29-Jun-16,16/00549/B
Erection of rear extension,5 Westlands Close Ramsey Isle Of Man IM8 3PU,PER,30-Jun-16,16/00550/B
Installation of replacement front door and windows,52 Glenfaba Road Peel Isle Of Man IM5 1BX,PER,24-Jun-16,16/00551/B
Erection of a shower unit and alterations and installation of a roof to existing out building,Ballerghy Lhergy Cripperty Union Mills Isle Of Man IM4 2AH,PER,24-Jun-16,16/00552/B
"Installation of replacement fencing and gates, creation of new gates, hard standing areas and footpath and infilling of dig sites",Rushen Abbey Rushen Abbey Ballasalla Isle Of Man IM9 3DB ,PER,08-Jul-16,16/00560/B
Additional use of residential flat as tourist accommodation,Bayview Flat Bay View House 3 Victoria Terrace Peel Isle Of Man IM5 1PG ,PER,07-Jul-16,16/00566/C
Alterations to dwelling including creation of a dormer window and roof terrace and inclusion of a pitched roof over existing detached garage,Ebor Peveril Road Peel Isle Of Man IM5 1PW ,PER,07-Sep-16,16/00730/B
Erection of a rear extension to dwelling,117 Greenlands Avenue Ramsey Isle Of Man IM8 2PE,PER,19-Jul-16,16/00655/B
Erection of illuminated and non-illuminated signage,Co-op Store Duke Street Douglas Isle Of Man IM1 2AY,PER,15-Aug-16,16/00656/D
Replacement of existing glazed conservatory roof with tiles,15 Meadow Court Ballasalla Isle Of Man IM9 2DW,PER,20-Sep-16,16/00840/B
Replacement of existing glazed conservatory roof with tiles,4 The Laurels Douglas Isle Of Man IM2 7DN,PER,22-Sep-16,16/00841/B
Erection of a detached building to provide a garden shed / workshop and store,30 Ballachrink Drive Onchan Isle Of Man IM3 4NQ,PER,08-Sep-16,16/00842/B
"Alterations, erection of extension, widening of driveway and creation of an additional vehicular access",13 Devonshire Road Douglas Isle Of Man IM2 3QY,PER,07-Sep-16,16/00864/B
Alterations and erection of an extension to dwelling,Shellag Chapel Hill Bride Isle Of Man IM7 4BH ,PER,06-Sep-16,16/00657/B
Alterations and erection of extension to dwelling,Hazlewood House Ballaragh Road Laxey Isle Of Man IM4 7PH ,PER,19-Jul-16,16/00658/B
Erection of an extension to rear elevation of dwelling,Thie-Nyn-Ashlish Patrick Village Isle Of Man IM5 3AH ,PER,05-Aug-16,16/00690/B
Conversion of former offices to provide three apartments,62 Bucks Road Douglas Isle Of Man IM1 3AE ,PER,01-Nov-16,16/00953/B
"Replacement of garage door with a window, creation of ground floor doorway and erection of a first floor extension to dwelling",1 Church Close Lonan Laxey Isle Of Man IM4 7JY,PER,02-Nov-16,16/01081/B
Replacement of existing glazed conservatory roof with tiles,13 Larch Hill Grove Douglas Isle Of Man IM2 5NU ,PER,22-Sep-16,16/00890/B
Alterations and erection of extension to existing agricultural building / workshop,Site Adjacent To Close Veg Glen Darragh Road Glen Vine Isle Of Man  ,PER,07-Sep-16,16/00892/B
Creation of raised decking and a doorway from an existing window to rear elevation,134 Ballabrooie Drive Douglas Isle Of Man IM1 4HJ,PER,01-Dec-16,16/00893/B
Installation of a flue,56 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,13-Oct-16,16/00894/B
Erection of a side elevation to dwelling,4 Erin Rise Port Erin Isle Of Man IM9 6FF ,PER,13-Oct-16,16/00895/B
Erection of an extension to replace existing conservatory,11 Manor Lane Douglas Isle Of Man IM2 2NX,PER,22-Sep-16,16/00896/B
Alterations and erection of a two storey extension to dwelling,Green Hills Pinfold Hill Laxey Isle Of Man IM4 7HJ,PER,20-Dec-16,16/00897/B
Installation of replacement front windows and door to dwelling,5 Upper Dukes Road Douglas Isle Of Man IM2 4BA,PER,19-Oct-16,16/00898/B
"Demolition of existing garage and erection of a two storey extension to dwelling, and extension to existing hard standing",15 Larch Hill Grove Douglas Isle Of Man IM2 5NU ,PER,06-Jan-16,15/01113/B
Creation of two outside seating areas including the installation of overhead awnings and heaters (in association with 15/01155/CON),18A-20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,05-Feb-16,15/01154/GB
Erection of a front porch,22 Governors Hill Douglas Isle Of Man IM2 7AS,PER,19-Jan-16,15/01160/B
Erection of a front porch,24 Governors Hill Douglas Isle Of Man IM2 7AS,PER,19-Jan-16,15/01161/B
Erection of a single storey rear extension and widening of vehicular access,4 Norwood Drive Douglas Isle Of Man IM2 5HJ,PER,05-Jan-16,15/01282/B
Alterations and extension to dwelling,Braeside Lower Foxdale Isle Of Man IM4 3AZ ,PER,20-Jan-16,15/01344/B
Erection of porch extension to front elevation,49 Ballabrooie Grove Douglas Isle Of Man IM1 4EX,PER,17-Mar-16,16/00112/B
Erection of a garage to rear elevation of dwelling,151 Woodbourne Road Douglas Isle Of Man IM2 3BB,PER,25-May-16,16/00421/B
Erection of a replacement rear conservatory to dwelling,29 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HX,PER,06-Jun-16,16/00422/B
Replacement roof to rear annex.,7 Close Oard Ramsey Isle Of Man IM8 3PY ,PER,10-Nov-16,16/01151/B
Creation of dog treatment facility within an existing shed and part of the house (retrospective),5 Kallow Point Road Port St. Mary Isle Of Man IM9 5EJ,PER,07-Dec-16,16/01214/C
Alterations to and conversion of existing off licence to a betting shop,20 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL ,PER,26-Jan-16,15/01347/B
Installation of two air conditioning chiller units to the rear of building (in association with 15/01383/CON),18A-20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,22-Jan-16,15/01382/GB
Registered Building Consent for the installation of two air conditioning chiller units to rear elevation (RB no 223 in association with PA 15/01382/GB),18A-20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,22-Jan-16,15/01383/CON
Erection of a first floor extension above existing garage to provide guest accommodation,Spindrift Pooilvaaish Road Castletown Isle Of Man IM9 4PJ,PER,24-Jun-16,16/00342/B
Erection of a conservatory to dwelling,The Poplars 19 Summerhill Road Onchan Isle Of Man IM3 1NE,PER,31-May-16,16/00479/B
Replacement of existing glazed conservatory roof with tiles,4 Erin Lane Port Erin Isle Of Man IM9 6FE ,PER,17-Jun-16,16/00480/B
Replacement of existing glazed conservatory roof with tiles,20 Ballamillaghyn  Strang Douglas Isle Of Man IM4 4HX,PER,22-Jun-16,16/00481/B
Replacement of garage door with a window and widening of driveway and vehicular access,Plot 12 Of Approved Residential Development Off Raad Kirree Varrey Slieau Whallian View Peel Isle Of Man  ,PER,03-Jun-16,16/00482/B
Alterations and erection of an extension to dwelling,Chadkirk Rowan Avenue Ballaugh Isle Of Man IM7 5EN ,PER,31-May-16,16/00483/B
Construction of domestic garage sitting on a concrete base with access via wooden sliding doors.,Sunny Bank Laurel Bank St Johns Isle Of Man IM4 3NL ,PER,02-Nov-16,16/00999/B
Removal of existing porch and extension to living room with car port.,Ballamenagh Beg Jurby Road Sandygate Ramsey Isle Of Man IM7 3AG,PER,18-Oct-16,16/01012/B
Creation of a window to side elevation of dwelling.,121 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JB,PER,13-Oct-16,16/01018/B
Conversion of an office to a retail unit.,International House Tower Street Ramsey Isle Of Man  ,PER,01-Nov-16,16/01041/B
Removal of a sod hedge,Field 414114 Howe Road Port St. Mary Isle Of Man  ,PER,18-Nov-16,16/01056/B
Conversion and external alterations to building to create tourist living accommodation and widening of existing vehicular entrances,Redundant Milking Parlour The Views Farm Bradda Road Port Erin Isle Of Man  ,PER,06-Jun-16,16/00384/B
Installation of replacement windows to front elevation of dwelling,14 Christian Road Douglas Isle Of Man IM1 2QN,REF,23-Jun-16,16/00385/B
Alterations and erection of extension to rear elevation of dwelling,Cronk Cottage 13 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA,PER,08-Jul-16,16/00386/B
"Alterations, erection of extension and raising roof level to dwelling (amendments to PA 15/00680/B)",Leafy Rise Main Road Glen Vine Isle Of Man IM4 4AZ,PER,11-May-16,16/00387/B
Installation of replacement windows and front door to dwelling (partial retrospective),14 Somerset Road Douglas Isle Of Man IM2 5AD,PER,24-May-16,16/00388/B
Creation of an additional window to rear elevation of dwelling (retrospective),18 Farrant Street Douglas Isle Of Man IM2 3HG,PER,13-Jul-16,16/00389/B
"Variation of condition two of approved PA 14/00201/B, conversion and extension of ground floor from commercial to restaurant and takeaway with upper and part ground floor to staff apartment, to amend the Sunday opening hours from 11.00 - 15.00 to 17.00 - ",Old IOM Bank Bowring Road Ramsey Isle Of Man IM8 2LQ ,PER,16-May-16,16/00390/B
Enlargement and replacement windows with french doors.,43 Cronk Y Berry Douglas Isle Of Man IM2 6ET,PER,09-Nov-16,16/01061/B
Replacement roof to milking parlour,Milking Parlour Glendown Farm Truggan Road Port St. Mary Isle Of Man  ,PER,04-Nov-16,16/01072/B
Illuminated Signage (Retrospective),22 Nelson Street Douglas Isle Of Man IM1 2AL ,PER,01-Nov-16,16/01098/D
Replacement of rear extension,38 Murrays Road Douglas Isle Of Man IM2 3HW ,PER,15-Nov-16,16/01136/B
Installation of decking (retrospective),4 Manor Hill Douglas Isle Of Man IM2 2NZ,PER,03-Jun-16,15/01121/B
"Installation of windows and doors to front elevation, creation of pedestrian access from yard to rear lane and use of part of existing workshop premises for the display and sale of building materials",37A Hope Street Douglas Isle Of Man IM1 1AR,PER,15-Jan-16,15/01333/B
Erection of an implement shed,Croft House Church Road Santon Isle Of Man IM4 1EZ,PER,15-Jan-16,15/01334/B
Installation of non-illuminated fascia sign,10 Victoria Street Douglas Isle Of Man IM1 2LH,PER,10-May-16,16/00076/D
Installation of a flue,10 Victoria Street Douglas Isle Of Man IM1 2LH,PER,03-Mar-16,16/00077/B
Erection of a single storey extension to rear elevation,35 Meadow Crescent Douglas Isle Of Man IM2 1NS,PER,05-May-16,16/00095/B
Erection of a detached garage with storage space and office above,Treljah  Treljah Lane Glen Maye Isle Of Man IM5 3AY,PER,17-Aug-16,16/00106/B
Replacement of existing glazed conservatory roof with light weight roof tiles,14 Tromode Heights Douglas Isle Of Man IM2 5LU,PER,14-Mar-16,16/00150/B
Replacement of existing glazed conservatory roof with light weight roof tiles,Athol Lodge Fistard Port St. Mary Isle Of Man IM9 5PE ,PER,29-Mar-16,16/00151/B
Replacement of existing glazed conservatory roof with light weight roof tiles,12 Pinehurst Close Douglas Isle Of Man IM2 1PL,PER,14-Mar-16,16/00152/B
Replacement of existing glazed conservatory roof with light weight roof tiles,8 Birch Hill Grove Onchan Isle Of Man IM3 4EJ,PER,14-Mar-16,16/00153/B
Replacement of existing glazed conservatory roof with light weight roof tiles,16 Erin Lane Port Erin Isle Of Man IM9 6FE ,PER,29-Mar-16,16/00154/B
Installation of replacement windows to front and rear elevations,9 Park Road Douglas Isle Of Man IM2 3EL,PER,29-Mar-16,16/00155/B
Conversion from existing scout and guide headquarters with ground floor apartment into two individual dwellings,Cunningham House   60 - 62 Murrays Road Douglas Isle Of Man IM2 3HN,PER,29-Mar-16,16/00157/B
Alterations and extensions to dwelling and provision of new entrance gates,Bluebell House Braaid Farm Braaid Road Braaid Isle Of Man IM4 2AW ,PER,18-Apr-16,16/00262/B
"Alterations, replacement of existing windows (partial retrospective), installation of roof lights and replacement of window with bi-folding doors",Wychwood House Alexander Drive Douglas Isle Of Man IM2 3QR,PER,16-May-16,16/00315/B
Installation of a dormer window to dwelling,Wychwood House Alexander Drive Douglas Isle Of Man IM2 3QR,PER,16-May-16,16/00316/B
Replacement of existing glazed conservatory roof with fibreglass finish,1 Laurys Avenue Ramsey Isle Of Man IM8 2HE,PER,18-May-16,16/00317/B
Installation of a flue to side elevation of dwelling,31 Thorny Road Douglas Isle Of Man IM2 5EG,PER,10-Aug-16,16/00562/B
"Alterations, replacement of garage door with a window and erection of an extension to dwelling",2 Mountain View Peel Isle Of Man IM5 1QD,PER,07-Jul-16,16/00563/B
Demolition of existing out buildings and erection of a conservatory,18 Stanley Road Peel Isle Of Man IM5 1NX,PER,29-Jun-16,16/00564/B
Erection of a single storey open fronted building to provide a six bay golf driving range with associated facilities,King Edward Bay Golf Club Groudle Road Onchan Isle Of Man IM3 2JR ,PER,30-Jun-16,16/00565/B
Change of Material for Conservatory Roof to match existing property,12 Glebe Aalin Ballaugh Isle Of Man IM7 5BW,PER,21-Sep-16,16/00750/B
Installation of replacement windows,14 Christian Road Douglas Isle Of Man IM1 2QN,PER,12-Sep-16,16/00846/B
Internal alterations and refurbishment including increased opening for new entrance and replacement of glazed shopfronts,Isle Of Man Bank 2 - 4 Regent Street Douglas Isle Of Man IM1 2EA ,PER,08-Sep-16,16/00849/B
Erection of two advertisement hoardings,Entrance To Reayrt Ny Cronk & Slieau Whallian Residential Developments  Poortown Road Peel Isle Of Man  ,PER,08-Sep-16,16/00887/D
Erection of garage with external hardstanding to front,Garage Opposite 4 Windsor Terrace Douglas Isle Of Man IM1 3LH,PER,05-Dec-16,16/00919/B
The creation of a new front entrance to the property plus external alterations,Sunnybank 2 Brookside Ballanard Road Douglas Isle Of Man IM2 5PW,PER,29-Sep-16,16/00965/B
Creation of a doorway and replacement of an existing doorway with a window,16 Cronk Ny Greiney Douglas Isle Of Man IM2 5LW,PER,19-Oct-16,16/01077/B
Installation of an external timber staircase (retrospective) and creation of two additional windows to agricultural building,Ballaghennie Farm Lhen Road Bride Isle Of Man IM7 4BF,PER,25-Nov-16,16/01113/B
"Alteration, erection of extension, creation of a turning area, entrance access alterations and landscaping.",Dhoon Plat Main Road Dhoon Ramsey Isle Of Man IM7 1HL ,PER,01-Dec-16,16/01115/B
External positioning of multi-fuel burner flue. (16/00169/B),26 St Runius Way Glen Vine Isle Of Man IM4 4FG,PER,18-Nov-16,16/01116/B
Demolition of and Replacement store/stables.,Stables Upper Scard Farm Ballakillowey Road Colby Isle Of Man IM9 4BP ,PER,21-Nov-16,16/01156/B
Application to make lawful the use of land as a garden,Maynrys Saint Marys Road Port Erin Isle Of Man IM9 6JP,CLAWA,15-Nov-16,16/01170/LAW
Roofing works and erection of first floor extension to dwelling.,White House Bungalow Fistard Port St Mary Isle Of Man IM9 5PQ ,PER,14-Dec-16,16/01179/B
Installation of illuminated and non-illuminated signage.,11 - 11A Michael Street Peel Isle Of Man IM5 1HB,PER,24-Nov-16,16/01204/D
Additional use of residential accommodation as tourist living accommodation,The Boat House Head Road Douglas Isle Of Man IM1 5BF ,PER,20-Dec-16,16/01249/C
"Alterations including replacement dormer, external decking, alterations to windows and cladding to rear elevation",Misselthwaite Lodge Clay Head Road Baldrine Isle Of Man IM4 6DH ,PER,15-Dec-16,16/01276/B
Erection of illuminated signage,RL360 House Isle Of Man Business Park Douglas Isle Of Man IM2 2SP ,PER,15-Jan-16,15/01339/D
Erection of a detached store building to rear of dwelling,White Coppice Glen Auldyn Ramsey Isle Of Man IM7 2AG ,PER,02-Mar-16,15/01350/B
Replacement of existing glazed conservatory roof with roof tiles,47 Claughbane Drive Ramsey Isle Of Man IM8 2BJ,PER,12-Jan-16,15/01351/B
Erection of signage,37 South Quay Douglas Isle Of Man IM1 5AX ,PER,15-Jan-16,15/01356/D
"Installation of three air handling units, transformer and condensers in rear yard of Data Centre (part retrospective)","Continent 8 House Units 3B, 3C & 3D   Middle River Industrial Estate Douglas Isle Of Man IM2 1AL ",PER,19-Jan-16,15/01363/B
Replacement of existing glazed conservatory roof with light weight roof tiles,12 Seafield Crescent Onchan Isle Of Man IM3 3BY,PER,19-Jan-16,15/01365/B
Installation of a replacement door and side window to dwelling,Harbour View Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,18-Feb-16,16/00049/B
Erection of a summerhouse (retrospective),20 Claughbane Drive Ramsey Isle Of Man IM8 2AY,PER,18-Feb-16,16/00050/B
"Alterations, demolition of existing porch and erection of a two storey side extension to dwelling",Westbourne Darragh Port Erin Isle Of Man IM9 6JB,PER,22-Feb-16,16/00052/B
Replacement of existing glazed conservatory roof with tiles,46 Ballakermeen Drive Douglas Isle Of Man IM1 4HS,PER,31-May-16,16/00340/B
