Decisions issued under delegated authority 1/1/17 - 31/12/17,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Additional use of ground floor/basement flat as self catering tourist accommodation,Lower Endfield 3 The Promenade Port St. Mary Isle Of Man IM9 5DE,PER,24-Aug-17,17/00762/C
Registered Building application for internal and external alterations to property - RB 62 (in connection with PA 17/00792/GB),4 Parliament Square Castletown Isle Of Man IM9 1LA,PER,15-Dec-17,17/00793/CON
Replacement of existing conservatory roof with tiled roof,52 Magherchirrym Port Erin Isle Of Man IM9 6DB,PER,20-Jan-17,16/01260/B
"Alterations to external finishes of property partly to smooth render and partly cladding in stone, as well as installation of balustrade and bi fold doors",11 Perwick Road Port St. Mary Isle Of Man IM9 5PB,PER,22-Feb-17,17/00045/B
Erection of four satellite ground antennas with related buildings and security fencing (comprising amendments to PA 16/00266/B),Carnane Radio Site  Adjacent To Upper Howe Farm Old Castletown Road Douglas Isle Of Man  ,PER,01-Mar-17,17/00082/B
Replacement of existing glazed conservatory roof with tiles,Geay Vooar Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,27-Sep-17,17/00865/B
Replacement of existing conservatory polycarbonate roof with guardian slate grey tiled roof,15 Farmhill Drive Douglas Isle Of Man IM2 2EQ,PER,22-Sep-17,17/00881/B
"Alterations, erection of extension and creation of vehicular access and driveway",Sunnycrest Poplar Road Douglas Isle Of Man IM2 4AS,PER,19-Dec-17,17/00945/B
"Alterations, erection of a two storey garage with storage and workshop and erection of a link extension to dwelling",Poyll Shellee Claughbane Road Ramsey Isle Of Man IM8 2HL,PER,27-Oct-17,17/00996/B
Replacement of two windows with two french doors on rear elevation,87 Circular Road Douglas Isle Of Man IM1 1AX,PER,06-Nov-17,17/01018/B
Creation of new welfare and meeting facilities for existing business,Orrisdale Yard Bollyn Road Orrisdale Kirk Michael Isle Of Man IM6 2HR,PER,21-Mar-17,17/00108/B
Extensions and alterations to dwelling including demolition of existing garage,Marbeg Old Castletown Road Port Soderick Isle Of Man IM4 1BD,PER,21-Mar-17,17/00160/B
Widening of existing vehicular access and creation of a pedestrian entrance,Brunswick Gardens Albany Road Douglas Isle Of Man IM2 3NP,PER,23-Aug-17,17/00182/B
Approval in principle for the erection of a new dwelling adjacent to the existing property.,Rectory Ballacrosha Ballaugh Isle Of Man IM7 5AQ,PER,26-May-17,17/00196/A
Erection of rear extension,19 Howe Road Onchan Isle Of Man IM3 2BB,PER,18-May-17,17/00279/B
Extension to property including installation of sun tube and roof lantern,Green Pastures Richmond Road Ramsey Isle Of Man IM8 3PA,PER,03-May-17,17/00286/B
"Various alterations including demolition of rear outhouse, new cladding to dormer cheeks and gable, replacement glazing to front windows and replacement of rooflights, some fascias, bargeboards and rainwater goods.",7 Kingswood Grove Douglas Isle Of Man IM1 3LY,PER,03-May-17,17/00300/B
Installation of paving and associated works,Highway Maintenance Marina Road Douglas Isle Of Man  ,PER,17-Aug-17,17/00743/B
Ground floor extension to provide internal storage for sports facilities,King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP ,PER,17-Aug-17,17/00716/B
"Replacement of window with door and side window, and installation of external escape stair",2 Wimbledon Court Douglas Isle Of Man IM2 3LY,PER,30-Aug-17,17/00742/B
Installation of an oil tank,Jurby Church Church Road Jurby Isle Of Man IM7 3AU,PER,20-Sep-17,17/00777/B
Replacement of existing glazed conservatory roof with tiles,1 Ballaughton Close Douglas Isle Of Man IM2 1JE,PER,20-Sep-17,17/00778/B
Conversion of property from ground and basement hair dressers (Class 1) and office accommodation (Class 4) to a restaurant (Class 3) with staff accommodation above,3 Ridgeway Street Douglas Isle Of Man IM1 1EW,PER,29-Sep-17,17/00782/B
Amendments to general purpose agricultural building approved under PA08/01109/B (retrospective),Agricultural Building Kerrowmoar Sulby Isle Of Man  ,PER,15-Nov-17,17/00790/B
Conversion of existing commercial garage to self-contained unit for permanent residential and / or tourist use,Bridge House Mill Road Laxey Isle Of Man IM4 7AU,PER,23-Nov-17,17/00800/B
Creation of 4 parking spaces with tarmac finish,Land Adjacent To Murrays Lake Drive Mount Murray Douglas Isle Of Man  ,PER,06-Sep-17,17/00801/B
Conversion of garage to study including installation of rooflight,5 Baldrine Park Baldrine Isle Of Man IM4 6DE ,PER,22-Sep-17,17/00836/B
Replacement of existing polycarbonate annex roof with tiled roof,Thie-My-Chree South Cape Laxey Isle Of Man IM4 7BY ,PER,15-Nov-17,17/00866/B
Replacement of existing conservatory roof with tiled roof,33 Wybourn Grove Onchan Isle Of Man IM3 4AU,PER,06-Oct-17,17/00920/B
Installation of a roof light and roof slates (retrospective),1 Douglas Street Peel Isle Of Man IM5 1BA,PER,23-Nov-17,17/00949/B
"Alterations, installation of replacement front and rear shop fronts and erection of a replacement rear bin store and change of use of part-ground floor and part-first floor from non-public facing office space to a combination of retail and ancillary offic",Manx Telecom 15 - 17 Strand Street Douglas Isle Of Man IM1 2ED,PER,29-Nov-17,17/00952/B
Erection of rear extension at first floor level,32 St Germans Place Peel Isle Of Man IM5 1BZ,REF,24-Nov-17,17/01071/B
Single storey extension to rear of property,Deansgate Lucerne Court Douglas Isle Of Man IM2 6BJ ,PER,22-Dec-17,17/01087/B
Installation of replacement windows to front bay,Flat 2 Marina House 2 Marine Parade Peel Isle Of Man IM5 1PB ,PER,29-Nov-17,17/01091/B
Erection of porch to front elevation,3 Glen Maye Park Glen Maye Isle Of Man IM5 3AX ,PER,22-Dec-17,17/01117/B
Alterations in connection with widening of driveway and creation of additional off street parking,Hilltop 39 Westminster Drive Douglas Isle Of Man IM1 4EJ,PER,20-Jul-17,17/00631/B
Installation of ground floor window on side elevation of dwelling,3 Bridge Road Ballasalla Isle Of Man IM9 3DA,PER,15-Dec-17,17/01119/B
Extension to provide ancillary accommodation,21 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,23-Jan-17,16/01193/B
Re-roofing of dwelling with Marley Eternit Old English Dark Red Ashmore tiles.,86 Port E Chee Avenue Douglas Isle Of Man IM2 5EY,PER,23-Jan-17,16/01349/B
"Replacement of fourth floor window with doors and Juliet balcony, and replacement of fifth floor central window, both to front elevation",The Penthouse St Marys Bay Apartments The Promenade Port St. Mary Isle Of Man IM9 5DB ,PER,23-Jan-17,16/01362/B
Replacement of existing glazed conservatory roof with tiles,7 Harbour View Onchan Isle Of Man IM3 2AN,PER,20-Feb-17,17/00050/B
"Variation of condition 3 of PA15/00114/B for the approval in principle for the erection of a new dwelling, to extend the period of permission for a further 2 years.",Fairfield House Fairfield Avenue Ramsey Isle Of Man IM8 2LS,PER,30-Mar-17,17/00066/B
Replacement of existing glazed roof with tiled roof and installation of windows to rear elevation,Marathon Court Victoria Road Douglas Isle Of Man IM2 4RQ,PER,03-Mar-17,17/00076/B
Alterations and erection of extensions (comprising amendments to PA 13/91523/B),Cregs Weld Balnahowe Santon Isle Of Man IM4 1HN ,PER,16-Mar-17,17/00091/B
Change of use to cafe and takeaway,Falcon Shopping Arcade Marina Road Douglas Isle Of Man IM1 2HE,PER,04-Jan-17,16/01059/C
Demolition of existing building and remains of adjoining former boathouse and erection of two residential dwellings with associated integral off street parking and gardens,Shore House Shore Road Port Erin Isle Of Man IM9 6HH,PER,10-Jan-17,16/01110/B
Replacement of existing timber windows and front door with double glazed white uPVC sliding sash windows and uPVC door designed to match existing,9 Church Lane Peel Isle Of Man IM5 1AW,PER,01-Mar-17,17/00016/B
Conversion of existing mill building to single dwelling with associated parking,Ballakindry Mill Ballagawne Road Ballabeg Castletown Isle Of Man IM9 4PD ,REF,10-Jan-17,16/01283/B
Change of use from tourist to residential accommodation,107 Viking Apartments St Pauls Square Ramsey Isle Of Man IM8 1LE ,PER,13-Feb-17,16/01411/C
Installation of additional and alteration to existing windows,Unit 5 Spring Valley Industrial Estate Braddan Isle Of Man IM2 2QT,PER,14-Feb-17,16/01419/B
"Installation of feature gable window, rooflights and removal of chimney in connection with conversion of attic space.",Aroha Shore Road Castletown Isle Of Man IM9 1BF,PER,22-Feb-17,17/00055/B
Extension to dwelling and replacement garage with studio over,Glendhoo Gleneedle Lower Foxdale Isle Of Man IM4 3BG ,PER,16-Mar-17,17/00077/B
Replacement of existing window with french doors,Dilkoosha 13 Selborne Drive Douglas Isle Of Man IM2 3LR,PER,22-May-17,17/00130/B
Erection of a rear extension,Thie Grianagh Honna Road Surby Port Erin Isle Of Man IM9 6QH,PER,30-Mar-17,17/00143/B
Alterations and erection of extension,Oakwell Cottage Foxdale Road Eairy Isle Of Man IM4 2HG ,PER,05-Apr-17,17/00145/B
Alterations and extension (incorporating amendments to PA 16/01143/B),Baldromma Beg Jurby Road Lezayre Ramsey Isle Of Man IM7 2EB,PER,15-Feb-17,17/00017/B
Installation of flue from wood burner on external wall of property (retrospective),41 King Orry Road Glen Vine Isle Of Man IM4 4FL ,PER,20-Apr-17,17/00295/B
Installation of external platform lift within front garden area,Shieling Bay View Road Port Erin Isle Of Man IM9 6LF,PER,25-Sep-17,17/00862/B
Partial infill of gables,Hazardous Waste Facility Richmond Hill Douglas Isle Of Man  ,PER,04-Apr-17,17/00231/B
Alterations and extension,Corlea 22 Keeill Pharick Glen Vine Isle Of Man IM4 4EW ,PER,05-Apr-17,17/00249/B
Demolition of an attached garage,The Manse 21 Atholl Street Peel Isle Of Man  ,PER,20-Apr-17,17/00266/CON
Variation of condition one and three of PA 14/00875/B Conversion of former hairdressers to a take-away / delicatessen and installation of rear extractor (retrospective) to extend the evening hours of operation from 21.00 to 23.00,3 Atholl Place Peel Isle Of Man IM5 1HE,PER,08-May-17,17/00268/B
Installation of new upvc window in new opening to side elevation,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP,PER,25-May-17,17/00327/B
Installation of five rooflights (retrospective),33 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,25-Apr-17,17/00346/B
Installation of replacement first floor windows to front elevation,6 Mona Street Ramsey Isle Of Man IM8 1BD,REF,01-Jun-17,17/00350/B
Replacement of existing first and second floor windows to front elevation with double glazed pvc casement windows,29A Malew Street Castletown Isle Of Man IM9 1AD,REF,25-May-17,17/00363/B
"Alterations and additions including conversion of storage to living accommodation, internal refurbishment, replacement of windows and doors, construction of external stores and improvement to access (in connection with Registered Building Application 17/0",Kate's Cottage Mountain Road Onchan Isle Of Man IM4 5BP,PER,16-Jun-17,17/00406/GB
Replacement of existing workshop with a new dwelling,Workshop Main Road Glen Vine Isle Of Man  ,PER,06-Sep-17,17/00783/B
Alterations and erection of extension,Cronk Olaf Ballamoar Lane Ballaugh Isle Of Man IM7 5EE,PER,14-Sep-17,17/00827/B
"Replacement of existing roof tiles with marley grey concrete tiles, and removal of redundant chimney stack",67 High View Road Douglas Isle Of Man IM2 5BJ,PER,05-Jun-17,17/00469/B
"Application to make lawful the installation of roof slates, four roof lights and replacement windows",Morea 28 Albany Road Douglas Isle Of Man IM2 3NG,PER,15-Jun-17,17/00488/LAW
Erection of an agricultural storage building,Field 210659 Rhendhoo Road Jurby Isle Of Man  ,REF,23-Oct-17,17/00492/B
Alterations and raising of roof to existing rear sunroom,6 Close Cowley Douglas Isle Of Man IM2 2HX,PER,16-Jun-17,17/00493/B
"Alterations and erection of a first floor extension to provide additional toilet, changing and shower facilities",Sports Facilities King Williams College Grounds King Williams College Castletown Isle Of Man IM9 1TP,PER,20-Jun-17,17/00501/B
Erection of a two storey extension to provide a garage with living accommodation above,23 Manor Drive Douglas Isle Of Man IM2 2NW,PER,29-Jun-17,17/00555/B
Alterations and extensions to provide additional living accommodation,1 Oakhill Cottages Oak Hill Port Soderick Isle Of Man IM4 1AW,PER,25-Sep-17,17/00608/B
Additional use of existing shop as Shop (Class 1) and Beauty Salon,Shop 1 Stanley House 7 - 9 Market Hill Douglas Isle Of Man IM1 2BF ,PER,18-Jul-17,17/00611/C
Alterations and erection of a rear extension to replace existing conservatory,50 Ballacriy Park Colby Isle Of Man IM9 4LX,PER,18-Jul-17,17/00623/B
Erection of commercial flue in connection with vehicle preparation,Unit B Garage / Store Demesne Road Douglas Isle Of Man IM1 3DS ,PER,22-Sep-17,17/00758/B
Erection of timber stable block,Mines Cottage Ballakilpheric Road Colby Isle Of Man  ,PER,01-Sep-17,17/00774/B
Creation of a field access,Field 414345 Ballakilpheric Road Colby Isle Of Man  ,PER,19-Oct-17,17/00892/B
Removal of a rear chimney stack,75 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,15-Nov-17,17/00893/B
Installation of replacement front and rear door and replacement rear windows to dwelling,Myrtle Cottage Main Road Ballasalla Isle Of Man IM9 2DA,PER,23-Oct-17,17/00941/B
"Additional use of residential dwelling as tourist accommodation, in addition to erection of conservatories and sheds (retrospective)",Carrick House Ballamanagh Road Sulby Isle Of Man IM7 2HD,PER,27-Apr-17,15/00326/C
Replacement of two existing rear windows with white UPVC windows,129 Woodbourne Road Douglas Isle Of Man IM2 3AZ,PER,26-May-17,17/00432/B
Additional use of hall as an after school club,Hall Clenagh Road Sulby Isle Of Man IM7 3AB,PER,17-Aug-17,17/00744/C
Alterations and erection of extension,Cronk Aash Bowring Road Ramsey Isle Of Man IM8 3EP,PER,23-Nov-17,17/00987/B
"Alterations, erection of rear extension, front porch extension, rear dormer extension and enlargement of existing parking area",23 Furman Close Onchan Isle Of Man IM3 1BT,PER,15-Nov-17,17/00999/B
Replacement of existing garage door with a window and creation of an additional parking space,54 Seafield Close Onchan Isle Of Man IM3 3BU,PER,06-Nov-17,17/01000/B
Erection of single storey extension to rear of property,34 Bellevue Park Peel Isle Of Man IM5 1UE,PER,24-Nov-17,17/01027/B
Replacement of garage door with two windows to facilitate conversion of garage to living accommodation,13 Close Corlett Peel Isle Of Man IM5 1QH ,PER,14-Sep-17,17/00839/B
Replacement of existing glazed conservatory roof with tiles,8 St Catherines Drive Douglas Isle Of Man IM1 4BQ,PER,22-Sep-17,17/00874/B
Application to make lawful the use of basement flat as separate dwelling,Basement Flat   16 Derby Road Douglas Isle Of Man IM2 3ET,CLAWA,12-Oct-17,17/00912/LAW
Change of use of part of upper floor from office use and meeting room to food retail and preparation of food products for retail at the premises,Ballafletcher House Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man IM4 4QE ,REF,28-Dec-17,17/01021/C
Application for the de-registration of Woodlands (05/00190/REGBLD) in accordance with 7(1)(a) of the (Registered Buildings) Regulations 2013,Woodlands Alexander Drive Douglas Isle Of Man IM2 3QU,REF,28-Dec-17,16/00654/CON
Replacement windows and doors,New Onchan Library Willow House Main Road Onchan Isle Of Man IM3 1AJ ,PER,11-Jan-17,16/01105/B
Installation of a flue,18 Wentworth Close Onchan Isle Of Man IM3 2JT,PER,20-Feb-17,16/01337/B
Modification of site levels including removal of surplus soil from site adjacent to building.,Bodystat Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QJ ,PER,11-Jan-17,16/01340/B
Erection of a replacement dwelling with garage,Lanjaghan Lodge Abbeylands Isle Of Man IM4 5EQ ,PER,21-Mar-17,16/00891/B
Additional use of residential property for tourist accommodation.,3 Vollan Crescent Ramsey Isle Of Man IM8 3UP,PER,06-Jan-17,16/01343/C
Change of use of premises from a chiropodist to an ice cream parlour,Chiropody Surgery Adjacent To Brookdale Parliament Square Ramsey Isle Of Man IM8 1AH ,PER,21-Feb-17,16/01378/C
Alterations and erection of extensions to dwelling,11 Honeysuckle Lane Douglas Isle Of Man IM2 7DY,PER,01-Feb-17,16/01380/B
Change of use application for additional use of property as tourist accommodation,Oleander Thornhill Park Ramsey Isle Of Man IM8 3NA ,PER,03-Mar-17,17/00074/C
Replacement of existing glazed conservatory roof with tiles,Fernlea West Baldwin Isle Of Man IM4 5EY ,PER,16-Mar-17,17/00092/B
Erection of two storey extension and associated external works,Hy-Holme Strang Road Union Mills Isle Of Man IM4 4NW,PER,07-Apr-17,17/00158/B
Alterations and extension to rear of property,Cooryn Varrey Pinfold Hill Laxey Isle Of Man IM4 7HN,PER,06-Jul-17,17/00172/B
Widening of driveway and vehicular entrance,64 Victoria Road Castletown Isle Of Man IM9 1ED,PER,30-May-17,17/00245/B
Erection of dwelling (amendments to dwelling approved under PA 15/01308/B),2 Carnane View (Plot 167) Ballakilley Rushen Isle Of Man  ,PER,26-Apr-17,17/00263/B
Replacement of existing conservatory polycarbonate roof with tiled roof,11 Abbots Close Ballasalla Isle Of Man IM9 3EA,PER,08-May-17,17/00274/B
Alterations and blocking up of a front doorway to apartment,38 Murrays Road Douglas Isle Of Man IM2 3HW ,PER,08-May-17,17/00296/B
Replacement of rear annex polycarbonate roof with tiled roof,12 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,09-May-17,17/00308/B
Conversion of outbuildings and garage into tourist and residential accommodation with associated parking,Surby Mount Surby Road Surby Port Erin Isle Of Man IM9 6TA,PER,09-May-17,17/00311/B
Alterations to railings to enable their temporary removal annually between 1st April and 30th September so that area can be used as external seating area (in connection with registered building application 17/00359/CON),Douglas Hotel (Douglas Chambers) North Quay Douglas Isle Of Man  ,PER,08-Jun-17,17/00358/GB
Replacement of existing glazed conservatory roof with tiles,18 Governors Hill Douglas Isle Of Man IM2 7AS,PER,13-Jun-17,17/00396/B
Alterations and erection of an extension,Manor Chapel Of Rest Manor House Pulrose Road Douglas Isle Of Man IM2 1AJ ,PER,11-May-17,17/00399/B
Conversion of an existing outbuilding / garage to a residential dwelling,Cummal Crawyn Killane Ballaugh Isle Of Man  ,REF,06-Jul-17,17/00400/B
Alterations and erection of a detached building to provide a sun lounge with associated flue,18 Farmhill Park Douglas Isle Of Man IM2 2EE,PER,14-Jun-17,17/00415/B
Erection of a rear extension,7 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,23-Jun-17,17/00483/B
Erection of agricultural building,Ballacoar Farm Ballagawne Road Baldrine Isle Of Man IM4 6EJ,PER,30-Jun-17,17/00539/B
Widening of existing driveway,6 Rockmount Road Peel Isle Of Man IM5 1QN ,PER,18-Jul-17,17/00597/B
Alterations and erection of a replacement rear extension,3 Albert Terrace Castletown Isle Of Man IM9 1LP,PER,14-Jul-17,17/00599/B
Installation of replacement tiles to front steps,Landsdowne Apartments Queens Promenade Douglas Isle Of Man IM2 4NN ,PER,08-Aug-17,17/00650/B
"Replacement of windows with PVC casement units, and replacement of door with upvc composite stable style door",Clove Cottage Main Road Kirk Michael Isle Of Man IM6 2HG,PER,04-Aug-17,17/00657/B
Alteration to windows and door on rear elevation,Bay View 23 Manor Park Onchan Isle Of Man IM3 2EW ,PER,04-Aug-17,17/00694/B
Removal of agricultural workers conditions on dwelling,Ballachree Lhen Road Bride Isle Of Man IM7 4BF,REF,22-Sep-17,17/00701/B
Replacement of existing conservatory polycarbonate roof with tiled roof,21 Hilltop Rise Douglas Isle Of Man IM2 2LE,PER,02-Jun-17,17/00425/B
Replacement of existing glazed conservatory roof with tiles,103 Malew Street Castletown Isle Of Man IM9 1LX,PER,30-Jun-17,17/00447/B
Erection of a single storey extension,9 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,18-Jul-17,17/00529/B
Replacement of existing timber sliding sash windows with white UPVC sliding sash windows,17 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,18-Jul-17,17/00614/B
Erection of a rear replacement conservatory,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP,PER,28-Jul-17,17/00658/B
Alterations to existing kitchen/breakfast room to provide ground floor wc,9 Peveril Terrace Peel Isle Of Man IM5 1PH,PER,17-Aug-17,17/00714/B
"Demolition of existing garage and outbuilding, and erection of two dwellings with on site parking",Land And Garage Adj To Maycroft Park Road Port St. Mary Isle Of Man  ,REF,25-Sep-17,17/00843/B
Conversion of former Guest House to provide four residential apartments with associated parking,9 Christian Road Douglas Isle Of Man IM1 2QH,PER,14-Sep-17,17/00814/B
Replacement of existing roof tiles with spanish slate,21 Christian Street Peel Isle Of Man IM5 1NW,PER,22-Sep-17,17/00876/B
"Registered Building consent for alterations including rendering to front and gable elevations, repair works to gutter and chimney stack and installation of two replacement roof lights (in association with 17/01069/GB) Registered Building Nos. 37",7 The Parade Castletown Isle Of Man IM9 1LG,PER,17-Nov-17,17/01070/CON
Erection of workshop to side and sun room extension to rear elevation,7 Lakeside View Douglas Isle Of Man IM2 7BS,PER,22-Dec-17,17/01072/B
"Alterations including raised deck, external staircase and window and door alterations",Thornton Cottage Croit E Quill Road Laxey Isle Of Man IM4 7JQ,PER,15-Dec-17,17/01118/B
Ground floor window / door alterations to approved front elevation,8 Arbory Street Castletown Isle Of Man IM9 1LJ,PER,15-Dec-17,17/01120/B
Creation of French doors,1 Horseshoe Avenue Douglas Isle Of Man IM2 1QT,PER,22-Sep-17,17/00863/B
Installation of replacement windows,Flat Above Post Office Douglas Street Peel Isle Of Man IM5 1BB ,PER,15-Nov-17,17/00922/B
Alterations and erection of extension to both dwelling house and detached garage,Reayrt Aalin Gardeners Lane Ramsey Isle Of Man IM8 3PN ,PER,06-Oct-17,17/00923/B
Alterations to existing access,Entrance To Dalby House Dalby Isle Of Man IM5 3BW  ,PER,23-Oct-17,17/00940/B
Replacement front door with white frame and green finish PVC composite door,59 Douglas Street Peel Isle Of Man IM5 1BD,PER,23-Oct-17,17/00944/B
"Variation of condition 3 of PA 04/01028/B, to permit the use of the building as an independent residential dwelling",Crag Lea Lodge Belle Vue Peel Isle Of Man IM5 1UH ,PER,02-Nov-17,17/00984/B
Extension of existing menage,Field 522740 Quines Hill Port Soderick Isle Of Man  ,PER,27-Oct-17,17/01001/B
Replacement pvc windows to rear of property (retrospective),8 Thorny Road Douglas Isle Of Man IM2 5ED,PER,23-Nov-17,17/01033/B
Replacement of existing annex roof with tiled roof,169 Fairways Approach Mount Murray Douglas Isle Of Man IM4 2JH ,PER,20-Oct-17,17/00982/B
Replacement of three existing timber doors with new painted timber doors,Old Market House 2 - 6 Market Street Peel Isle Of Man IM5 1AD ,PER,22-Dec-17,17/01129/B
Alterations and extension including installation of dormer window,Westfield Regaby West Road Andreas Isle Of Man IM7 3HL,PER,18-Dec-17,17/01139/B
Creation of detached garden sunroom/shed.,Rough Lea Glen Road Laxey Isle Of Man IM4 7AN,PER,06-Jan-17,16/01043/B
"Conversion of property to provide residential accommodation including creation of first floor, new vehicular access and external alterations to provide parking.",Methodist Sunday School Glen Road Laxey Isle Of Man IM4 7AH ,PER,29-Mar-17,16/01210/B
Erection of replacement conservatory,Paper Mill East Baldwin Isle Of Man IM4 5EP ,PER,01-Mar-17,17/00011/B
Installation of play equipment,Ellison's Green Cannan Avenue Kirk Michael Isle Of Man  ,PER,17-Mar-17,17/00136/B
Erection of a two storey extension (Amended to PA 15/01245/B),Braddan Bridge House Peel Road Braddan Douglas Isle Of Man IM4 4TN ,PER,06-Jan-17,16/01071/B
Proposed new glazing to shop front,Ground Floor 8 Victoria Street Douglas Isle Of Man IM1 2LH ,PER,09-Feb-17,16/01219/B
Alterations and single storey extension to rear of property.,12 First Avenue Douglas Isle Of Man IM2 6BA,PER,13-Feb-17,16/01321/B
Erection of stables and tractor/lawn mower store (amendments to PA 16/01188/B),Field 524014 Old Castletown Road Port Soderick Isle Of Man  ,PER,08-May-17,17/00222/B
Relocation of boundary fencing to side of property,41 Cherry Walk Douglas Isle Of Man IM2 5NW,REF,11-May-17,17/00180/B
Erection of 8 light industrial units,Units A - H Former Manx Metals Site Balthane Industrial Estate Ballasalla Isle Of Man  ,PER,07-Dec-17,17/00202/B
Replacement of existing garage and sun room with new rear extension,7 Howstrake Drive Onchan Isle Of Man IM3 1BP,PER,30-May-17,17/00282/B
Erection of a detached store building and widening of existing vehicular access,1 Creggans Avenue Peel Isle Of Man IM5 1DD,PER,19-Apr-17,17/00285/B
Replacement of existing polycarbonate conservatory roof with tiled roof,105 Cronk Liauyr Douglas Isle Of Man IM2 5LS,PER,08-Jun-17,17/00333/B
"Construction of first floor extension over existing garage with associated internal alterations, and erection of 1.2m high timber boundary fence to side of dwelling",1 The Church View Braddan Douglas Isle Of Man IM4 4TF,PER,29-Jun-17,17/00353/B
Enlargement of south elevation window and addition of light tube to west elevation roof,13 Highfield Crescent Onchan Isle Of Man IM3 3BL,PER,03-May-17,17/00361/B
Erection of a single storey conservatory on the south east facing balcony,Bridge Cottage Bridge Street Castletown Isle Of Man IM9 1AX ,REF,21-Jun-17,17/00404/B
Approval in principle for the erection of a new motorbike showroom including means of access,Showroom Garage Derby Road Ramsey Isle Of Man IM8 1DA,REF,15-Aug-17,17/00417/A
Creation of a doorway to serve new oil store within garage of Apartment One,Apartment 1 & 2  Perwick Bay Apartments Perwick Road Port St. Mary Isle Of Man IM9 5PD,PER,17-Aug-17,17/00707/B
Installation of replacement roof tiles,Woodland ( Formerly Lealand) Grove Mount West Ramsey Isle Of Man IM8 3HR,PER,18-Sep-17,17/00747/B
Relocation of fencing from within garden to boundary of garden,41 Cherry Walk Douglas Isle Of Man IM2 5NW,PER,15-Sep-17,17/00772/B
Installation of an air conditioning system and protective steel railings to rear elevation,Pulrose Top Shop Alder Road Douglas Isle Of Man IM2 1EH ,PER,15-Sep-17,17/00848/B
Replacement of existing conservatory roof with tiles,Ballavagher House Main Road Union Mills Isle Of Man IM4 4AR ,PER,26-May-17,17/00424/B
Alterations and raising of roof to rear extension,51 Sunningdale Drive Onchan Isle Of Man IM3 1EL,PER,07-Jul-17,17/00427/B
Installation of replacement windows to front elevation,8 Hildesley Road Douglas Isle Of Man IM2 5AZ,PER,26-May-17,17/00429/B
Erection of an extension,10 Knock Rushen Scarlett Castletown Isle Of Man IM9 1TQ ,PER,26-May-17,17/00441/B
Installation of both illuminated and non-illuminated signage,Flannels The Strand Shopping Centre Strand Street Douglas Isle Of Man IM1 2ER,PER,05-Jun-17,17/00467/D
Blocking up of existing garage doorway,Carnane 9 Marathon Avenue Douglas Isle Of Man IM2 4JA,PER,08-Aug-17,17/00478/B
Additional use of residential property as self-catering tourist accommodation,Douglas Lighthouse Cottage Douglas Head Douglas Isle Of Man IM1 5BP ,PER,20-Jun-17,17/00532/GB
Installation of replacement windows,84 Malew Street Castletown Isle Of Man IM9 1LS,PER,27-Jul-17,17/00651/B
Replacement of existing first floor window with two window openings,89 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RR ,PER,27-Jul-17,17/00653/B
Erection of a summerhouse,10 Harbour View Onchan Isle Of Man IM3 2AN,PER,05-Oct-17,17/00660/B
Proposed extension to farmhouse to provide additional living accommodation.,Orrisdale Farm Orrisdale Road Ballasalla Isle Of Man IM9 3AE,PER,10-Jan-17,16/01235/B
"Creation of raised, decked areas to the rear of plots 2 and 3 and creation of terraced, decked areas to the rear of plot 1 with associated landscaping (PA 15/00739/B)",Former Motorlands Site Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man  ,PER,06-Oct-17,17/00661/B
Alterations and erection of rear extension,9 Main Road Onchan Isle Of Man IM3 1BE,PER,30-Aug-17,17/00754/B
Approval in principle for the erection of three detached dwellings,"Fields 432533, 432534 & 432535 Phildraw Road Ballasalla Isle Of Man  ",PER,15-Sep-17,17/00832/A
Creation of a vehicular access to serve three dwellings,"Fields 432533, 432534 & 432535 Phildraw Road Ballasalla Isle Of Man",PER,15-Sep-17,17/00833/B
External refurbishment of existing dwellings,61-77 Groves Road  And 2-6 Springfield Avenue Douglas Isle Of Man IM2 1DU,PER,15-Sep-17,17/00845/B
Removal of existing chimney,18 Thornhill Close Port Erin Isle Of Man IM9 6NG,PER,14-Sep-17,17/00850/B
Change of use of residential apartment to permit additional use as self catering tourist accommodation,125 Spectrum Apartments Central Promenade Douglas Isle Of Man IM2 4JL ,PER,25-May-17,17/00342/C
Installation of a flue from new wood burning stove,Ballarich 1 Salisbury Street Douglas Isle Of Man IM2 3HS,PER,05-Jun-17,17/00460/B
