Decisions issued under delegated authority 1/1/17 - 31/12/17,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of a detached dwelling,Land At Westwood New Road Laxey Isle Of Man  ,PER,22-Dec-17,17/01109/B
Replacement of existing glazed conservatory roof with tiles,29 Close Cowley Douglas Isle Of Man IM2 2HU,PER,15-Dec-17,17/01110/B
Erection of a notice board,Old Court House Bourne Place Ramsey Isle Of Man IM8 1AR,PER,30-Nov-17,17/01111/D
Replacement of existing front window with bi folding doors,Tennis Cottage Honna Road Bradda East Port Erin Isle Of Man IM9 6QQ,PER,07-Dec-17,17/01168/B
Extension of paved hardstanding area to front of existing dwelling,9 Rockmount Road Peel Isle Of Man IM5 1QN ,PER,26-Jan-17,16/01267/B
Alterations and extension to dwelling,56 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,REF,22-Feb-17,16/01331/B
Erection of single storey extension and patio,5 Furman Road Onchan Isle Of Man IM3 1BS,PER,16-Mar-17,17/00100/B
"Alterations, erection of an extension and creation of an extended dormer",Thie Vooinjer Veg Croit E Quill Road Laxey Isle Of Man IM4 7JG ,PER,13-Jul-17,17/00241/B
Window alterations to front elevation,High Peak Perwick Rise Perwick Road Port St. Mary Isle Of Man IM9 5QA ,PER,24-Nov-17,17/01105/B
"Alterations, erection of extension including a garage and widening of existing driveway and vehicular access",32 Greeba Avenue Glen Vine Isle Of Man IM4 4EE,PER,22-Dec-17,17/01147/B
Use of ancillary accommodation for ancillary accommodation and tourist accommodation,10 Auburn Road Onchan Isle Of Man IM3 1LW,PER,06-Jan-17,16/00375/C
"Installation of replacement windows, doors and rainwater goods (In association with 16/01138/CON)",Braeside 58 King Edward Road Onchan Isle Of Man IM3 2AT,PER,22-Feb-17,16/01137/GB
Demolition of existing garages and construction of new garages and residential apartment including adjustment to vehicular access.,Land Adj To 60 Mill Street Mill Street Castletown Isle Of Man,PER,13-Jul-17,16/01223/B
Installation of replacement door and fanlight,39 Hawarden Avenue Douglas Isle Of Man IM1 4BW,PER,03-Mar-17,17/00057/B
Alteration and extension to redundant outbuildings to create a residential dwelling,Outbuildings At Knockbreck Kerrowgarrow Road Greeba Isle Of Man  ,PER,31-Jul-17,17/00156/B
Replacement of existing glazed conservatory roof with tiles,24 St Catherines Close Douglas Isle Of Man IM1 4JA ,PER,30-Mar-17,17/00157/B
Alterations and extensions including demolition of existing garage and erection of new single storey extension,High Garden 6 Bradda Glen Close Port Erin Isle Of Man IM9 6PG ,PER,12-Apr-17,17/00237/B
Installation of way marking sign adjacent to northern wall of station forecourt - RB 74 (in connection with PA 17/00277/A),Railway Station Banks Circus Douglas Isle Of Man IM1 4LL,PER,16-Jun-17,17/00276/CON
"Temporary change of use to worship hall with associated administration, practice spaces, meeting areas and nursery",Fairfield School Fairfield Terrace Douglas Isle Of Man IM1 1BE,PER,28-Apr-17,17/00317/C
Replacement of existing conservatory with sun room,2 Elm Drive Ballawattleworth Peel Isle Of Man IM5 1WA ,PER,09-May-17,17/00373/B
Replacement of existing conservatory polycarbonate roof with tiled roof,18 Hawthorn Close Onchan Isle Of Man IM3 3HL,PER,13-Jun-17,17/00395/B
Application to make lawful the installation of replacement windows,2 Alexander Drive Douglas Isle Of Man IM2 3QE,CLAWA,24-Jul-17,17/00416/LAW
Alterations and erection of extension to provide toilet facilities and entrance foyer,Scout Hut School Road Onchan Isle Of Man IM3 4LA ,PER,20-Jul-17,17/00419/B
Installation of non illuminated signage,Unit 3   87 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,02-Jun-17,17/00439/D
Demolition of existing and erection of a replacement dwelling (amendments to PA 16/01160/B),Kilravock Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LY,PER,26-May-17,17/00454/B
Erection of a rear extension,3 Ballachrink Colby Isle Of Man IM9 4PB,PER,26-May-17,17/00455/B
Alterations and erection of rear extension,7 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,26-May-17,17/00456/B
Erection of replacement tractor/mower shed,Dreemskerry Farm Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,01-Jun-17,17/00465/B
"Alterations, erection of a porch and installation of replacement windows",47 Ballacriy Park Colby Isle Of Man IM9 4LX,PER,20-Jun-17,17/00496/B
Installation of replacement windows to front elevation,South Brent Cronk Road Port St. Mary Isle Of Man IM9 5AS ,PER,15-Jun-17,17/00508/B
Re-development of site with residential scheme of seventy three (reduced by amendment) apartments,Vacant Motor Garage/Sales Premises And Adjoining Land Between Wool Control Centre And   41 Peel Road    Peel Road Douglas Isle Of Man IM1 4LX ,PER,02-Jun-17,13/91517/B
Replacement of existing glazed conservatory roof with tiles,3 Fuchsia Road Reayrt Ny Keylley Peel Isle Of Man IM5 1GA ,PER,08-May-17,17/00307/B
Construction of an apartment block to provide four apartments for disabled users with associated parking and external works (amendment to PA 15/01148/B),Clagh Vane Estate Clagh Vane Ballasalla Isle Of Man  ,PER,09-May-17,17/00314/B
Erection of a replacement dwelling with integral garage and associated parking,Moorhead Hillberry Road Onchan Isle Of Man IM3 3BQ ,PER,28-Mar-17,16/00777/B
"Alterations, erection of ground and first floor extensions and creation of a first floor terrace.",Woodridge (formerly Known As Vaujany) Hillberry Green Douglas Isle Of Man IM2 6DE,PER,13-Apr-17,16/01117/B
Installation of an air source heat pump on the rear elevation.,6 Kionslieu Terrace Foxdale Isle Of Man IM4 3HD,PER,23-Jan-17,16/01209/B
Erection of new dwelling.,Site Adjacent To West Ham Arbory Road Castletown Isle Of Man IM9 1ND ,PER,27-Jan-17,16/01239/B
Installation of rear dormer window,Westdene Croit E Quill Road Laxey Isle Of Man IM4 7JJ,PER,04-Jan-17,16/01020/B
Installation of wood burner flue through roof,Dove Cottage Golden Meadow Mill Road Castletown Isle Of Man IM9 1TF ,PER,20-Jan-17,16/01313/B
Erection of a replacement dwelling,10 Station Road Peel Isle Of Man IM5 1AY,PER,10-Jan-17,16/01323/B
Creation of additional parking area to side of property,Riders Retreat 3 Carrick Park Sulby Isle Of Man IM7 2EX,PER,06-Jan-17,16/01327/B
"Alteration to existing window to create external door, and installation of roof lights (retrospective)",33 Howe Road Onchan Isle Of Man IM3 2BA,PER,01-Feb-17,16/01361/B
"Landscaping works to create memorial garden including walls, paths, seating area and off road parking",Field 333144 East Foxdale Road Foxdale Isle Of Man  ,PER,20-Feb-17,16/01376/B
"Alterations, erection of extension, creation of new driveway and relocation of vehicular access",Jandakot Old Castletown Road Port Soderick Isle Of Man IM4 1BB,PER,24-Jan-17,16/01392/B
Extension of existing driveway and widening of access,1 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HS,PER,22-Feb-17,17/00018/B
Creation of off street parking area within garden,2 Athol Court Port Erin Isle Of Man IM9 6EJ,PER,30-Mar-17,17/00065/B
Extension and raising roof of existing detached garage,5 Tynwald Close Peel Isle Of Man IM5 1JJ,PER,05-Apr-17,17/00171/B
Replacement white pvc casement windows to rear conservatory,Bridge Cottage Bridge Street Castletown Isle Of Man IM9 1AX ,PER,30-Mar-17,17/00187/B
Alterations to facilitate change of use of existing furniture showroom to motor vehicle body repair/mechanical workshop,"Bays 9, 10, 11 Old Quarry Douglas Head Industrial Estate Douglas Isle Of Man IM1 5BF ",PER,30-Mar-17,17/00189/B
"Alterations, erection of extension, creation of driveways and an additional vehicular access",Blue Horizon 42 Howe Road Onchan Isle Of Man IM3 2BA,PER,16-Jun-17,17/00213/B
Extension and installation of sun tubes (amendments to PA 15/00131/B),29 Larivane Meadows Andreas Isle Of Man IM7 4JF ,PER,11-May-17,17/00265/B
Single storey extension to side and rear of property,128 Ballanorris Crescent Ballabeg Castletown Isle Of Man IM9 4EX,PER,26-May-17,17/00293/B
Erection of two storey extension to rear of property,Woodlea 57 Governors Road Onchan Isle Of Man IM3 1AZ,REF,31-May-17,17/00297/B
Installation of a pitched roof to existing flat roof porch,7 Harbour View Onchan Isle Of Man IM3 2AN,PER,20-Jun-17,17/00512/B
Erection of a first floor extension over garage to provide additional living accommodation and driveway alteration,4 Ashen Bank Cronkbourne Douglas Isle Of Man IM4 4TP ,PER,20-Jun-17,17/00514/B
Alterations and additions including extension over existing garage,Park Farm Clannagh Road Santon Isle Of Man IM4 2HP ,PER,30-Jun-17,17/00520/B
Alterations and erection of side extension to create additional accommodation ancillary to existing house,Farmhill Farm Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,06-Jul-17,17/00585/B
Erection of a detached garage with playroom above and installation of replacement windows and door to dwelling,Ballacregga Barn Agneash Isle Of Man IM4 7NS ,REF,13-Jul-17,17/00272/B
"Replacement of existing chimney with a new chimney, and the installation of two telecommunications antennas",Royal George Hotel 10 - 12 Market Place East Ramsey Isle Of Man IM8 1JY ,PER,24-Oct-17,17/00776/B
Internal and external alterations (in connection with Registered Building Application 17/00793/CON),4 Parliament Square Castletown Isle Of Man IM9 1LA,PER,15-Dec-17,17/00792/GB
Alterations and installation of two dormer windows to dwelling,Barraughar Lazy Hill Peel Road Douglas Isle Of Man IM1 4NN ,PER,23-Nov-17,17/00883/B
Replacement of existing glazed conservatory roof with tiles,8 Westlands Close Ramsey Isle Of Man IM8 3PU,PER,15-Nov-17,17/00884/B
"Installation of a rear first floor patio door, balcony and spiral fire escape",4 Wimbledon Court Douglas Isle Of Man IM2 3LY,PER,25-Sep-17,17/00887/B
Replacement of existing rear windows with white uPVC windows,14 Derby Square Douglas Isle Of Man IM1 3LS,PER,06-Oct-17,17/00933/B
Change of use from retail (class 1) to pet groomers and retail (class 1),Shop 12 Church Road Port Erin Isle Of Man IM9 6AQ,PER,15-Nov-17,17/00938/C
Alterations and erection of an extension,2 Brookfield Little Mill Road Onchan Isle Of Man IM4 5BF,PER,30-Nov-17,17/01113/B
Installation of lightning rod and associated down tape,Barclays House Victoria Street Douglas Isle Of Man IM1 2LE,PER,15-Dec-17,17/01159/B
Demolition of existing dwelling and erection of two detached dwellings with integral garages,Eastfield Bride Road Ramsey Isle Of Man IM8 3UL,PER,03-Mar-17,16/00784/B
Erection of conservatory,24 Ballachurry Close Onchan Isle Of Man IM3 4BE,PER,20-Feb-17,17/00028/B
Installation of flue,47 Ard Reayrt Laxey Isle Of Man IM4 7QP ,PER,23-Feb-17,17/00062/B
"Installation of render, roof lights and replacement windows",14 Douglas Street Peel Isle Of Man IM5 1BA,PER,03-Mar-17,17/00088/B
Alterations and extension to dwelling,56 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,19-Apr-17,17/00257/B
Installation of illuminated and non-illuminated signage,Strand Shopping Centre Strand Street Douglas Isle Of Man  ,PER,18-Jul-17,17/00629/D
Alterations and new pitched roof,34 Port E Chee Avenue Douglas Isle Of Man IM2 5ER,PER,06-Sep-17,17/00796/B
Creation of additional driveway and parking area,17 King Edward Park Onchan Isle Of Man IM3 2AD,PER,05-Oct-17,17/00900/B
Alterations including the construction of a rear dormer,The Haven Tynwald Road Peel Isle Of Man IM5 1JL,PER,19-Oct-17,17/00935/B
Conversion of former guest house into four apartments,16 Belmont Terrace Douglas Isle Of Man IM1 4NH,PER,20-Feb-17,17/00005/B
Replacement of existing garage door with a window,14 Carnane View (Plot 140) Ballakilley Rushen Isle Of Man IM9 5NR ,PER,23-Oct-17,17/00958/B
Erection of a detached dwelling,Land Adjacent To The Quadrant Phildraw Road Ballasalla Isle Of Man  ,PER,17-Oct-17,17/00960/B
Alterations and erection of first floor extension (amendment to PA 17/00613/B),12 Willowbrook Gardens Douglas Isle Of Man IM2 2QQ ,PER,23-Oct-17,17/00971/B
Application to make lawful the installation of replacement windows,10 Stanley Mount Peel Isle Of Man IM5 1NE,CLAWA,19-Dec-17,17/01045/LAW
Change of use from offices (Class 4) to Research and Development (Class 5),Unit 12A The Village Walk Onchan Isle Of Man IM3 4EB,PER,15-Dec-17,17/01151/C
Replacement of timber windows with UPVC windows and installation of 3 rooflights,3 Crosby Terrace Douglas Isle Of Man IM2 5DG,PER,09-Feb-17,16/01232/B
Alterations and extension to existing garage block to create ancillary residential/tourist accommodation.,The Orchard Abbey Road Ballasalla Isle Of Man IM9 3DF,PER,25-May-17,16/01320/B
Alterations to dwelling and external works within property curtilage,Tresco Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,22-Feb-17,17/00048/B
Erection of an extension to replace existing conservatory,Ridgmont The Crofts Castletown Isle Of Man IM9 1LY,PER,12-Apr-17,17/00175/B
Installation of replacement rooflights,6 Thorny Road Douglas Isle Of Man IM2 5ED,PER,27-Oct-17,17/01007/B
Erection of timber framed pavilion for domestic leisure use,Coan Aalin Main Road Greeba Isle Of Man IM4 3LD,PER,30-Aug-17,17/00696/B
Replacement of existing PVC front door with composite door,80 Malew Street Castletown Isle Of Man IM9 1LS,PER,15-Dec-17,17/01162/B
Installation of a patio extension (retrospective),30 Glen Vine Park Glen Vine Isle Of Man IM4 4EY,REF,04-May-17,17/00173/B
Installation of two replacement windows and a first floor door to rear elevation,20 Market Street Peel Isle Of Man IM5 1AD,PER,04-Apr-17,17/00176/B
Extension to property and enlargement of existing driveway including widening of vehicular access,14 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,04-Apr-17,17/00198/B
Alterations and extension to property,1 Strawberry Fields Croit E Caley Colby Isle Of Man IM9 4BZ,PER,13-Apr-17,17/00204/B
Erection of roof dormer,33 Cronk Avenue Onchan Isle Of Man IM3 3DF,PER,30-May-17,17/00215/B
Extension to existing buildings to provide storage and staff facilities,Storage Buildings The Drill Hall Tromode Road Douglas Isle Of Man  ,PER,25-May-17,17/00339/B
"Replacement shed to provide storage/tractor store and workshop, and alteration/extension of residential curtilage",Rhynefield West Baldwin Isle Of Man IM4 5HD ,REF,28-Jun-17,17/00348/B
"Alterations, installation of a dormer window and erection of a front porch",Meadowside Erin Way Port Erin Isle Of Man IM9 6EF,PER,21-Jul-17,17/00389/B
Additional use of residential dwelling as tourist accommodation,Ballabrae 2 Bradda Glen Close Port Erin Isle Of Man IM9 6PG ,PER,28-Jun-17,17/00392/C
Flat roof extension to provide extra garage and workshop space,Beeches Lane Lezayre Road Ramsey Isle Of Man IM8 2TA ,PER,15-May-17,17/00309/B
Additional use of agricultural building as a machine repair workshop,Agricultural Building Ballacojeen Farm Ballagawne Road Baldrine Isle Of Man  ,PER,07-Dec-17,17/00889/C
Installation of illuminated and non-illuminated signage,Ocean Ford Garage Isle Of Man Business Park Douglas Isle Of Man IM2 4WD ,PER,29-Jun-17,17/00423/D
Alterations and extension to garage (amendment to PA 16/00851/B),25 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,14-Jun-17,17/00473/B
"Various alterations including demolition of rear outhouse, new cladding to dormer cheeks and gable, replacement glazing to front windows and replacement of rooflights, some fascias, bargeboards and rainwater goods.",7 Kingswood Grove Douglas Isle Of Man IM1 3LY,PER,20-Jun-17,17/00533/B
 Erection of a single storey extension,Cooill Drinagh Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF,PER,20-Jul-17,17/00544/B
Installation of patio doors and the erection of a balcony to rear elevation,Forest Lodge Strang Road Union Mills Isle Of Man IM4 4NP ,PER,04-Aug-17,17/00559/B
Part demolition and rebuilding of an existing garage,42 Sunningdale Drive Onchan Isle Of Man IM3 1EH,PER,14-Jul-17,17/00569/B
"Alterations, erection of rear extension and widening of rear garage opening",14 Selborne Road Douglas Isle Of Man IM1 4BU,PER,30-Aug-17,17/00625/B
Alterations and extensions to existing ancillary accommodation,Corbrek Church Road Santon Isle Of Man IM4 1EZ,PER,17-Oct-17,17/00965/B
Installation of a replacement ATM,Isle Of Man Bank Station Road Port Erin Isle Of Man  ,PER,20-Jan-17,16/00944/B
Conversion of top three floor offices to provide three residential flats,Cameo House Corner Of King Street And Duke Street Douglas Isle Of Man  ,PER,20-Feb-17,16/01322/B
"Demolition of outbuilding and replacement with UPVC glazed rear porch, and repositioning of boiler flue (retrospective)",23 Primrose Avenue Douglas Isle Of Man IM1 4EA,PER,01-Feb-17,16/01364/B
Extensions and alterations (amendments to PA 14/00508/B),Dinah's Cottage And Part Of Field 330836 Raby Glen Maye Isle Of Man IM5 3AU ,PER,03-Mar-17,17/00043/B
Internal alterations,The Granary The Quay Castletown Isle Of Man IM9 1LD,PER,21-Mar-17,17/00117/CON
First floor extension to provide additional living accommodation,Ballelby Dalby Isle Of Man IM5 3BP ,PER,31-Mar-17,17/00218/B
Change of use of ground floor office (Class 4) to a beauty treatment room,75 Bucks Road Douglas Isle Of Man IM1 3EF,PER,23-Nov-17,17/00990/C
Erection of a flue from wood burner on rear roof slope of property (retrospective),2 Croit Ny Kenzie Andreas Isle Of Man IM7 4FA ,PER,18-Dec-17,17/01163/B
Erection of single storey extension (retrospective),Brambles Main Road Union Mills Isle Of Man IM4 4AN,PER,23-Jan-17,16/01363/B
Construction of mezzanine office space over existing rear parking area,50 Bucks Road Douglas Isle Of Man IM1 3AD,PER,09-Feb-17,16/01410/B
Alterations and extension to dwelling,2 Cronk Y Berry Avenue Douglas Isle Of Man IM2 6HD,PER,23-Oct-17,17/00931/B
Extension to side and rear of property,76 Ballabrooie Drive Douglas Isle Of Man IM1 4HE,PER,21-Mar-17,17/00142/B
Erection of detached garage (retrospective),105 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL,PER,05-Apr-17,17/00233/B
Alterations and erection of extension to provide a laundry room,Elder Grange Nursing Home Fuchsia Lane Douglas Isle Of Man IM2 7EB,PER,08-May-17,17/00278/B
"Alterations, raising of existing roof levels, removal of chimney stacks and installation of replacement windows","1-3, 5-7,  9-11 & 13-15 Archallagan Terrace Foxdale Isle Of Man IM4 3EZ",PER,20-Apr-17,17/00305/B
Erection of block of 12 industrial units (revision to approved PA 12/00062/B),Land Adjacent To Block C Balthane Park Balthane Road Ballasalla Isle Of Man  ,PER,09-May-17,17/00325/B
Extension of existing property at ground and first floor level including extension of existing dormers,48 Claughbane Drive Ramsey Isle Of Man IM8 2BJ,PER,05-Jun-17,17/00343/B
Alterations and additions to create additional living accommodation at first floor level (amendments to PA 16/00132/B),Mar Rhenny Upper Ballastrooan Colby Isle Of Man IM9 4NR,PER,09-May-17,17/00344/B
"Removal of porch roof over garage or moving of porch to underside of first floor window cill, and widening of garage door opening by 100mm",95 Anagh Coar Road Douglas Isle Of Man IM2 2BL,PER,02-Jun-17,17/00437/B
Installation of 3 rooflights on rear elevation to replace 2 existing rooflights,Sea Level House Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,02-Jun-17,17/00443/B
,,,,1076
