Decisions issued under delegated authority 1/1/11 - 31/12/11,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Installation of dormer to rear elevation,6 Cronk Y Berry Douglas Isle Of Man IM2 6EX,PER,05-Apr-11,11/00185/B
Creation of paddock roads,Paddock A  Grandstand Glencrutchery Road Douglas Isle Of Man IM2 6DA,PER,04-Apr-11,11/00186/B
Access alterations and creation of additional disabled parking spaces,Cummal Mooar Residential Home Queens Promenade Ramsey Isle Of Man IM8 1ES ,PER,23-Mar-11,11/00187/B
Access alterations to public conveniences,Jubilee Kiosk Toilets Loch Promenade Douglas Isle Of Man IM1 2BT ,PER,05-Apr-11,11/00188/B
Access alterations to public conveniences,Boating Pool Toilets Loch Promenade Douglas Isle Of Man  ,PER,05-Apr-11,11/00189/B
Installation of replacement windows to front elevation,35 Peel Road Douglas Isle Of Man IM1 4LU,PER,05-Apr-11,11/00191/B
Alterations and extension to dwelling,11 Little Meddow Andreas Isle Of Man IM7 4HY,PER,21-Jan-11,10/01531/B
Erection of an office building with parking and landscaping,Site Adjacent To Media House Tromode Business Park   Tromode Douglas Isle Of Man  ,REF,28-Jan-11,10/01673/B
Alterations and extension to existing garage,21 Brisbane Street Douglas Isle Of Man IM1 3JH,PER,14-Jan-11,10/01806/B
Installation of additional windows and construction of access ramp,AI Centre Thie Slieau Whallian  Foxdale Road St Johns IM4 3AS,PER,24-Jan-11,10/01835/B
Widening of vehicular access and driveway,Grove Mount Residential Home  Grove Mount South Ramsey Isle Of Man IM8 3EY,PER,28-Jan-11,10/01837/B
Extension to rear elevation,6 Lhag Beg Port Erin Isle Of Man IM9 6LZ,PER,26-Jan-11,10/01840/B
Erection of a replacement garage with tourist accommodation above and driveway amendments,Tigh An Craubhan Ballaughton Meadows Douglas Isle Of Man IM2 1JG,REF,15-Jun-11,10/01856/B
Installation of a replacement window,1 Chapel Terrace Glen Road Laxey Isle Of Man IM4 7AQ ,PER,31-Jan-11,10/01858/B
Erection of a car port,Green Oak Clay Head Road Baldrine Isle Of Man IM4 6DJ ,PER,17-Mar-11,10/01827/B
Erection of extension to dwelling,Cronnaback Bradda Road Port Erin Isle Of Man IM9 6PS,PER,26-Jan-11,10/01829/B
Installation of French doors to replace existing gable end window,17 Birch Hill Crescent Onchan Isle Of Man IM3 3HX,REF,31-Jan-11,10/01834/B
Installation of patio doors to replace existing windows,Killeaba House Killeaba Mount Ramsey Isle Of Man IM8 2JG,PER,31-Jan-11,10/01876/B
Erection of three stables,Ballachurry Equestrian Centre St Judes Isle Of Man IM7 2EN ,PER,31-Jan-11,10/01886/B
Conversion of existing dwelling into three apartments,22 Mona Street Douglas Isle Of Man IM1 2QD,PER,12-Aug-11,10/01264/B
Extension to existing garage,9 Laurel Avenue Onchan Isle Of Man IM3 3JE,PER,31-Jan-11,10/01862/B
Installation of replacement windows and doors,21 Mines Road Laxey Isle Of Man IM4 7NH,PER,31-Jan-11,10/01866/B
Creation of additional off road parking space,28 Cronk Y Berry Drive Douglas Isle Of Man IM2 6HL,PER,28-Jan-11,10/01771/B
Installation of replacement windows and back door,113 Castlemona Avenue Douglas Isle Of Man IM2 4ED,PER,21-Feb-11,10/01776/B
Erection of garden room extension,Ballamoar Castle Ballamoar Jurby Isle Of Man IM7 3AJ ,PER,10-Jan-11,10/01779/B
Additional use of property for residential and holiday accommodation,Corley Holiday Cottage Glen Mona Ramsey Isle Of Man IM7 1HF ,PER,08-Feb-11,10/01878/C
"Erection of an extension, landscaping works and creation of a driveway and access",27 Albany Road Douglas Isle Of Man IM2 3NF,PER,14-Feb-11,11/00021/B
Registered Building Consent for external maintenance works and internal alterations (RBno 27),Castletown Police Station The Quay Castletown Isle Of Man IM9 1LD,PER,07-Apr-11,10/01872/CON
Creation of club house and associated car parking comprising amendments to PA 09/00340B),"Field 424828, 424827,424826, 421573  South Of Colby Station Station Road Colby Isle Of Man  ",PER,16-Feb-11,10/01871/B
Erection of a replacement conservatory and removal of chimney stack,Karmalou Main Road Santon Isle Of Man IM4 1JB,PER,14-Feb-11,11/00001/B
Erection of a replacement detached dwelling,Glass Cottage Main Road Greeba Isle Of Man IM4 2DU,PER,21-Feb-11,11/00005/B
Installation of a replacement window to front elevation,Flat 1 Selby House 72 Derby Square Douglas Isle Of Man IM1 3LR,REF,08-Feb-11,11/00006/B
Erection of a garage/utility extension to side elevation,142 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JG ,PER,14-Feb-11,11/00019/B
Erection of fencing (Retrospective),9 Glen Road Terrace Laxey Isle Of Man IM4 7AD,PER,14-Mar-11,11/00046/B
Creation of a new car park to rear of premises and convert existing car park into a garden area,The Viking Hotel Station Road Castletown Isle Of Man IM9 1EF,PER,24-Jun-11,11/00075/B
Installation of an awning and signage (Retrospective) (In association with 10/01588/CON),Kings Guest House Queens Promenade Douglas Isle Of Man IM2 4PL ,REF,17-Oct-11,10/01587/D
Installation of a satellite dish (In association with 10/01715 CON),Dunluce Ballure Road Ramsey Isle Of Man IM8 1NL,PER,13-Jan-11,10/01714/GB
Alterations and extensions to dwelling,Glenholme Little Mill Road Onchan Isle Of Man IM4 5BD ,PER,10-Jan-11,10/01678/B
Conversion of existing outbuilding into additional living accommodation and alterations to existing vehicular access off private lane,Sycamore Cottage Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW,REF,28-Jan-11,10/01781/B
Extension to premises within rear yard,5 Victoria Place Douglas Isle Of Man IM2 4ET,PER,18-Jan-11,10/01782/B
Creation of vehicular access to serve nurseries (Retrospective),Bridge Gardens Braaid Road St Marks Ballasalla Isle Of Man IM9 3AR ,REF,08-Jun-11,10/00239/R
"Renovation, alterations and erection of extensions",Corrin Hall St German's Cathedral Derby Road Peel Isle Of Man IM5 1HH,PER,04-Jul-11,10/01814/B
"Installation of replacement windows, block up two existing windows and creation of patio doors to dwelling",Duncraggon Highfield Drive Baldrine Isle Of Man IM4 6ED,PER,07-Feb-11,10/01817/B
Erection of a replacement hut,Bowls Hut Mooragh Park Ramsey Isle Of Man  ,PER,18-Jan-11,10/01819/B
Alterations and extensions to dwelling (comprising amendments to PA 10/00747B),16 Majestic Drive Onchan Isle Of Man IM3 2JQ,PER,06-Jan-11,10/01783/B
Creation of an access track (Retrospective),Field Number 434740 Ballamodha Straight Ballasalla Isle Of Man  ,PER,20-Jan-11,10/01754/B
Installation of replacement windows,Glen Maye Methodist Chapel Glen Maye Hill Glen Maye Isle Of Man  ,PER,01-Apr-11,11/00002/B
Approval in principle for the erection of a detached dwelling,Site To Rear Of Signpost Cottage Cronk Ny Mona Mountain Road Onchan Isle Of Man  ,REF,08-Mar-11,10/01909/A
Installation of replacement windows,44 Bray Hill Douglas Isle Of Man IM2 5BG,PER,14-Feb-11,11/00004/B
Creation of new farm track and alterations to existing field access (Retrospective),"Part Of Fields 524194,524720 & 524727 Vicarage Road Douglas Isle Of Man  ",PER,01-Apr-11,11/00016/B
Installation of replacement windows,10 Parliament Street Ramsey Isle Of Man IM8 1AP,PER,21-Feb-11,11/00025/B
"Alterations, erection of an extension and conversion of former Residential Care Home into a private dwelling",Cubbon House 3 Marathon Road Douglas Isle Of Man IM2 4HN,PER,01-Mar-11,11/00026/B
Extensions to school building,Kewaigue School Kewaigue Douglas Isle Of Man IM2 1QH ,PER,12-Apr-11,10/01890/B
"Registered Building Consent for creation of landscaping scheme including the erection of an electricity sub station, replica keeill and hermits cell, and bus shelter lay- by (RB No 204 in association with 11/00023 GB)",St German's Cathedral  Derby Road Peel Isle Of Man IM5 1HH,PER,07-Jun-11,11/00024/CON
Installation of replacement windows to front elevation,2 Osborne Terrace Douglas Isle Of Man IM1 3LH,PER,21-Feb-11,11/00034/B
"Alterations, erection of a roof extension and extension to rear of dwelling",Footprints 12 Christeens Way Ballakillowey Colby Isle Of Man IM9 4BG,REF,21-Feb-11,11/00036/B
Replace existing window with french doors to rear elevation,55 Brunswick Road Douglas Isle Of Man IM2 3NW ,PER,21-Feb-11,11/00041/B
Erection of a two storey extension and vehicular access amendments,25 All Saints Park Lonan Laxey Isle Of Man IM4 7LB ,PER,21-Feb-11,11/00045/B
Alteration and extension to existing detached garage,Inglenook Marathon Road Douglas Isle Of Man IM2 4HN,PER,26-Jan-11,10/01677/B
"Creation of landscaping scheme including the erection of an electricity sub station, replica keeill and hermits cell, and bus shelter lay- by (In association with 11/00024 CON)",St German's Cathedral  Derby Road Peel Isle Of Man IM5 1HH,PER,07-Jun-11,11/00023/GB
Erection of a replacement extension to dwelling,Valley House 16 Queens Valley Ramsey Isle Of Man IM8 1NG,PER,28-Feb-11,11/00086/B
"Change of use from retail to Use Class 2 ""Financial and Professional Services"" (Estate Agents)",Unit 14b The Village Walk Onchan Isle Of Man IM3 4EB,PER,04-Apr-11,11/00092/C
Erection of a multi purpose agricultural building,Hillcrest Dalby Isle Of Man IM5 3BW ,REF,28-Mar-11,10/01625/B
Erection of fencing to front garden (Retrospective),8 Glen Road Terrace Laxey Isle Of Man IM4 7AD,PER,01-Mar-11,11/00094/B
Extension to rear elevation,47 Arbory Street Castletown Isle Of Man IM9 1LL,PER,01-Mar-11,11/00096/B
Extension to side elevation,Thie Dhrynane  Maughold Isle Of Man IM7 1AS ,PER,14-Mar-11,11/00103/B
Creation of a doorway from an existing window to front elevation,6 Sherwood Terrace Douglas Isle Of Man IM2 4EN,PER,28-Feb-11,11/00076/B
Installation of replacement windows and doors,St Marys House High Street Port St. Mary Isle Of Man IM9 5DR,PER,02-Mar-11,11/00078/B
Installation of replacement windows to front elevation,Four Winds 23 Demesne Road Douglas Isle Of Man IM1 3DZ ,REF,11-Jan-11,10/01653/B
Installation of replacement windows to rear elevation and four velux windows,53 Malew Street Castletown Isle Of Man IM9 1AE,PER,07-Feb-11,10/01764/B
Erection of a wind turbine,Ballingan Farm  Braaid Road  Marown  Isle Of Man IM4 2AP ,PER,21-Feb-11,10/01767/B
Approval in principle for the erection of a detached dwelling with new access and driveway,Land Adjacent To Silver Creek House 12 Cronk Road Union Mills Isle Of Man  ,REF,21-Jan-11,10/01778/A
Roofing works to swimming pool and erection of an extension to dwelling,Gat E Whing Smeale Andreas Isle Of Man IM7 3EF ,PER,26-Jan-11,10/01846/B
Erection of a conservatory (Retrospective),Garey Veg Main Road Kirk Michael Isle Of Man IM6 1AH,PER,12-Apr-11,11/00124/B
Change of use from agricultural to an ash tree plantation,Field 134186 Holly Bank Farm   Main Road Sulby Isle Of Man  ,PER,05-Apr-11,11/00134/C
Conversion of garage into living accommodation (In association with 11/00136CON),19 Governors Road Onchan Isle Of Man IM3 1AY,PER,14-Mar-11,11/00135/GB
Registered Building Consent for conversion of garage into living accommodation (RB no 125 in association with 11/00135GB),19 Governors Road Onchan Isle Of Man IM3 1AY,PER,14-Mar-11,11/00136/CON
Installation of a replacement bulk fuel storage tank,Bus Station And Garage Westbourne Road Ramsey Isle Of Man IM8 2ER,PER,14-Mar-11,11/00137/B
Installation of a flue to dwelling,9 Laureston Close Douglas Isle Of Man IM2 4BF,PER,28-Feb-11,11/00069/B
Door alterations and installation of an awning,The New Manila Cafe / Restaurant Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH ,PER,23-Mar-11,11/00171/B
Erection of illuminated signage,The New Manila Cafe / Restaurant Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH ,PER,23-Mar-11,11/00172/D
Installation of replacement windows,2 Hildesley Road Douglas Isle Of Man IM2 5AZ,PER,23-Mar-11,11/00174/B
Widening of driveway and access onto highway,30 Ashlar Drive Union Mills Isle Of Man IM4 4LL,PER,18-Mar-11,11/00173/B
Installation of a dormer and roof light to dwelling,Dalegarth Quarterbridge Road Douglas Isle Of Man IM2 3RH,PER,12-May-11,11/00456/B
Extensions to dwelling and improvement to parking/turning area (Amendment to PA 10/01514/B),Petmer 72 King Edward Road Onchan Isle Of Man IM3 2AU,PER,11-May-11,11/00469/B
Refurbishment and extension to dwelling (in association with 11/00472/CON) (Amendment to 10/00635/GB),Greystones Main Road Kirk Michael Isle Of Man IM6 1ER,PER,26-May-11,11/00470/GB
Registered Building consent for refurbishment and extension to dwelling (in association with 11/00470/GB) (Amendment to 10/00636/CON) Registered Building Nos. 245,Greystones Main Road Kirk Michael Isle Of Man IM6 1ER,PER,26-May-11,11/00472/CON
Erection of a replacement agricultural building,Ballavitchel Farm Ballavitchel Road Crosby Isle Of Man  ,PER,26-May-11,11/00465/B
Alterations and erection of an extension to dwelling,12 Riverbank Road Ramsey Isle Of Man IM8 3PP,PER,22-Mar-11,11/00151/B
Alterations and extensions to dwelling house,The Pits Main Road Ballaugh Isle Of Man IM7 5ES,PER,22-Mar-11,11/00152/B
Alterations and roof extension to provide additional living accommodation,The Oasis Ballaquane Road Peel Isle Of Man IM5 1PS,PER,11-Jan-11,10/01692/B
Construction of pitched roof over existing flat roofed porches,Flats 7 & 8  Elfin Court Vernon Road Ramsey Isle Of Man IM8 2HB,PER,25-Feb-11,11/00049/B
Enlargement of kitchen window and installation of patio doors to replace existing dining room window,Seafield House Arragon Santon Isle Of Man IM4 1HH ,PER,25-Feb-11,11/00050/B
Installation of replacement windows and door (Retrospective),4 Mona Street Douglas Isle Of Man IM1 2QD,PER,01-Mar-11,11/00051/B
"Erection of a single storey building to provide tourist accommodation (Retrospective)",Outbuilding West Craig Farm St Judes Road West Craig Ramsey Isle Of Man  ,REF,28-Jan-11,10/01392/B
Installation of replacement windows,Albert Hotel Chapel Row Douglas Isle Of Man IM1 2BJ,PER,24-May-11,11/00562/B
Installation of a back up generator,Manx Radio Broadcasting House Douglas Head Douglas Isle Of Man IM1 5BW ,PER,05-Sep-11,11/00624/B
Registered Building consent for the removal of internal cupboard and installation of stud work for provision of insulation. Registered Building Nos. 212,Ballure Cottage Ballure Road Ramsey Isle Of Man IM8 1NL,PER,10-Aug-11,11/00655/CON
Alterations and erection of extension to dwelling,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP,PER,21-Jul-11,11/00656/B
Installation of replacement windows to front elevation,53 Malew Street Castletown Isle Of Man IM9 1AE,PER,17-Jun-11,11/00658/B
Erection of a detached garage,Leahurst Main Road Santon Isle Of Man IM4 1JB,PER,21-Jun-11,11/00660/B
Erection of a first floor extension over side elevation garage,43 Turnberry Avenue Onchan Isle Of Man IM3 2JX,PER,28-Jun-11,11/00678/B
"Installation of replacement windows, roof light, sun tunnel and front door frame alteration",5 Alexander Drive Douglas Isle Of Man IM2 3QD,REF,26-Jul-11,11/00680/B
"Alterations, erection of extension to dwelling and driveway amendments",The Haven Tynwald Road Peel Isle Of Man IM5 1JL,PER,28-Jun-11,11/00676/B
Erection of a replacement porch to front elevation of dwelling,Silverdale Lodge Silverdale Road Ballasalla Isle Of Man IM9 3DT,PER,28-Jun-11,11/00677/B
Alterations and erection of extension to dwelling,Ballagownie Howe Road Port St. Mary Isle Of Man IM9 5LB,PER,28-Jun-11,11/00679/B
Use of premises for the sale of hot and cold food,12 Douglas Street Peel Isle Of Man IM5 1BA,PER,11-Jul-11,11/00698/C
Alterations and extensions to dwelling (In association with 11/00701/CON),Ballaradcliffe House Kiondroghad Road Andreas Isle Of Man IM7 3EL,PER,21-Jul-11,11/00700/GB
Installation of replacement windows to front and side elevations,Maynrys Main Road Kirk Michael Isle Of Man IM6 2HG,PER,01-Jul-11,11/00711/B
Alterations and extension to dwelling,27 Brisbane Street Douglas Isle Of Man IM1 3JH,PER,06-May-11,11/00355/B
Alterations and extensions to dwelling.,Heath Bank St. Judes Isle Of Man IM7 2EW ,PER,28-Apr-11,11/00154/B
Surfacing works to existing track (retrospective),Track Adjacent To Ballagarmin House Main Road Colby Isle Of Man  ,PER,22-Mar-11,11/00156/B
Construction of a roof over rear yard to form extension to dwelling,50 Alberta Drive Onchan Isle Of Man IM3 1LX,PER,12-May-11,11/00157/B
Conversion of existing outbuilding into a dwelling,Clenagh Veg Clenagh Road Sulby Isle Of Man  ,PER,18-Apr-11,10/01616/B
Installation of replacement windows,Glen Side Glen Road Laxey Isle Of Man IM4 7AP,PER,21-Feb-11,11/00040/B
Erection of a front porch,Gum Tree Cottage 2 Osborne Cottages Glen Road Laxey Isle Of Man IM4 7AJ ,PER,27-May-11,11/00007/B
Replace existing window with french doors,28 Westbourne Drive Douglas Isle Of Man IM1 4AZ,PER,22-Feb-11,11/00028/B
Conversion of existing workshop/barn to a dwelling (amendment to PA 10/00337/B),Field 534451 Adjacent To Eskadale King Edward Road Onchan Isle Of Man  ,PER,22-Feb-11,11/00030/B
