Decisions issued under delegated authority 1/1/11 - 31/12/11,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Replace existing garage door with a window and erection of a garage extension to dwelling,34 Ballellis Ballawattleworth Estate Peel Isle Of Man IM5 1WZ ,REF,26-Apr-11,11/00309/B
Alterations to existing conservatory,72 Malew Street Castletown Isle Of Man IM9 1LS,PER,16-Jun-11,11/00607/B
Additional use of dwelling as tourist accommodation,21 Shore Road Peel Isle Of Man IM5 1NH ,PER,16-Jun-11,11/00613/C
Installation of solar panels,Mill Kent Bridge Road Ballasalla Isle Of Man IM9 3DQ,PER,17-Jun-11,11/00632/B
Alterations and extension to dwelling with driveway and access amendments,White House Farm Garey Road Garey Ramsey Isle Of Man IM7 2EE ,PER,05-Aug-11,11/00636/B
Approval in principle for erection of a dwelling,Land Between Plevna And Fairhaven  Slieau Whallian Road Lower Foxdale Isle Of Man  ,REF,28-Jun-11,11/00640/A
Erection of two porches to dwelling,Grenaby Mooar Grenaby Road Grenaby Ballasalla Isle Of Man IM9 3BD ,PER,21-Jun-11,11/00662/B
Kitchen and shed extension to rear elevation,7 West View Peel Isle Of Man IM5 1BN,PER,30-Aug-11,11/00950/B
Installation of replacement window and door to front elevation,36 Market Street Peel Isle Of Man IM5 1AE,PER,02-Sep-11,11/01046/B
Installation of a cast iron balcony balustrade to replace existing,9 Fort William Head Road Douglas Isle Of Man IM1 5BQ ,PER,08-Sep-11,11/01050/B
Installation of solar panels,68 - 72 Strand Street Douglas Isle Of Man IM1 2EW,PER,05-Sep-11,11/01072/B
Replace existing roof tiles with slate,28 Market Street Peel Isle Of Man IM5 1AE,PER,20-Sep-11,11/01084/B
Application for a certificate of lawfulness to confirm the lawfulness of the use of a building as a dwelling,Fir View Ballacraine St Johns Isle Of Man IM4 3LR ,CLAWA,27-Oct-11,11/01298/LAW
Render and dash exterior walls of dwelling,10 St Catherines Drive Douglas Isle Of Man IM1 4BQ,PER,26-Jul-11,11/00824/B
Erection of replacement roadside fencing,Grey Tower Silverdale Road Ballasalla Isle Of Man IM9 3DT,PER,21-Dec-11,11/00833/B
Re-tiling area to front of property (In association with 11/00852 CON),12 - 14 Finch Road Douglas Isle Of Man IM1 2PT,PER,16-Aug-11,11/00851/GB
Erection of conservatory and porch,Thie My Chree Ronague Castletown Isle Of Man IM9 4HQ ,PER,14-Jul-11,11/00721/B
Erection of car port attached to existing garage,The Mount South Cape Laxey Isle Of Man IM4 7HX ,PER,11-Jul-11,11/00722/B
Conversion of hotel to six serviced hotel suites including retention of existing managers and associated lounge accommodation (Retrospective),Gloucester Hotel 32 Loch Promenade Douglas Isle Of Man IM1 2LY,PER,19-Apr-11,11/00227/B
Erection of conservatory,The Old Mill Lower Foxdale Isle Of Man IM4 3AZ ,PER,01-Apr-11,11/00230/B
Installation of replacement windows to front elevation,"6, 8 & 10 St Georges Street Douglas Isle Of Man IM1 1AH",REF,11-Jul-11,11/00688/B
Alterations and erection of a first floor balcony to dwelling,32 Majestic Drive Onchan Isle Of Man IM3 2JJ,PER,28-Jun-11,11/00689/B
Installation of dormers and erection of replacement rear porch,11 Ormly Avenue Ramsey Isle Of Man IM8 3LF,PER,27-May-11,11/00044/B
"Conversion of station building into three holiday letting units, retain and refurbish existing station masters accommodation and public facilities and creation of new vehicular access and parking",Port St Mary Station Station Road Port St. Mary Isle Of Man IM9 5LF,PER,27-May-11,11/00180/B
Alterations and extension to dwelling,5 Cronk Y Berry Mooar Douglas Isle Of Man IM2 6HJ,PER,23-May-11,11/00390/B
Erection of a detached dwelling with integral garage (Amendments to PA 07/02182/B),Plot 3 The Falls Shore Road Glen Maye Isle Of Man  ,PER,31-May-11,11/00509/B
Creation of two apartments from an existing single apartment,9 East Street Ramsey Isle Of Man IM8 1DN,PER,31-May-11,11/00510/B
Additional use of residential property as tourist accommodation,Exchange House 5 Athol Street Port St. Mary Isle Of Man IM9 5DS,PER,31-May-11,11/00512/C
"Alterations, erection of extension, creation of hard standing and widening vehicular access",17 Third Avenue Onchan Isle Of Man IM3 4LZ,PER,01-Jun-11,11/00514/B
Alteration and erection of extensions to dwelling (Amendments to PA 10/01780/B),Sycamore Cottage Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW,REF,08-Jun-11,11/00516/B
Installation of replacement windows to front elevation,77 Royal Avenue Onchan Isle Of Man IM3 1LA,PER,31-May-11,11/00517/B
Installation of replacement windows and front door,65 Royal Avenue West Onchan Isle Of Man IM3 1HF ,PER,28-Jun-11,11/00696/B
Alterations and extension to dwelling (Amendment to PA 11/00297/B),Lhannan Shee School Lane Santon Isle Of Man IM4 1EG,PER,21-Jul-11,11/00697/B
Installation of signage,35 Bucks Road Douglas Isle Of Man IM1 3DE,PER,04-Jul-11,11/00699/D
Installation of an additional antenna on existing mast,Telecommunications Mast Site Lhergy Vreck Farm Douglas Road Kirk Michael Isle Of Man  ,PER,21-Oct-11,11/01058/B
Alterations and erection of an extension to dwelling,Croit-E-John Shore Road Ballaugh Isle Of Man IM7 5AZ,REF,29-Sep-11,11/01151/B
Erection of a detached dwelling with integral garage (comprising amendments to PA 09/01517/B),Plot 14 King Orry Road Glen Vine Isle Of Man  ,PER,06-Dec-11,11/01323/B
Erection of a first floor extension to dwelling,5 Cherry Walk Douglas Isle Of Man IM2 5NS,PER,15-Nov-11,11/01390/B
Erection of a conservatory to dwelling,Thie Ny Hawin Ballnahowe Santon Isle Of Man IM4 1HN ,PER,05-Dec-11,11/01490/B
Installation of replacement windows and doors,1 Milner Terrace Castletown Isle Of Man IM9 1AJ,PER,10-Aug-11,11/00897/B
Erection of a stable block (comprising amendment to PA 11/00489/B),Field 524789 Ballamona Farm Oak Hill Port Soderick Isle Of Man IM4 1AT,PER,10-Aug-11,11/00898/B
Alterations and erection of extensions to dwelling,17 Derby Square Douglas Isle Of Man IM1 3LS,REF,25-Aug-11,11/00693/B
Registered Building Consent for alterations and extensions to dwelling (RB no 247 in association with 11/00700/GB),Ballaradcliffe House Kiondroghad Road Andreas Isle Of Man IM7 3EL,PER,21-Jul-11,11/00701/CON
Alterations and extensions to dwelling and alteration to existing driveway,7 Farmhill Gardens Douglas Isle Of Man IM2 2EG,PER,04-Jul-11,11/00702/B
Construction of entrance door to first floor of existing outbuilding,Glen Mona House Glen Mona Ramsey Isle Of Man IM7 1HF ,PER,01-Jul-11,11/00703/B
Erection of a detached garage to rear elevation,Coburg Court Coburg Road Ramsey Isle Of Man IM8 3EH,REF,14-Jun-11,11/00537/B
Installation of replacement windows to front and side elevations,33 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,05-Sep-11,11/00639/B
Installation of replacement windows to front and rear elevations,8 Spring Gardens Douglas Isle Of Man IM1 3JN,PER,17-Jun-11,11/00641/B
Alteration and erection of extensions to dwelling,Sycamore Cottage Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW,PER,22-Mar-11,10/01780/B
"Alterations, erection of extension and creation of a sandwich bar and deli",Capital House 16 - 18 Circular Road Douglas Isle Of Man IM1 1AG ,PER,08-Feb-11,10/01784/B
Enclosure of walled store area,Friends Provident Royal Court Arbory Road Castletown Isle Of Man IM9 1RA,PER,08-Feb-11,10/01887/B
Erection of a conservatory to rear elevation of dwelling,5 Hillcroft Douglas Isle Of Man IM2 7DP,PER,23-May-11,11/00345/B
Erection of a detached dwelling,Hilltop Nursery Vicarage Road Douglas Isle Of Man IM4 2AE,REF,06-May-11,11/00346/B
Widen existing gate access,Field 134416 Churchtown Ramsey Isle Of Man  ,PER,06-May-11,11/00348/B
"Use of farm as community farm for educational and recreational purposes with associated office facilities, drainage, vehicular access alterations, creation of a car park and erection of two polytunnels",Wallberry Farm Old Castletown Road Douglas Isle Of Man IM4 1AQ ,PER,25-May-11,11/00350/B
Erection of a shelter,Play Area Opposite Bride School Cranstal Road Bride Isle Of Man  ,PER,31-May-11,11/00503/B
Extension to dwelling,The Grange Montreux Court Douglas Isle Of Man IM2 6AF,REF,16-Jun-11,11/00587/B
Installation of replacement windows (Retrospective),Weavers Cottage (formerly Thie Y Fidder) Cregneash Isle Of Man  ,PER,25-Jan-11,10/01753/B
Erection of a conservatory to rear elevation,Ashmawr Mount Rule Road Strang Douglas Isle Of Man IM4 4QZ,PER,13-Jun-11,11/00580/B
Alterations and extension to dwelling,Geay Varrey Beachfield Farm Lane Kirk Michael Isle Of Man IM6 1HB ,PER,24-Jun-11,11/00581/B
"Erection of a replacement garage, an increase in the residential curtilage to include driveway amendments.",Ainchea Corony Bridge Corony Ramsey Isle Of Man IM7 1EY,PER,02-Aug-11,11/00584/B
Extension to dwelling,Hillside 22 Ballafurt Close Port Erin Isle Of Man IM9 6HS,PER,11-Aug-11,11/00899/B
Creation of disabled ramp and access,ATS Euromaster  5-7 South Quay Douglas Isle Of Man IM1 5AJ,PER,29-Sep-11,11/01176/B
Erection of advertising signage,31 Duke Street Douglas Isle Of Man IM1 2AZ,PER,29-Sep-11,11/01178/D
Alterations and extensions to dwelling,75 King Edward Road Onchan Isle Of Man IM3 2AR,PER,19-Oct-11,11/01179/B
Erection of extension to rear elevation to replace existing conservatory,11 Kirby Hill Douglas Isle Of Man IM2 1PA,PER,22-Nov-11,11/01440/B
Alterations and erection of extensions to dwelling,The Bungalow  Fuchsia Gardens Mount Rule Douglas Isle Of Man IM4 4HT ,PER,20-Sep-11,11/01032/B
Installation of replacement entrance doors,Glen Maye Methodist Chapel Glen Maye Hill Glen Maye Isle Of Man  ,PER,01-Jul-11,11/00646/B
Installation of replacement windows to property and approved extension,Bay View Cottage Shore Road Port Erin Isle Of Man IM9 6HH,PER,17-Jun-11,11/00648/B
"Alterations, raising of roof height, installation of dormer and roof lights",Eden Field Ballachurry Road Greeba Isle Of Man IM4 3LE,REF,28-Jun-11,11/00671/B
Installation of replacement dormer windows,Former Post Office 4 Douglas Street Peel Isle Of Man IM5 1BA,PER,28-Jun-11,11/00672/B
Erection of a conservatory over existing side elevation extension,Cronk Darragh House Ballakeighan Corner Castletown Isle Of Man IM9 4PG ,PER,01-Jul-11,11/00673/B
Installation of replacement dormer,7 Peveril Terrace Peel Isle Of Man IM5 1PH,PER,14-Jul-11,11/00744/B
Retention of building and conversion to a garage (Retrospective),Outbuilding Cummal Crawyn Killane Ballaugh Isle Of Man  ,PER,28-Jun-11,11/00611/B
Approval in principle for the erection of a dwelling,Land Adjacent To Slieau Ny Creggin Cottage Barrule Road Foxdale Isle Of Man  ,REF,27-May-11,11/00473/A
Removal of window to front elevation and installation of French doors to rear elevation,24 Kerrocruin Kirk Michael Isle Of Man IM6 1AG,PER,27-May-11,11/00475/B
"Access alterations, formation of access tracks, landscaping, repositioning of a wind turbine, erection of a colonnade and folly and change of use of purchased parcels of land to residential",Glenside Ramsey Road Peel Isle Of Man IM5 2AQ,REF,26-Jul-11,11/00675/B
Erection of sun lounge extension to rear elevation,10 Elizabeth Rise Castletown Isle Of Man IM9 1EL,PER,29-Jun-11,11/00716/B
Installation of replacement dormer window,7 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,04-Jul-11,11/00755/B
Raising of garage roof to create hobbies room with dormer window,Creglands Fistard Road Fistard Port St. Mary Isle Of Man IM9 5HE,PER,16-Aug-11,11/00756/B
Erection of an extension to dwelling,Driftwood Dalby Isle Of Man IM5 3BR ,PER,13-Jun-11,11/00586/B
Alterations and provision of disabled access,Town Hall The Promenade Port St. Mary Isle Of Man IM9 5DA,PER,16-Jun-11,11/00589/B
Installation of dormer to replace existing roof light (In association with 11/00593CON),Apartment 7 Chapel Court Christian Street Peel Isle Of Man IM5 1NR ,REF,26-Jul-11,11/00592/GB
Registered Building Consent for installation of dormer to replace existing roof light (R B no 194 in association with 11/00592GB),Apartment 7 Chapel Court Christian Street Peel Isle Of Man IM5 1NR ,REF,26-Jul-11,11/00593/CON
Erection of a replacement porch,Oirr-Ushtey The Promenade Laxey Isle Of Man IM4 7DD,PER,16-Jun-11,11/00601/B
Installation of replacement windows and creation of a doorway to rear elevation,5 Primrose Avenue Douglas Isle Of Man IM1 4EA,PER,20-Apr-11,11/00262/B
Erection of a replacement extension to dwelling,Meadow Bank 8 Eyreton Terrace Main Road Crosby Isle Of Man IM4 4BL ,PER,28-Apr-11,11/00265/B
Replacement of existing garage door with window,24 Claughbane Drive Ramsey Isle Of Man IM8 2AY,PER,28-Apr-11,11/00266/B
Replace existing garage with extension to dwelling and widen driveway,19A Odins Way Ballakillowey Colby Isle Of Man IM9 4BQ,PER,24-Jun-11,11/00267/B
Erection of a temporary classroom block,Buchan School Arbory Road Castletown Isle Of Man IM9 1RD ,PER,05-Sep-11,11/01057/B
Installation of replacement windows to front and rear elevations and rear door,38 Peel Road Douglas Isle Of Man  ,PER,28-Sep-11,11/01130/B
Erection of a porch and detached summerhouse and creation of an access gate with wall alterations,Mines House 37 Mines Road Laxey Isle Of Man IM4 7NJ,REF,19-Oct-11,11/01200/B
Alterations and extensions to dwelling,17 Derby Square Douglas Isle Of Man IM1 3LS,PER,29-Nov-11,11/01255/B
Erection of advertising sign (Retrospective),Field 521888 Adjacent To Cooil Road  Isle Of Man Business Park  Douglas Isle Of Man  ,REF,24-Oct-11,11/01256/D
Creation of a doorway from an existing window to dwelling,Oystercatcher 2 Perwick Rise Perwick Road Port St. Mary Isle Of Man IM9 5QA ,PER,24-Oct-11,11/01263/B
"Alterations, erection of an extension and creation of a patio area",12 Devonshire Crescent Douglas Isle Of Man IM2 3RD,PER,24-Oct-11,11/01265/B
Installation of replacement windows,Apartment 409 Admirals Court Mooragh Promenade Ramsey Isle Of Man IM8 3BE ,REF,07-Jun-11,11/00491/B
Erection of porch,The Old Dairy 5 Abbeylands Estate Scollag Road Abbeylands Isle Of Man IM4 5BX ,PER,31-May-11,11/00493/B
"Alterations, erection of an extension and decking",16 Manor Park Onchan Isle Of Man IM3 2EP ,PER,14-Jun-11,11/00524/B
External alterations including replacement entrance doors,Barclays House 41 Victoria Street Douglas Isle Of Man IM1 2LE,PER,31-May-11,11/00525/B
Extension to dwelling,28 Cronk Cullyn Colby Isle Of Man IM9 4NQ ,PER,31-May-11,11/00526/B
Installation of signage,7 - 8 Market Place Peel Isle Of Man IM5 1AB,PER,31-May-11,11/00529/D
Removal of a chimney stack,Oakfield May Hill Ramsey Isle Of Man IM8 2HJ,PER,09-May-11,11/00334/B
Erection of a replacement porch to dwelling,Grianane May Hill Ramsey Isle Of Man IM8 2HJ,PER,09-May-11,11/00336/B
Re-surfacing of road and construction of 48 car parking spaces and associated landscaping,Road And Verge Adjacent To Ramsey Rugby Club Pitch  Park Road  Ramsey Isle Of Man  ,PER,10-Aug-11,11/00761/B
Alterations and extensions to dwelling,4 Fuchsia Close Glen Vine Isle Of Man IM4 4DZ ,PER,14-Jul-11,11/00768/B
"Removal of chimney stack, installation of roof lights and erection of lean to",Greystones Barnell Lane Patrick Village Isle Of Man IM5 3AN,PER,19-Apr-11,10/01801/B
"Alterations, erection of a roof extension and extension to rear of dwelling",Footprints 12 Christeens Way Ballakillowey Colby Isle Of Man IM9 4BG,PER,06-May-11,11/00319/B
Alterations and erection of an extension to dwelling,20 Hilltop View Douglas Isle Of Man IM2 2LD,PER,27-May-11,11/00321/B
Alterations and extension to dwelling,Ballyre Beg Balleira Road Kirk Michael Isle Of Man IM6 1EE,PER,06-May-11,11/00358/B
"Erection of a dwelling with car port, off street parking and turning bay",Land Forming Part Of Glen Beigh Clay Head Road Baldrine Isle Of Man IM4 6DR,REF,08-Jul-11,11/00384/B
"Alterations and extension to dwelling, including formation of garden / general store",Reayrt Aalin Barroose Road Baldrine Isle Of Man IM4 6AP,PER,27-May-11,11/00484/B
Erection of a conservatory to dwelling,8 Cooil Breryk Ramsey Isle Of Man IM8 3HJ ,PER,04-Apr-11,11/00268/B
Alterations and extension to provide ancillary living accommodation,12 Pairk Beg Port Erin Isle Of Man IM9 6NH ,PER,16-May-11,11/00419/B
Demolition of existing buildings and erection of a block of 12 apartments with ground floor retail unit and parking,6-8 Bridge Road & Warehouse Lake Road  Douglas Isle Of Man IM1 5AG,REF,21-Nov-11,11/00421/B
Registered Building Consent for the demolition of existing buildings,6 To 8 Bridge Road And Warehouse Lake Road  Douglas Isle Of Man IM1 5AG,REF,21-Nov-11,11/00422/CON
Erection of a stable block,Field 524789 Ballamona Farm Oak Hill Port Soderick Isle Of Man IM4 1AT,PER,31-May-11,11/00489/B
Erection of an extension to dwelling,2 Bollan Way Glen Vine Isle Of Man IM4 4FD,PER,18-Apr-11,11/00286/B
Erection of an extension to dwelling,Baldromma House Maughold Isle Of Man IM7 1AT ,PER,18-Apr-11,11/00287/B
Change of use from tourist accommodation to a residential dwelling,Converted Outbuilding Crosby Farm Bride Road Bride Isle Of Man IM7 4AR,PER,19-May-11,11/00323/C
Erection of two timber sheds,Field 414321 Ballakillowey Road Colby Isle Of Man  ,PER,01-Sep-11,11/00956/B
Inclusion of window to ground floor office,8 - 12 Main Road Onchan Isle Of Man IM3 1AS,PER,30-Aug-11,11/00957/B
Erection of a dwelling with integral garage,Plot 17 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,28-Sep-11,11/01170/B
Installation of replacement windows,Mill Cottage Rhenab Road Cornaa Ramsey Isle Of Man IM7 1EL ,PER,28-Sep-11,11/01171/B
Extension to side elevation,21 Hawthorn Close Onchan Isle Of Man IM3 3HL,PER,05-Oct-11,11/01173/B
Construction of raised decking with summer house and re- located shed,Preswick Belmont Road Douglas Isle Of Man IM1 4NR,PER,02-Nov-11,11/01184/B
Installation of three solar panels and construction of a boiler house,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,09-May-11,11/00338/B
Installation of window to replace existing garage door and widening of driveway and access onto highway,7 Manor Drive Douglas Isle Of Man IM2 2PA,PER,06-May-11,11/00366/B
Installation of replacement windows to front elevation,18 Melbourne Street Douglas Isle Of Man IM2 3HB,PER,06-May-11,11/00370/B
Erection of an agricultural building,Field 321916 Cooil Road Cooil Douglas Isle Of Man  ,REF,16-Sep-11,11/00387/B
Alterations and extensions to rear elevation,14 Queens Avenue Douglas Isle Of Man IM1 4DA,PER,16-May-11,11/00388/B
Installation of a replacement dormer to front elevation,Brynwood Glen Road Colby Isle Of Man IM9 4NT,PER,08-Aug-11,11/00389/B
Installation of a satellite antenna,Villa Marina  Harris Promenade Douglas Isle Of Man IM1 2HH,PER,01-Jun-11,11/00558/B
Change of use from retail to restaurant,Quality Furnishing Fort Street Douglas Isle Of Man IM1 2LJ ,PER,14-Jun-11,11/00559/C
Extensions to dwelling,30 Scarlett Road Castletown Isle Of Man IM9 1NU,PER,16-Jun-11,11/00627/B
Installation of replacement windows and front door,45 Hildesley Road Douglas Isle Of Man IM2 5AX,REF,27-May-11,11/00485/B
Extension to dwelling,Glenview Top Road Crosby Isle Of Man IM4 4HL,PER,16-Jun-11,11/00626/B
Conversion and extension of farm building into a dwelling,Eary Lhane Farm  Mill Road Greeba Isle Of Man IM4 3LB,PER,22-Nov-11,11/00652/B
Alterations and extensions to dwelling and creation of additional vehicular access and on site parking area,Heath Bank St. Judes Isle Of Man IM7 2EW ,REF,14-Jan-11,10/01789/B
Installation of replacement upper floor windows to front and rear elevations,76 Bucks Road Douglas Isle Of Man IM1 3AF,PER,01-Apr-11,11/00222/B
Erection of a replacement dwelling,33 Birch Hill Avenue Onchan Isle Of Man IM3 4ES,PER,19-Apr-11,11/00223/B
Erection of terrace and access steps to garden (In association with 11/00477CON),St Johns Mill Conference Centre Tynwald Mills St Johns Isle Of Man IM4 3AF ,PER,14-Jun-11,11/00476/GB
Erection of advertising signage,Celton Manx Head Office Isle Of Man Business Park Cooil Road Douglas Isle Of Man  ,PER,27-May-11,11/00482/D
Window and door alterations and installation of replacement windows,16 High View Road Douglas Isle Of Man IM2 5BQ,PER,27-May-11,11/00486/B
Installation of a replacement front door,14 Orry Lane Peel Isle Of Man IM5 1NN,PER,24-May-11,11/00324/B
Erection of an equipment store,Ballacrebbin Cottage Jurby Road Andreas Isle Of Man IM7 2EJ,PER,27-May-11,11/00325/B
"Erection of a building to provide storage, garaging and repair facility of plant and equipment",The Old Quarry Glen Maye Road Patrick Village Isle Of Man  ,REF,08-Jun-11,11/00329/B
Demolition of outbuildings,Roslyn House Alexander Drive Douglas Isle Of Man IM2 3QP ,PER,09-May-11,11/00331/F
Conversion and erection of extensions to existing barn to provide living accommodation,Ballacondra Farm Cranstal Bride Isle Of Man IM7 4BP ,PER,17-Jun-11,11/00367/B
"Alterations, erection of replacement porch and dormers and conversion of garage to provide additional living accommodation (comprising amendments to PA 10/01456/B)",20 Ballachrink Drive Onchan Isle Of Man IM3 4NL,REF,13-May-11,11/00368/B
Re build existing garden wall and entrance steps to dwelling,46 Hildesley Road Douglas Isle Of Man IM2 5AY,PER,27-Oct-11,11/01302/B
Creation of a driveway and vehicular access,Brendan 13 Brookfield Avenue Ramsey Isle Of Man IM8 2AE ,PER,27-Sep-11,11/01093/B
Installation of replacement windows and door to dwelling,10 Alexander Drive Douglas Isle Of Man IM2 3QE,PER,06-Sep-11,11/01094/B
"Installation of replacement dormers, windows, front door and installation of roof panel on adjacent barn",Friary Croft Ballakillowey Road Colby Isle Of Man IM9 4BN,PER,23-Sep-11,11/01132/B
Erection of fencing,GrenabyCottage Bayr Ny Grenaby  Bride IM7 4AN,PER,25-Aug-11,11/00609/B
Installation of French doors to replace existing rear elevation window and alterations to decking,139 Dreeym Beary Douglas Isle Of Man IM2 5LQ,PER,07-Nov-11,11/01321/B
Installation of flue,3 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,09-Nov-11,11/01322/B
Installation of replacement first floor windows,Saddle Buildings Parliament Street Ramsey Isle Of Man IM8 1AP,PER,15-Nov-11,11/01367/B
Installation of replacement windows and front door,2 Orry Lane Peel Isle Of Man IM5 1NN ,PER,09-Nov-11,11/01369/B
"Extension to dwelling, driveway extension and erection of wall adjacent to highway",Cubalibre Moar Ballamenagh Road Baldrine Isle Of Man IM4 6AL ,PER,28-Jun-11,11/00691/B
Alterations and extensions to dwelling with new driveway and entrance (comprising amendments to PA 10/01772/B),32 Howe Road Onchan Isle Of Man IM3 2BA,PER,04-Jul-11,11/00692/B
Erection of a detached garage with access from rear lane,19 Marathon Avenue Douglas Isle Of Man IM2 4JB,PER,28-Jun-11,11/00694/B
Alterations and extension to dwelling,Glen Mona House Glen Mona Ramsey Isle Of Man IM7 1HF ,PER,18-Jul-11,11/00704/B
Erection of a porch to front elevation of dwelling,33 Ballanoa Meadow Santon Isle Of Man IM4 1HQ ,PER,29-Jun-11,11/00706/B
Window and door alterations to dwelling,28 Ashlar Drive Union Mills Isle Of Man IM4 4LL,PER,11-Jul-11,11/00707/B
Conversion of boat house to gym and alterations and extensions to dwelling,Derbyhaven House Derbyhaven Isle Of Man IM9 1TS ,PER,22-Jul-11,11/00733/B
Creation of patio doors from an existing window,61 Silverburn Crescent Ballasalla Isle Of Man IM9 2DY,PER,28-Apr-11,11/00277/B
Installation of replacement windows and creation of french doors,Shan Vallah The Colony Port Lewaigue Ramsey Isle Of Man IM7 1AL,PER,31-May-11,11/00547/B
Erection of three camping pods,Camp Site Ballahutchin Hill Union Mills Isle Of Man IM4 4AT ,PER,20-May-11,11/00549/B
"Alterations, erection of an extension and creation of additional parking / turning area",9 Cronk Road Union Mills Isle Of Man IM4 4NJ,PER,01-Jun-11,11/00550/B
Construction of a garage and toilet extension in rear yard of dwelling,28 Farrant Street Douglas Isle Of Man IM2 3HG,PER,11-Jul-11,11/00121/B
"Alterations, erection of an extension and creation of raised decking to dwelling",Millmount Cottage Wheel Hill Laxey Isle Of Man IM4 7NL,PER,13-May-11,11/00372/B
Removal of two chimneys,Shilley Ny Marrey (formerly St Seiriol)  Castletown Road Port St. Mary Isle Of Man IM9 5LS ,PER,06-May-11,11/00373/B
Change of use of bedroom as an office,33 Cooil Breryck Ramsey Isle Of Man IM8 3HL,PER,13-May-11,11/00375/C
Erection of a dwelling,Land Adjacent To  Riverside  Glen Road Laxey Isle Of Man IM4 7AB ,PER,24-Jun-11,11/00431/B
Installation of replacement windows and solar panel,1 Larivane Cottage Kiondroghad Road Andreas Isle Of Man IM7 3EL,PER,31-May-11,11/00548/B
Erection of an extension to rear elevation of dwelling,75 Anagh Coar Road Douglas Isle Of Man IM2 2AS,PER,28-Jan-11,10/01636/B
Alterations and extensions to dwelling,17 Birch Hill Crescent Onchan Isle Of Man IM3 3HX,PER,20-May-11,11/00432/B
Alterations and extension to dwelling to provide garage and additional living accommodation,9 Governors Road Onchan Isle Of Man IM3 1AX,REF,06-Dec-11,11/01388/B
Erection of front porch,Cliff Cottage Fistard Port St. Mary Isle Of Man IM9 5PQ ,PER,09-Nov-11,11/01389/B
Refurbishment works including removal of chimneys and application of insulation render,14 - 18 &  20 - 24 West View Peel Isle Of Man ,PER,26-Jul-11,11/00789/B
Refurbishment works including removal of chimneys and application of insulation render,1 - 19 Corrins Way Peel Isle Of Man,PER,14-Jul-11,11/00790/B
Alterations and extension to dwelling (comprising amendment to PA 07/01126/B),Bay View Cottage Shore Road Port Erin Isle Of Man IM9 6HH,PER,29-Jul-11,11/00843/B
Erection of replacement signage,28 Victoria Street Douglas Isle Of Man IM1 2LE,PER,29-Jul-11,11/00844/D
Installation of two dormers and construction of external stairs from ground floor,Barraughar Lazy Hill Peel Road Douglas Isle Of Man IM1 4NN ,PER,02-Sep-11,11/01015/B
Replacement of roof lights with dormer windows,The Sycamores Douglas Road Ballasalla Isle Of Man IM9 2DN ,PER,02-Sep-11,11/01047/B
Installation of illuminated signage,38 - 40 Victoria Street Douglas Isle Of Man IM1 2LB,PER,05-Sep-11,11/01048/D
Roofing works to premises,Co Op Store Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,10-Jan-11,10/01768/B
Conversion of undercroft to provide living accommodation and removal and replacement of the existing decking/terrace area,Beechbrook Quarterbridge Road Douglas Isle Of Man IM2 3RQ,PER,28-Apr-11,10/01770/B
Change of use of existing retail unit to enable the sale of hot and cold food and drink,1 Howard Street Douglas Isle Of Man IM1 2EQ,PER,16-May-11,11/00380/C
Alterations and extension to dwelling and erection of detached garage with driveway alterations,Cronk Moar House Dalby Isle Of Man IM5 3BW ,PER,26-Jul-11,11/00630/B
Installation of doorway and steps to access rear garden,Leigh Terrace 25 Old Castletown Road Douglas Isle Of Man IM1 5AW,PER,21-Jul-11,11/00631/B
Reserved Matters application for the erection of two apartments and associated garaging,5 Station Road Peel Isle Of Man IM5 1AY,REF,21-Jul-11,11/00681/REM
Approval in principle to convert former workshop / store into a private dwelling,Workshop / Store Adjacent To 1 Victoria Terrace Glen Road Laxey Isle Of Man  ,PER,07-Apr-11,11/00246/A
Door and window alterations to dwelling,9 Brunswick Road Douglas Isle Of Man IM2 3LH,PER,04-Apr-11,11/00247/B
Demolition of existing rear elevation annex and erection of replacement extension,10 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG,REF,24-Jun-11,11/00445/B
"Alterations, erection of an extension and formation of two town houses from existing properties",Ben Varrey & Sentosa Athol Street Port St. Mary Isle Of Man,PER,20-May-11,11/00433/B
Demolition of existing store and erection of new substation and switch room,Manx Electric Railway Substation New Road Laxey Isle Of Man  ,PER,31-May-11,11/00511/B
Alterations to existing sun room extension,Hedges Port Lewaigue Close Port Lewaigue Ramsey Isle Of Man IM7 1AH,PER,31-May-11,11/00518/B
Erection of a garage/storage building with room over to replace existing detached garage,Ash Lodge Patrick Road St Johns Isle Of Man IM4 3BR,REF,31-May-11,11/00519/B
Alterations and extensions to dwelling (comprising amendment to PA 10/01127B),Greystones Quarterbridge Road Douglas Isle Of Man IM2 3RL,PER,14-Jun-11,11/00521/B
