Decisions issued under delegated authority 1/1/14 - 31/12/14,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Creation of driveway and vehicular access,22 Ballacannell Estate Laxey Isle Of Man IM4 7HH,PER,09-May-14,14/00354/B
Removal of existing detached garage and erection of replacement garage/equipment store,Dreemskerry Farm Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,31-Jul-14,14/00700/B
Erection of a dwelling,Land At 1 King Orry Close Glen Vine Isle Of Man  ,REF,18-Jul-14,14/00721/B
"Registered Building Consent for formation of ground floor apartment, first floor bedroom alterations and installation of stair between mezzanine level and upper second floor (Registered Building no 185)",School House  King Williams College Castletown Isle Of Man IM9 1TP ,PER,18-Jul-14,14/00724/CON
"Formation of a vegetable garden with associated path, landscaping, shed, greenhouse and polytunnel",Arbory School Main Road Ballabeg Castletown Isle Of Man IM9 4LH,PER,15-Oct-14,14/01069/B
Installation of replacement windows to first floor and attic on front elevation,13 Albany Street Douglas Isle Of Man IM2 3LD ,PER,13-Nov-14,14/01070/B
Erection of extensions to front elevation,Eventide 13 Furman Road Onchan Isle Of Man IM3 1BS,PER,16-Oct-14,14/01071/B
Alterations to ground floor level to create new street frontage and entrance area,5 Athol Street Douglas Isle Of Man IM1 1QL,PER,13-Nov-14,14/01072/B
Alterations and erection of dormers to dwelling,Bridle Cottage Baldrine Road Baldrine Isle Of Man IM4 6EB,PER,14-Mar-14,13/91318/B
Erection of extensions to rear elevation of dwelling,26 Turnberry Avenue Onchan Isle Of Man IM3 2JX ,PER,03-Jan-14,13/91319/B
Alterations to dwelling house and creation of a vehicular access and driveway,Ardery Somerset Road Douglas Isle Of Man IM2 5AF,PER,31-Jan-14,13/91320/B
Replacement of existing stone facing with weatherboard product and installation of French doors and windows in existing sun room extension,5 Ballagarey Close Glen Vine Isle Of Man IM4 4EG ,PER,31-Jan-14,13/91501/B
Erection of extension to dwelling,Summerhill Lodge Summerhill Road Jurby Isle Of Man IM7 3BR,PER,31-Jan-14,13/91502/B
"Alterations including removal of chimney stack, door and window alterations and new roof on rear extension to form a terrace",5 Leigh Terrace Douglas Isle Of Man IM1 5AN,PER,11-Apr-14,14/00202/B
Installation of illuminated and non-illuminated signage (in association with 14/00592/CON),Clinch's 2 - 3 North Quay Douglas Isle Of Man IM1 4LJ,PER,04-Jul-14,14/00591/D
Registered Building consent for the installation of illuminated and non-illuminated signage (in association with 14/00591/D) Registered Building Nos. 78,Clinch's 2 - 3 North Quay Douglas Isle Of Man IM1 4LJ,PER,04-Jul-14,14/00592/CON
"Erection of an agricultural building to provide a milking parlour with associated landscaping, creation of a cow track and alterations to existing access track",Ballamanaugh Farm Ballamanagh Road Sulby Isle Of Man  ,PER,13-Aug-14,14/00593/B
Erection of an extension to side elevation,Ballajuanvark Farm Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT ,PER,05-Sep-14,14/00870/B
Change of use of ground floor office to retail and conversion of upper floor offices into an apartment,1 Dale Street & 2 Place Ramsey Isle Of Man IM8 1BJ,PER,31-Jan-14,13/91504/C
Extension to rear elevation,11 Magher Breek Ballawattleworth Estate Peel Isle Of Man IM5 1XD ,PER,10-Feb-14,14/00001/B
"Installation of replacement windows, erection of balustrade over garage and removal of chimney stacks",8 -10 Church Road Port Erin Isle Of Man IM9 6AQ,REF,14-Feb-14,14/00002/B
Replacement of existing glazed conservatory roof with tiles,1 Ashbourne Grove Douglas Isle Of Man IM2 1NP,PER,28-Mar-14,14/00163/B
Installation of replacement windows and creation of French doors to front elevation,Flat 1 Clifton Court The Promenade Port St. Mary Isle Of Man IM9 5DB ,PER,17-Jul-14,14/00681/B
Removal of a chimney stack,18 Kensington Road Douglas Isle Of Man IM1 3EP,REF,17-Jul-14,14/00683/B
Creation of loading doors to north elevation of building,Bandroom Qualtroughs Lane Ballafesson Port Erin Isle Of Man IM9 6TP,PER,18-Jul-14,14/00685/B
Installation of replacement windows and door to front elevation and windows to second floor level on rear elevation,8 The Crofts Castletown Isle Of Man IM9 1LW,PER,27-Nov-14,14/01073/B
Registered Building consent for refurbishment works and installation of a replacement window (In association with 13/00905/GB) Registered Buildings Nos. 65,Compton House 9 Castle Street Castletown Isle Of Man IM9 1LF,PER,21-Feb-14,13/00906/CON
"Alterations and extensions to dwelling",12 Hillcroft Rise Douglas Isle Of Man IM2 7EE,REF,21-Jan-14,13/91238/B
Erection of an extension and bay window to dwelling,Caaghyr Bradda East Port Erin Isle Of Man IM9 6QB ,PER,06-Jan-14,13/91355/B
Erection of a detached garage,1 Manor Park Onchan Isle Of Man IM3 2EW,PER,14-Mar-14,14/00034/B
Alterations and erection of extension to dwelling,1 Montreux Court Douglas Isle Of Man IM2 6AF,PER,09-May-14,14/00336/B
Installation of turbine on river bank and associated works to generate domestic electricity for property,Poyl Breck East Baldwin Isle Of Man IM4 5EW ,PER,13-Jun-14,14/00356/B
Installation of re-claimed slate to roof of dwelling including new flat roofs on two existing dormer windows (in association with 14/00359/CON),8 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,20-Jun-14,14/00358/GB
Registered Building Consent for installation of re-claimed slate to roof of dwelling including new flat roofs on two existing dormer windows (RB no 151 in association with 14/00358/GB),8 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,04-Jun-14,14/00359/CON
Erection of first floor extension over garage,12 Cronk Avenue Onchan Isle Of Man IM3 3DG,PER,16-Jun-14,14/00420/B
Installation of external flue to side elevation,14 Killeaba Mount Ramsey Isle Of Man IM8 2JG,PER,16-May-14,14/00422/B
Erection of an industrial building,Site Adjacent To Optical House  Harcourt Drive Balthane Industrial Estate  Ballasalla Isle Of Man IM9 2AG ,PER,28-Mar-14,13/91470/B
"Conversion of redundant barn to a dwelling, creation of residential curtilage and access track",Barn And Part Field 314020 Lower Skerrisdale Farm Stockfield Road Cronk Y Voddy Isle Of Man  ,PER,23-Apr-14,14/00104/B
Change of use of former care home,Park Crest Residential Home Bay View Ramsey Isle Of Man IM8 3EQ ,PER,10-Apr-14,14/00226/C
Erection of two dwellings,Plots 25 & 26 Field 311037 Ramsey Road Peel Isle Of Man ,PER,22-Aug-14,14/00228/B
Erection of illuminated advertising signage at vehicular entrance to approved hotel/restaurant development (PA 13/91479/B),The Forge  Formerly The Hop Garden   Mount Murray Douglas Isle Of Man IM4 1JE ,PER,12-May-14,14/00394/D
Removal of annexe balcony and access door and replacement with new first floor windows,Ballacallow Glen Road Colby Isle Of Man IM9 4PA,PER,21-May-14,14/00399/B
Erection of summer house in back garden,10 Dalton Street Douglas Isle Of Man IM1 3JT,PER,16-Jun-14,14/00400/B
Installation of replacement roof tiles,The Cottage Main Road Kirk Michael Isle Of Man IM6 1ER,REF,19-May-14,14/00423/B
Alterations and extension to dwelling,15 Imman Stronnag Reayrt Ny Cronk Peel Isle Of Man IM5 1GP ,PER,22-May-14,14/00424/B
Erection of a porch and access ramp,The Grest Home Andreas Road Ramsey Isle Of Man IM7 4EA,PER,26-Jun-14,14/00601/B
Erection of a conservatory to dwelling,Reuben Place Ballajora Bungalow Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ,PER,26-Jun-14,14/00603/B
Approval in principle for the erection of two semi-detached dwellings,Land Adjacent To Field 131049  Vollan Crescent Ramsey Isle Of Man  ,REF,16-Jul-14,14/00605/A
Erection of a replacement summer house,46 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,16-Jul-14,14/00606/B
Erection of a dwelling,Land Adjacent To Cherry Orchard Hotel And Adjacent To 25 Close Famman Close Famman Port Erin Isle Of Man  ,PER,08-Jul-14,14/00633/B
"Erection of a two storey extension to side elevation, single storey extension to rear elevation and widening of vehicular hard standing and access",39 Ballanoa Meadow Santon Isle Of Man IM4 1HQ ,PER,10-Jan-14,13/91256/B
Erection of a single storey extension to dwelling and alterations to two existing windows,Dreemskerry Farm Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,20-Mar-14,14/00025/B
Construction of fishing platform and access ramp,Cringle Reservoir Corlea Road Ballasalla Isle Of Man  ,PER,20-Feb-14,14/00027/B
Alterations to office accommodation including creation of parking space in rear yard and installation of two roof lights to front elevation,10 Hope Street Douglas Isle Of Man IM1 1AQ,PER,16-Jul-14,14/00634/B
"Creation of lower garden level, erection of storm porch, creation of ramp access and bin storage, window alterations to basement flat, mural works to rear west gable wall (part retrospective) re-instatement of flag pole and roof turret railing (retrospect",Belvedere Court Mooragh Promenade Ramsey Isle Of Man IM8 3AG,PER,24-Jul-14,14/00637/B
Erection of a three storey building to provide ground floor launderette with apartment above,Plots 3 And 4 The Promenade Port St. Mary Isle Of Man  ,PER,17-Apr-14,14/00040/B
Re-roofing of dwelling and installation of roof light,7 Malvern Road Douglas Isle Of Man IM2 5AS,PER,06-Mar-14,14/00102/B
Erection of an extension to provide a garage and porch to dwelling,Close  Sartfield The Curragh Ballaugh Isle Of Man IM7 5BL ,PER,25-Apr-14,14/00267/B
Conversion of existing offices within residential home to provide residential accommodation,Glen Royd Lezayre Road Ramsey Isle Of Man IM8 2TE,PER,23-Apr-14,14/00268/B
Erection of extension to rear elevation,10 Raad Ny Gabbil Castletown Isle Of Man IM9 1HH,PER,16-Jun-14,14/00533/B
Installation of replacement windows to rear elevation of dwelling,3 Christian Street Peel Isle Of Man IM5 1NW,PER,03-Nov-14,14/01129/B
Alterations and erection of extensions to dwelling,11 Howe Road Onchan Isle Of Man IM3 2BB,PER,13-Nov-14,14/01172/B
Widening of existing vehicular access and driveway,Thie Shey 6 Thornhill Close Port Erin Isle Of Man IM9 6NF ,PER,14-Nov-14,14/01174/B
Installation of a flue to a dwelling,48 Ballanard Road Douglas Isle Of Man IM2 5HE,PER,23-Dec-14,14/01176/B
Conversion of estate agency to restaurant,44 Parliament Street Ramsey Isle Of Man IM8 1AN,PER,03-Jan-14,13/90922/B
"Installation of replacement cellar window (retrospective, in association with 13/00733CON)",1 Quay Lane Castletown Isle Of Man IM9 1LE,PER,27-Jan-14,13/00732/GB
"Registered Building Consent for installation of replacement cellar window (Retrospective, RB no 43 in association with 13/00732/GB)",1 Quay Lane Castletown Isle Of Man IM9 1LE,PER,27-Jan-14,13/00733/CON
Erection of signage,Chapter House 5 Upper Church Street Douglas Isle Of Man IM1 1EA,PER,21-Mar-14,14/00108/D
"Alterations to rear yard, window alterations, installation of a roller shutter door and installation of replacement windows to dwelling",25 Woodburn Square Douglas Isle Of Man IM1 4DE ,PER,29-Apr-14,14/00110/B
Installation of replacement windows,15A New Road Laxey Isle Of Man IM4 7BD,PER,28-Mar-14,14/00206/B
"Alterations to flats 3, 4 & 5 to create three additional apartments (retrospective)",25 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NF ,REF,04-Jun-14,14/00207/B
Conversion of barn to provide ancillary living / tourist accommodation (amendments to PA 10/00306/B),Whitestone Stores Main Road Ballasalla Isle Of Man IM9 2DA,PER,24-Jun-14,14/00208/B
Installation of replacement windows and doors to rear elevation,Balley Beg Douglas Street Peel Isle Of Man IM5 1BA ,PER,08-Jul-14,14/00608/B
Replacement of existing glazed conservatory roof with light weight roof tiles,33 Cronk Avenue Onchan Isle Of Man IM3 3DF,PER,08-Jul-14,14/00610/B
Erection of road-side advertising signage,Royal London 360 Offices  Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,17-Jul-14,14/00701/D
Conversion of existing first and second floor office suites into four apartments,City Centre House   18 - 20 Nelson Street Douglas Isle Of Man IM1 2AL,PER,29-Jan-14,13/91410/B
Change of use from office to retail,8 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF ,PER,28-Feb-14,13/91420/C
Erection of a timber notice board,Arbory Churchyard  Main Road Ballabeg Castletown Isle Of Man IM9 4LG ,PER,22-Jan-14,13/01482/D
Alteration of access and widening of driveway,Plot 24 Reayrt Ny Glionney  Laxey Isle Of Man IM4 7LG ,PER,09-Apr-14,14/00232/B
Alterations and extension to dwelling including alteration to vehicular access,Grenaby House Ballanard Road Douglas Isle Of Man IM2 5PR,PER,11-Apr-14,14/00253/B
Change of use of converted barn from ancillary living accommodation to a residential dwelling (retrospective),Ellan Rhenee Barn The Curragh Ballaugh Isle Of Man IM7 5BH ,PER,13-Jun-14,14/00261/C
Installation of a replacement window (In association with 14/00263/CON),Mysore Cottages 41 Waterloo Road Ramsey Isle Of Man IM8 1DX,PER,23-Apr-14,14/00262/GB
Alterations and erection of an extension to rear elevation of dwelling,Thornley Grove Mount West Ramsey Isle Of Man IM8 3PE,PER,31-Jul-14,14/00711/B
Installation of individual air source heat pumps to each of the 32 properties,1-32  Ayre View Bride Isle Of Man IM7 4AY,PER,12-Dec-14,14/01268/B
Replacement of existing mono pitch glass fibre roof over kitchen extension with a twin pitch glazed roof and enclosure of yard,Sunnymount Bradda Road Port Erin Isle Of Man IM9 6PS,PER,28-Nov-14,14/01132/B
Installation of external lighting and a wall hung clock,British Hotel North Quay Douglas Isle Of Man IM1 4LB,PER,20-Mar-14,13/91489/B
Erection of an extension to dwelling,37 Ballaquark Douglas Isle Of Man IM2 2ET,PER,31-Jan-14,13/91491/B
Installation of ventilation and extraction units / grilles (retrospective),12 Atholl Place Peel Isle Of Man IM5 1HE,PER,28-Apr-14,13/91492/B
Erection of an extension to dwelling,1 Reayrt Ny Glionney Chase Laxey Isle Of Man IM4 7LF ,PER,27-Jan-14,13/91493/B
Alterations and extension to dwelling,Skerrisdale Stockfield Road Kirk Michael Isle Of Man IM6 1HP,PER,20-Feb-14,14/00037/B
Alterations and erection of a second floor extension to create a self-contained apartment (amendment to PA 13/00617/B),Oirr-Ushtey The Promenade Laxey Isle Of Man IM4 7DD,PER,14-Mar-14,14/00101/B
Removal of a chimney stack from rear pitched roof (In association with 14/00132/CON),Compton House 9 Castle Street Castletown Isle Of Man IM9 1LF,PER,17-Mar-14,14/00131/GB
Registered Building consent for the removal of a chimney stack from rear pitched roof (In association with 14/00131/GB) Registered Building Nos. 65,Compton House 9 Castle Street Castletown Isle Of Man IM9 1LF,PER,17-Mar-14,14/00132/CON
Erection of a sun lounge extension to rear elevation to replace existing conservatory,3 Scarlett Close Castletown Isle Of Man IM9 1NY,REF,20-Mar-14,14/00134/B
Replace existing glazed rear annex roof with roof tiles,59 Port E Chee Avenue Douglas Isle Of Man IM2 5EU,PER,09-May-14,14/00340/B
Erection of an agricultural building to provide storage for animal feed and agricultural machines and provide a covered feeding area for livestock,Field 434774 Ballamodha Straight Ballamodha Ballasalla Isle Of Man  ,REF,03-Jun-14,14/00341/B
Alterations and erection of extension to rear of existing shop,Looney's 30 & 32A Parliament Street Ramsey Isle Of Man IM8 1AW ,PER,05-Jun-14,14/00342/B
