"Application Number","Details","Local Authority","Date"
"24/91174/B","Variation of Condition 1 of PA 20/01204/B - extension of time for commencement of works Turnberry\nAlberta Drive\nOnchan\nIsle Of Man\nIM3 1LT\n","ONCHAN","21 Oct 2024"
"24/91208/B","Demolition of existing conservatory and erection of ground floor extensions (amendments to PA 24/00687/B) Ballakaighen\nWhitebridge Road\nOnchan\nIsle Of Man\nIM4 6AD\n","ONCHAN","22 Oct 2024"
"24/91114/B","Replacement dwelling on the site of an existing timber framed cottage Briardale\nBelle Vue\nPeel\nIsle Of Man\nIM5 1UH\n","PEEL","22 Oct 2024"
"24/91115/B","Installation of replacement windows 1 Kellys Court\nSt Peters Lane\nPeel\nIM5 1AP\n","PEEL","18 Oct 2024"
"24/91150/B","Widening of existing driveway entrance Southview\nPoortown Road\nPeel\nIsle Of Man\nIM5 1QG\n","PEEL","18 Oct 2024"
"24/91182/B","Installation of replacement windows to side elevation Creek Inn\nStation Place\nPeel\nIsle Of Man\nIM5 1AT\n","PEEL","17 Oct 2024"
"24/91196/B","Installation of replacement window to front elevation 3 Stanley Mount\nPeel\nIsle Of Man\nIM5 1NE\n","PEEL","22 Oct 2024"
"24/91129/B","Installation of replacement windows to front elevation Sunny Crest\nLime Street\nPort St Mary\nIsle Of Man\nIM9 5EE\n","PORT ST MARY","22 Oct 2024"
"24/91183/B","Replacement of existing UPVC front doors with hardwood timber single door with side-lights. Middle Apartment\nEndfield House\nThe Promenade\nPort St Mary\nIsle Of Man\nIM9 5DE\n","PORT ST MARY","22 Oct 2024"
"24/91198/B","Installation of replacement of roof covering Loen\nFistard Road\nFistard\nPort St Mary\nIsle Of Man\nIM9 5HF\n","PORT ST MARY","22 Oct 2024"
"24/91146/B","Redevelopment of an existing Sure Mobile site that will consist of replacing the current monopole with a new 15 meter slimline lattice with multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets and boundary fence. Sure Mobile Site\nShipyard Road\nRamsey\nIsle Of Man\nIM8 3DT\n","RAMSEY","22 Oct 2024"
