"Application Number","Details","Local Authority","Date"
"24/00075/B","Extension to Thalloo Queen Cottage (amendments to PA21/00340/B) Thallo Queen Cottage\nGlen Mona Loop Road\nGlen Mona\nRamsey\nIsle Of Man\nIM7 1HJ\n","GARFF","31 Jan 2024"
"23/01482/B","Extension to existing agricultural building Lhergydhoo Farm\nLhergydhoo\nPeel\nIsle Of Man\nIM5 2AE\n","GERMAN","25 Jan 2024"
"24/00083/C","Additional use of the property as tourist accommodation. Harbour House\nThe Terrace\nDerbyhaven\nIsle Of Man\nIM9 1TY\n","MALEW","31 Jan 2024"
"21/00724/B","Construction of a balancing pond and surface water outfall with a foul water connection to existing sewage treatment works Part Fields 324324 & 324321, And Crosby Meadows Estates\nMain Road\nCrosby\nIsle Of Man\nIM4 2EE\n","MAROWN","7 Jul 2021"
"22/00475/B","Construction of 18 houses and associated infrastructure Crosby Meadows Estate \nPart Fields 320653, 324323, 324324, 324321 , 324318, 320649 & 324320\nBallaglonney\nMain Road\nCrosby\nIM4 2EE\n\n","MAROWN","27 Apr 2022"
"24/00095/B","Replace existing wooden rear windows and door with new, rosewood coloured, uPVC equivalents 4 Whitehouse Cottages\nMain Road\nKirk Michael\nIsle Of Man\nIM6 2HE\n","MICHAEL","26 Jan 2024"
"24/00048/B","Installation of 6 new lifts, extension to existing car parking facilities and installation of roof mounted photo voltaic panels. Springfield Court\nOnchan\nIsle Of Man\nIM3 4LF\n","ONCHAN","25 Jan 2024"
"24/00063/B","installation of a shed Onchan Wetlands\nChurch Road\nOnchan\nIsle Of Man\n\n","ONCHAN","26 Jan 2024"
"24/00108/D","Erection of interpretation board Field 333144\nEast Foxdale Road\nFoxdale\nIsle Of Man\nIM4 3HL\n\n","PATRICK","23 Jan 2024"
"24/00065/B","To remove the chimney stack on the right side of the house when standing at the front door. 8 Albany Road\nPeel\nIsle Of Man\nIM5 1JR\n","PEEL","26 Jan 2024"
"24/00101/B","Installation of two skylights and a roof vent Sunset Cottage\n10 Gib Lane\nPeel\nIsle Of Man\nIM5 1PD\n","PEEL","30 Jan 2024"
"24/00088/B","Remove existing timber framed windows and door and replace with uPVC windows and composite door Harbour Cottage\nHigh Street\nPort St Mary\nIsle Of Man\nIM9 5DR\n","PORT ST MARY","29 Jan 2024"
