"Application Number","Details","Local Authority","Date"
"23/00606/B","Construction of 3 garages to plots 4 and 5 and foul drainage connection of previously approved and commenced development PA 20/00787/B and PA 19/01324/B Field 314758 And 312909\nMain Road\nSt Johns\nIsle Of Man\n\n","GERMAN","6 Jun 2023"
"24/00318/B","Alterations and extensions to form tourist accommodation Lookout Post At Cronk Y Cliwe Adj To\nBallagarraghyn\nCoast Road\nJurby\nIsle Of Man\n\n","JURBY","28 Mar 2024"
"24/00365/B","Alterations and extensions to front and side elevations to provide garaging and additional living accommodation. Laurel Mount House\nGlen Duff\nRamsey\nIsle Of Man\nIM7 2AT\n","LEZAYRE","2 Apr 2024"
"24/00338/B","Alteration of dwelling; extension to replace conservatory & snug; bedroom window alterations & removal of one of the chimney stacks 9 Greeba Avenue\nGlen Vine\nIsle Of Man\nIM4 4ED\n","MAROWN","28 Mar 2024"
"24/00321/B","Erection of garage (retrospective) Windmill Cottage\nWindmill Terrace\nKirk Michael\nIsle Of Man\nIM6 1ES\n","MICHAEL","28 Mar 2024"
"24/00346/B","Demolition of existing garage and store. Alterations and extension to existing dwelling Clove Cottage\nMain Road\nKirk Michael\nIsle Of Man\nIM6 2HG\n","MICHAEL","3 Apr 2024"
"24/00376/CON","Registered Building Consent for demolition elements to 24/00321/B (retrospective) Windmill Cottage\nWindmill Terrace\nKirk Michael\nIsle Of Man\nIM6 1ES\n","MICHAEL","28 Mar 2024"
"24/00333/B","Conversion of balcony window/door into a window only; removal of first floor balustrade 20 Wybourn Drive\nOnchan\nIsle Of Man\nIM3 4AJ\n","ONCHAN","3 Apr 2024"
"24/00319/B","Erection of a hobby room (retrospective) Hillview House\n23 Raad Roagan\nPeel\nIsle Of Man\nIM5 1DY\n","PEEL","2 Apr 2024"
"24/00372/B","Repair of front gable and cornice and painting of exterior walls Grace Baptist Church\nMarket Street\nPeel\nIsle Of Man\nIM5 1AD\n","PEEL","2 Apr 2024"
"24/00345/B","To replace existing single storey garage/workshop with new workshop and utility room to the side and rear of the main dwelling Traie Creggagh\nQueens Road\nPort St. Mary\nIsle Of Man\nIM9 5EP\n","PORT ST MARY","3 Apr 2024"
"24/00315/B","Installation of replacement roof slates 8 Marsden Terrace\nRamsey\nIsle Of Man\nIM8 3DS\n","RAMSEY","2 Apr 2024"
"24/00335/B","Extension and loft conversion to provide additional living space. Installation of 4No Velux windows, dormer window and replacement of existing timber framed windows to white uPVC double glazed units. The Holly\nGrove Mount\nRamsey\nIsle Of Man\nIM8 3HF\n","RAMSEY","3 Apr 2024"
"24/00285/B","Kitchen and sun lounge extension to side of property and remodelling of conservatory and lounge windows Ballacorris Croft\nClannagh Road\nSanton\nIsle Of Man\nIM4 2HP\n","SANTON","28 Mar 2024"
