"Application Number","Details","Local Authority","Date"
"24/00873/B","Erection of extension, enlargement of patio with storage area below, door/window alterations to dwelling, erection of a summerhouse and alteration to driveway to provide additional parking Chisnall\nFairy Cottage\nLaxey\nIsle Of Man\nIM4 7JP\n","GARFF","30 Jul 2024"
"24/91076/B","Replacement of decking and balustrade in rear garden Sun Dawn\nPinfold Hill\nLaxey\nIsle Of Man\nIM4 7HL\n","GARFF","10 Oct 2024"
"24/91116/REM","Reserved Matters application in relation to P.A. No 21/01161/A, including erection of new dwelling and demolition of part of existing dwelling. The Bungalow\nBallamanagh Road\nSulby\nIsle Of Man\nIM7 2HB\n","LEZAYRE","10 Oct 2024"
"24/01031/CON","Registered Building consent for the installation of replacement front external door (RB184) 2 Church Cottage\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AH\n","MALEW","15 Oct 2024"
"24/01164/GB","Installation of replacement front external door 2 Church Cottage\nSt Marks\nBallasalla\nIsle Of Man\nIM9 3AH\n","MALEW","15 Oct 2024"
"24/91078/B","Reroute an existing right of way by removing some of the wall and installing a fence. The Herring Houses\nFort Island Road\nDerbyhaven\nIsle Of Man\nIM9 1TZ\n","MALEW","14 Oct 2024"
"24/91147/B","Single storey sun room extension to the rear elevation and re render of all elevations 12 Silverburn Drive\nBallasalla\nIsle Of Man\nIM9 2DR\n","MALEW","16 Oct 2024"
"24/91087/B","Alterations to bungalow under construction approved under PA 22/01460/B (retrospective) Plot North East Of Cass A Lergy\nDouglas Road\nKirk Michael\nIsle Of Man\nIM6 1AT\n","MICHAEL","10 Oct 2024"
"24/91014/C","Conversion to three flats (retrospective) and additional use of two flats as tourist accommodation Middle And Top Floor Flats\n15 Royal Avenue West\nOnchan\nIsle Of Man\nIM3 1HB\n","ONCHAN","10 Sep 2024"
"24/00477/B","Conversion, renovation and extension of existing workshop to create additional living accommodation to be used by the main house and with additional tourist use Thie Ain\nGordon\nPeel\nIsle Of Man\nIM5 3AT\n","PATRICK","14 May 2024"
"24/91160/B","Erection of single-storey lean-to extension to north-east elevation Gulls Way Barn\nDalby\nIsle Of Man\nIM5 3BR\n","PATRICK","14 Oct 2024"
"24/01159/CON","Registered building consent for demolition aspects to PA 24/91158/B 8 Lyndale Avenue\nPeel\nIsle Of Man\nIM5 1JY\n","PEEL","16 Oct 2024"
"24/91132/B","Erection of a prefabricated log cabin to be used as a residential annex of additional accommodation or office. 8 Oak Road\nBallawattleworth\nPeel\nIsle Of Man\nIM5 1WN\n","PEEL","14 Oct 2024"
"24/91134/B","Installation of replacement windows and front door 34 Patrick Street\nPeel\nIsle Of Man\nIM5 1BR\n","PEEL","10 Oct 2024"
"24/91151/B","Erection of replacement sun lounge extension to rear elevation Creg Malin\n4 Queens Drive\nPeel\nIsle Of Man\nIM5 1BH\n","PEEL","15 Oct 2024"
"24/91158/B","Create dormer at roof level, internal remodelling, replace windows throughout, replace garden shed with garden room and store (in association with 24/91159/CON) 8 Lyndale Avenue\nPeel\nIsle Of Man\nIM5 1JY\n","PEEL","16 Oct 2024"
"24/91142/B","Re-rendering with smooth render and painted finish including. Replacement of existing defective roof tiles with natural slate roof tiles. Sunnyhurst\nStation Road\nPort St Mary\nIsle Of Man\nIM9 5AZ\n","PORT ST MARY","16 Oct 2024"
"24/91155/B","Demolition of existing building and construction of 4 no. detached dwellings. St Olaves\nBowring Road\nRamsey\nIsle Of Man\nIM8 3ES\n","RAMSEY","16 Oct 2024"
