"Application Number","Details","Local Authority","Date"
"24/00574/B","Demolition of existing rear dormer and rear extension (retrospective) and erection of replacement two storey linked rear extension and alterations to include front porch, covered car port and driveway works Woodside Cottage\nBreeze Hill\nLaxey\nIsle Of Man\nIM4 7DL\n","GARFF","3 Jun 2024"
"24/00592/B","Removal of chimney to rear of dwelling, installation of roof lights, replacement windows and doors and existing fibre cement roof slates with composite roof slates West Lynne\nMaitland Drive\nLaxey\nIsle Of Man\nIM4 7NF\n","GARFF","5 Jun 2024"
"23/00876/B","Construction of general industrial and storage units to units 3 to 8 and Approval in Principle for units 1, 2 and 9 to 19 for general industrial and storage use Land At\nThe Paddocks\nJurby Industrial Estate\nJurby\nIsle Of Man\n\n","JURBY","30 Aug 2023"
"24/00634/B","Erection of a covered Equestrian Arena and additional use of agricultural field to equestrian Field No 214282 \nGoldies Loughan\nJurby East\nIM7 3EZ\n","JURBY","4 Jun 2024"
"24/00588/B","Erection of extension and conversion of garage to provide living space and removal of two bay windows and installation of replacement casement windows to West elevation St Benedicts\nGlen Auldyn\nRamsey\nIsle Of Man\nIM7 2AD\n","LEZAYRE","3 Jun 2024"
"24/00565/B","Erection of a replacement side extension Ballaglonney Farm\nMain Road\nCrosby\nIsle Of Man\nIM4 2DJ\n","MAROWN","4 Jun 2024"
"24/00622/B","Demolish existing green house, installation of replacement windows, erection of a ground floor porch extension, first floor bedroom extension and car port Reayrt Curn\nBalleira Road\nKirk Michael\nIsle Of Man\nIM6 1EE\n","MICHAEL","5 Jun 2024"
"24/00650/B","Installation of replacement windows to front elevation Springhaven\nGlen Wyllin\nKirk Michael\nIsle Of Man\nIM6 1AW\n","MICHAEL","31 May 2024"
"24/00619/B","Erection of a triple garage extension to side elevation Balganey\nAbbeylands\nDouglas\nIsle Of Man\nIM4 5EG\n","ONCHAN","3 Jun 2024"
"24/00625/B","Demolish existing front porch and erection of a new enlarged front porch with pitched roof 19 The Fairway\nOnchan\nIsle Of Man\nIM3 2EG\n","ONCHAN","5 Jun 2024"
"24/00564/B","Installation of a replacement front door 15A Market Street\nPeel\nIsle Of Man\nIM5 1AD\n","PEEL","4 Jun 2024"
"24/00601/B","Erection of an external ATM building Supermarket\nDerby Road\nPeel\nIsle Of Man\nIM5 1HP\n","PEEL","5 Jun 2024"
"24/00610/B","Installation of a doorway to rear of existing garage 35 Ballaquane Park\nPeel\nIsle Of Man\nIM5 1PX\n","PEEL","31 May 2024"
"24/00626/B","Installation of replacement windows and doors, rooflights, side gate and removal of section of render to stone side garden wall 10 Bridge Street\nPeel\nIsle Of Man\nIM5 1NB\n","PEEL","5 Jun 2024"
"24/00627/CON","Registered Building Consent for demolition elements to PA 24/00626/B 10 Bridge Street\nPeel\nIsle Of Man\nIM5 1NB\n","PEEL","5 Jun 2024"
"24/00607/B","Erection of front porch, rear extension, pitch dormer roof, rear terrace and roof, window and door alterations Mannin Veg\nGansey\nPort St Mary\nIsle Of Man\nIM9 5LA\n","PORT ST MARY","5 Jun 2024"
"23/00744/B","Full approval for a residential development comprising up to 153 dwellings and community uses with associated highway and pedestrian access and infrastructure, drainage, landscaping and public open space together with approval in principle for a primary school on land at Vollan Fields together with enhancement of existing habitat on land to the east of Royal Park Land At Vollan Field No\'s 131042, 131043, 135315 And 135318\nLand East Of Royal Park Field No\'s 131085 And 135140\nAndreas Road\nRamsey\nIsle Of Man\nIM7 4EA","RAMSEY","3 Jul 2023"
"23/00805/B","Erection of two agricultural buildings and re-grading works to field 414783 Field 414783 \nBallachrink Farm,\nSurby\nPort Erin\nIM9 6QR\n","RUSHEN","2 Aug 2023"
"24/00599/B","Installation of two flues 5 Bradda View\nBallakillowey\nColby\nIsle Of Man\nIM9 4BE\n","RUSHEN","4 Jun 2024"
