"id","lat","lon","name","name:en","name:gv","ref","highway"
"25988358","","","Ballamenagh Road","","","A14","primary"
"25988359","","","Stevenson Way","Stevenson Way","Bayr Stevenson","","unclassified"
"25988360","","","Lhergy Cripperty","Lhergy Cripperty","Lhargee Cripperty","B32","secondary"
"25988366","","","Harbour View","","","","unclassified"
"25988368","","","Berry Woods Avenue","","","","residential"
"25988370","","","Park Avenue","","","","residential"
"25988374","","","Church Road Marina Roundel","","","","primary"
"25988375","","","Ballacriy Park","","","","residential"
"25988376","","","Governors Hill","","","","residential"
"25988377","","","Manor View","","","","residential"
"25988378","","","Mysore Close","","","","residential"
"25988379","","","Castletown Road","Castletown Road","Raad Balley Chashtal","A5","trunk"
"25988381","","","Droghadfayle Park","","","","residential"
"25988385","","","Road of the Tail of Rocks","Road of the Tail of Rocks","Bayr Yn Arbyl","","unclassified"
"25988387","","","Lake Lane","Lake Lane","Bayr ny Loghan","","service"
"25988390","","","Perwick Bay","Perwick Bay","Baie Pherwick","","residential"
"25988391","","","Farmhill Park","Farmhill Park","Pairk Valley Chrink","","residential"
"25988392","","","Cooil Roi","","","","residential"
"25988393","","","Keppel Road","","","","residential"
"25988394","","","Barroose Road","","","","unclassified"
"25988395","","","Cronk Hunna","","","","unclassified"
"25988398","","","Ballakilpheric Road","","","B44","secondary"
"25988399","","","Heywood Avenue","","","","residential"
"25988400","","","Clybane Rise","","","","residential"
"25988403","","","Fistard Grove","Fistard Grove","","","residential"
"25988404","","","Furman Road","","","","unclassified"
"25988407","","","Glenhill","","","","residential"
"25988408","","","Marine Gardens","","","","unclassified"
"25988410","","","Royal Terrace","","","","secondary"
"25988411","","","Farmhill Gardens","","","","residential"
"25988416","","","Corrin Court","","","","service"
"25988419","","","Elm Drive","","","","residential"
"25988420","","","Saint Peter's Lane","","","","footway"
"25988422","","","Stanley Mount East","","","","primary"
"25988424","","","Maple Avenue","","","","residential"
"25988426","","","Park Close","","","","unclassified"
"25988427","","","Tromode Green","","","","residential"
"25988428","","","Victoria Street","Victoria Street","Straid Varriaght","A42","primary"
"25988431","","","Meadowbrook Gardens","Meadowbrook Gardens","Garaghyn Strooan T Lheeannee","","residential"
"25988432","","","Hampton Grove","","","","residential"
"25988433","","","Harbour Road","","","","unclassified"
"25988434","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"25988436","","","Ballafurt Close","","","","residential"
"25988437","","","Mines Road","","","A24","primary"
"25988440","","","Vicarage Road","Vicarage Road","Raad Thie ny Taggyrt","A6","trunk"
"25988442","","","Clybane Close","","","","residential"
"25988444","","","Cooil Breryk","","","","residential"
"25988446","","","Groves Road","","","","unclassified"
"25988448","","","Devonshire Road","Devonshire Road","Raad Devonshire","","unclassified"
"25988451","","","Ballamaddrell Road","","","B40","secondary"
"25988452","","","Manor Lane","","","","residential"
"25988455","","","Whitebridge","","","","footway"
"25988456","","","Balthane Road","","","B53","secondary"
"25988457","","","Magher Rosien","","","","residential"
"25988458","","","Ballaterson Road","","","","residential"
"25988459","","","Fairfield Avenue","","","","residential"
"25988460","","","Ballamaddrell","","","","residential"
"25988462","","","Poyll Dooey Road","","","","residential"
"25988463","","","Gainsborough Crescent","","","","residential"
"25988467","","","Sunngingdale Drive","","","B54","secondary"
"25988469","","","Pat Clague's Lane","","","","unclassified"
"25988470","","","Tramman Park","","","","residential"
"25988472","","","Malew Road","Malew Road","","A3","trunk"
"25988474","","","Bayr Cam","","Bayr Cam","","residential"
"25988475","","","Somerset Road","","","B71","secondary"
"25988476","","","Scott Close","","","","unclassified"
"25988477","","","The Cooil Road","","","A6","trunk"
"25988479","","","Springfield Avenue","","","","residential"
"25988482","","","Cronk Elfin","","","","unclassified"
"25988484","","","Peel Road","","","A1","trunk"
"25988485","","","Market Hill","","","","unclassified"
"25988486","","","Palatine Road","","","","residential"
"25988487","","","Rosebank","","","","residential"
"25988491","","","Mountain View","","","","residential"
"25988492","","","Raad Ny Gabbil","","Raad Ny Gabbil","","residential"
"25988493","","","Elm Drive","","","","residential"
"25988494","","","Mountain Road","Mountain Road","","A18","trunk"
"25988496","","","Lakeside View","","","","residential"
"25988498","","","Harcroft Avenue","","","","residential"
"25988499","","","Begoade Road","Begoade Road","Bayr Bygoad","B20","secondary"
"25988502","","","Lower Cronk Orry","","","","residential"
"25988506","","","Beech Grove","Beech Grove","","","residential"
"25988509","","","Queens Promenade","","","","primary"
"25988511","","","Cronk Road","","","","unclassified"
"25988512","","","Oakhill Court","Oakhill Court","Court Cronk Darragh","","residential"
"25988514","","","Majestic Apartments","","","","unclassified"
"25988518","","","Cronk-Liauyr","","Cronk-Liauyr","","residential"
"25988519","","","Little Switzerland","","","","residential"
"25988520","","","Sartfell Road","","","","unclassified"
"25988521","","","Bridson Street","","","","residential"
"25988523","","","Falcon Street","","","","unclassified"
"25988526","","","Clagh Vane","","","","unclassified"
"25988527","","","Moaney Quill Close","","","","residential"
"25988528","","","Ballacriy Park","","","","residential"
"25988529","","","Linden Avenue","Linden Avenue","Astyl Biljyn Theiley","","residential"
"25988530","","","Ballakilley Close","","","","residential"
"25988531","","","Balleigh Court","","","","residential"
"25988532","","","Hillberry Meadows","","","","residential"
"25988533","","","Kaighins Lane","","","","footway"
"25988534","","","All Saints Park","","","","residential"
"25988535","","","Garey Road","","","C8","tertiary"
"25988536","","","Cooil Farrane","","","","residential"
"25988538","","","Glen Rushen Road","","","","unclassified"
"25988539","","","Ballagorry Heights","","","","unclassified"
"25988540","","","Princes Avenue","","","","unclassified"
"25988543","","","Bride Road","Bride Road","","A10","primary"
"25988544","","","Belle Vue Park","","","","residential"
"25988546","","","Cronk Cullyn","","Cronk Cullyn","","residential"
"25988548","","","West Quay","","","","unclassified"
"25988549","","","Queen's Drive","","","","unclassified"
"25988550","","","Lhoobs Road","","","","unclassified"
"25988553","","","Ballakermeen Close","","","","residential"
"25988554","","","Spaldrick Avenue","Spaldrick Avenue","Aslyl Spaldrick","","residential"
"25988555","","","Howe Road","","","","unclassified"
"25988558","","","Windermere Drive","","","","unclassified"
"25988560","","","Johnny Watterson's Lane","","","A21","trunk"
"25988562","","","Vicarage Park","","","","residential"
"25988563","","","Lheaney Grove","","","","unclassified"
"25988564","","","Harcroft Meadow","Harcroft Meadow","Lheeannee Harcroft","","residential"
"25988566","","","Maple Close","","","","residential"
"25988569","","","Balleigh Park","","","","residential"
"25988573","","","Ballacollister Road","","","B12","secondary"
"25988574","","","Birch Hill Avenue","","","","residential"
"25988575","","","Darragh Avenue","","","","residential"
"25988576","","","Sulby Road","","","","residential"
"25988579","","","Abbots Way","","","","unclassified"
"25988581","","","Mill Road","","","","unclassified"
"25988582","","","Marina Close","","","","residential"
"25988584","","","Back Marina Road","","","","service"
"25988585","","","Ballacobb","","","","residential"
"25988586","","","Cronk-Y-Berry Mooar","","","","residential"
"25988587","","","Farrant Park","","","","unclassified"
"25988588","","","Robert Stephen Close","Robert Stephen Close","Close Robert Stephen","","residential"
"25988589","","","Oakdale","","","","residential"
"25988591","","","Saint Georges Crescent","","","","residential"
"25988595","","","Harbour Slipway","","","","service"
"25988597","","","West Baldwin Road","","","B22","secondary"
"25988598","","","Bayr Balleyleigh","Ballaleigh Road","Bayr Balleyleigh","B10","secondary"
"25988599","","","Ramsey Swing Bridge","","","","unclassified"
"25988600","","","Bayr Yude Noo","St Jude's Road","Bayr Yude Noo","A17","primary"
"25988601","","","James Place","","","","unclassified"
"25988602","","","Brandywell Road","","","B10","secondary"
"25988603","","","Queen Street","","","","residential"
"25988604","","","Ballasteen Road","","","","unclassified"
"25988607","","","Ballaterson Fields","","","","residential"
"25988608","","","Mount View Close","","","","residential"
"25988609","","","Close Toalt","","Close Toalt","","residential"
"25988610","","","Close Famman","","","","residential"
"25988611","","","Ballalough","","","","residential"
"25988613","","","Hillberry Green","","","","residential"
"25988614","","","King Edward Park","","","","unclassified"
"25988616","","","Druidale Road","","","C37","unclassified"
"25988619","","","Terence Avenue","","","","residential"
"25988620","","","Ballagarey Close","","","","unclassified"
"25988621","","","Abbey Road Lane","","","","service"
"25988624","","","Mona Drive","","","","residential"
"25988625","","","Cronk Grianagh Bungalows","","","","service"
"25988626","","","Birch Hill Close","","","","residential"
"25988627","","","Sulby Main Road","Sulby Main Road","","A3","trunk"
"25988628","","","Cronk-Y-Berry Beg","","","","residential"
"25988629","","","Clannagh Road","Clannagh Road","Bayr Cleaynagh","B37","secondary"
"25988631","","","Farmhill Park","Farmhill Park","Pairk Valley Chrink","","residential"
"25988633","","","Broogh Wylln","","","","residential"
"25988634","","","Thornhill Park","","","","residential"
"25988635","","","Close Quane","","","","residential"
"25988638","","","Ballure Grove","","","","residential"
"25988640","","","Meadow Close","","","","residential"
"25988643","","","Kerroo Coar","","","","residential"
"25988645","","","Bride Road","Bride Road","","A17","primary"
"25988646","","","The Cooil Road","","","A6","trunk"
"25988648","","","Balleigh Mews","","","","residential"
"25988649","","","Hilary Park","","","","unclassified"
"25988650","","","North Point","","","","residential"
"25988652","","","Wentworth Close","","","","unclassified"
"25988653","","","Clypse View","","","","residential"
"25988658","","","Murrays Road","","","","unclassified"
"25988660","","","Ballaterson Fields","","","","residential"
"25988665","","","Scarlett Road","","","","unclassified"
"25988666","","","Ballagyr Park","","","","residential"
"25988671","","","Oak Road","Oak Road","Raad Darragh","","residential"
"25988672","","","Neptune Street","","","","residential"
"25988674","","","Church Street","","","","tertiary"
"25988675","","","Shore Road","","","A5","trunk"
"25988676","","","Bymacan Close","","","","residential"
"25988678","","","Grosvenor Avenue","","","","unclassified"
"25988679","","","Shirragh Way","","","","residential"
"25988681","","","Orrisdale Road","","","B38","secondary"
"25988684","","","New Road","","","","unclassified"
"25988685","","","Lyndale Avenue","","","","residential"
"25988689","","","Slieau Whallian Park","","","","residential"
"25988691","","","Cassan Ned Maddrell Footpath","Cassan Ned Maddrell Footpath","Cassan Ned Maddrell","","footway"
