"Name","Number","Inc/Reg Date","Status","Registry Type","Name Status","URL","Index Date"
"The Derby Boot Company","000121B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=lEdBfDS%2fcwrkwPOL0xhu3g%3d%3d","2024-05-03"
"Kelly Bros.","000127B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=wVZW0qdgOiX%2fd4DjWmvo7A%3d%3d","2024-05-03"
"Manx Fuel Co.","000130B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Fc7nL%2baCH9tSSDT3U6C8lQ%3d%3d","2024-05-03"
"The Cecil Hairdressing Saloon","000132B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=1LmB44IJa5YQfKD68WIiHw%3d%3d","2024-05-03"
"Creer Brothers","000135B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=sMk5Xbt%2ffyv%2fs%2b6p1VBH4Q%3d%3d","2024-05-03"
"Herbert Wademan","000136B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=pOnGa7wpBPeqJoc8aebD2Q%3d%3d","2024-05-03"
"Wilson's Palace Restaurant","000142B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=o%2bkjCGNcCslJgvvOtIX5bQ%3d%3d","2024-05-03"
"J. Shimmin.","000143B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=PllOuL5%2fOUV1GwHYurmEQA%3d%3d","2024-05-03"
"Jeffery Brothers","000144B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=o6komXvr%2fmW%2fMpTTlwEhuw%3d%3d","2024-05-03"
"The Douglas Motor Hiring Co.","000145B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=lN%2f1rg%2bg4MZyCHv%2fvXtA3w%3d%3d","2024-05-03"
"Talbot Motor Co.","000148B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=RovJqStuK%2bHTDuDfzGn19w%3d%3d","2024-05-03"
"Robinson Bros","000152B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Vps3%2bn%2bmnDcrbtRoawWAfQ%3d%3d","2024-05-03"
"The French Photo Cie","000153B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=wDFclGcIhDWkOlT%2bwynb7Q%3d%3d","2024-05-03"
"Robert Carr.","000155B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=XtEH55TW4H4UMclTiMW4Hw%3d%3d","2024-05-03"
"Douglas Motor Garage","000156B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=7zOfBT4lWUiHxKkRS03AeQ%3d%3d","2024-05-03"
"John. H. Clarke","000161B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=nqsLAImwRjvTrnt5M9vK0A%3d%3d","2024-05-03"
"The Manx Northern Knitting Company.","000166B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=k2Ce%2bfFhmUWcQoF8AD9nOw%3d%3d","2024-05-03"
"James Kissack","000167B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=PKdbtDtJ2MLcmRVljZT0jA%3d%3d","2024-05-03"
"Weaverwear Hosiery Company","000168B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=mUETmnbviPwLQEE2wjmp5Q%3d%3d","2024-05-03"
"The Pavilion Hotel","000168C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=n6waZCyzR5e0GfnuS81xbA%3d%3d","2024-05-03"
