Decisions issued under delegated authority 1/1/13 - 31/12/13,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Roofing works,Foresters Lodge South Barrule Plantation South Barrule Isle Of Man IM4 3ES,PER,30-Jan-13,12/01680/B
Installation of replacement windows and doors to rear ground floor annexe,24 Derby Square Douglas Isle Of Man IM1 3LS,PER,29-Jan-13,12/01681/B
Erection of a detached dwelling with integral garage and associated parking,Part Field 614733 Baldrine Road Baldrine Isle Of Man  ,PER,16-May-13,12/01609/B
Alterations and erection of two storey extension to dwelling,3 Royal Terrace Onchan Isle Of Man IM3 1EE,PER,10-Jan-13,12/01611/B
Erection of a wall (retrospective),Plot 1 Land Adjacent To Dalemount Peveril Road Peel Isle Of Man IM5 1PQ ,PER,10-Jan-13,12/01612/B
Alterations and extension to dwelling,2 Lucerne Court Douglas Isle Of Man IM2 6BJ ,PER,22-Jan-13,12/01652/B
Installation of replacement windows to front elevation,7 Queen Street Castletown Isle Of Man IM9 1PB,PER,17-Jan-13,12/01653/B
Additional use of dwelling for tourist accommodation,Red Gap Cottage 7 Arbory Road Castletown Isle Of Man IM9 1HB ,PER,10-Jan-13,12/01605/C
"Alterations, creation of gable windows and installation of a dormer to dwelling",1 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LP,PER,10-Jan-13,12/01193/B
Widen existing driveway,48 Campion Way Douglas Isle Of Man IM2 7DU,PER,21-Feb-13,13/00040/B
Change of use of second floor living accommodation into treatment rooms in association with the gymnasium,The Gym 1 - 3 Victoria Buildings Parliament Street Ramsey Isle Of Man IM8 1AX ,PER,21-Jan-13,12/01623/C
Erection of an extension to dwelling with balcony above,Alpines Curragh Road St Johns Isle Of Man IM4 3LN,PER,13-Mar-13,12/01624/B
Erection of temporary hoarding to enclose construction site (retrospective),Field 521895 And Site Of Former Cooil Smithy Adjacent To Cooil Road Braddan Isle Of Man  ,PER,16-Jan-13,12/01628/B
Erection of temporary advertising signage (retrospective),"Field 521895, Between Isle Of Man Business Park And Cooil Road Douglas Isle Of Man  ",REF,16-Jan-13,12/01629/D
Alterations and erection of two storey extension to dwelling,Sea View Ballaragh Laxey Isle Of Man IM4 7PN ,PER,28-Feb-13,12/01677/B
Erection of boundary fence between adjacent property (Retrospective),7 Richmond Close Douglas Isle Of Man IM2 6HR,PER,16-Jan-13,12/01406/B
Garage alterations and extension of driveway and vehicular access,3 Homefield Park Ballasalla Isle Of Man IM9 2EL,PER,07-Jan-13,12/01572/B
Alterations and extensions to dwelling and widening of driveway and vehicular access (Amendments to PA 11/01697/B),Aalin Thie Tromode Park Douglas Isle Of Man IM2 5LA,PER,21-Jan-13,12/01573/B
Demolition of an existing barn and conversion of redundant stone barns into living accommodation,Ballagilley Farm Hibernia Ramsey Isle Of Man  ,PER,16-Jan-13,12/01574/B
Erection of illuminated signage,33-34 North Quay Douglas Isle Of Man IM1 4LB ,PER,10-Jan-13,12/01575/D
Conversion of ground floor office space to Optician use including the installation of an awning,33-34 North Quay Douglas Isle Of Man IM1 4LB ,PER,07-Jan-13,12/01576/B
Installation of replacement bridge,Bridge Upstream Of Fish Hatchery Ballaglass Glen Road Cornaa Ramsey Isle Of Man  ,PER,12-Feb-13,12/01538/B
Alterations and extensions to dwelling (amendments to PA 11/01574/B) (Retrospective),Ashleigh Ballacraine St Johns Isle Of Man IM4 3LS ,REF,15-Feb-13,12/01543/B
"Change of use of redundant industrial warehouse to an entertainment, leisure and activities centre",Castle House  Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man IM9 2RY,REF,04-Nov-13,12/01388/C
Erection of a conservatory (In association with 12/01346/CON),Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,REF,21-Jan-13,12/01345/GB
Registered Building consent for the erection of a conservatory (In association with 12/01345/GB) Registered Building Nos. 80,Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,REF,21-Jan-13,12/01346/CON
"Alteration to dwelling comprising replacement windows, porch roof and amendments to existing dormer windows; demolition of existing detached garage and erection of a single storey extension to existing dwelling",Hillview Glen Auldyn Ramsey Isle Of Man IM7 2AG ,PER,25-Jan-13,12/01371/B
Removal of a boundary wall and railings,6 Windsor Road Douglas Isle Of Man IM1 3JY,REF,07-Jan-13,12/01584/B
Installation of patio doors to replace existing first floor window and installation of handrail on part of flat roof extension,48 Wybourn Drive Onchan Isle Of Man IM3 4AN,PER,28-Jan-13,12/01385/B
Application for a certificate of lawfulness for the use of rear plot of land as residential garden,Field 313105  Adjacent To Alpines Curragh Road St Johns Isle Of Man IM4 3LN,CLAWR,04-Feb-13,12/01490/LAW
Erection of extension to replace existing conservatory,8 St Marys Meadow Ballaugh Isle Of Man IM7 5AJ,PER,15-Feb-13,12/01544/B
Alterations and erection of an extension to school and part demolition of existing building (former Funeral Directors premises) and creation of a school staff parking area,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,10-Jan-13,12/01548/B
Erection of a single detached dwelling with garage in lieu of a pair of semi-detached dwellings approved under PA 02/02106/B,Plots 13 & 14 Mcleods Field Peel Isle Of Man  ,PER,07-Feb-13,12/01440/B
Erection of a double mobile classroom,Manor Park School Pulrose Road Douglas Isle Of Man IM2 1AT,PER,04-Jan-13,12/01468/B
Remedial works to roof and proscenium wall (in association with 12/01528/CON),Gaiety Theatre Harris Promenade Douglas Isle Of Man IM1 2HH,PER,04-Jan-13,12/01527/GB
Registered Building Consent for remedial works to roof and proscenium wall (RB no 200 in association with 12/01527/GB),Gaiety Theatre Harris Promenade Douglas Isle Of Man IM1 2HH,PER,04-Jan-13,12/01528/CON
Installation of dormer window and additional roof lights,Dreem Ard Ballanard Road Douglas Isle Of Man IM2 5PR,PER,04-Jan-13,12/01531/B
Installation of replacement bridge,Bridge At Tholt Y Will Gulley Off Tholt Y Will Road Tholt Y Will Sulby Isle Of Man  ,PER,12-Feb-13,12/01537/B
Approval in principle for a sheltered accommodation development,St Olaves House  Bowring Road Ramsey Isle Of Man IM8 3ES,PER,29-Jan-13,12/00830/A
Installation of replacement ground floor windows,32 Athol Street Douglas Isle Of Man IM1 1JB,PER,21-Jan-13,12/01554/B
Erection of an extension to dwelling,Burn Brae Main Road Glen Vine Isle Of Man IM4 4AZ,PER,25-Jan-13,12/01585/B
Erection of an agricultural building for the storage of equipment and produce,Land Adjacent To Glasshouse Thie Darragh Gob-E-Volley Main Road Sulby Isle Of Man IM7 2HR ,PER,12-Feb-13,12/01586/B
"Erection of 13 elderly persons dwellings on site of 13 previously approved terraced dwellings, with associated access, parking, open space and drainage arrangements (Amendment to PA 10/00544/B)","Plots C27 - C39,  Residential Development Under Construction Field 311825 And Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man    ",PER,20-Feb-13,12/01587/B
Alterations and erection of a two storey extension to dwelling,3 Church Lane Peel Isle Of Man IM5 1AW,PER,07-Jan-13,12/01580/B
Extension of existing driveway,9 Hillberry Close Douglas Isle Of Man IM2 6HP,PER,07-Jan-13,12/01581/B
"Alterations, internal re-ordering and erection of replacement porch (In association with 12/01428/CON)",Christ Church Church Hill Laxey Isle Of Man IM4 7AX ,PER,04-Jan-13,12/01427/GB
"Registered Building Consent for alterations, internal re-ordering and erection of replacement porch (RB no 85 in association with 12/01427/GB)",Christ Church Church Hill Laxey Isle Of Man IM4 7AX ,PER,04-Jan-13,12/01428/CON
Installation of replacement windows to front and rear elevations (in association with 12/01431/CON),The Red House  1 The Parade Castletown Isle Of Man IM9 1LG,REF,21-Jan-13,12/01430/GB
Registered Building Consent for the installation of replacement windows to front and rear elevations (RB no 70 in association with 12/01430/GB),The Red House  1 The Parade Castletown Isle Of Man IM9 1LG,REF,21-Jan-13,12/01431/CON
Re-location of existing aluminium framed temporary multi purpose building for a period to coincide with the construction of proposed extension to school building,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,10-Jan-13,12/01547/B
Alterations and erection of extension to dwelling house,Seafield Mount Gawne Road Port St. Mary Isle Of Man IM9 5LX,PER,04-Jan-13,12/01553/B
Erection of an extension to dwelling,Briarcliffe  Bretney Road Jurby Isle Of Man IM7 3EU,PER,10-Jan-13,12/01559/B
Refurbishment works to dwelling (partial retrospective) (In association with 12/01001/CON),16 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,21-Mar-13,12/01000/GB
Registered Building consent for refurbishment works to dwelling (partial retrospective) (In association with 12/01000/GB) Registered Building Nos. 151,16 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,21-Mar-13,12/01001/CON
"Variation of agricultural worker's condition to allow dwelling to be let to non agricultural tenants, guests and members of staff for temporary periods",Tramman Ballamanagh Road Sulby Isle Of Man IM7 2HD,PER,01-Nov-13,12/01203/C
Maintenance and re-surfacing existing farm track (Retrospective),Mount Karrin Farm Sulby Glen Sulby Isle Of Man IM7 2BB,REF,07-Mar-13,12/01534/B
Installation of replacement bridge,Bridge Upstream Of West Baldwin Reservoir West Baldwin Isle Of Man  ,PER,25-Jan-13,12/01536/B
"Alterations, including additional windows and erection of extension to dwelling (part retrospective)",Ballafodda Cottage Ronague Road Ronague Castletown Isle Of Man IM9 4HG ,PER,28-Feb-13,12/01511/B
Rebuilding of two existing chimney stacks (In association with 12/01436/CON),The Red House Victoria Road Douglas Isle Of Man IM2 6AQ,PER,15-Feb-13,12/01435/GB
Registered Building consent to rebuild two existing chimney stacks (In association with 12/01435/GB) Registered Building Nos. 160,The Red House Victoria Road Douglas Isle Of Man IM2 6AQ,PER,15-Feb-13,12/01436/CON
Erection of a first floor extension above garage,14 Ballatessan Meadow Peel Isle Of Man IM5 1DU ,PER,07-Jan-13,12/01582/B
Installation of two dormer windows and four rooflights and omission of previously approved side window (PA 11/01021/B),Milner Mount Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,07-Jan-13,12/01583/B
Alterations and conversion of outbuildings to form ancillary living accommodation (Amendments to PA 12/00699/B),Tremesare Lodge Blackberry Lane Douglas Isle Of Man IM2 4PD,PER,10-Jan-13,12/01591/B
Installation of flue pipe,Cair Vie Belle Vue Peel Isle Of Man IM5 1UH,PER,04-Jan-13,12/01539/B
Erection of a chimney breast to side elevation,1 Howe Road Onchan Isle Of Man IM3 2AP,PER,13-Sep-13,13/90938/B
Creation of a driveway and vehicular access and erection of fencing to rear,St Thomas's Vicarage Marathon Avenue Douglas Isle Of Man IM2 4JA,PER,26-Feb-13,13/00086/B
Alterations and extensions to dwelling (Amendments to PA 12/01110/B),Ballaman Ballnahowe Port Erin Isle Of Man IM9 6JF ,PER,04-Mar-13,13/00088/B
Installation of flue to side elevation,78 Cronk Grianagh  Douglas Isle Of Man IM4 4RN,PER,11-Apr-13,13/00286/B
Alterations and extensions to dwelling,25 Perwick Road Port St. Mary Isle Of Man IM9 5PA,PER,23-Apr-13,13/00288/B
Erection of a replacement rear porch,Grianane May Hill Ramsey Isle Of Man IM8 2HJ,PER,16-May-13,13/00400/B
Erection of a replacement garage,129 Ballabrooie Drive Douglas Isle Of Man IM1 4HH,PER,23-May-13,13/00402/B
Alterations and erection of an extension to dwelling,Ty-Ny-Coed Claughbane Walk Ramsey Isle Of Man IM8 2JL,PER,16-May-13,13/00431/B
Erection of a five storey building to provide nine apartments and basement car parking (Amendments to PA 12/00169/B),Windsor House/Bourne House Promenade Port Erin Isle Of Man IM9 6LA ,PER,21-Aug-13,13/00501/B
Replacement of existing garage doors with glazing and alterations to existing stable block to form a garage and stable,The Mill Port E Chee Tromode Douglas Isle Of Man IM2 5PD ,PER,05-Sep-13,13/00852/B
Erection of extension to rear elevation and creation of additional vehicle hard-standing to front of dwelling,20 The Park Onchan Isle Of Man IM3 1HP,PER,21-Aug-13,13/00854/B
Alterations and extension to main dwelling and installation of pitched roof to replace existing flat roof on detached ancillary accommodation,Baldrine Lodge Main Road Baldrine Isle Of Man IM4 6ET,PER,19-Aug-13,13/00753/B
Installation of replacement double doors,3 The Viking Longhouse Mariners Wharf East Quay Peel Isle Of Man IM5 1AR ,PER,13-Sep-13,13/90955/B
"Alterations, replace garage door with a window, erection of an extension and widening of driveway",7 Hilltop View Douglas Isle Of Man IM2 2LA,PER,11-Sep-13,13/90957/B
Creation of a driveway and vehicular access to dwelling house,Emscote Highfield Drive Baldrine Isle Of Man IM4 6EE,PER,19-Sep-13,13/90985/B
Creation of a roof dormer,Kenilworth Hotel 5 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,11-Oct-13,13/91038/B
Alterations and erection of an extension to dwelling,22 Victoria Avenue Douglas Isle Of Man IM2 4AN,PER,20-Nov-13,13/91124/B
Reserved Matters application for the formation of vehicular access for three detached dwellings (as approved under PA 12/00525/A),"Field 432533,432534 And 432535  Phildraw Road Ballasalla Isle Of Man  ",PER,01-Nov-13,13/91126/REM
Conversion of outbuilding into tourist accommodation,Ballacamaish Farm Kiondroghad Road Andreas Isle Of Man  ,PER,02-May-13,13/00359/B
Erection of replacement signage (in association with 12/00363/CON),Lloyds Bank Market Square Castletown Isle Of Man IM9 1LQ,PER,13-Jun-13,13/00362/D
"Access alterations, extension of driveway and creation of an oil tank hard standing",Marlbrook Kerrowmoar Sulby Isle Of Man IM7 2AX ,PER,23-May-13,13/00464/B
Erection of a detached double garage,Rumbobs Cottage Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,PER,28-May-13,13/00466/B
Erection of a replacement pedestrian footbridge,Rhenass Waterfalls Glen Helen St Johns Isle Of Man  ,PER,10-Oct-13,13/00884/B
Installation of door to replace existing window (amendment to PA 10/00539/B),Ballasalla Place Douglas Road Ballasalla Isle Of Man IM9 2EH ,PER,04-Mar-13,13/00103/B
Alterations and extensions to dwelling,41 King Orry Road Glen Vine Isle Of Man IM4 4FL ,PER,04-Mar-13,13/00106/B
Erection of extensions to dwelling,29 Ballakermeen Drive Douglas Isle Of Man IM1 4JE ,REF,15-Mar-13,13/00108/B
Erection of a field shelter (retrospective),Field 324065 Foxdale Road Garth Crosby Isle Of Man  ,PER,14-Mar-13,13/00119/B
Erection of replacement porch,Bun-Ry-Skyn Croit E Quill Road Laxey Isle Of Man IM4 7JH,PER,15-Nov-13,13/91181/B
Alterations and erection of extension to dwelling,1 Horseshoe Avenue Douglas Isle Of Man IM2 1QT,PER,01-Aug-13,13/00598/B
Addition of a cavity and new masonry external wall to dwelling,57 Claughbane Drive Ramsey Isle Of Man IM8 2BH,PER,23-Sep-13,13/90945/B
Alterations and extensions to dwelling,Ivydene 51 Ballanard Road Douglas Isle Of Man IM2 5HD,PER,13-Mar-13,13/00087/B
Erection of pitched roof to replace existing flat roof over rear outlets to provide additional storage space,Yn Druin Glen Tramman Ramsey Isle Of Man IM7 2AS ,PER,14-May-13,13/00325/B
Erection of a detached double garage adjacent to approved dwelling (11/000674/REM),Land To Rear Of St Catherines Drive And Off Belmont Hill Douglas Isle Of Man  ,PER,01-Aug-13,13/00672/B
"Erection of extension to rear elevation, including external stairs and roof light",11 Poplar Terrace Douglas Isle Of Man IM2 4AR,PER,18-Sep-13,13/00728/B
Erection of conservatory to dwelling,Silverdale House Silverdale Road Ballasalla Isle Of Man IM9 3DS,PER,25-Jul-13,13/00729/B
Conversion of redundant barn buildings into three dwellings,Barns Ballacross Farm Poortown Road Peel Isle Of Man  ,PER,27-Sep-13,13/00730/B
Erection of signage,10 Parliament Street Ramsey Isle Of Man IM8 1AP,PER,10-Sep-13,13/00731/D
"Installation of replacement window, new French doors and roof lights to rear elevation",7 Beach Street Peel Isle Of Man IM5 1NJ,PER,05-Sep-13,13/00900/B
Extensions to rear elevation,41 Ard Reayrt Laxey Isle Of Man IM4 7QP ,PER,14-Mar-13,13/00126/B
Installation of patio doors to rear elevation,13 Patrick Street Peel Isle Of Man IM5 1BP,PER,14-Mar-13,13/00128/B
Installation of a flue to replace existing,Peveril Buildings Peveril Square Douglas Isle Of Man IM1 2BS,PER,10-Apr-13,13/00162/B
Installation of a replacement front door,10 Albert Street Douglas Isle Of Man IM1 2QA,PER,18-Mar-13,13/00165/B
Erection of illuminated and non illuminated signage,19 - 21 Prospect Hill Douglas Isle Of Man IM1 1ET ,PER,25-Apr-13,13/00276/D
Installation of an ATM,19 - 21 Prospect Hill Douglas Isle Of Man IM1 1ET ,PER,15-Apr-13,13/00277/B
Erection of a timber shed to store equestrian feedstuffs and ancillary equipment,Paddock To Rear Of Mountain View Main Road Ballaugh Isle Of Man IM7 5EF,PER,05-Jun-13,13/00507/B
"Erection of rear extension to form garage and workshop with games room above and rebuilding of boundary wall shared with No. 14 Derby Square (amended plans which reduce the length of the extension, introduce privacy wall and rebuild boundary wall)",15 Derby Square Douglas Isle Of Man IM1 3LS,PER,19-Jul-13,13/00508/B
Demolition of existing rear store and erection of a replacement extension and installation of replacement windows (comprising amendment to PA 12/00290/B),7 Whitehouse Cottages Main Road Kirk Michael Isle Of Man IM6 2HE ,PER,26-Feb-13,13/00078/B
Additional use of dwelling as tourist accommodation,Windways St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,28-Feb-13,13/00080/C
Alterations and extension to dwelling,Cronk-Ny-Shee Cordeman Road St Marks Ballasalla Isle Of Man IM9 3AJ,PER,19-Aug-13,13/00828/B
Change of use of third floor residential accommodation to office accommodation,Bridge Chambers West Quay Ramsey Isle Of Man IM8 1DL ,PER,05-Sep-13,13/90927/C
Erection of five lock up garages,Yard Stanley Road Peel Isle Of Man IM5 1NY,REF,19-Sep-13,13/90930/B
 Installation of replacement windows to front and rear elevations,27 Hawarden Avenue Douglas Isle Of Man IM1 4BP,PER,04-Nov-13,13/91134/B
Erection of a replacement barn,Upper Yard And Part Of Field 620800 Ballakilley Farm  Maughold Isle Of Man IM7 1AT ,PER,14-Nov-13,13/91136/B
Application for a certificate of lawfulness to confirm the lawfulness of the use of a building as a residential dwelling,Shee Oil Patrick Road St Johns Isle Of Man IM4 3BR,CLAWA,18-Mar-13,13/00101/LAW
Erection of an extension to dwelling and widening of existing driveway,Skylea 73 Lezayre Park Ramsey Isle Of Man IM8 2PT,PER,27-Mar-13,13/00220/B
Erection of an agricultural building,Sound Farm Sound Road Cregneash Isle Of Man IM9 5PZ ,PER,30-Apr-13,13/00221/B
"Installation of replacement windows, removal of a chimney stack and demolition of outbuildings within rear yard to create vehicular parking space",14 Church Road Port Erin Isle Of Man IM9 6AQ,PER,05-Apr-13,13/00222/B
Installation of floodlighting,Ramsey Rugby Club  Mooragh Promenade Ramsey Isle Of Man  ,PER,16-Apr-13,13/00317/B
Conversion of ground floor former post office area to a restaurant including the installation of a flue.,Former Post Office Court Row Ramsey Isle Of Man IM8 1AA,PER,04-Oct-13,13/00787/B
Alterations and erection of extension to dwelling,Woodsetton St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,08-Aug-13,13/00789/B
Replace existing conservatory roof with lightweight tiles and window/door alterations,Brentwood Ellenbrook Close Douglas Isle Of Man IM2 1QF,PER,11-Sep-13,13/90937/B
Erection of an extension to dwelling,2 North Croft Arbory Road Castletown Isle Of Man IM9 1LT ,PER,04-Oct-13,13/90999/B
Registered Building consent for strengthening works to existing ground floor to second floor staircase (Registered Building Nos. 95),8 Finch Road Douglas Isle Of Man IM1 2PT,PER,25-Sep-13,13/01001/CON
Alterations and erection of a raised patio area to rear elevation,39 Ballabrooie Grove Douglas Isle Of Man IM1 4EX,PER,27-Sep-13,13/91002/B
Erection of extension to replace existing conservatory,48 Fuchsia Road Reayrt Ny Keylley Peel Isle Of Man IM5 1GA ,PER,21-Oct-13,13/91078/B
"Change of use of part of first floor office suites into a self contained apartment, elevation alterations and replacement of existing windows",Ports Of Call Bay View Road Port St. Mary Isle Of Man IM9 5AE ,PER,08-Nov-13,13/91079/B
Alteration and extension to dwelling and amendments to existing driveway,Aysgarth Fairy Cottage Laxey Isle Of Man IM4 7JP ,PER,04-Dec-13,13/91184/B
Enclosure of front porch and alteration to size of front window,5 Milner Park Port Erin Isle Of Man IM9 6DH ,PER,19-Dec-13,13/91308/B
Erection of a boundary fence (retrospective),15 Marathon Road &  Cubbon Residential Home 3 Marathon Road Douglas Isle Of Man IM2 4HN,REF,11-Jan-13,12/01613/B
Alterations and erection of a first floor extension to dwelling,Rose Cottage 49 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,10-Jan-13,12/01616/B
Alterations and erection of two storey extension to dwelling,Lower Ballachrink Farm St Marks Road Ballasalla Isle Of Man IM9 3AG ,REF,05-Feb-13,12/01618/B
Installation of replacement windows to front and rear elevation and replacement front door,18 High Street Port St. Mary Isle Of Man IM9 5DW,PER,25-Jan-13,12/01661/B
Renovation and alterations to dwelling (in association with 12/01664/CON),10 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,04-Feb-13,12/01663/GB
Registered Building Consent for renovation and alterations to dwelling (RB no 151 in association with 12/01663/GB),10 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,04-Feb-13,12/01664/CON
Installation of door and surround to replace existing window on St Peter's Lane elevation,Former Sunset Bistro  Mariner's Wharf   East Quay Peel Isle Of Man IM5 1AR ,PER,21-Feb-13,13/00050/B
Erection of a private multi-purpose sports facility with pool (comprising amendments to PA 12/01375/B),Land Adjacent To Rockwood Ramsey Road Laxey Isle Of Man  ,PER,21-Feb-13,13/00049/B
Erection of a single storey extension to side elevation,17 Keeill Pharick Glen Vine Isle Of Man IM4 4EW ,PER,17-Jan-13,12/01657/B
Erection of a first floor extension to dwelling,2 Glen View Road Onchan Isle Of Man IM3 4HL,REF,13-Feb-13,12/01660/B
Change of use of part of existing therapy room facilities to provide creche for use by members during their visit to the gym,Diamond House Demesne Road Douglas Isle Of Man IM1 3DS,PER,26-Feb-13,13/00017/C
Alteration and extension to dwelling,Rowany Brae Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ,PER,05-Feb-13,13/00007/B
Erection of a detached dwelling (comprising amendments to PA 12/00386/B),Plot 1 Palm Winds The Vollan Ramsey Isle Of Man IM8 3UG ,PER,14-Feb-13,13/00009/B
Alterations and erection of an extension to dwelling (amendments to PA 12/01035/B),47 Maple Avenue Onchan Isle Of Man IM3 3GA,PER,28-Feb-13,13/00071/B
Erection of four dwellings with parking to replace Public House,New Inn New Road Laxey Isle Of Man IM4 7HS,REF,05-Feb-13,12/01674/B
Alterations and erection of a first floor dormer extension to dwelling,Greenacres 8 Ballakneale Close Port Erin Isle Of Man IM9 6NE,PER,05-Feb-13,13/00008/B
Erection of decking in rear garden (retrospective),Malvern 7 Third Avenue Douglas Isle Of Man IM2 6AL,PER,18-Feb-13,13/00022/B
Installation of a heat pump to dwelling,41 Bray Hill Douglas Isle Of Man IM2 5BD,PER,07-Feb-13,13/00010/B
Installation of replacement windows (retrospective),23 Malvern Road Douglas Isle Of Man IM2 5AR,PER,05-Feb-13,13/00011/B
Alterations and erection of a two storey extension to dwelling,51 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,14-Feb-13,13/00015/B
Erection of a fence and sandstone wall,10 Church Lane Peel Isle Of Man IM5 1AW,PER,21-Feb-13,13/00055/B
Installation of top floor replacement windows to front elevation,36A Market Street Peel Isle Of Man IM5 1AE,PER,21-Feb-13,13/00059/B
Erection of dwelling including detached garage and landscaping,Plot 16 Ballanard Woods Ballanard Road Douglas Isle Of Man  ,PER,21-Feb-13,13/00060/B
Erection of a stable,Halcyon Days Main Road Ballaugh Isle Of Man IM7 5EX,PER,23-Jan-13,12/01615/B
Re-location of horsewalker approved under PA 10/01672/B and creation of additional parking,Ballavartyn Equestrain Centre Ballavartyn Road Santon Isle Of Man IM4 1HT ,PER,10-Jan-13,12/01617/B
Erection of a detached two storey building incorporating garage/workshop and ancillary living accommodation,Lhergy Vreck Crescent Road Ramsey Isle Of Man IM8 2JR,REF,31-Jan-13,12/01685/B
Alterations and extension to provide replacement changing facilities (comprising amendment to PA 12/00873/B),Castletown Metropolitan Football Stadium Malew Road Castletown Isle Of Man IM9 4EA,PER,18-Mar-13,13/00166/B
Installation of replacement windows and rear door,36 Arbory Street Castletown Isle Of Man IM9 1LN,PER,20-Mar-13,13/00169/B
Installation of slate roof with roof lights to replace existing thermoclear sheeting on rear extension,36 Arbory Street Castletown Isle Of Man IM9 1LN,PER,20-Mar-13,13/00170/B
Erection of a double garage to replace existing single garage,Heatherlea Main Road Foxdale Isle Of Man IM4 3ER,PER,21-Mar-13,13/00176/B
Alterations and extensions to dwelling,Ballafayle Farm Cranstal Bride Isle Of Man IM7 4BP ,PER,02-May-13,13/00310/B
Erection of an agricultural building,Larkhill Farm  Abbeylands Isle Of Man IM4 5ED ,PER,23-May-13,13/00312/B
Erection of replacement curtain walling and clock to front entrance,Murrays Road School Laureston Avenue Douglas Isle Of Man IM2 3BR,PER,20-Jun-13,13/00568/B
"Installation of replacement boundary fencing and gates, erection of playground fence / gates and construction of new concrete steps (amended plans received which show minor extension to red line to the north; alteration to height of fence next to no 10 Da",Anagh Coar School Darragh Passage Douglas Isle Of Man IM2 2BX,PER,15-Nov-13,13/00569/B
Installation of replacement windows to front elevation,Alverna Somerset Road Douglas Isle Of Man IM2 5AE,PER,22-Jan-13,12/01651/B
Erection of a fence (retrospective),16 Main Road Onchan Isle Of Man IM3 1AS ,REF,05-Feb-13,12/01597/B
Erection of a metal storage shed,Willaston Primary School School Road Douglas Isle Of Man IM2 6RD,PER,10-Jan-13,12/01598/B
Erection of an extension to holiday accommodation,Reayrt Ny Marrey Ballakinnag Road Smeale Ramsey Isle Of Man IM7 3ED,PER,21-Feb-13,13/00061/B
Erection of a detached dwelling,Land Adjacent To Mostynville Chapel Hill Bride Isle Of Man  ,PER,21-Jan-13,12/01634/B
Change of use of garden room below garage to provide ancillary living accommodation,Ffald Y Brenin Gordon Peel Isle Of Man IM5 4PP ,PER,05-Feb-13,13/00016/C
Erection of conservatory to front elevation,Cronk-My-Chree Ballafesson Port Erin Isle Of Man IM9 6TS ,REF,15-Feb-13,13/00029/B
Roofing works to existing conservatory,35 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,15-Aug-13,13/00801/B
Roofing works and creation of first floor french doors and balcony to dwelling,Bridge Cottage Glen Road Ballaugh Isle Of Man IM7 5JG,PER,22-Jul-13,13/00571/B
Erection of stables,Field No 424951 Ronague Road Ballabeg Castletown Isle Of Man  ,PER,20-Jun-13,13/00585/B
Re-construction of weir,Laxey Woollen Mills Weir Adjacent To Glen Road Laxey Isle Of Man  ,PER,20-Jun-13,13/00586/B
"Erection of a replacement sun room with terrace over, to rear elevation",Bay Cliff High Street Port St. Mary Isle Of Man IM9 5DW,PER,20-Jun-13,13/00587/B
Construction of a new masonry retaining wall and associated fencing to replace existing collapsed stone retaining wall,Winerite Victoria Road Douglas Isle Of Man IM2 4EZ,PER,20-Aug-13,13/00752/B
Alterations to existing porch,Victoria Cottage St Marks Ballasalla Isle Of Man IM9 3AH ,REF,03-Oct-13,13/91007/B
Replacement of existing garage door with a double door with side panels,52 Maple Avenue Onchan Isle Of Man IM3 3JT,PER,22-Jan-13,12/01642/B
"Erection of a detached garage with roof terrace, including decking and artificial turf, with associated soft landscaping and retaining structures and the creation of new access and hard standing (retrospective)",Woodbrae The Crescent Ramsey Isle Of Man IM8 2JN,PER,15-Feb-13,13/00037/B
Removal of chimney stack,Ballan Field Station Road Port St. Mary Isle Of Man IM9 5AZ ,PER,28-Feb-13,13/00072/B
"Alterations, erection of extension and car port to dwelling",Ardonan Farm House Ardonan Farm Ardonan Lane Regaby Ramsey Isle Of Man IM7 3HN,PER,31-Jan-13,12/01695/B
