"osm_id","osm_type","osm_url","lat","lon","postal_code","source:postal_code"
"82614372","way","https://osm.org/way/82614372","54.15316379937595","-4.484067865112537","IM1 3AG",""
"1151321952","way","https://osm.org/way/1151321952","54.152834983528614","-4.484731292788376","IM1 3DG","Isle of Man Government Land Registry Land Transactions"
"61561694","way","https://osm.org/way/61561694","54.151851228396104","-4.488152086036263","IM1 3DT",""
"71279581","way","https://osm.org/way/71279581","54.15345265216107","-4.485544833713989","IM1 3EQ","Isle of Man Government Land Registry Land Transactions"
"61596062","way","https://osm.org/way/61596062","54.15507865992627","-4.4859009419600495","IM1 3HA","Isle of Man Government Land Registry Land Transactions"
"61596064","way","https://osm.org/way/61596064","54.15529298829669","-4.486653997907734","IM1 3HD;IM1 3HE","Isle of Man Government Land Registry Land Transactions"
"61596063","way","https://osm.org/way/61596063","54.154988691379174","-4.486495115569252","IM1 3HF;IM1 3HG","Isle of Man Government Land Registry Land Transactions"
"25989538","way","https://osm.org/way/25989538","54.15646113288197","-4.484316146672917","IM1 3JD;IM1 3JF","Isle of Man Government Land Registry Land Transactions"
"25987727","way","https://osm.org/way/25987727","54.155292","-4.4832955","IM1 3JR","Isle of Man Government Land Registry Land Transactions"
"25986240","way","https://osm.org/way/25986240","54.154363898295664","-4.483809750682038","IM1 3JZ;IM1 3LA","Isle of Man Government Land Registry Land Transactions"
"25988878","way","https://osm.org/way/25988878","54.154403347131854","-4.483001771324048","IM1 3LE;IM1 3LF","Isle of Man Government Land Registry Land Transactions"
"25988230","way","https://osm.org/way/25988230","54.155331499999996","-4.4813465","IM1 3LL","Isle of Man Government Land Registry Land Transactions"
"25988975","way","https://osm.org/way/25988975","54.155172","-4.480602","IM1 3LU;IM1 3LT","Isle of Man Government Land Registry Land Transactions"
"25988779","way","https://osm.org/way/25988779","54.15320615962613","-4.482997697025279","IM1 3LZ","Isle of Man Government Land Registry Land Transactions"
"103567076","way","https://osm.org/way/103567076","54.151085418815306","-4.486893483264196","IM1 4AF;IM1 4AL;IM1 4AW","Isle of Man Government Land Registry Land Transactions"
"25989633","way","https://osm.org/way/25989633","54.15408978976418","-4.488021365619877","IM1 4AP","Isle of Man Government Land Registry Land Transactions"
"25988993","way","https://osm.org/way/25988993","54.15488270292004","-4.487718398773868","IM1 4AR","Isle of Man Government Land Registry Land Transactions"
"120827305","way","https://osm.org/way/120827305","54.15463855005199","-4.488238141829474","IM1 4AU","Isle of Man Government Land Registry Land Transactions"
"25988070","way","https://osm.org/way/25988070","54.15412759441668","-4.488702513621897","IM1 4AX","Isle of Man Government Land Registry Land Transactions"
"25986065","way","https://osm.org/way/25986065","54.155793449324314","-4.488879571166209","IM1 4BT;IM1 4BU","Isle of Man Government Land Registry Land Transactions"
"25986698","way","https://osm.org/way/25986698","54.15619119879677","-4.488022680758166","IM1 4BZ","Isle of Man Government Land Registry Land Transactions"
"25987972","way","https://osm.org/way/25987972","54.15626713460047","-4.487642974043014","IM1 4DA","Isle of Man Government Land Registry Land Transactions"
