"Application Number","Details","Local Authority","Date"
"23/00169/B","Removal of a flat roof structure and the construction of a single storey extension with alterations to provide accommodation for a kitchen diner, utility and integral garage Lane End\nGlen Auldyn\nRamsey\nIsle Of Man\nIM7 2AD\n","LEZAYRE","23 Feb 2023"
"22/00332/REM","Reserved Matters application to PA 20/00995/A for the erection of an agricultural farm workers dwelling Plot 1 South Part Of Field 435252\nScarlett Farm\nScarlett\nCastletown\nIsle Of Man\nIM9 1TB\n","MALEW","6 Apr 2022"
"23/00124/B","Erection of double storey side extension, enlarging existing rear raised patio area, alterations to existing conservatory finish and extension of driveway. White Oaks\n54 King Edward Road\nOnchan\nIsle Of Man\nIM3 2AT","ONCHAN","28 Feb 2023"
"23/00175/B","Alteration of sun lounge and expansion of existing garage 9 Ennerdale Avenue\nOnchan\nIsle Of Man\nIM3 2EU","ONCHAN","24 Feb 2023"
"23/00210/LAW","Block up and render a window and 2 doors (retrospective) 37 Highfield Close\nOnchan\nIsle Of Man\nIM3 3BR","ONCHAN","1 Mar 2023"
"23/00229/B","Replacing single glazed timber windows with uPVC double glazed windows and replace timber front door with uPVC door 21 Church Road\nOnchan\nIsle Of Man\nIM3 1BF","ONCHAN","1 Mar 2023"
"23/00103/B","Replacement roof and associated works 20 Market Street\nPeel\nIsle Of Man\nIM5 1AD","PEEL","27 Feb 2023"
"23/00170/B","Proposed renovation work including re-roofing, re-render, new windows throughout and First floor extension to rear 1 Duke Street\nPeel\nIsle Of Man\nIM5 1NG","PEEL","1 Mar 2023"
"23/00208/B","Creation of a car parking area and vehicular entrance at the South Eastern end of West Mount West Mount\nRheast Lane\nPeel\nIsle Of Man\nIM5 1BE","PEEL","1 Mar 2023"
"23/00172/B","Demolition of existing conservatory and erection of single storey rear extension and re-roof garage Brookfield\nBallafesson Road\nPort Erin\nIsle Of Man\nIM9 6BH","PORT ERIN","24 Feb 2023"
"23/00218/B","Installation of replacement roofs to dwelling Ridgeway\nPlantation Road\nPort St Mary\nIsle Of Man\nIM9 5AY\n","PORT ST MARY","1 Mar 2023"
"23/00219/B","Single storey Kitchen extension & internal alterations to a private dwelling. Water Edge\n16 Lime Street\nPort St Mary\nIsle Of Man\nIM9 5EF\n","PORT ST MARY","1 Mar 2023"
"23/00173/B","Removal of two existing chimneys and erection of a rear dormer Ballaghennie\nLezayre Road\nRamsey\nIsle Of Man\nIM8 2TA","RAMSEY","24 Feb 2023"
"23/00246/B","Erection of a replacement rear wall 10 Albert Street\nRamsey\nIsle Of Man\nIM8 1JF","RAMSEY","1 Mar 2023"
"23/00247/CON","Registered Building consent for demolition elements to PA 23/00246/B 10 Albert Street\nRamsey\nIsle Of Man\nIM8 1JF","RAMSEY","1 Mar 2023"
"23/00250/B","Removal of garage door and installation of replacement window and door with associated works (retrospective) 6 Lheaney Grove\nRamsey\nIsle Of Man\nIM8 2JQ","RAMSEY","1 Mar 2023"
"23/00068/B","Creation of access road and extensions to dwelling with re-design of floor plans and elevations Plot 2 At The Lancashire House\nMain Road\nSanton\nIsle Of Man\n\n","SANTON","27 Feb 2023"
"23/00069/B","Establishing as built new dwelling with new access road (retrospective) Plot 1\nLancashire Plots\nNew Castletown Road\nSanton\nIsle Of Man\nIM4 1HS\n","SANTON","27 Feb 2023"
