"Application Number","Details","Local Authority","Date"
"23/01227/B","Erection of proposed entrance extension to rear elevation and new ground floor level window in side, south-east, elevation to dwelling. Reayrt Ny Marrey\nBallabooie Road\nPeel\nIsle Of Man\nIM5 2AH\n","GERMAN","24 Oct 2023"
"23/00912/B","Erection of two industrial units, including an amended vehicle access, vehicle and cycle parking, drainage and external works Land South Of Sycamore Sub-Station\nBalthane Industrial Estate\nBalthane\nBallasalla\nIsle Of Man\nIM9 2AF\n","MALEW","8 Aug 2023"
"23/01172/B","Proposed conversion of existing Gardener\'s garage / store into living accommodation. Apartment 1 Courtyard\nBillown Mansion\nBillown\nBallasalla\nIsle Of Man\nIM9 3DL\n","MALEW","18 Oct 2023"
"23/01176/B","Redevelopment of an existing Sure Mobile site that will consist of replacing the current telegraph pole with a new 10 meter slimline lattice with multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets and boundary fence Field 321028\nEllerslie Farm\nOld Church Road\nCrosby\nIsle Of Man\n\n","MAROWN","25 Oct 2023"
"23/01230/B","Proposed levelling off of partial rear garden area and related works. Modena\nMain Road\nGlen Vine\nIsle Of Man\nIM4 4BA\n","MAROWN","24 Oct 2023"
"23/01184/B","Redevelopment of an existing Sure Mobile site that will consist of removing the current steelwork from the 8-meter floodlight monopole and installing a new 8-meter slimline lattice within the Sure compound, the proposed new structure will support multiple mobile panel antennas/dishes/radio kit with associated ground equipment cabinets, this will all be contained within the current boundary fence on the site. Sure Mobile Site (Cable And Wireless)\nKing Edward Bay Golf And Country Club\nGroudle Road\nOnchan\nIsle Of Man\nIM3 2JR\n","ONCHAN","24 Oct 2023"
"23/01216/B","Erection of a greenhouse at the rear of the property The Cairns\n5 Manor Park\nOnchan\nIsle Of Man\nIM3 2EW\n","ONCHAN","23 Oct 2023"
"23/01232/B","Proposed alterations, extension and garage conversion to dwelling to create additional/improved living accommodation. 8A Crown Street\nPeel\nIsle Of Man\nIM5 1AJ\n","PEEL","25 Oct 2023"
"23/01255/B","Demolition of existing and erection of a replacement garage 39 Douglas Street\nPeel\nIsle Of Man\nIM5 1BB\n","PEEL","25 Oct 2023"
"23/01256/CON","Registered Building consent for demolition elements to PA 23/01255/B 39 Douglas Street\nPeel\nIsle Of Man\nIM5 1BB\n","PEEL","25 Oct 2023"
"23/01217/B","Erection of extension, porch extension, door and window alterations and installation of a roof lantern Fairhaven\n45 Station Road\nPort Erin\nIsle Of Man\nIM9 6AR\n","PORT ERIN","25 Oct 2023"
"23/01196/B","Variation of condition 2 of 21/01313/B to allow the premises to be open to customers between 0800hrs and 2345hrs and with an additional hour - 0800hrs - 0045hrs on New Year\'s Eve/Day Manxonia House And Overcliffe \nBay View Road And The Promenade\nPort St. Mary\nIM9 5DA\n\n","PORT ST MARY","24 Oct 2023"
"23/01191/C","Proposal to add additional use as tourist accommodation to residential annex The Barn\nHillside Cottage\nBallavale Road\nSanton\nIsle Of Man\nIM4 1EH\n","SANTON","24 Oct 2023"
