Decisions issued under delegated authority 1/1/12 - 31/12/12,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
"Erection of a replacement dwelling, extension of residential curtilage into part of fields 414177 and 414179 and creation of new vehicular access from existing field access",Clybane Mount Gawne Road Port St. Mary Isle Of Man IM9 5LX,REF,23-Apr-12,12/00118/B
Erection of a dwelling with carport and detached garage (comprising amendments to PA 11/01169/B),Pot 24 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,23-Feb-12,11/01782/B
Erection of a two storey extension to side elevation and conservatory to rear elevation,16 Furman Close Onchan Isle Of Man IM3 1BT,PER,08-Mar-12,12/00111/B
Approval in principle to remove existing dwelling and outbuildings and erection of four dwellings,Old Craft Centre Kionslieu Hill Foxdale Isle Of Man IM4 3HB ,REF,12-Apr-12,12/00266/A
Extension to form additional living accommodation and replacement garage,Drum Shee Ballacollister Road Laxey Isle Of Man IM4 7JR,PER,18-Jan-12,11/01703/B
Erection of greenhouse,The Old Parsonage East Baldwin Isle Of Man IM4 5ES ,PER,25-Jan-12,11/01735/B
"Alterations, erection of an extension and installation of replacement windows to dwelling",2 Park Road Douglas Isle Of Man IM2 3EL,PER,31-Jan-12,11/01754/B
"Erection of a dwelling including garaging, ancillary accommodation and landscaping",Plot 17 Ballanard Woods Ballanard Road Douglas Isle Of Man  ,PER,23-Feb-12,11/01596/B
Alterations and extensions to dwelling,28 Mill Street Castletown Isle Of Man IM9 1AG,PER,13-Jan-12,11/01599/B
Erection of a sun room to replace existing conservatory,12 Ballachrink Drive Onchan Isle Of Man IM3 4NX,PER,06-Jan-12,11/01662/B
Divide existing dwelling to form two semi detached dwellings,Craig-Y-Nos Bradda Road Port Erin Isle Of Man IM9 6QA,PER,13-Jan-12,11/01564/B
Erection  of a dwelling with detached garage,1 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,12-Jan-12,11/01584/B
Application for a Certificate of Lawful Use to make lawful the existing use of the site as an agricultural machinery dealership,JDW Engineering  Site Adjacent To Close Veg Glen Darragh Road Glen Vine Isle Of Man  ,CLAWA,12-Jan-12,11/01588/LAW
Extension to dwelling,Reayrt Ny Cabbil Richmond Hill Douglas Isle Of Man IM4 1JQ ,PER,20-Mar-12,12/00185/B
Additional use of residential dwelling to provide tourist accommodation,Borrane The Promenade Port St. Mary Isle Of Man IM9 5DG,PER,20-Mar-12,12/00191/C
Installation of access gates (retrospective) alterations and extensions to dwelling and demolition of redundant outbuildings and amenity block,Beaufield Park Main Road Greeba Isle Of Man IM4 2DX ,PER,05-Apr-12,12/00193/B
Installation of external condensers within galvanised enclosure,Unit 1 Spring Valley Trading  Estate Douglas Isle Of Man  ,PER,21-Mar-12,12/00079/B
Driveway extension and creation of an additional vehicular access,32 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,02-Mar-12,12/00098/B
Creation of patio doors to dwelling house and erection of a detached double garage with storage space above,The Old Manse Station Road Kirk Michael Isle Of Man IM6 1EZ,PER,15-Mar-12,12/00117/B
Additional use of residential apartment as a trading architects business,Apartment 3 Chapel Court Apartments Gellings Avenue Port St. Mary Isle Of Man IM9 5BG ,PER,02-Mar-12,12/00120/C
Construction of a replacement terrace,Bracken Hills Surby Road Surby Port Erin Isle Of Man IM9 6TD,PER,02-Mar-12,12/00123/B
Installation of replacement bay windows,Flat 1 5 Demesne Road Douglas Isle Of Man IM1 3EB ,REF,27-Mar-12,12/00196/B
Installation of three solar panels to roof of existing detached garage,Ballatyne 29 Cronk Cullyn Colby Isle Of Man IM9 4NQ ,PER,11-May-12,12/00267/B
"Alterations, erection of first floor extension, porch and detached garage, alterations to driveway, entrance gates and formation of turning area to rear of dwelling",Silverdale Silverdale Road Ballasalla Isle Of Man IM9 3DS,PER,12-Apr-12,12/00268/B
Alterations and erection of extensions to dwelling,3 Thornhill Close Port Erin Isle Of Man IM9 6NF,PER,04-Apr-12,12/00276/B
Installation of replacement windows to front and rear elevations,Lower Ballachrink Ballamodha Straight Ballasalla Isle Of Man IM9 3ES,PER,04-Apr-12,12/00278/B
Erection of a canopy to safe play area,Ballacloan School Demesne Road Douglas Isle Of Man IM1 3DX,PER,13-Jan-12,11/01651/B
Erection of fencing (Retrospective),Bridgeburn Ellenbrook Close Douglas Isle Of Man IM2 1QF,PER,29-Feb-12,11/01680/B
Erection of a detached garage/kennel building,1 Bishopscourt Cottages Main Road Ballaugh Isle Of Man IM7 5EX,PER,02-Mar-12,12/00108/B
Installation of patio doors to replace existing side elevation window,3 Cronk Drean Douglas Isle Of Man IM2 6AY,PER,23-Apr-12,12/00361/B
Erection of an extension to dwelling,Ballavitchel Cottage Ballavitchel Road Crosby Isle Of Man IM4 2DN,PER,20-Apr-12,12/00374/B
Installation of replacement windows and doors,8 Lime Street Port St. Mary Isle Of Man IM9 5ED,PER,20-Apr-12,12/00375/B
Installation of a dormer window and roof light to dwelling,4 Lyndale Avenue Peel Isle Of Man IM5 1JY,PER,12-Jan-12,11/01650/B
Installation of replacement windows to rear elevation (Retrospective),3 Crosby Terrace Crosby Isle Of Man IM4 2DA,PER,12-Jan-12,11/01665/B
Roofing works to dwelling,Overdale Ballavitchel Road Crosby Isle Of Man IM4 2DL,PER,09-Feb-12,11/01779/B
"Removal of chimney and side porch, replace existing window with a door and widen existing driveway",Sundown 25 Mountain View Peel Isle Of Man IM5 1QF,PER,05-Jan-12,11/01591/B
Window and door alterations to dwelling,20 Julian Road Douglas Isle Of Man IM2 6EP,PER,04-May-12,12/00466/B
Installation of replacement windows and doors,The Savoy 6 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,14-May-12,12/00468/B
Alterations and erection of an extension to provide a stairwell,14 Peel Road Douglas Isle Of Man IM1 4LR,PER,04-May-12,12/00469/B
Additional use of annex for self catering holiday accommodation,Barroose House Barroose Road Baldrine Isle Of Man IM4 6AR,PER,04-Jul-12,12/00788/C
Installation of replacement windows,Tanglin Bircham Avenue Ramsey Isle Of Man IM8 2LY,PER,13-Jul-12,12/00791/B
Erection of a two storey extension to dwelling,Meadow Court Ballaughton Meadows Douglas Isle Of Man IM2 1JG,PER,04-Jul-12,12/00792/B
Installation of replacement windows and doors,1 Ridgeway Road Onchan Isle Of Man IM3 1HT,PER,14-Aug-12,12/00975/B
Replace existing doorway with a window to rear elevation of dwelling,1 Larch Hill Highton Wood Hill Tromode Douglas Isle Of Man IM2 5NQ,PER,14-Sep-12,12/01116/B
Installation of replacement windows to rear elevation,15 Demesne Road Douglas Isle Of Man IM1 3EB ,PER,27-Mar-12,12/00197/B
Conversion of building to provide three residential apartments,8 Kingswood Grove Douglas Isle Of Man IM1 3LX,REF,10-May-12,12/00255/B
Roofing works to and extension of existing garage,The Mount Mount Morrison Peel Isle Of Man IM5 1PN,PER,12-Jan-12,11/01581/B
Erection of a detached garage and creation of a vehicular access,Sea View Harbour Road Santon Isle Of Man IM4 1HF,PER,21-Feb-12,11/01709/B
Installation of replacement doors to roof level plant room,Peveril Building Peveril Square Douglas Isle Of Man IM1 2BS ,PER,12-Mar-12,12/00164/B
Installation of replacement windows,La Petite Colline Snaefell Road Agneash Isle Of Man IM4 7NR,PER,04-Apr-12,12/00262/B
Creation of a fire escape door,Andreas School Andreas Village Isle Of Man IM7 4EZ ,PER,06-Jan-12,11/01652/B
Installation of replacement windows and front door,36A Market Street Peel Isle Of Man IM5 1AE,PER,12-Jan-12,11/01654/B
Installation of a dormer window to dwelling,17 Perwick Road Port St. Mary Isle Of Man IM9 5PA,PER,12-Jan-12,11/01655/B
Solar panels and roof alterations to dwelling (partial retrospective),The Retreat Surby Road Ballafesson Port Erin Isle Of Man IM9 6TE,PER,03-Feb-12,11/01656/B
Erection of a garage extension and front porch to dwelling,14B Odins Way Ballakillowey Colby Isle Of Man IM9 4BQ,PER,31-Jan-12,11/01730/B
Erection of a replacement extension to rear of dwelling,18 Wybourn Drive Onchan Isle Of Man IM3 4AJ,PER,25-Jan-12,11/01731/B
Erection of an attached garage / store to side of dwelling,Lismore 31 Summerhill Road Onchan Isle Of Man IM3 1NQ,PER,25-Jan-12,11/01732/B
Additional use of dwelling as tourist accommodation,24 Milner Park Port Erin Isle Of Man IM9 6DH,PER,13-Jan-12,11/01612/C
Extension to and conversion of existing detached garage into tourist accommodation (Amendments to PA 09/01099/B),The Anchorage Port E Vullen Ramsey Isle Of Man IM7 1AP ,PER,06-Jan-12,11/01657/B
Erection of a lean to storage structure in rear garden (Retrospective),27 The Crescent Douglas Isle Of Man IM2 5ET,PER,02-Mar-12,12/00041/B
Alterations and extension to Community Hall,Arbory Parish Hall Main Road Ballabeg Castletown Isle Of Man IM9 4LE,PER,02-Mar-12,12/00093/B
Erection of a porch to front elevation of dwelling,16 King Edward Park Onchan Isle Of Man IM3 2AE,PER,08-Mar-12,12/00127/B
Erection of second garden shed (Retrospective),14 Ashberry Avenue Douglas Isle Of Man IM2 1PX,PER,08-Mar-12,12/00133/B
Demolition of existing rear annex and erection of a replacement extension,10 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG,PER,09-Mar-12,12/00135/B
Erection of an extension to dwelling,22 Ballanard Road Douglas Isle Of Man IM2 5HF,PER,04-May-12,12/00470/B
Installation of automatic garage doors to existing parking spaces,9 Clarence Terrace Central Promenade Douglas Isle Of Man IM2 4LS ,PER,04-May-12,12/00472/B
Erection of two sheds,Part Field 624114 Rhowin Road Maughold Isle Of Man  ,PER,12-Jul-12,12/00473/B
Creation of a drive way and parking / turning area,Ny-Garaghyn Grove Mount Ramsey Isle Of Man IM8 3HN,REF,04-May-12,12/00474/B
Erection of an antenna with support poles and wires,Dovedale Hillberry Road Onchan Isle Of Man IM3 3BQ,PER,13-Jun-12,12/00535/B
Creation of vehicular access and hard-standing to side of dwelling,1 Willow Close Ballawattleworth Estate Peel Isle Of Man IM5 1WL ,PER,17-May-12,12/00537/B
"Demolition of existing rear store and erection of replacement extension, installation of replacement windows and oil tank",7 Whitehouse Cottages Main Road Kirk Michael Isle Of Man IM6 2HE ,PER,12-Apr-12,12/00290/B
Alterations and erection of extensions to existing clubhouse,Lough Ny Magher Clubhouse Balleira Road Kirk Michael Isle Of Man IM6 1EE,PER,31-Jul-12,12/00326/B
Replace existing patio doors with windows and doorway,1 The Falls Tromode Douglas Isle Of Man IM4 4PZ ,PER,01-Mar-12,12/00054/B
Installation of replacement windows and door to front elevation,15 Main Road Onchan Isle Of Man IM3 1BE,PER,08-Mar-12,12/00134/B
Installation of replacement windows,Arbory School Main Road Ballabeg Castletown Isle Of Man IM9 4LH,PER,20-Mar-12,12/00201/B
Variation of condition 3 of approved car workshop (87/01441/C) to enable use as a car valet premises separate from former adjacent car sales premises,Workshop Elm Tree Road Onchan Isle Of Man IM3 4EF ,REF,03-Apr-12,11/01755/C
Erection of a storage shed,Goshen Stables  St Judes Road Sulby Isle Of Man  ,PER,09-Feb-12,11/01756/B
Alterations to main roof,International Business School  The Nunnery Old Castletown Road Douglas Isle Of Man IM2 1QB,PER,08-Mar-12,12/00110/B
Conversion of redundant cattery building into a garage and garden room,Beaufield Park Main Road Greeba Isle Of Man IM4 2DX ,PER,05-Apr-12,12/00192/B
Change of use from residential to office accommodation,Gatehouse  Curragh Wildlife Park  Ballaugh Isle Of Man IM7 5EA ,PER,20-Mar-12,12/00194/C
Enclosure of porch and widening of driveway,14 Thomas Keig Road Reayrt Y Sheear Douglas Isle Of Man IM2 6PL ,PER,21-Mar-12,12/00217/B
Erection of a stable block and creation of manege,Huntersfield Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA ,PER,03-Apr-12,12/00218/B
Erection of conservatory to rear elevation,10 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA,PER,20-Mar-12,12/00219/B
Alterations and extensions to dwelling including the installation of replacement windows,Burnside Glen Road Laxey Isle Of Man IM4 7AJ,PER,03-Feb-12,11/01295/B
Installation of two display windows,Unit 12A Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4QD ,PER,31-May-12,12/00583/B
Replacement of existing garage door with a window and erection of a first floor extension,26 Ballanoa Meadow Santon Isle Of Man IM4 1HQ ,PER,01-Mar-12,12/00044/B
Installation of a flat roofed dormer to dwelling,Cronk Beg Eleanora Drive Douglas Isle Of Man IM2 3NN,REF,30-Apr-12,12/00423/B
Erection of a detached garage/kennel building (Amendment to PA 12/00108/B),1 Bishopscourt Cottages Main Road Ballaugh Isle Of Man IM7 5EX,PER,23-Apr-12,12/00424/B
Extension to residential curtilage (Retrospective),39 Cherry Walk Douglas Isle Of Man IM2 5NW,PER,29-Jun-12,12/00498/B
Erection of a detached building and associated paved area for barbeque use,Kione Droghad Castle Hill Douglas Isle Of Man IM2 4AD,PER,17-May-12,12/00502/B
Alterations and extension to dwelling,25 Perwick Road (Known As 25 Perwick Bay) Port St. Mary Isle Of Man IM9 5PA,PER,16-May-12,12/00503/B
Change of use of existing coffee shop to retail,1A Market Hill Also Known As 1 Market Hill Ramsey Isle Of Man IM8 1JT ,PER,03-May-12,12/00202/C
Erection of a first floor extension over existing garage,38 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,21-Mar-12,12/00204/B
Installation of replacement windows to front elevation,20 Melbourne Street Douglas Isle Of Man IM2 3HB,PER,21-Mar-12,12/00207/B
Erection of a replacement extension,The Old Ford House  Brack A Broom Lane St Johns Isle Of Man IM4 3AQ ,PER,17-Apr-12,12/00208/B
Erection of a detached garage with store over to replace existing garage,St Trinians Cottage Main Road Crosby Isle Of Man IM4 2DW,REF,03-Apr-12,12/00209/B
Erection of patio walling and installation of pizza oven,Brookside  Tosaby Road Eairy Isle Of Man IM4 3HW,PER,30-Apr-12,12/00198/B
Installation of replacement windows,Bradda Mooar Bradda Road Port Erin Isle Of Man IM9 6PR ,PER,13-Jan-12,11/01630/B
Demolition of existing dwelling and erection of two detached dwellings,The Hut Douglas Road Ballasalla Isle Of Man IM9 2AN,PER,09-Feb-12,11/01632/B
Erection of an enclosure,MEA Substation Tholt Y Will Sulby Isle Of Man  ,PER,06-Jan-12,11/01633/B
Widen existing field access,Field 314751 Peel Road St Johns Isle Of Man  ,PER,01-Mar-12,12/00050/B
Alterations and erection of an extension to dwelling,20 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HX,PER,01-Mar-12,12/00051/B
Installation of replacement window to front elevation,Sulby Cottage 39 Bowring Road Ramsey Isle Of Man IM8 3ES,PER,27-Mar-12,12/00199/B
Alterations to provide new roof window over kitchen,35 Princes Street Douglas Isle Of Man IM1 1BB,PER,02-Mar-12,12/00100/B
Alterations and extension to provide ground floor office and an apartment comprising first and second floors,31 High Street Port St. Mary Isle Of Man IM9 5DP,PER,08-Mar-12,11/01728/B
Installation of three solar panels,Mullen Rhenass  Rhenass Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1BB,PER,02-Mar-12,12/00072/B
Conversion from an office to a residential dwelling,Old Coastguard Station Queens Promenade Ramsey Isle Of Man  ,REF,23-Mar-12,12/00150/C
Conversion of three first floor ensuite bedrooms to one self contained tourist apartment,Albert Hotel Athol Street Port St. Mary Isle Of Man IM9 5DS,PER,20-Mar-12,12/00152/B
Replacement and relocation of existing works office and staff welfare facilities and extension of existing access,Colas Depot Colas Drive Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AH ,PER,27-Mar-12,12/00154/B
Erection of front porch,9 Belgravia Douglas Isle Of Man IM2 7DL,PER,29-Mar-12,12/00231/B
Additional use of apartment as tourist accommodation,Garden Flat 5 Marine Parade Peel Isle Of Man IM5 1PB ,PER,15-Jun-12,12/00656/C
Erection of stables,Jemmy Dans  St Judes Road Andreas Isle Of Man IM7 3HF,PER,15-May-12,12/00405/B
Erection of a second floor extension,Publishing House Peel Road Douglas Isle Of Man IM1 5PZ,PER,26-Jul-12,12/00864/B
Erection of an extension to dwelling,25 Falcon Cliff Court Douglas Isle Of Man IM2 4AH,PER,15-Oct-12,12/00865/B
Erection of a garage and carport for Plot 24 and driveway / parking adjustment for Plot 30,Plots 24 & 30 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,25-Jul-12,12/00866/B
Installation of a replacement window (In association with 12/00868/CON),Dunluce Ballure Road Ramsey Isle Of Man IM8 1NL,PER,13-Aug-12,12/00867/GB
Erection of cattle shed,Field 224356  Bishopscourt Farm Bishopscourt Kirk Michael Isle Of Man IM6 2EY ,PER,30-Jul-12,12/00869/B
